Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCæg/L,Temp,F_Temp,ConduScm,SpCond,F_SpCond,Sal,F_Sal,nLFCondæS/cm,TDSmg/L,Turb,F_Turb,TSSmg/L,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Presspsia,Depth,F_Depth
8/30/2018,19:00, ,0,LHS,0,6.2,0,47.99,143.93,1.26,5,0.09,0.09,20.362,0,8269.5,9073.3,-5,5.09,0,9148.6,5898,23.72,0,0,78.6,0,6.89,0,7.69,0,-62.7,2.643,1.912,0
8/30/2018,19:15, ,0,LHS,0,6.2,0,47.47,142.4,1.29,5.16,0.09,0.09,20.371,0,8271,9073.2,-5,5.09,0,9148.3,5898,19.55,0,0,79,0,6.92,0,7.7,0,-63.2,2.534,1.835,0
8/30/2018,19:30, ,0,LHS,0,6.2,0,46.56,139.66,1.3,5.2,0.08,0.08,20.364,0,8265.7,9068.7,-5,5.09,0,9143.9,5895,22.42,0,0,79.6,0,6.98,0,7.71,0,-63.7,2.417,1.753,0
8/30/2018,19:45, ,0,LHS,0,6.2,0,46.83,140.45,1.27,5.08,0.14,0.14,20.349,0,8257.7,9062.7,-5,5.09,0,9138.1,5891,25.07,0,0,79.9,0,7,0,7.71,0,-64,2.299,1.67,0
8/30/2018,20:00, ,0,LHS,0,6.2,0,46.86,140.56,1.29,5.14,0.13,0.13,20.338,0,8246,9052.1,-5,5.08,0,9127.6,5884,23.05,0,0,80.2,0,7.03,0,7.72,0,-64.4,2.178,1.585,0
8/30/2018,20:15, ,0,LHS,0,6.2,0,46.8,140.38,1.27,5.08,0.11,0.11,20.319,0,8237.7,9046.4,-5,5.08,0,9122.1,5880,25.87,0,0,80.3,0,7.04,0,7.73,0,-65,2.061,1.503,0
8/30/2018,20:30, ,0,LHS,0,6.2,0,45.49,136.45,1.36,5.4,0.12,0.12,20.324,0,8238.2,9046.2,-5,5.08,0,9121.8,5880,25.84,0,0,80.1,0,7.03,0,7.74,0,-65.2,1.944,1.42,0
8/30/2018,20:45, ,0,LHS,0,6.2,0,46.13,138.35,1.31,5.23,0.12,0.12,20.308,0,8236.8,9047.7,-5,5.08,0,9123.6,5881,23.03,0,0,78.8,0,6.92,0,7.73,0,-65.1,1.836,1.345,0
8/30/2018,21:00, ,0,LHS,0,6.2,0,47.95,143.84,1.37,5.45,0.12,0.12,20.312,0,8247.6,9058.8,-5,5.08,0,9134.7,5888,26,0,0,79.7,0,6.99,0,7.74,0,-65.4,1.74,1.277,0
8/30/2018,21:15, ,0,LHS,0,6.2,0,48.77,146.29,1.43,5.68,0.11,0.11,20.334,0,8296.4,9108.2,-5,5.11,0,9184.2,5920,24.95,0,0,80.3,0,7.04,0,7.75,0,-65.8,1.654,1.217,0
8/30/2018,21:30, ,0,LHS,0,6.2,0,49.2,147.59,1.48,5.92,0.12,0.12,20.307,0,8392.2,9218.4,-5,5.18,0,9295.7,5992,23.33,0,0,80,0,7.01,0,7.75,0,-66,1.577,1.162,0
8/30/2018,21:45, ,0,LHS,0,6.2,0,50.63,151.85,1.48,5.92,0.11,0.11,20.284,0,8482.4,9322.2,-5,5.24,0,9400.7,6059,24.36,0,0,79.5,0,6.97,0,7.74,0,-65.6,1.516,1.119,0
8/30/2018,22:00, ,0,LHS,0,6.2,0,51.54,154.6,1.52,6.07,0.1,0.1,20.236,0,8561.4,9418.4,-5,5.3,0,9498.4,6122,22.12,0,0,78.5,0,6.89,0,7.74,0,-65.3,1.463,1.082,0
8/30/2018,22:15, ,0,LHS,0,6.2,0,52.51,157.5,1.53,6.09,0.12,0.12,20.196,0,8633.3,9505.6,-5,5.35,0,9586.9,6179,19.63,0,0,77.2,0,6.78,0,7.73,0,-64.7,1.421,1.053,0
8/30/2018,22:30, ,0,LHS,0,6.2,0,53.14,159.39,1.53,6.1,0.12,0.12,20.14,0,8669.3,9556.5,-5,5.39,0,9639.1,6212,17.21,0,0,75.3,0,6.62,0,7.71,0,-63.9,1.388,1.029,0
8/30/2018,22:45, ,0,LHS,0,6.2,0,54.19,162.55,1.56,6.23,0.1,0.1,20.109,0,8717,9615.3,-5,5.42,0,9699,6250,17.45,0,0,73.8,0,6.49,0,7.71,0,-63.9,1.366,1.014,0
8/30/2018,23:00, ,0,LHS,0,6.2,0,54.71,164.11,1.48,5.89,0.09,0.09,20.06,0,8734.3,9644.4,-5,5.44,0,9729,6269,13.59,0,0,72.8,0,6.41,0,7.71,0,-63.4,1.341,0.997,0
8/30/2018,23:15, ,0,LHS,0,6.2,0,51.58,154.73,1.6,6.39,0.13,0.13,20.019,0,8753.8,9674.1,-5,5.46,0,9759.6,6288,16.6,0,0,72.4,0,6.37,0,7.7,0,-63.1,1.326,0.986,0
8/30/2018,23:30, ,0,LHS,0,6.2,0,55.89,167.65,1.55,6.19,0.11,0.11,20.01,0,8790.5,9716.6,-5,5.48,0,9802.7,6316,11.76,0,0,73.3,0,6.45,0,7.71,0,-63.7,1.324,0.985,0
8/30/2018,23:45, ,0,LHS,0,6.2,0,55.89,167.65,1.57,6.26,0.12,0.12,19.974,0,8791.2,9724.7,-5,5.49,0,9811.3,6321,12.68,0,0,72.3,0,6.36,0,7.71,0,-63.5,1.331,0.989,0
8/31/2018,0:00, ,0,LHS,0,6.2,0,56.24,168.71,1.43,5.69,0.12,0.12,19.98,0,8813.7,9748.4,-5,5.5,0,9835.2,6336,11.84,0,0,69.3,0,6.11,0,7.7,0,-62.9,1.337,0.994,0
8/31/2018,0:15, ,0,LHS,0,6.2,0,55.09,165.25,1.45,5.76,0.13,0.13,19.874,0,8762.7,9713.7,-5,5.48,0,9801.7,6314,15.75,0,0,66.7,0,5.89,0,7.67,0,-61.2,1.351,1.003,0
8/31/2018,0:30, ,0,LHS,0,6.2,0,56.19,168.55,1.47,5.88,0.12,0.12,19.913,0,8783.7,9729,-5,5.49,0,9816.6,6324,12.48,0,0,68.4,0,6.03,0,7.71,0,-63.4,1.38,1.024,0
8/31/2018,0:45, ,0,LHS,0,6.2,0,56.18,168.52,1.54,6.15,0.1,0.1,19.955,0,8791.7,9729.2,-5,5.49,0,9816.2,6324,10.6,0,0,72.4,0,6.38,0,7.72,0,-64.4,1.425,1.055,0
8/31/2018,1:00, ,0,LHS,0,6.2,0,56.36,169.06,1.46,5.83,0.11,0.11,19.955,0,8777.1,9713.2,-5,5.48,0,9800,6314,10.9,0,0,74,0,6.52,0,7.74,0,-65.1,1.497,1.106,0
8/31/2018,1:15, ,0,LHS,0,6.2,0,55.65,166.93,1.55,6.19,0.12,0.12,19.977,0,8770.8,9701.6,-5,5.47,0,9788,6306,11.7,0,0,74.2,0,6.53,0,7.74,0,-65.2,1.587,1.169,0
8/31/2018,1:30, ,0,LHS,0,6.2,0,53.69,161.04,1.49,5.95,0.11,0.11,19.924,0,8640.4,9568.1,-5,5.39,0,9654.1,6219,16.06,0,0,75.8,0,6.69,0,7.75,0,-66.1,1.689,1.241,0
8/31/2018,1:45, ,0,LHS,0,6.2,0,50.5,151.47,1.51,6.03,0.14,0.14,19.549,0,8393.5,9368.8,-5,5.27,0,9458.3,6090,21.12,0,0,79.5,0,7.07,0,7.79,0,-68.5,1.803,1.321,0
8/31/2018,2:00, ,0,LHS,0,6.2,0,50.13,150.36,1.48,5.9,0.16,0.16,19.612,0,8339.8,9296.6,-5,5.23,0,9384.6,6043,20.29,0,0,81.1,0,7.21,0,7.8,0,-68.8,1.923,1.405,0
8/31/2018,2:15, ,0,LHS,0,6.2,0,49.42,148.24,1.4,5.58,0.1,0.1,19.693,0,8266.5,9199.1,-5,5.17,0,9285,5979,20.26,0,0,81.6,0,7.24,0,7.8,0,-68.5,2.041,1.488,0
8/31/2018,2:30, ,0,LHS,0,6.1,0,49.94,149.78,1.44,5.74,0.12,0.12,19.79,0,8176.4,9080,-5,5.1,0,9163.5,5902,18.11,0,0,82.2,0,7.28,0,7.8,0,-68.8,2.157,1.57,0
8/31/2018,2:45, ,0,LHS,0,6.2,0,49.23,147.66,1.4,5.59,0.11,0.11,19.88,0,8042.2,8914,-5,5,0,8994.8,5794,19.15,0,0,82,0,7.26,0,7.79,0,-68.1,2.27,1.65,0
8/31/2018,3:00, ,0,LHS,0,6.1,0,49.04,147.1,1.31,5.22,0.11,0.11,19.958,0,8085.7,8947.4,-5,5.02,0,9027.3,5816,17.76,0,0,81.8,0,7.22,0,7.78,0,-67.7,2.376,1.725,0
8/31/2018,3:15, ,0,LHS,0,6.1,0,48.65,145.92,1.36,5.43,0.13,0.13,19.979,0,8117.8,8978.9,-5,5.04,0,9058.9,5836,15.23,0,0,81.2,0,7.17,0,7.77,0,-67.1,2.476,1.794,0
8/31/2018,3:30, ,0,LHS,0,6.1,0,48.99,146.93,1.31,5.21,0.1,0.1,19.957,0,8126.9,8993.1,-5,5.05,0,9073.5,5846,15.6,0,0,80.9,0,7.15,0,7.76,0,-66.7,2.561,1.854,0
8/31/2018,3:45, ,0,LHS,0,6.1,0,48.67,146,1.19,4.75,0.08,0.08,19.932,0,8141.2,9013.8,-5,5.06,0,9094.7,5859,14.47,0,0,80.3,0,7.1,0,7.75,0,-66,2.638,1.908,0
8/31/2018,4:00, ,0,LHS,0,6.1,0,48.95,146.82,1.2,4.79,0.13,0.13,19.913,0,8154.1,9031.7,-5,5.07,0,9113,5871,14.75,0,0,80.1,0,7.08,0,7.74,0,-65.6,2.698,1.95,0
8/31/2018,4:15, ,0,LHS,0,6.1,0,48.78,146.32,1.16,4.64,0.08,0.08,19.88,0,8154.1,9038,-5,5.07,0,9119.8,5875,29.49,0,0,79.3,0,7.02,0,7.73,0,-65,2.744,1.982,0
8/31/2018,4:30, ,0,LHS,0,6.1,0,48.4,145.19,1.19,4.75,0.11,0.11,19.855,0,8151.4,9039.7,-5,5.07,0,9121.9,5876,15.52,0,0,78.8,0,6.97,0,7.73,0,-64.5,2.782,2.01,0
8/31/2018,4:45, ,0,LHS,0,6.1,0,48.07,144.18,1.21,4.81,0.1,0.1,19.828,0,8151.3,9044.9,-5,5.08,0,9127.5,5879,14.81,0,0,77.4,0,6.85,0,7.71,0,-63.6,2.811,2.03,0
8/31/2018,5:00, ,0,LHS,0,6.1,0,49.01,146.99,1.2,4.76,0.12,0.12,19.821,0,8149.4,9044,-5,5.08,0,9126.7,5879,14.41,0,0,76.4,0,6.76,0,7.7,0,-62.9,2.827,2.041,0
8/31/2018,5:15, ,0,LHS,0,6.1,0,48.66,145.95,1.14,4.54,0.1,0.1,19.798,0,8145,9043.4,-5,5.08,0,9126.4,5878,12.79,0,0,75.3,0,6.67,0,7.69,0,-62.3,2.826,2.04,0
8/31/2018,5:30, ,0,LHS,0,6.1,0,47.1,141.28,1.1,4.39,0.08,0.08,19.776,0,8141.5,9043.9,-5,5.08,0,9127.3,5879,14.31,0,0,69,0,6.11,0,7.65,0,-60.4,2.809,2.029,0
8/31/2018,5:45, ,0,LHS,0,6.1,0,48.01,144,1.17,4.67,0.13,0.13,19.781,0,8140.9,9042.2,-5,5.08,0,9125.5,5877,14.53,0,0,76.7,0,6.8,0,7.7,0,-63.2,2.777,2.006,0
8/31/2018,6:00, ,0,LHS,0,6.1,0,48.33,144.96,1.22,4.86,0.08,0.08,19.761,0,8138,9042.8,-5,5.08,0,9126.4,5878,16.17,0,0,78.5,0,6.96,0,7.71,0,-63.8,2.729,1.973,0
8/31/2018,6:15, ,0,LHS,0,6.1,0,49.27,147.78,1.2,4.78,0.1,0.1,19.725,0,8130.7,9041.8,-5,5.08,0,9125.8,5877,14.52,0,0,78.9,0,7,0,7.72,0,-64.2,2.673,1.933,0
8/31/2018,6:30, ,0,LHS,0,6.1,0,49.1,147.28,1.04,4.15,0.07,0.07,19.718,0,8129.1,9041.3,-5,5.08,0,9125.4,5877,15.43,0,0,78.9,0,7,0,7.72,0,-64.3,2.601,1.882,0
8/31/2018,6:45, ,0,LHS,0,6.1,0,49.05,147.12,1.19,4.74,0.1,0.1,19.712,0,8123.1,9035.7,-5,5.07,0,9119.8,5873,14.41,0,0,79.1,0,7.02,0,7.73,0,-64.8,2.522,1.827,0
8/31/2018,7:00, ,0,LHS,0,6.1,0,49.11,147.3,1.18,4.7,0.1,0.1,19.727,0,8121.8,9031.4,-5,5.07,0,9115.2,5870,15.63,0,0,79.6,0,7.06,0,7.74,0,-65.4,2.431,1.763,0
8/31/2018,7:15, ,0,LHS,0,6.1,0,49.19,147.54,1.17,4.67,0.08,0.08,19.732,0,8113.1,9020.7,-5,5.06,0,9104.4,5863,15.83,0,0,79.8,0,7.08,0,7.75,0,-65.7,2.325,1.688,0
8/31/2018,7:30, ,0,LHS,0,6.1,0,48.98,146.9,1.2,4.77,0.11,0.11,19.743,0,8102.8,9007.2,-5,5.05,0,9090.7,5855,17.95,0,0,80.1,0,7.11,0,7.75,0,-66.2,2.216,1.612,0
8/31/2018,7:45, ,0,LHS,0,6.1,0,48.89,146.64,1.25,4.97,0.08,0.08,19.748,0,8093.6,8996.1,-5,5.05,0,9079.4,5847,20.37,0,0,80.3,0,7.13,0,7.76,0,-66.5,2.101,1.531,0
8/31/2018,8:00, ,0,LHS,0,6.1,0,48.81,146.39,1.24,4.95,0.11,0.11,19.723,0,8083,8989,-5,5.04,0,9072.6,5843,23.03,0,0,80.4,0,7.13,0,7.76,0,-66.7,1.986,1.45,0
8/31/2018,8:15, ,0,LHS,0,6.1,0,49.14,147.38,1.28,5.09,0.12,0.12,19.642,0,8085.5,9007.3,-5,5.06,0,9092.1,5855,31.25,0,0,79.6,0,7.07,0,7.76,0,-66.7,1.876,1.372,0
8/31/2018,8:30, ,0,LHS,0,6.1,0,49.37,148.07,1.32,5.25,0.13,0.13,19.567,0,8120.3,9060.5,-5,5.09,0,9146.9,5889,25.98,0,0,79.4,0,7.06,0,7.77,0,-66.8,1.772,1.3,0
8/31/2018,8:45, ,0,LHS,0,6.1,0,47.89,143.63,1.41,5.62,0.16,0.16,19.497,0,8204,9167.6,-5,5.15,0,9255.9,5959,32.48,0,0,79.2,0,7.06,0,7.77,0,-67,1.675,1.231,0
8/31/2018,9:00, ,0,LHS,0,6.1,0,50.85,152.54,1.39,5.53,0.13,0.13,19.459,0,8308.9,9292.3,-5,5.23,0,9382.4,6040,22.37,0,0,78.7,0,7.02,0,7.77,0,-67,1.589,1.17,0
8/31/2018,9:15, ,0,LHS,0,6.1,0,51.14,153.39,1.48,5.89,0.12,0.12,19.451,0,8404,9400.3,-5,5.29,0,9491.5,6110,20.71,0,0,77.5,0,6.9,0,7.76,0,-66.3,1.51,1.115,0
8/31/2018,9:30, ,0,LHS,0,6.1,0,52.54,157.59,1.52,6.05,0.14,0.14,19.485,0,8516.8,9519.5,-5,5.37,0,9611.4,6188,17.58,0,0,76.3,0,6.79,0,7.75,0,-65.9,1.442,1.068,0
8/31/2018,9:45, ,0,LHS,0,6.1,0,53.88,161.6,1.48,5.92,0.12,0.12,19.525,0,8606.7,9611.8,-5,5.42,0,9704,6248,22.58,0,0,74.9,0,6.66,0,7.74,0,-65.2,1.384,1.027,0
8/31/2018,10:00, ,0,LHS,0,6.1,0,54.52,163.55,1.48,5.92,0.11,0.11,19.569,0,8685.8,9691,-5,5.47,0,9783.3,6299,16.72,0,0,73.7,0,6.55,0,7.73,0,-64.9,1.331,0.989,0
8/31/2018,10:15, ,0,LHS,0,6.1,0,55.16,165.45,1.5,5.97,0.12,0.12,19.593,0,8731.8,9737.4,-5,5.5,0,9829.8,6329,19.17,0,0,72.8,0,6.46,0,7.73,0,-64.7,1.293,0.962,0
8/31/2018,10:30, ,0,LHS,0,6.1,0,55.89,167.64,1.5,5.98,0.09,0.09,19.634,0,8771.9,9773.6,-5,5.52,0,9865.8,6353,20.82,0,0,72.1,0,6.39,0,7.72,0,-64.4,1.261,0.94,0
8/31/2018,10:45, ,0,LHS,0,6.1,0,56.23,168.67,1.54,6.13,0.1,0.1,19.797,0,8810.7,9782.9,-5,5.52,0,9872.7,6359,13.14,0,0,72.6,0,6.42,0,7.72,0,-64.3,1.239,0.925,0
8/31/2018,11:00, ,0,LHS,0,6.1,0,56.52,169.53,1.46,5.8,0.1,0.1,19.82,0,8830.5,9800.2,-5,5.53,0,9889.9,6370,14.65,0,0,72.2,0,6.38,0,7.72,0,-64.4,1.221,0.912,0
8/31/2018,11:15, ,0,LHS,0,6.1,0,56.93,170.76,1.59,6.32,0.1,0.1,19.895,0,8860.6,9817.9,-5,5.54,0,9906.5,6382,13.16,0,0,72.4,0,6.38,0,7.73,0,-64.6,1.206,0.901,0
8/31/2018,11:30, ,0,LHS,0,6.1,0,57.28,171.82,1.48,5.88,0.08,0.08,19.876,0,8869.6,9831.8,-5,5.55,0,9920.9,6391,13.32,0,0,71.5,0,6.3,0,7.73,0,-64.6,1.197,0.895,0
8/31/2018,11:45, ,0,LHS,0,6.1,0,57.19,171.54,1.4,5.58,0.09,0.09,20.074,0,8894,9817.7,-5,5.54,0,9903.7,6382,11.05,0,0,71.1,0,6.25,0,7.71,0,-63.9,1.196,0.895,0
8/31/2018,12:00, ,0,LHS,0,6.1,0,57.78,173.32,1.42,5.67,0.1,0.1,20.041,0,8908.7,9840.8,-5,5.56,0,9927.4,6397,10.3,0,0,71.3,0,6.27,0,7.72,0,-64,1.197,0.895,0
8/31/2018,12:15, ,0,LHS,0,6.1,0,57.8,173.37,1.68,6.69,0.11,0.11,19.977,0,8905.3,9850.3,-5,5.56,0,9938,6403,10.83,0,0,67.9,0,5.98,0,7.7,0,-63.3,1.224,0.914,0
8/31/2018,12:30, ,0,LHS,0,6.1,0,56.75,170.23,1.46,5.83,0.09,0.09,20.182,0,8892.3,9793.6,-5,5.53,0,9877.7,6366,13.85,0,0,73.2,0,6.42,0,7.72,0,-64.4,1.27,0.947,0
8/31/2018,12:45, ,0,LHS,0,6.1,0,56.84,170.48,1.45,5.79,0.07,0.07,19.827,0,8843.8,9813.4,-5,5.54,0,9903,6379,13.17,0,0,70.8,0,6.25,0,7.72,0,-64.2,1.337,0.994,0
