Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCæg/L,Temp,F_Temp,ConduScm,SpCond,F_SpCond,Sal,F_Sal,nLFCondæS/cm,TDSmg/L,Turb,F_Turb,TSSmg/L,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Presspsia,Depth,F_Depth
9/2/2018,17:30, ,0,LHS,0,6,0,48.81,146.42,1.27,5.08,0.11,0.11,20.901,0,8255.3,8956.5,-5,5.02,0,9023.1,5822,12.65,0,0,86.1,0,7.47,0,7.78,0,-67.6,2.875,2.076,0
9/2/2018,17:45, ,0,LHS,0,6,0,48.38,145.13,1.23,4.9,0.1,0.1,20.878,0,8246.2,8951,-5,5.02,0,9017.8,5818,13.86,0,0,85.5,0,7.42,0,7.77,0,-67.1,2.928,2.113,0
9/2/2018,18:00, ,0,LHS,0,6,0,48.07,144.2,1.22,4.85,0.07,0.07,20.849,0,8236.4,8945.6,-5,5.01,0,9012.8,5815,12.8,0,0,85.2,0,7.4,0,7.76,0,-66.9,2.972,2.144,0
9/2/2018,18:15, ,0,LHS,0,6,0,47.63,142.86,1.12,4.46,0.09,0.09,20.805,0,8218.3,8934.2,-5,5.01,0,9002,5807,12.11,0,0,84.8,0,7.37,0,7.75,0,-66.3,3.006,2.168,0
9/2/2018,18:30, ,0,LHS,0,6,0,47,140.97,1.09,4.35,0.08,0.08,20.777,0,8204.1,8924,-5,5,0,8992.1,5801,12.18,0,0,84.4,0,7.34,0,7.75,0,-66.1,3.03,2.185,0
9/2/2018,18:45, ,0,LHS,0,6,0,46.59,139.74,1.08,4.31,0.1,0.1,20.756,0,8188.9,8911.3,-5,4.99,0,8979.6,5792,11.58,0,0,84.3,0,7.33,0,7.75,0,-66.1,3.051,2.199,0
9/2/2018,19:00, ,0,LHS,0,6,0,46.22,138.62,1.08,4.31,0.04,0.04,20.744,0,8179.8,8903.6,-5,4.99,0,8972.1,5787,11.25,0,0,84.2,0,7.33,0,7.75,0,-65.9,3.066,2.21,0
9/2/2018,19:15, ,0,LHS,0,6,0,45.91,137.72,1.1,4.37,0.09,0.09,20.726,0,8170.5,8896.9,-5,4.98,0,8965.5,5783,11.24,0,0,83.3,0,7.25,0,7.74,0,-65.7,3.076,2.217,0
9/2/2018,19:30, ,0,LHS,0,6,0,45.52,136.54,1.05,4.17,0.07,0.07,20.726,0,8160.3,8885.7,-5,4.98,0,8954.3,5776,10.97,0,0,83.7,0,7.29,0,7.74,0,-65.4,3.087,2.224,0
9/2/2018,19:45, ,0,LHS,0,6,0,45.39,136.14,1.06,4.2,0.07,0.07,20.709,0,8152.3,8880,-5,4.97,0,8948.7,5772,11.43,0,0,80.5,0,7.01,0,7.73,0,-65.2,3.083,2.222,0
9/2/2018,20:00, ,0,LHS,0,6,0,45.22,135.64,0.99,3.93,0.03,0.03,20.687,0,8145.4,8876.6,-5,4.97,0,8945.7,5770,12.6,0,0,81.6,0,7.11,0,7.73,0,-64.8,3.071,2.213,0
9/2/2018,20:15, ,0,LHS,0,6,0,45.02,135.02,1.06,4.2,0.11,0.11,20.673,0,8140.8,8874.2,-5,4.97,0,8943.5,5768,12.51,0,0,81.8,0,7.12,0,7.73,0,-64.9,3.05,2.198,0
9/2/2018,20:30, ,0,LHS,0,6,0,45.3,135.87,1.04,4.15,0.05,0.05,20.637,0,8135.8,8875.5,-5,4.97,0,8945.2,5769,12.15,0,0,84.8,0,7.4,0,7.75,0,-66.3,3.014,2.173,0
9/2/2018,20:45, ,0,LHS,0,6,0,45.31,135.92,1.05,4.16,0.06,0.06,20.628,0,8135.1,8876.3,-5,4.97,0,8946.2,5770,12.59,0,0,85.5,0,7.46,0,7.76,0,-66.8,2.964,2.138,0
9/2/2018,21:00, ,0,LHS,0,6,0,41.6,124.77,1.15,4.59,0.14,0.14,20.581,0,8147,8898,-5,4.99,0,8968.7,5784,31.56,0,0,85.1,0,7.43,0,7.76,0,-66.8,2.887,2.084,0
9/2/2018,21:15, ,0,LHS,0,6,0,45.65,136.92,1.13,4.51,0.1,0.1,20.53,0,8150.6,8911.4,-5,4.99,0,8982.9,5792,16.48,0,0,84.7,0,7.4,0,7.76,0,-66.9,2.79,2.016,0
9/2/2018,21:30, ,0,LHS,0,6,0,47.09,141.23,1.1,4.39,0.08,0.08,20.547,0,8169.2,8928.5,-5,5,0,9000,5804,14.83,0,0,84.8,0,7.41,0,7.77,0,-67,2.686,1.942,0
9/2/2018,21:45, ,0,LHS,0,6,0,47.07,141.18,1.13,4.48,0.07,0.07,20.541,0,8178.7,8940.1,-5,5.01,0,9011.8,5811,18.54,0,0,84.8,0,7.41,0,7.77,0,-67.2,2.568,1.86,0
9/2/2018,22:00, ,0,LHS,0,6,0,47.31,141.91,1.18,4.69,0.11,0.11,20.551,0,8189.5,8949.9,-5,5.02,0,9021.5,5817,20.69,0,0,85,0,7.43,0,7.78,0,-67.6,2.444,1.773,0
9/2/2018,22:15, ,0,LHS,0,6,0,47.08,141.22,1.19,4.74,0.12,0.12,20.532,0,8191.2,8955.4,-5,5.02,0,9027.3,5821,23.31,0,0,85.3,0,7.45,0,7.79,0,-68.2,2.314,1.681,0
9/2/2018,22:30, ,0,LHS,0,6,0,47.33,141.97,1.22,4.87,0.09,0.09,20.52,0,8197.3,8964.4,-5,5.03,0,9036.6,5827,23.66,0,0,85.1,0,7.44,0,7.8,0,-68.8,2.179,1.586,0
9/2/2018,22:45, ,0,LHS,0,6,0,46.97,140.88,1.26,5.01,0.1,0.11,20.522,0,8201.5,8968.5,-5,5.03,0,9040.7,5830,25.95,0,0,85.7,0,7.49,0,7.81,0,-69.4,2.052,1.497,0
9/2/2018,23:00, ,0,LHS,0,6,0,47.62,142.82,1.3,5.2,0.1,0.1,20.533,0,8207.4,8972.9,-5,5.03,0,9044.9,5832,20.62,0,0,86.3,0,7.54,0,7.82,0,-70.1,1.938,1.417,0
9/2/2018,23:15, ,0,LHS,0,6,0,47.93,143.76,1.34,5.35,0.14,0.14,20.506,0,8209,8979.9,-5,5.04,0,9052.3,5837,22.68,0,0,85.9,0,7.51,0,7.82,0,-70.2,1.837,1.345,0
9/2/2018,23:30, ,0,LHS,0,6,0,48.68,146.02,1.34,5.34,0.12,0.12,20.506,0,8227.4,8999.9,-5,5.05,0,9072.5,5850,23.02,0,0,86.8,0,7.58,0,7.83,0,-71,1.746,1.282,0
9/2/2018,23:45, ,0,LHS,0,6,0,48.91,146.72,1.37,5.46,0.13,0.13,20.487,0,8252.7,9031.2,-5,5.07,0,9104.4,5870,22.91,0,0,87.1,0,7.62,0,7.84,0,-71.4,1.671,1.229,0
9/3/2018,0:00, ,0,LHS,0,6,0,49.43,148.27,1.4,5.6,0.09,0.09,20.452,0,8286,9074.3,-5,5.09,0,9148.3,5898,26.4,0,0,87.2,0,7.63,0,7.85,0,-71.7,1.594,1.175,0
9/3/2018,0:15, ,0,LHS,0,6,0,50.2,150.59,1.36,5.44,0.12,0.12,20.385,0,8317.5,9121.6,-5,5.12,0,9196.9,5929,23.12,0,0,86.4,0,7.57,0,7.84,0,-71.1,1.538,1.135,0
9/3/2018,0:30, ,0,LHS,0,6,0,50.59,151.75,1.42,5.64,0.12,0.12,20.339,0,8376.9,9195.5,-5,5.17,0,9272.2,5977,19.74,0,0,86,0,7.54,0,7.84,0,-71.3,1.486,1.099,0
9/3/2018,0:45, ,0,LHS,0,6,0,51.5,154.47,1.44,5.73,0.09,0.09,20.269,0,8417.1,9253.2,-5,5.2,0,9331.4,6015,26.91,0,0,84.9,0,7.45,0,7.83,0,-70.7,1.444,1.069,0
9/3/2018,1:00, ,0,LHS,0,6,0,52.42,157.23,1.43,5.71,0.12,0.12,20.176,0,8453.7,9311.7,-5,5.24,0,9391.7,6053,22.41,0,0,83.3,0,7.32,0,7.82,0,-70.1,1.405,1.041,0
9/3/2018,1:15, ,0,LHS,0,6,0,53.19,159.55,1.43,5.68,0.13,0.13,20.102,0,8497.3,9374.2,-5,5.27,0,9455.9,6093,16.58,0,0,82,0,7.21,0,7.81,0,-69.3,1.367,1.015,0
9/3/2018,1:30, ,0,LHS,0,6,0,53.9,161.68,1.44,5.75,0.13,0.13,20.038,0,8521.5,9413.7,-5,5.3,0,9496.6,6119,16.15,0,0,81,0,7.13,0,7.8,0,-68.9,1.333,0.991,0
9/3/2018,1:45, ,0,LHS,0,6,0,54.38,163.1,1.49,5.95,0.12,0.12,19.973,0,8552.3,9460.8,-5,5.33,0,9545,6149,15.4,0,0,80.3,0,7.08,0,7.8,0,-68.6,1.297,0.965,0
9/3/2018,2:00, ,0,LHS,0,6,0,54.81,164.41,1.52,6.05,0.12,0.12,19.914,0,8580.8,9504,-5,5.35,0,9589.6,6178,14.93,0,0,79.2,0,6.99,0,7.79,0,-68.3,1.262,0.941,0
9/3/2018,2:15, ,0,LHS,0,6,0,55.21,165.61,1.48,5.92,0.12,0.12,19.826,0,8600.5,9543.5,-5,5.38,0,9630.7,6203,13.46,0,0,78.6,0,6.95,0,7.79,0,-68.1,1.231,0.919,0
9/3/2018,2:30, ,0,LHS,0,6,0,55.6,166.79,1.52,6.08,0.14,0.14,19.767,0,8616.3,9573,-5,5.4,0,9661.3,6222,14.81,0,0,78,0,6.91,0,7.78,0,-67.9,1.194,0.893,0
9/3/2018,2:45, ,0,LHS,0,6,0,56.16,168.45,1.52,6.08,0.09,0.09,19.744,0,8653.7,9619.3,-5,5.42,0,9708.4,6253,13.48,0,0,77.5,0,6.86,0,7.79,0,-68,1.152,0.863,0
9/3/2018,3:00, ,0,LHS,0,6,0,56.41,169.19,1.65,6.58,0.1,0.1,19.696,0,8659.5,9635.7,-5,5.43,0,9725.6,6263,14.24,0,0,76.8,0,6.81,0,7.78,0,-67.5,1.116,0.838,0
9/3/2018,3:15, ,0,LHS,0,6,0,56.67,169.97,1.6,6.4,0.1,0.1,19.647,0,8673,9660.7,-5,5.45,0,9751.6,6279,13.26,0,0,76.2,0,6.75,0,7.77,0,-67.2,1.083,0.815,0
9/3/2018,3:30, ,0,LHS,0,6,0,57.01,171,1.6,6.36,0.12,0.12,19.619,0,8695.3,9691.3,-5,5.47,0,9782.9,6299,13.99,0,0,75.9,0,6.73,0,7.78,0,-67.6,1.065,0.803,0
9/3/2018,3:45, ,0,LHS,0,6,0,57.52,172.53,1.6,6.37,0.11,0.11,19.609,0,8709.5,9709.2,-5,5.48,0,9801.1,6311,12.27,0,0,75.7,0,6.72,0,7.78,0,-67.9,1.06,0.799,0
9/3/2018,4:00, ,0,LHS,0,6,0,57.42,172.24,1.59,6.33,0.15,0.15,19.571,0,8709.6,9717.2,-5,5.48,0,9809.7,6316,11.35,0,0,74,0,6.57,0,7.78,0,-67.5,1.087,0.817,0
9/3/2018,4:15, ,0,LHS,0,6,0,56.93,170.75,1.6,6.37,0.14,0.14,19.537,0,8689.3,9701.6,-5,5.48,0,9794.4,6306,11.42,0,0,75.4,0,6.7,0,7.79,0,-68.2,1.136,0.853,0
9/3/2018,4:30, ,0,LHS,0,6,0,57.19,171.55,1.62,6.45,0.12,0.12,19.568,0,8680,9684.7,-5,5.46,0,9777,6295,9.99,0,0,76.4,0,6.78,0,7.8,0,-68.6,1.217,0.909,0
9/3/2018,4:45, ,0,LHS,0,6,0,56.54,169.59,1.62,6.48,0.12,0.12,19.579,0,8676,9678.1,-5,5.46,0,9770.2,6291,12.24,0,0,76.9,0,6.83,0,7.8,0,-68.7,1.318,0.98,0
9/3/2018,5:00, ,0,LHS,0,6,0,54.93,164.75,1.54,6.15,0.13,0.13,19.478,0,8560.2,9569.4,-5,5.4,0,9661.9,6220,16.4,0,0,79.2,0,7.04,0,7.82,0,-70,1.432,1.061,0
9/3/2018,5:15, ,0,LHS,0,6,0,52.41,157.2,1.6,6.38,0.15,0.16,19.128,0,8381.8,9440.7,-5,5.32,0,9536.8,6136,17.77,0,0,81.3,0,7.29,0,7.85,0,-71.7,1.551,1.144,0
9/3/2018,5:30, ,0,LHS,0,6,0,51.54,154.59,1.61,6.42,0.14,0.14,19.105,0,8316.7,9371.9,-5,5.28,0,9467.7,6092,22.53,0,0,82.5,0,7.4,0,7.87,0,-72.6,1.676,1.231,0
9/3/2018,5:45, ,0,LHS,0,6,0,51.06,153.15,1.6,6.36,0.15,0.15,19.158,0,8230.2,9263.9,-5,5.21,0,9357.8,6022,18.99,0,0,84,0,7.53,0,7.88,0,-73.5,1.799,1.319,0
9/3/2018,6:00, ,0,LHS,0,6,0,50.48,151.42,1.59,6.32,0.15,0.15,19.29,0,8148.6,9146.2,-5,5.14,0,9237.1,5945,18.16,0,0,84.9,0,7.6,0,7.88,0,-73.7,1.922,1.405,0
9/3/2018,6:15, ,0,LHS,0,6,0,50.26,150.77,1.49,5.95,0.14,0.14,19.402,0,7977.9,8933,-5,5.01,0,9020.3,5806,17.52,0,0,85.1,0,7.6,0,7.87,0,-73.1,2.036,1.485,0
9/3/2018,6:30, ,0,LHS,0,6,0,49.28,147.82,1.32,5.26,0.1,0.1,19.499,0,7754.7,8665.1,-5,4.85,0,8748.5,5632,15.84,0,0,85,0,7.58,0,7.86,0,-72,2.138,1.557,0
9/3/2018,6:45, ,0,LHS,0,6,0,47.81,143.41,1.27,5.06,0.14,0.14,19.589,0,7817.9,8719.1,-5,4.88,0,8801.9,5667,19.14,0,0,84.4,0,7.52,0,7.84,0,-71.3,2.235,1.625,0
9/3/2018,7:00, ,0,LHS,0,6,0,49.99,149.94,1.4,5.57,0.1,0.1,19.611,0,7880.1,8784.3,-5,4.92,0,8867.4,5710,13.66,0,0,84.3,0,7.51,0,7.84,0,-71.1,2.324,1.687,0
9/3/2018,7:15, ,0,LHS,0,6,0,49.86,149.55,1.36,5.41,0.12,0.12,19.644,0,7910.3,8811.9,-5,4.94,0,8894.8,5728,15.62,0,0,84,0,7.47,0,7.83,0,-70.7,2.404,1.744,0
9/3/2018,7:30, ,0,LHS,0,6,0,49.72,149.12,1.39,5.55,0.13,0.13,19.669,0,7930.1,8829.2,-5,4.95,0,8912,5739,13.17,0,0,83.9,0,7.46,0,7.83,0,-70.4,2.476,1.794,0
9/3/2018,7:45, ,0,LHS,0,6,0,49.85,149.52,1.29,5.14,0.12,0.12,19.68,0,7962.4,8863,-5,4.97,0,8946,5761,11.7,0,0,83.6,0,7.43,0,7.82,0,-70.1,2.528,1.831,0
9/3/2018,8:00, ,0,LHS,0,6,0,50.07,150.2,1.31,5.24,0.11,0.11,19.675,0,7973.8,8876.7,-5,4.98,0,8959.8,5770,11.09,0,0,83.4,0,7.41,0,7.82,0,-69.8,2.562,1.855,0
9/3/2018,8:15, ,0,LHS,0,6,0,50.49,151.44,1.31,5.21,0.09,0.09,19.67,0,7980.7,8885.3,-5,4.98,0,8968.6,5775,10.36,0,0,82.5,0,7.33,0,7.8,0,-69.1,2.581,1.868,0
9/3/2018,8:30, ,0,LHS,0,6,0,50.51,151.51,1.23,4.9,0.08,0.08,19.669,0,7985.8,8891.1,-5,4.99,0,8974.5,5779,10.34,0,0,81.7,0,7.26,0,7.8,0,-68.6,2.589,1.874,0
9/3/2018,8:45, ,0,LHS,0,6,0,49.32,147.92,1.29,5.15,0.09,0.09,19.667,0,7989,8895.1,-5,4.99,0,8978.5,5782,13.57,0,0,76.4,0,6.79,0,7.76,0,-66.7,2.587,1.873,0
9/3/2018,9:00, ,0,LHS,0,6,0,50.4,151.17,1.23,4.89,0.08,0.08,19.655,0,7988.3,8896.6,-5,4.99,0,8980.2,5783,11.03,0,0,82,0,7.29,0,7.79,0,-68.5,2.575,1.864,0
9/3/2018,9:15, ,0,LHS,0,6,0,50.35,151.01,1.35,5.37,0.07,0.07,19.657,0,7988.7,8896.6,-5,4.99,0,8980.1,5783,12.21,0,0,82.6,0,7.35,0,7.8,0,-68.8,2.551,1.847,0
9/3/2018,9:30, ,0,LHS,0,6,0,50.29,150.84,1.27,5.07,0.07,0.07,19.665,0,7985.1,8891,-5,4.99,0,8974.4,5779,12.66,0,0,83.1,0,7.39,0,7.8,0,-69.1,2.515,1.822,0
9/3/2018,9:45, ,0,LHS,0,6,0,50.25,150.72,1.27,5.07,0.1,0.1,19.74,0,7985.2,8877.2,-5,4.98,0,8959.4,5770,12.89,0,0,84.2,0,7.47,0,7.82,0,-69.8,2.473,1.792,0
9/3/2018,10:00, ,0,LHS,0,6,0,50.18,150.51,1.36,5.41,0.1,0.1,19.794,0,7990.7,8872.9,-5,4.97,0,8954.4,5767,12.26,0,0,84.8,0,7.51,0,7.82,0,-70.2,2.43,1.762,0
9/3/2018,10:15, ,0,LHS,0,6,0,50.24,150.69,1.29,5.12,0.08,0.08,19.872,0,7997.5,8865.9,-5,4.97,0,8946.2,5763,11.33,0,0,85.8,0,7.59,0,7.83,0,-70.9,2.379,1.727,0
9/3/2018,10:30, ,0,LHS,0,6,0,50.37,151.09,1.34,5.35,0.1,0.1,19.892,0,7991.4,8855.3,-5,4.96,0,8935.3,5756,11.14,0,0,86,0,7.61,0,7.84,0,-71,2.323,1.687,0
9/3/2018,10:45, ,0,LHS,0,6,0,50.47,151.4,1.25,4.99,0.1,0.1,19.907,0,7986.5,8847.1,-5,4.96,0,8926.9,5751,11.17,0,0,86,0,7.61,0,7.84,0,-71,2.261,1.643,0
9/3/2018,11:00, ,0,LHS,0,6,0,50.62,151.83,1.25,4.98,0.1,0.1,19.924,0,7970.7,8826.4,-5,4.95,0,8905.7,5737,10.42,0,0,86.3,0,7.64,0,7.84,0,-71.4,2.199,1.6,0
9/3/2018,11:15, ,0,LHS,0,6,0,50.78,152.32,1.29,5.15,0.12,0.12,19.934,0,7963.4,8816.5,-5,4.94,0,8895.5,5731,11.36,0,0,86.6,0,7.66,0,7.85,0,-71.6,2.126,1.548,0
9/3/2018,11:30, ,0,LHS,0,6,0,50.77,152.29,1.31,5.21,0.11,0.11,19.891,0,7941.1,8799.9,-5,4.93,0,8879.4,5720,12.11,0,0,86.4,0,7.65,0,7.84,0,-71.4,2.059,1.501,0
9/3/2018,11:45, ,0,LHS,0,6,0,50.84,152.5,1.31,5.23,0.08,0.08,19.878,0,7927.8,8787.4,-5,4.92,0,8866.9,5712,12.5,0,0,86.4,0,7.65,0,7.85,0,-71.6,1.986,1.45,0
9/3/2018,12:00, ,0,LHS,0,6,0,51.04,153.1,1.36,5.44,0.12,0.12,19.864,0,7905,8764.7,-5,4.91,0,8844.2,5697,12.73,0,0,86.5,0,7.66,0,7.85,0,-71.8,1.92,1.404,0
9/3/2018,12:15, ,0,LHS,0,6,0,51.14,153.41,1.18,4.69,0.1,0.1,19.969,0,7930.7,8773.8,-5,4.91,0,8852.1,5703,11.42,0,0,87.1,0,7.7,0,7.85,0,-72.1,1.857,1.359,0
9/3/2018,12:30, ,0,LHS,0,5.9,0,51.19,153.56,1.39,5.56,0.1,0.1,20.035,0,7973.3,8808.6,-5,4.93,0,8886.2,5726,10.98,0,0,87.5,0,7.72,0,7.86,0,-72.2,1.798,1.318,0
9/3/2018,12:45, ,0,LHS,0,6,0,51.66,154.95,1.41,5.64,0.1,0.1,19.896,0,8040.2,8908.7,-5,4.99,0,8989.1,5791,12.16,0,0,87.2,0,7.72,0,7.87,0,-72.9,1.747,1.282,0
9/3/2018,13:00, ,0,LHS,0,6,0,51.99,155.95,1.45,5.76,0.09,0.09,19.751,0,8128,9033.8,-5,5.07,0,9117.3,5872,11.79,0,0,86.3,0,7.66,0,7.87,0,-73,1.701,1.25,0
9/3/2018,13:15, ,0,LHS,0,6,0,52.39,157.13,1.48,5.9,0.1,0.1,19.796,0,8198,9102.8,-5,5.11,0,9186.3,5917,11.72,0,0,86.8,0,7.69,0,7.88,0,-73.2,1.67,1.228,0
9/3/2018,13:30, ,0,LHS,0,5.9,0,52.68,158,1.46,5.84,0.08,0.08,19.888,0,8237.9,9129.1,-5,5.13,0,9211.7,5934,11.34,0,0,86.9,0,7.69,0,7.88,0,-73.2,1.66,1.221,0
9/3/2018,13:45, ,0,LHS,0,6,0,51.82,155.43,1.53,6.09,0.12,0.12,19.861,0,8276.3,9177.1,-5,5.16,0,9260.5,5965,14.02,0,0,85.8,0,7.59,0,7.87,0,-72.8,1.658,1.219,0
9/3/2018,14:00, ,0,LHS,0,5.9,0,52.85,158.52,1.45,5.79,0.09,0.09,20.172,0,8271.7,9112,-5,5.12,0,9190.4,5923,10.66,0,0,85,0,7.47,0,7.86,0,-72.2,1.676,1.232,0
9/3/2018,14:15, ,0,LHS,0,6,0,53.05,159.12,1.36,5.44,0.11,0.11,20.007,0,8274.8,9147.1,-5,5.14,0,9228.1,5946,8.8,0,0,84.6,0,7.46,0,7.86,0,-72.2,1.704,1.252,0
9/3/2018,14:30, ,0,LHS,0,6,0,52.57,157.69,1.44,5.74,0.07,0.07,19.909,0,8217.1,9102.2,-5,5.11,0,9184.2,5916,10.88,0,0,86.1,0,7.61,0,7.87,0,-73,1.744,1.28,0
9/3/2018,14:45, ,0,LHS,0,5.9,0,52.56,157.66,1.52,6.07,0.14,0.14,19.98,0,8206.1,9076.4,-5,5.1,0,9157.2,5900,9.33,0,0,87,0,7.68,0,7.88,0,-73.3,1.793,1.315,0
9/3/2018,15:00, ,0,LHS,0,5.9,0,51.27,153.79,1.48,5.89,0.09,0.09,20.37,0,8119.5,8907.2,-5,4.99,0,8981,5790,10.26,0,0,91.7,0,8.04,0,7.9,0,-74.7,1.859,1.361,0
9/3/2018,15:15, ,0,LHS,0,6,0,50.69,152.04,1.44,5.75,0.09,0.09,20.595,0,8163.2,8913.2,-5,4.99,0,8983.9,5794,11.54,0,0,97.4,0,8.5,0,7.94,0,-77.1,1.936,1.415,0
9/3/2018,15:30, ,0,LHS,0,5.9,0,50.82,152.43,1.6,6.39,0.07,0.07,20.672,0,8192.7,8930.9,-5,5.01,0,9000.5,5805,11.41,0,0,99,0,8.63,0,7.95,0,-77.8,2.019,1.474,0
9/3/2018,15:45, ,0,LHS,0,5.9,0,50.4,151.17,1.53,6.11,0.13,0.13,20.862,0,8197.5,8900.9,-5,4.99,0,8967.6,5786,10.37,0,0,101.5,0,8.81,0,7.97,0,-78.8,2.108,1.536,0
9/3/2018,16:00, ,0,LHS,0,5.9,0,50.29,150.84,1.6,6.38,0.12,0.12,20.914,0,8194.4,8888.1,-5,4.98,0,8954,5777,10.13,0,0,101.5,0,8.81,0,7.96,0,-78.6,2.199,1.6,0
9/3/2018,16:15, ,0,LHS,0,5.9,0,50.18,150.51,1.62,6.48,0.09,0.1,20.874,0,8192.8,8893.7,-5,4.98,0,8960.2,5781,10.27,0,0,99.5,0,8.64,0,7.95,0,-77.7,2.289,1.664,0
9/3/2018,16:30, ,0,LHS,0,5.9,0,48.9,146.66,1.7,6.78,0.15,0.15,20.831,0,8192.8,8901.7,-5,4.99,0,8968.8,5786,13.63,0,0,97.1,0,8.43,0,7.93,0,-76.6,2.381,1.728,0
9/3/2018,16:45, ,0,LHS,0,5.9,0,49.64,148.91,1.48,5.89,0.11,0.11,20.724,0,8172.3,8899.1,-5,4.99,0,8967.7,5784,12.28,0,0,94.2,0,8.2,0,7.9,0,-74.9,2.472,1.792,0
9/3/2018,17:00, ,0,LHS,0,5.9,0,49.27,147.77,1.43,5.71,0.1,0.1,20.671,0,8169.6,8906,-5,4.99,0,8975.5,5789,12.09,0,0,92.6,0,8.07,0,7.88,0,-73.9,2.562,1.855,0
9/3/2018,17:15, ,0,LHS,0,6,0,49.22,147.62,1.4,5.57,0.1,0.1,20.617,0,8163.3,8909.2,-5,4.99,0,8979.5,5791,12.93,0,0,91.4,0,7.97,0,7.87,0,-73,2.646,1.914,0
9/3/2018,17:30, ,0,LHS,0,5.9,0,49.28,147.8,1.29,5.13,0.1,0.1,20.552,0,8154.4,8911.5,-5,4.99,0,8982.8,5793,12.45,0,0,90,0,7.86,0,7.85,0,-72,2.727,1.971,0
9/3/2018,17:45, ,0,LHS,0,5.9,0,48.98,146.91,1.24,4.96,0.09,0.09,20.5,0,8145.9,8912,-5,4.99,0,8984,5793,12.37,0,0,88.7,0,7.76,0,7.84,0,-71.1,2.795,2.019,0
9/3/2018,18:00, ,0,LHS,0,5.9,0,48.58,145.73,1.23,4.91,0.09,0.09,20.502,0,8142,8907.3,-5,4.99,0,8979.2,5790,10.95,0,0,88.8,0,7.76,0,7.83,0,-71,2.867,2.07,0
9/3/2018,18:15, ,0,LHS,0,5.9,0,48.23,144.66,1.21,4.81,0.1,0.1,20.497,0,8135.6,8901.3,-5,4.99,0,8973.2,5786,10.87,0,0,88.6,0,7.75,0,7.83,0,-70.5,2.936,2.118,0
9/3/2018,18:30, ,0,LHS,0,5.9,0,47.65,142.92,1.2,4.77,0.09,0.09,20.482,0,8122.6,8889.6,-5,4.98,0,8961.7,5778,11.32,0,0,88.3,0,7.73,0,7.82,0,-70.2,2.995,2.16,0
9/3/2018,18:45, ,0,LHS,0,5.9,0,47.21,141.62,1.11,4.44,0.08,0.08,20.467,0,8110.3,8878.9,-5,4.97,0,8951.1,5771,11.83,0,0,88.4,0,7.73,0,7.82,0,-70,3.052,2.2,0
9/3/2018,19:00, ,0,LHS,0,5.9,0,46.56,139.66,1.13,4.5,0.09,0.09,20.432,0,8090.3,8863.6,-5,4.97,0,8936.2,5761,10.81,0,0,87.9,0,7.7,0,7.81,0,-69.6,3.093,2.228,0
9/3/2018,19:15, ,0,LHS,0,5.9,0,46,137.97,1.11,4.4,0.09,0.09,20.406,0,8077,8853.9,-5,4.96,0,8926.7,5755,10.81,0,0,87.5,0,7.66,0,7.81,0,-69.4,3.119,2.247,0
9/3/2018,19:30, ,0,LHS,0,5.9,0,45.51,136.51,1.04,4.12,0.08,0.08,20.364,0,8054.3,8836.8,-5,4.95,0,8910.1,5744,10.38,0,0,87.6,0,7.68,0,7.81,0,-69.4,3.147,2.267,0
9/3/2018,19:45, ,0,LHS,0,5.9,0,44.88,134.62,1.07,4.27,0.08,0.08,20.334,0,8043,8829.9,-5,4.95,0,8903.5,5739,11.26,0,0,87.1,0,7.65,0,7.8,0,-69.2,3.158,2.274,0
9/3/2018,20:00, ,0,LHS,0,5.9,0,44.62,133.84,0.98,3.92,0.06,0.06,20.313,0,8027,8816.1,-5,4.94,0,8890,5730,10.63,0,0,86.9,0,7.63,0,7.8,0,-68.8,3.17,2.282,0
9/3/2018,20:15, ,0,LHS,0,5.9,0,44.07,132.18,0.98,3.89,0.06,0.06,20.297,0,8013.1,8803.9,-5,4.93,0,8877.9,5723,11.05,0,0,86.7,0,7.61,0,7.8,0,-68.8,3.177,2.288,0
9/3/2018,20:30, ,0,LHS,0,5.9,0,43.49,130.44,0.96,3.81,0.05,0.05,20.286,0,8003.6,8795.4,-5,4.93,0,8869.5,5717,10.94,0,0,86.5,0,7.6,0,7.79,0,-68.6,3.175,2.286,0
9/3/2018,20:45, ,0,LHS,0,5.9,0,43.55,130.62,0.99,3.93,0.08,0.08,20.297,0,7998.5,8787.9,-5,4.92,0,8861.7,5712,10.12,0,0,86.6,0,7.61,0,7.8,0,-68.7,3.167,2.28,0
9/3/2018,21:00, ,0,LHS,0,5.9,0,43.36,130.05,1.01,4.03,0.08,0.08,20.273,0,7990.9,8784,-5,4.92,0,8858.2,5710,10.79,0,0,85.3,0,7.49,0,7.78,0,-67.8,3.151,2.269,0
9/3/2018,21:15, ,0,LHS,0,5.9,0,43.23,129.66,0.87,3.48,0.08,0.08,20.249,0,7986.7,8783.7,-5,4.92,0,8858.2,5709,10.56,0,0,79.9,0,7.02,0,7.75,0,-66.2,3.126,2.252,0
