Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,pH,F_pH,pHmV,fDOMRFU,fDOMQSU,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,Turb,F_Turb,WiperPosV,Depth,F_Depth
7/5/2018,8:45, ,0,LHS,0,6.2,7.77,<0> (CND),-62.5,47.44,142.3,19.421,<0> (CND),5.9895,6.7039,<0> (CND),3.69,<0> (CND),75.4,<0> (CND),6.78,<0> (CND),1.4,5.58,0.16,0.15,1.36,-0.65,33,<0> (CND),1.2,1.584,<0> (CND)
7/5/2018,9:00, ,0,LHS,0,6.2,7.71,0,-59.1,48.74,146.19,19.323,0,5.944,6.6669,0,3.66,0,69.1,0,6.24,0,1.47,5.84,0.17,0.16,1.42,-0.64,32.14,0,1.194,1.52,0
7/5/2018,9:15, ,0,LHS,0,6.2,7.68,0,-57.2,49.31,147.92,19.324,0,5.9061,6.6242,0,3.64,0,66.9,0,6.03,0,1.45,5.79,0.17,0.16,1.41,-0.65,46.72,0,1.201,1.453,0
7/5/2018,9:30, ,0,LHS,0,6.2,7.64,0,-55.2,50.14,150.39,19.362,0,5.8634,6.571,0,3.61,0,64.1,0,5.78,0,1.52,6.06,0.18,0.17,1.48,-0.63,34.63,0,1.194,1.39,0
7/5/2018,9:45, ,0,LHS,0,6.2,7.61,0,-53.2,51.32,153.92,19.43,0,5.8255,6.5191,0,3.58,0,61.5,0,5.54,0,1.57,6.25,0.23,0.21,1.53,-0.59,33.63,0,1.201,1.33,0
7/5/2018,10:00, ,0,LHS,0,6.2,7.59,0,-52.1,52.55,157.64,19.511,0,5.7941,6.4727,0,3.55,0,60.5,0,5.44,0,1.63,6.48,0.2,0.18,1.58,-0.62,35.02,0,1.202,1.273,0
7/5/2018,10:15, ,0,LHS,0,6.2,7.56,0,-50.7,53.41,160.19,19.504,0,5.7682,6.4447,0,3.53,0,58.4,0,5.25,0,1.7,6.75,0.17,0.15,1.65,-0.65,35.38,0,1.203,1.216,0
7/5/2018,10:30, ,0,LHS,0,6.2,7.59,0,-52.1,53.77,161.29,19.658,0,5.7752,6.4314,0,3.52,0,60.2,0,5.4,0,1.69,6.74,0.2,0.18,1.65,-0.62,37.14,0,1.201,1.161,0
7/5/2018,10:45, ,0,LHS,0,6.2,7.59,0,-52.5,53.94,161.81,19.751,0,5.7799,6.424,0,3.52,0,60.7,0,5.43,0,1.66,6.62,0.21,0.19,1.62,-0.61,38.25,0,1.202,1.11,0
7/5/2018,11:00, ,0,LHS,0,6.2,7.58,0,-51.9,54.67,163.97,19.724,0,5.7701,6.4167,0,3.52,0,59.3,0,5.31,0,1.75,6.97,0.21,0.19,1.71,-0.61,35.95,0,1.203,1.061,0
7/5/2018,11:15, ,0,LHS,0,6.2,7.61,0,-53.5,55.34,165.98,19.804,0,5.7734,6.4094,0,3.51,0,61.4,0,5.49,0,1.77,7.05,0.22,0.2,1.73,-0.6,36.18,0,1.191,1.016,0
7/5/2018,11:30, ,0,LHS,0,6.2,7.59,0,-52.5,55.86,167.56,19.781,0,5.7689,6.4076,0,3.51,0,60.1,0,5.38,0,1.79,7.11,0.19,0.18,1.74,-0.62,32.66,0,1.207,0.976,0
7/5/2018,11:45, ,0,LHS,0,6.2,7.6,0,-53.1,56.31,168.92,19.813,0,5.7692,6.4036,0,3.51,0,60.7,0,5.42,0,1.78,7.09,0.2,0.18,1.74,-0.62,34.57,0,1.198,0.937,0
7/5/2018,12:00, ,0,LHS,0,6.2,7.6,0,-53,56.8,170.37,19.894,0,5.7775,6.4019,0,3.51,0,60.6,0,5.41,0,1.79,7.15,0.17,0.16,1.75,-0.64,32.71,0,1.202,0.904,0
7/5/2018,12:15, ,0,LHS,0,6.2,7.64,0,-55,57.4,172.16,20.196,0,5.8204,6.4084,0,3.51,0,63.2,0,5.61,0,1.85,7.37,0.21,0.2,1.81,-0.6,30.35,0,1.208,0.872,0
7/5/2018,12:30, ,0,LHS,0,6.2,7.64,0,-55.4,57.52,172.54,20.298,0,5.8285,6.4036,0,3.51,0,63.8,0,5.65,0,1.83,7.3,0.19,0.18,1.79,-0.62,28.5,0,1.209,0.839,0
7/5/2018,12:45, ,0,LHS,0,6.2,7.65,0,-55.6,57.63,172.86,20.438,0,5.8477,6.4058,0,3.51,0,64.3,0,5.68,0,1.92,7.65,0.17,0.15,1.88,-0.65,28.78,0,1.209,0.809,0
7/5/2018,13:00, ,0,LHS,0,6.2,7.65,0,-55.6,57.68,173.01,20.483,0,5.8568,6.4098,0,3.51,0,64.3,0,5.67,0,1.91,7.61,0.21,0.2,1.87,-0.6,29.4,0,1.209,0.776,0
7/5/2018,13:15, ,0,LHS,0,6.2,7.64,0,-55.2,57.41,172.2,20.547,0,5.8662,6.4116,0,3.51,0,63.9,0,5.63,0,1.92,7.65,0.19,0.18,1.88,-0.62,30.57,0,1.207,0.753,0
7/5/2018,13:30, ,0,LHS,0,6.2,7.63,0,-54.9,56.66,169.94,20.586,0,5.8733,6.414,0,3.51,0,63.9,0,5.62,0,1.92,7.66,0.17,0.16,1.88,-0.64,36.02,0,1.206,0.733,0
7/5/2018,13:45, ,0,LHS,0,6.2,7.63,0,-54.7,56.06,168.16,20.587,0,5.8751,6.4159,0,3.51,0,63.4,0,5.58,0,1.92,7.66,0.2,0.18,1.88,-0.62,34.15,0,1.208,0.718,0
7/5/2018,14:00, ,0,LHS,0,6.2,7.63,0,-54.7,58.42,175.24,20.556,0,5.8718,6.4164,0,3.51,0,62.8,0,5.53,0,1.89,7.52,0.21,0.2,1.84,-0.6,27.96,0,1.208,0.722,0
7/5/2018,14:15, ,0,LHS,0,6.2,7.62,0,-54,59.01,177.01,20.663,0,5.8855,6.4171,0,3.51,0,58.9,0,5.18,0,1.7,6.78,0.19,0.17,1.66,-0.63,23.47,0,1.208,0.742,0
7/5/2018,14:30, ,0,LHS,0,6.2,7.64,0,-55,58.69,176.06,20.818,0,5.9045,6.417,0,3.51,0,62.1,0,5.45,0,1.85,7.36,0.14,0.13,1.8,-0.67,23.76,0,1.209,0.782,0
7/5/2018,14:45, ,0,LHS,0,6.2,7.64,0,-55.5,58.44,175.29,20.514,0,5.8634,6.4128,0,3.51,0,63.2,0,5.58,0,1.79,7.14,0.18,0.17,1.75,-0.63,22,0,1.208,0.843,0
7/5/2018,15:00, ,0,LHS,0,6.2,7.64,0,-55.2,57.93,173.77,20.403,0,5.8484,6.4114,0,3.51,0,62.3,0,5.5,0,1.77,7.04,0.18,0.17,1.72,-0.63,25.93,0,1.208,0.915,0
7/5/2018,15:15, ,0,LHS,0,6.2,7.66,0,-56.5,55.05,165.12,21.035,0,5.9536,6.4415,0,3.53,0,66,0,5.76,0,1.74,6.94,0.2,0.19,1.7,-0.61,32.72,0,1.211,0.998,0
7/5/2018,15:30, ,0,LHS,0,6.2,7.66,0,-56.6,54.71,164.09,21.063,0,5.9649,6.45,0,3.53,0,66.4,0,5.79,0,1.72,6.86,0.19,0.18,1.68,-0.62,28.82,0,1.209,1.086,0
7/5/2018,15:45, ,0,LHS,0,6.2,7.68,0,-57.6,52.03,156.08,21.491,0,6.0468,6.4811,0,3.55,0,69.3,0,5.99,0,1.76,7.01,0.19,0.18,1.72,-0.62,39.39,0,1.21,1.175,0
7/5/2018,16:00, ,0,LHS,0,6.2,7.68,0,-57.9,50.51,151.51,21.545,0,6.0666,6.4952,0,3.56,0,70,0,6.05,0,1.75,6.97,0.2,0.18,1.71,-0.62,38.2,0,1.209,1.263,0
7/5/2018,16:15, ,0,LHS,0,6.2,7.71,0,-59.4,49.21,147.6,21.72,0,6.0988,6.5063,0,3.56,0,72.7,0,6.26,0,1.79,7.11,0.21,0.19,1.74,-0.61,42.85,0,1.207,1.352,0
7/5/2018,16:30, ,0,LHS,0,6.2,7.74,0,-61.1,46.88,140.61,21.722,0,6.0138,6.4154,0,3.51,0,74.1,0,6.38,0,1.75,6.95,0.22,0.2,1.7,-0.6,46.45,0,1.207,1.437,0
7/5/2018,16:45, ,0,LHS,0,6.2,7.77,0,-62.7,46.81,140.42,21.58,0,5.8864,6.2978,0,3.44,0,74.7,0,6.46,0,1.72,6.83,0.2,0.19,1.67,-0.61,49.97,0,1.203,1.52,0
7/5/2018,17:00, ,0,LHS,0,6.2,7.78,0,-63.4,45.17,135.47,21.574,0,5.9459,6.3623,0,3.48,0,76.5,0,6.61,0,1.67,6.66,0.22,0.2,1.63,-0.6,50.4,0,1.199,1.6,0
7/5/2018,17:15, ,0,LHS,0,6.2,7.78,0,-63.2,45.99,137.94,21.236,0,6.0134,6.4792,0,3.55,0,76.4,0,6.65,0,1.59,6.32,0.19,0.18,1.55,-0.62,44.04,0,1.209,1.674,0
7/5/2018,17:30, ,0,LHS,0,6.1,7.78,0,-63.2,45.61,136.81,21.02,0,6.0548,6.5529,0,3.59,0,76.6,0,6.68,0,1.51,6,0.19,0.17,1.46,-0.63,43,0,1.208,1.747,0
7/5/2018,17:45, ,0,LHS,0,6.1,7.79,0,-64,44.93,134.76,20.888,0,6.1032,6.6234,0,3.63,0,77.8,0,6.8,0,1.57,6.25,0.2,0.19,1.53,-0.61,43.64,0,1.205,1.814,0
7/5/2018,18:00, ,0,LHS,0,6.1,7.81,0,-64.8,45.47,136.4,20.852,0,6.1472,6.6762,0,3.66,0,79,0,6.92,0,1.58,6.29,0.17,0.15,1.54,-0.65,40.35,0,1.203,1.872,0
7/5/2018,18:15, ,0,LHS,0,6.1,7.81,0,-65.2,44.51,133.5,20.821,0,6.1924,6.7295,0,3.7,0,79.6,0,6.97,0,1.58,6.27,0.21,0.2,1.53,-0.61,44.8,0,1.2,1.924,0
7/5/2018,18:30, ,0,LHS,0,6.1,7.82,0,-65.4,45.01,135.01,20.742,0,6.2322,6.7839,0,3.73,0,79.8,0,6.99,0,1.47,5.84,0.18,0.17,1.42,-0.63,39.85,0,1.194,1.971,0
7/5/2018,18:45, ,0,LHS,0,6.1,7.82,0,-65.5,44.86,134.57,20.666,0,6.2673,6.833,0,3.76,0,79.7,0,7,0,1.44,5.74,0.18,0.17,1.4,-0.63,34.04,0,1.2,2.012,0
7/5/2018,19:00, ,0,LHS,0,6.1,7.82,0,-65.5,45.55,136.62,20.635,0,6.2979,6.8708,0,3.78,0,79.6,0,6.99,0,1.45,5.78,0.18,0.17,1.41,-0.63,30.31,0,1.203,2.05,0
7/5/2018,19:15, ,0,LHS,0,6.1,7.82,0,-65.6,45.03,135.05,20.605,0,6.35,6.9319,0,3.82,0,79.8,0,7.01,0,1.39,5.53,0.18,0.17,1.35,-0.63,33.41,0,1.202,2.079,0
7/5/2018,19:30, ,0,LHS,0,6.1,7.82,0,-65.8,45.17,135.49,20.607,0,6.3825,6.9671,0,3.84,0,79.9,0,7.02,0,1.36,5.41,0.19,0.17,1.32,-0.63,30.2,0,1.201,2.099,0
7/5/2018,19:45, ,0,LHS,0,6.1,7.83,0,-66,44.96,134.86,20.627,0,6.4419,7.029,0,3.87,0,80.4,0,7.06,0,1.35,5.37,0.2,0.19,1.31,-0.61,31.87,0,1.202,2.113,0
7/5/2018,20:00, ,0,LHS,0,6.1,7.82,0,-65.8,45.16,135.46,20.639,0,6.4678,7.0555,0,3.89,0,80.1,0,7.03,0,1.37,5.47,0.15,0.13,1.33,-0.67,31,0,1.202,2.125,0
7/5/2018,20:15, ,0,LHS,0,6.1,7.82,0,-65.6,45.09,135.24,20.656,0,6.4699,7.0552,0,3.89,0,79.4,0,6.96,0,1.39,5.54,0.19,0.18,1.35,-0.62,31.55,0,1.203,2.134,0
7/5/2018,20:30, ,0,LHS,0,6.1,7.82,0,-65.4,45.16,135.46,20.676,0,6.5107,7.0968,0,3.91,0,79.3,0,6.95,0,1.33,5.27,0.17,0.16,1.28,-0.64,29.44,0,1.202,2.138,0
7/5/2018,20:45, ,0,LHS,0,6.1,7.79,0,-63.7,44.92,134.74,20.675,0,6.5263,7.1139,0,3.92,0,73.9,0,6.48,0,1.21,4.82,0.16,0.14,1.17,-0.66,28.62,0,1.203,2.134,0
7/5/2018,21:00, ,0,LHS,0,6.1,7.76,0,-62,44.62,133.83,20.68,0,6.5299,7.1172,0,3.92,0,65.8,0,5.77,0,1.3,5.15,0.17,0.16,1.25,-0.65,30.73,0,1.2,2.128,0
7/5/2018,21:15, ,0,LHS,0,6.1,7.82,0,-65.8,45.47,136.39,20.677,0,6.534,7.1222,0,3.93,0,79.8,0,6.99,0,1.28,5.1,0.15,0.14,1.24,-0.66,26.27,0,1.192,2.112,0
7/5/2018,21:30, ,0,LHS,0,6.1,7.83,0,-66,45.59,136.75,20.638,0,6.5001,7.0908,0,3.91,0,80.4,0,7.06,0,1.36,5.43,0.16,0.14,1.32,-0.66,26.66,0,1.209,2.088,0
7/5/2018,21:45, ,0,LHS,0,6.1,7.83,0,-66.2,46.27,138.78,20.566,0,6.4506,7.0475,0,3.88,0,80.2,0,7.05,0,1.34,5.33,0.16,0.15,1.3,-0.65,25.52,0,1.199,2.05,0
7/5/2018,22:00, ,0,LHS,0,6.1,7.83,0,-66.2,46.68,140,20.509,0,6.3984,6.9988,0,3.86,0,79.9,0,7.03,0,1.39,5.52,0.18,0.16,1.34,-0.64,26.45,0,1.193,1.999,0
7/5/2018,22:15, ,0,LHS,0,6.1,7.83,0,-65.9,46.56,139.66,20.509,0,6.3767,6.975,0,3.84,0,79.3,0,6.98,0,1.39,5.55,0.15,0.14,1.35,-0.66,27.52,0,1.211,1.939,0
7/5/2018,22:30, ,0,LHS,0,6.1,7.82,0,-65.8,46.63,139.87,20.496,0,6.3205,6.9154,0,3.81,0,78.9,0,6.95,0,1.4,5.57,0.19,0.17,1.36,-0.63,28.58,0,1.209,1.871,0
7/5/2018,22:45, ,0,LHS,0,6.1,7.82,0,-65.5,46.59,139.73,20.494,0,6.2839,6.8756,0,3.78,0,78.4,0,6.9,0,1.4,5.55,0.17,0.16,1.35,-0.65,30.23,0,1.192,1.805,0
7/5/2018,23:00, ,0,LHS,0,6.1,7.81,0,-64.8,46.75,140.21,20.512,0,6.2506,6.8367,0,3.76,0,77,0,6.78,0,1.46,5.81,0.16,0.15,1.42,-0.66,31.77,0,1.193,1.731,0
7/5/2018,23:15, ,0,LHS,0,6.1,7.79,0,-63.7,46.72,140.14,20.533,0,6.2058,6.7846,0,3.73,0,75,0,6.6,0,1.5,5.99,0.18,0.16,1.46,-0.64,34.11,0,1.208,1.653,0
7/5/2018,23:30, ,0,LHS,0,6.1,7.77,0,-62.6,47.1,141.27,20.545,0,6.1511,6.7232,0,3.69,0,72.9,0,6.42,0,1.51,6.03,0.21,0.19,1.47,-0.61,33.68,0,1.194,1.578,0
7/5/2018,23:45, ,0,LHS,0,6.1,7.74,0,-61.1,47.87,143.57,20.567,0,6.0967,6.6607,0,3.66,0,70.3,0,6.19,0,1.6,6.38,0.18,0.17,1.56,-0.63,35.69,0,1.193,1.506,0
7/6/2018,0:00, ,0,LHS,0,6.1,7.71,0,-59.5,48.82,146.42,20.641,0,6.0464,6.5955,0,3.62,0,67.8,0,5.96,0,1.61,6.42,0.18,0.17,1.57,-0.63,33.34,0,1.201,1.44,0
7/6/2018,0:15, ,0,LHS,0,6.1,7.69,0,-58.3,49.33,147.97,20.696,0,6.0044,6.5422,0,3.59,0,65.8,0,5.78,0,1.63,6.51,0.18,0.16,1.59,-0.64,34.98,0,1.193,1.378,0
7/6/2018,0:30, ,0,LHS,0,6.1,7.68,0,-57.9,49.99,149.94,20.803,0,5.9674,6.4874,0,3.55,0,65.2,0,5.71,0,1.65,6.57,0.18,0.17,1.61,-0.63,33.84,0,1.207,1.324,0
7/6/2018,0:45, ,0,LHS,0,6.1,7.68,0,-57.4,50.75,152.23,20.897,0,5.9463,6.452,0,3.53,0,64.2,0,5.62,0,1.74,6.91,0.19,0.18,1.69,-0.63,36.01,0,1.201,1.276,0
7/6/2018,1:00, ,0,LHS,0,6.1,7.66,0,-56.4,51.38,154.11,20.919,0,5.9423,6.4447,0,3.53,0,63,0,5.51,0,1.76,6.99,0.21,0.19,1.71,-0.61,36.44,0,1.2,1.231,0
7/6/2018,1:15, ,0,LHS,0,6.1,7.65,0,-55.8,52.61,157.79,20.935,0,5.95,6.4509,0,3.53,0,62.4,0,5.46,0,1.79,7.12,0.19,0.17,1.74,-0.63,33.71,0,1.193,1.196,0
7/6/2018,1:30, ,0,LHS,0,6.1,7.64,0,-55.2,53.57,160.67,20.898,0,5.9548,6.461,0,3.54,0,61.5,0,5.38,0,1.77,7.07,0.17,0.15,1.73,-0.65,33.34,0,1.2,1.167,0
7/6/2018,1:45, ,0,LHS,0,6.1,7.62,0,-54.4,54.46,163.35,20.825,0,5.952,6.4678,0,3.54,0,60,0,5.26,0,1.78,7.08,0.18,0.16,1.73,-0.64,31.68,0,1.196,1.142,0
7/6/2018,2:00, ,0,LHS,0,6.1,7.66,0,-56.5,55.08,165.22,20.913,0,5.9607,6.4654,0,3.54,0,62.8,0,5.49,0,1.83,7.29,0.22,0.2,1.79,-0.6,34.37,0,1.199,1.131,0
7/6/2018,2:15, ,0,LHS,0,6.1,7.66,0,-56.2,55.72,167.15,20.877,0,5.9571,6.4663,0,3.54,0,62.2,0,5.44,0,1.84,7.34,0.18,0.17,1.8,-0.64,29.92,0,1.193,1.121,0
7/6/2018,2:30, ,0,LHS,0,6.1,7.67,0,-56.9,56.28,168.81,20.873,0,5.9544,6.4639,0,3.54,0,62.7,0,5.49,0,1.82,7.26,0.21,0.2,1.78,-0.6,26.74,0,1.199,1.113,0
7/6/2018,2:45, ,0,LHS,0,6.1,7.67,0,-56.9,56.86,170.55,20.852,0,5.9511,6.4631,0,3.54,0,62.4,0,5.47,0,1.82,7.26,0.2,0.18,1.78,-0.62,27.18,0,1.193,1.112,0
7/6/2018,3:00, ,0,LHS,0,6.1,7.67,0,-57,57.45,172.33,20.82,0,5.9458,6.4617,0,3.54,0,62.3,0,5.46,0,1.78,7.09,0.17,0.15,1.74,-0.65,24.96,0,1.211,1.111,0
7/6/2018,3:15, ,0,LHS,0,6.1,7.67,0,-56.8,57.69,173.04,20.806,0,5.9442,6.4619,0,3.54,0,61.5,0,5.39,0,1.84,7.33,0.2,0.18,1.8,-0.62,24.84,0,1.193,1.113,0
7/6/2018,3:30, ,0,LHS,0,6.1,7.66,0,-56.6,57.62,172.82,20.78,0,5.9409,6.4618,0,3.54,0,59.9,0,5.25,0,1.69,6.75,0.15,0.13,1.65,-0.67,24.14,0,1.193,1.123,0
7/6/2018,3:45, ,0,LHS,0,6.1,7.65,0,-56,58.59,175.73,20.747,0,5.9368,6.4617,0,3.54,0,58.4,0,5.13,0,1.65,6.57,0.18,0.17,1.61,-0.64,21.75,0,1.201,1.14,0
7/6/2018,4:00, ,0,LHS,0,6.1,7.64,0,-55.4,58.6,175.77,20.725,0,5.9341,6.4617,0,3.54,0,54.7,0,4.8,0,1.69,6.71,0.16,0.14,1.64,-0.66,21.21,0,1.199,1.165,0
7/6/2018,4:15, ,0,LHS,0,6.1,7.67,0,-56.8,56.81,170.4,20.745,0,5.9386,6.464,0,3.54,0,61.9,0,5.43,0,1.79,7.14,0.16,0.15,1.75,-0.66,22.97,0,1.202,1.203,0
7/6/2018,4:30, ,0,LHS,0,6.1,7.65,0,-55.9,54.67,163.99,20.708,0,5.9418,6.4724,0,3.55,0,60.3,0,5.29,0,1.75,6.96,0.17,0.15,1.7,-0.65,28.27,0,1.193,1.244,0
7/6/2018,4:45, ,0,LHS,0,6.1,7.66,0,-56.7,55.26,165.76,20.718,0,5.9444,6.4739,0,3.55,0,61.3,0,5.38,0,1.77,7.04,0.21,0.19,1.72,-0.61,25.16,0,1.211,1.291,0
7/6/2018,5:00, ,0,LHS,0,6.1,7.68,0,-57.6,54.5,163.46,20.789,0,5.9506,6.471,0,3.54,0,63.1,0,5.53,0,1.72,6.84,0.16,0.15,1.67,-0.65,26.03,0,1.198,1.349,0
7/6/2018,5:15, ,0,LHS,0,6.1,7.7,0,-58.9,52.37,157.08,20.688,0,5.9512,6.4854,0,3.55,0,65.1,0,5.72,0,1.71,6.82,0.2,0.19,1.67,-0.61,30.73,0,1.199,1.407,0
7/6/2018,5:30, ,0,LHS,0,6.1,7.73,0,-60.2,51.03,153.05,20.575,0,5.9729,6.5242,0,3.58,0,67.3,0,5.93,0,1.67,6.66,0.16,0.15,1.63,-0.65,31.2,0,1.202,1.478,0
7/6/2018,5:45, ,0,LHS,0,6.1,7.74,0,-61.1,50.28,150.82,20.514,0,5.9978,6.5599,0,3.6,0,68.5,0,6.04,0,1.6,6.38,0.19,0.18,1.56,-0.62,30.28,0,1.203,1.542,0
7/6/2018,6:00, ,0,LHS,0,6.1,7.75,0,-61.5,49.53,148.57,20.477,0,6.0096,6.5779,0,3.61,0,69.3,0,6.11,0,1.54,6.13,0.19,0.18,1.5,-0.62,34.22,0,1.202,1.604,0
7/6/2018,6:15, ,0,LHS,0,6.1,7.75,0,-61.8,49.47,148.39,20.464,0,6.0295,6.6013,0,3.62,0,69.8,0,6.16,0,1.52,6.06,0.19,0.17,1.48,-0.63,30.26,0,1.192,1.662,0
7/6/2018,6:30, ,0,LHS,0,6.1,7.77,0,-62.7,49.24,147.69,20.429,0,6.0292,6.606,0,3.62,0,70.7,0,6.24,0,1.52,6.03,0.18,0.17,1.47,-0.63,27.88,0,1.202,1.713,0
7/6/2018,6:45, ,0,LHS,0,6.1,7.78,0,-63.5,49.1,147.26,20.409,0,6.0478,6.629,0,3.64,0,71.7,0,6.33,0,1.49,5.94,0.19,0.17,1.45,-0.63,31.53,0,1.196,1.755,0
7/6/2018,7:00, ,0,LHS,0,6.1,7.79,0,-63.7,49.27,147.78,20.399,0,6.0771,6.6626,0,3.66,0,72.4,0,6.39,0,1.47,5.84,0.19,0.17,1.43,-0.63,27.46,0,1.202,1.783,0
7/6/2018,7:15, ,0,LHS,0,6.1,7.79,0,-64,49.18,147.5,20.379,0,6.1067,6.6979,0,3.68,0,72.9,0,6.44,0,1.46,5.81,0.2,0.18,1.42,-0.62,28.05,0,1.192,1.804,0
7/6/2018,7:30, ,0,LHS,0,6.1,7.78,0,-63.5,49.53,148.56,20.376,0,6.1064,6.698,0,3.68,0,71.4,0,6.31,0,1.54,6.12,0.21,0.19,1.49,-0.61,25.54,0,1.207,1.817,0
7/6/2018,7:45, ,0,LHS,0,6.1,7.78,0,-63,49.54,148.59,20.368,0,6.1346,6.73,0,3.7,0,70.4,0,6.22,0,1.37,5.46,0.13,0.12,1.33,-0.69,23.26,0,1.205,1.818,0
7/6/2018,8:00, ,0,LHS,0,6.1,7.74,0,-61.1,49.97,149.88,20.368,0,6.1364,6.732,0,3.7,0,64.9,0,5.73,0,1.31,5.2,0.16,0.14,1.26,-0.66,23.04,0,1.201,1.811,0
7/6/2018,8:15, ,0,LHS,0,6.1,7.79,0,-63.8,49.36,148.04,20.35,0,6.1583,6.7586,0,3.71,0,71.2,0,6.29,0,1.34,5.34,0.14,0.13,1.3,-0.67,24.44,0,1.2,1.798,0
7/6/2018,8:30, ,0,LHS,0,6.1,7.79,0,-64,48.28,144.83,20.365,0,6.1429,6.7395,0,3.7,0,72.7,0,6.43,0,1.43,5.68,0.17,0.16,1.38,-0.64,30.19,0,1.206,1.772,0
7/6/2018,8:45, ,0,LHS,0,6.1,7.8,0,-64.2,49.55,148.62,20.42,0,6.1134,6.6995,0,3.68,0,73.1,0,6.45,0,1.52,6.05,0.14,0.12,1.48,-0.68,25.34,0,1.21,1.735,0
7/6/2018,9:00, ,0,LHS,0,6.1,7.79,0,-64,48.76,146.26,20.42,0,6.0978,6.6824,0,3.67,0,72.5,0,6.4,0,1.48,5.88,0.16,0.15,1.43,-0.65,29.08,0,1.204,1.688,0
7/6/2018,9:15, ,0,LHS,0,6.1,7.79,0,-63.6,48.32,144.93,20.413,0,6.0766,6.6601,0,3.66,0,71.7,0,6.33,0,1.48,5.91,0.19,0.17,1.44,-0.63,32.3,0,1.196,1.629,0
7/6/2018,9:30, ,0,LHS,0,6.1,7.78,0,-63.4,48.35,145.01,20.427,0,6.0539,6.6332,0,3.64,0,71.2,0,6.28,0,1.52,6.03,0.16,0.14,1.47,-0.66,32.98,0,1.192,1.587,0
7/6/2018,9:45, ,0,LHS,0,6.1,7.77,0,-62.8,49.03,147.06,20.444,0,6.0395,6.6152,0,3.63,0,70.2,0,6.2,0,1.52,6.06,0.18,0.16,1.48,-0.64,33.44,0,1.195,1.518,0
7/6/2018,10:00, ,0,LHS,0,6.1,7.75,0,-61.5,50.03,150.05,20.466,0,6.0377,6.61,0,3.63,0,68,0,6,0,1.54,6.14,0.17,0.15,1.5,-0.65,31.13,0,1.201,1.472,0
7/6/2018,10:15, ,0,LHS,0,6.1,7.73,0,-60.2,50.46,151.34,20.464,0,6.0237,6.5951,0,3.62,0,65.5,0,5.77,0,1.61,6.41,0.17,0.15,1.57,-0.65,29.07,0,1.201,1.421,0
7/6/2018,10:30, ,0,LHS,0,6.1,7.7,0,-58.8,50.96,152.86,20.466,0,5.9995,6.5683,0,3.6,0,63.4,0,5.59,0,1.57,6.23,0.19,0.17,1.52,-0.63,30.64,0,1.202,1.357,0
7/6/2018,10:45, ,0,LHS,0,6.1,7.68,0,-57.6,51.93,155.77,20.513,0,5.9781,6.5384,0,3.58,0,62,0,5.46,0,1.66,6.6,0.18,0.16,1.61,-0.64,32.91,0,1.207,1.311,0
7/6/2018,11:00, ,0,LHS,0,6.1,7.66,0,-56.5,52.92,158.73,20.581,0,5.961,6.5106,0,3.57,0,60.5,0,5.33,0,1.66,6.61,0.18,0.16,1.62,-0.64,31.76,0,1.199,1.244,0
7/6/2018,11:15, ,0,LHS,0,6.1,7.64,0,-55.3,53.95,161.82,20.628,0,5.9507,6.4929,0,3.56,0,58.8,0,5.17,0,1.71,6.79,0.19,0.17,1.66,-0.63,32.84,0,1.198,1.187,0
7/6/2018,11:30, ,0,LHS,0,6.1,7.62,0,-54.4,55.1,165.27,20.676,0,5.9468,6.4822,0,3.55,0,57.5,0,5.05,0,1.73,6.88,0.14,0.12,1.68,-0.68,32.45,0,1.208,1.137,0
7/6/2018,11:45, ,0,LHS,0,6.1,7.62,0,-54,55.64,166.89,20.712,0,5.9473,6.4779,0,3.55,0,56.7,0,4.98,0,1.75,6.97,0.18,0.16,1.71,-0.64,32.96,0,1.196,1.079,0
7/6/2018,12:00, ,0,LHS,0,6.1,7.61,0,-53.6,56.31,168.91,20.732,0,5.9478,6.4757,0,3.55,0,55.8,0,4.9,0,1.77,7.04,0.17,0.16,1.73,-0.64,30.46,0,1.207,1.028,0
7/6/2018,12:15, ,0,LHS,0,6.1,7.61,0,-53.5,57.02,171.03,20.778,0,5.9507,6.4726,0,3.55,0,55.4,0,4.86,0,1.83,7.28,0.18,0.17,1.78,-0.63,33.18,0,1.195,0.988,0
7/6/2018,12:30, ,0,LHS,0,6.1,7.6,0,-53,57.71,173.12,20.786,0,5.9562,6.4776,0,3.55,0,54.7,0,4.8,0,1.83,7.31,0.2,0.19,1.79,-0.61,30.98,0,1.2,0.945,0
7/6/2018,12:45, ,0,LHS,0,6.1,7.62,0,-54,58.52,175.53,20.983,0,5.9782,6.475,0,3.55,0,56.3,0,4.92,0,1.91,7.6,0.19,0.18,1.86,-0.62,28.17,0,1.202,0.907,0
7/6/2018,13:00, ,0,LHS,0,6.1,7.61,0,-53.4,59.08,177.22,20.941,0,5.9714,6.4732,0,3.55,0,55.5,0,4.85,0,1.88,7.51,0.19,0.17,1.84,-0.63,29.99,0,1.192,0.878,0
