Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,Depth,F_Depth,WiperPosV
6/8/2017,17:30, ,0,LHS,0,5.8,41.84,0,69.7,0,6.29,0,7.83,0,-55.4,20.062,0,1.8204,2.01,0,1.03,0,30.12,87.95,2.1,8.27,0.35,0.38,2.03,-0.06,1.543,0,1.223
6/8/2017,17:45, ,0,LHS,0,5.8,47.31,0,69,0,6.23,0,7.83,0,-55.5,20.047,0,1.8384,2.0305,0,1.04,0,30.53,89.19,1.95,7.65,0.38,0.41,1.87,-0.03,1.484,0,1.218
6/8/2017,18:00, ,0,LHS,0,5.8,44.68,0,68.5,0,6.19,0,7.83,0,-55.7,20.046,0,1.8588,2.053,0,1.05,0,31.18,91.15,2.01,7.89,0.35,0.38,1.93,-0.06,1.427,0,1.224
6/8/2017,18:15, ,0,LHS,0,5.8,43.19,0,67.9,0,6.13,0,7.82,0,-55.3,20.039,0,1.8704,2.0662,0,1.06,0,31.72,92.78,2.11,8.32,0.37,0.4,2.04,-0.04,1.373,0,1.218
6/8/2017,18:30, ,0,LHS,0,5.8,37.41,0,67.3,0,6.08,0,7.82,0,-55.4,20.02,0,1.8894,2.088,0,1.07,0,32.15,94.05,2.12,8.36,0.33,0.37,2.05,-0.07,1.327,0,1.223
6/8/2017,18:45, ,0,LHS,0,5.8,36.41,0,66.5,0,6.01,0,7.82,0,-54.9,19.99,0,1.9086,2.1106,0,1.08,0,32.79,95.97,2.19,8.62,0.33,0.36,2.11,-0.08,1.289,0,1.218
6/8/2017,19:00, ,0,LHS,0,5.8,37.59,0,66.2,0,5.99,0,7.82,0,-54.9,19.972,0,1.939,2.145,0,1.1,0,33.66,98.58,2.35,9.28,0.34,0.37,2.28,-0.07,1.26,0,1.224
6/8/2017,19:15, ,0,LHS,0,5.8,37.56,0,65.9,0,5.96,0,7.81,0,-54.6,19.956,0,1.9534,2.1616,0,1.11,0,33.67,98.62,2.39,9.44,0.35,0.38,2.32,-0.06,1.241,0,1.218
6/8/2017,19:30, ,0,LHS,0,5.8,36.06,0,65.5,0,5.92,0,7.8,0,-54.2,19.937,0,1.973,2.1843,0,1.12,0,34.43,100.89,2.3,9.08,0.35,0.38,2.23,-0.06,1.233,0,1.224
6/8/2017,19:45, ,0,LHS,0,5.8,35.24,0,65.1,0,5.89,0,7.8,0,-53.9,19.925,0,1.98,2.1925,0,1.13,0,34.77,101.93,2.3,9.06,0.33,0.36,2.22,-0.08,1.236,0,1.219
6/8/2017,20:00, ,0,LHS,0,5.8,31.23,0,65.1,0,5.89,0,7.8,0,-53.7,19.914,0,1.9952,2.2099,0,1.14,0,35.54,104.24,1.8,7.06,0.25,0.28,1.72,-0.16,1.251,0,1.223
6/8/2017,20:15, ,0,LHS,0,5.8,32.02,0,65,0,5.88,0,7.8,0,-53.8,19.897,0,1.9812,2.1951,0,1.13,0,34.83,102.09,2.05,8.08,0.28,0.32,1.98,-0.12,1.275,0,1.219
6/8/2017,20:30, ,0,LHS,0,5.8,33.6,0,65.6,0,5.94,0,7.81,0,-54.5,19.906,0,1.9651,2.1769,0,1.12,0,34.77,101.91,2.02,7.94,0.29,0.32,1.94,-0.12,1.309,0,1.223
6/8/2017,20:45, ,0,LHS,0,5.8,33.33,0,65.4,0,5.92,0,7.81,0,-54.4,19.924,0,1.9676,2.1789,0,1.12,0,34.81,102.04,1.93,7.6,0.27,0.3,1.86,-0.14,1.355,0,1.218
6/8/2017,21:00, ,0,LHS,0,5.8,33.59,0,65.8,0,5.95,0,7.81,0,-54.8,19.928,0,1.9368,2.1446,0,1.1,0,34.24,100.34,1.89,7.41,0.28,0.31,1.81,-0.13,1.407,0,1.224
6/8/2017,21:15, ,0,LHS,0,5.8,39.15,0,67,0,6.06,0,7.82,0,-55.1,19.934,0,1.9019,2.1056,0,1.08,0,32.89,96.27,1.89,7.42,0.27,0.3,1.81,-0.14,1.467,0,1.218
6/8/2017,21:30, ,0,LHS,0,5.8,40.82,0,67.6,0,6.12,0,7.82,0,-55.2,19.933,0,1.8792,2.0806,0,1.07,0,32.18,94.14,1.81,7.12,0.31,0.34,1.74,-0.1,1.531,0,1.223
6/8/2017,21:45, ,0,LHS,0,5.8,42.46,0,68.3,0,6.17,0,7.82,0,-55.3,19.984,0,1.8604,2.0575,0,1.05,0,31.58,92.36,1.76,6.9,0.28,0.31,1.68,-0.13,1.597,0,1.22
6/8/2017,22:00, ,0,LHS,0,5.8,44.89,0,69.1,0,6.24,0,7.82,0,-55.3,20.035,0,1.8412,2.0342,0,1.04,0,31.25,91.36,1.75,6.87,0.3,0.33,1.67,-0.11,1.668,0,1.225
6/8/2017,22:15, ,0,LHS,0,5.8,42.76,0,69.3,0,6.25,0,7.83,0,-55.6,20.061,0,1.8426,2.0345,0,1.04,0,31.14,91.03,1.77,6.96,0.29,0.32,1.7,-0.12,1.738,0,1.22
6/8/2017,22:30, ,0,LHS,0,5.8,43.59,0,69.6,0,6.28,0,7.83,0,-55.5,20.079,0,1.8299,2.0197,0,1.03,0,30.77,89.91,1.72,6.73,0.28,0.31,1.64,-0.13,1.812,0,1.223
6/8/2017,22:45, ,0,LHS,0,5.8,48.45,0,69.4,0,6.26,0,7.82,0,-55,20.084,0,1.8151,2.0032,0,1.02,0,29.93,87.39,1.71,6.7,0.29,0.33,1.63,-0.11,1.886,0,1.219
6/8/2017,23:00, ,0,LHS,0,5.8,48.33,0,69.3,0,6.26,0,7.81,0,-54.5,20.073,0,1.7979,1.9847,0,1.01,0,29.98,87.55,1.66,6.49,0.24,0.27,1.58,-0.17,1.958,0,1.224
6/8/2017,23:15, ,0,LHS,0,5.8,46.11,0,69.4,0,6.27,0,7.8,0,-54.2,20.058,0,1.7825,1.9683,0,1.01,0,29.57,86.31,1.64,6.42,0.26,0.29,1.56,-0.15,2.025,0,1.22
6/8/2017,23:30, ,0,LHS,0,5.8,55.63,0,70,0,6.33,0,7.8,0,-54,20.035,0,1.7649,1.9499,0,1,0,28.73,83.8,1.67,6.56,0.32,0.35,1.6,-0.09,2.086,0,1.224
6/8/2017,23:45, ,0,LHS,0,5.8,51.54,0,70.3,0,6.35,0,7.8,0,-53.8,20.023,0,1.7503,1.9342,0,0.99,0,28.53,83.18,1.58,6.18,0.25,0.29,1.5,-0.15,2.142,0,1.22
6/9/2017,0:00, ,0,LHS,0,5.8,51.4,0,70.4,0,6.37,0,7.79,0,-53.6,20.01,0,1.7383,1.9214,0,0.98,0,28.22,82.27,1.61,6.3,0.3,0.33,1.53,-0.11,2.194,0,1.224
6/9/2017,0:15, ,0,LHS,0,5.8,55.53,0,70.8,0,6.4,0,7.79,0,-53.4,19.998,0,1.7203,1.902,0,0.97,0,27.93,81.4,1.58,6.17,0.31,0.34,1.5,-0.1,2.237,0,1.219
6/9/2017,0:30, ,0,LHS,0,5.8,56.11,0,71,0,6.42,0,7.79,0,-53.1,19.986,0,1.7056,1.8862,0,0.96,0,27.43,79.91,1.58,6.19,0.27,0.3,1.51,-0.14,2.272,0,1.224
6/9/2017,0:45, ,0,LHS,0,5.8,52.84,0,71.4,0,6.46,0,7.78,0,-52.9,19.981,0,1.6867,1.8656,0,0.95,0,27.2,79.22,1.53,5.97,0.31,0.34,1.45,-0.1,2.299,0,1.22
6/9/2017,1:00, ,0,LHS,0,5.8,53.09,0,71.5,0,6.47,0,7.78,0,-52.7,19.977,0,1.6751,1.8529,0,0.94,0,27.07,78.81,1.51,5.89,0.29,0.32,1.43,-0.12,2.318,0,1.223
6/9/2017,1:15, ,0,LHS,0,5.8,53.19,0,71.6,0,6.48,0,7.78,0,-52.5,19.976,0,1.6641,1.8407,0,0.94,0,26.93,78.38,1.52,5.93,0.3,0.33,1.44,-0.11,2.327,0,1.218
6/9/2017,1:30, ,0,LHS,0,5.8,54.13,0,71.7,0,6.48,0,7.77,0,-52.2,19.98,0,1.6518,1.827,0,0.93,0,26.66,77.58,1.49,5.82,0.3,0.33,1.41,-0.11,2.334,0,1.223
6/9/2017,1:45, ,0,LHS,0,5.8,51.27,0,72.1,0,6.53,0,7.77,0,-52.2,19.99,0,1.6323,1.805,0,0.92,0,26.41,76.83,1.48,5.8,0.28,0.31,1.41,-0.13,2.334,0,1.218
6/9/2017,2:00, ,0,LHS,0,5.8,63.17,0,71.9,0,6.5,0,7.77,0,-51.9,19.983,0,1.6278,1.8004,0,0.92,0,26.46,76.97,1.46,5.71,0.28,0.32,1.38,-0.12,2.328,0,1.223
6/9/2017,2:15, ,0,LHS,0,5.8,50.3,0,72,0,6.52,0,7.76,0,-51.8,19.984,0,1.6187,1.7901,0,0.91,0,26.39,76.78,1.52,5.93,0.33,0.36,1.44,-0.08,2.314,0,1.219
6/9/2017,2:30, ,0,LHS,0,5.8,48.47,0,72,0,6.52,0,7.77,0,-51.9,19.963,0,1.6189,1.7912,0,0.91,0,26.7,77.69,1.44,5.61,0.28,0.31,1.36,-0.13,2.289,0,1.224
6/9/2017,2:45, ,0,LHS,0,5.8,47.44,0,72.4,0,6.55,0,7.77,0,-52,19.95,0,1.6117,1.7837,0,0.91,0,26.63,77.49,1.56,6.11,0.27,0.31,1.48,-0.13,2.256,0,1.218
6/9/2017,3:00, ,0,LHS,0,5.8,50.31,0,72.4,0,6.56,0,7.77,0,-52,19.953,0,1.6125,1.7845,0,0.91,0,26.62,77.47,1.54,6.03,0.31,0.34,1.46,-0.1,2.21,0,1.223
6/9/2017,3:15, ,0,LHS,0,5.8,48.56,0,71.4,0,6.46,0,7.77,0,-51.8,19.923,0,1.6394,1.8155,0,0.92,0,26.88,78.23,1.52,5.93,0.26,0.3,1.44,-0.14,2.151,0,1.22
6/9/2017,3:30, ,0,LHS,0,5.8,58.23,0,71,0,6.43,0,7.77,0,-52.1,19.909,0,1.656,1.8344,0,0.93,0,26.25,76.35,1.56,6.09,0.32,0.35,1.48,-0.09,2.084,0,1.225
6/9/2017,3:45, ,0,LHS,0,5.8,47.71,0,70.4,0,6.38,0,7.77,0,-52.3,19.893,0,1.6797,1.8613,0,0.95,0,26.95,78.47,1.58,6.18,0.31,0.34,1.5,-0.1,2.005,0,1.22
6/9/2017,4:00, ,0,LHS,0,5.8,54.64,0,69.8,0,6.33,0,7.77,0,-52.3,19.877,0,1.6953,1.8791,0,0.96,0,26.71,77.72,1.63,6.38,0.31,0.35,1.55,-0.09,1.921,0,1.223
6/9/2017,4:15, ,0,LHS,0,5.8,70.76,0,69.2,0,6.28,0,7.78,0,-52.5,19.873,0,1.7176,1.9041,0,0.97,0,26.75,77.85,1.65,6.47,0.37,0.41,1.57,-0.03,1.831,0,1.22
6/9/2017,4:30, ,0,LHS,0,5.8,53.92,0,68.3,0,6.19,0,7.78,0,-52.5,19.85,0,1.7437,1.9339,0,0.99,0,27.32,79.56,1.67,6.53,0.35,0.38,1.59,-0.06,1.738,0,1.224
6/9/2017,4:45, ,0,LHS,0,5.8,66.33,0,67.5,0,6.13,0,7.78,0,-52.5,19.837,0,1.7634,1.9563,0,1,0,27.67,80.6,1.71,6.71,0.34,0.37,1.64,-0.07,1.641,0,1.218
6/9/2017,5:00, ,0,LHS,0,5.8,64.61,0,66.7,0,6.05,0,7.78,0,-52.4,19.819,0,1.784,1.9799,0,1.01,0,28.07,81.82,1.71,6.72,0.36,0.39,1.64,-0.05,1.548,0,1.223
6/9/2017,5:15, ,0,LHS,0,5.8,60.89,0,66,0,5.99,0,7.78,0,-52.4,19.795,0,1.8083,2.0079,0,1.03,0,28.43,82.9,1.75,6.88,0.34,0.37,1.68,-0.07,1.452,0,1.218
6/9/2017,5:30, ,0,LHS,0,5.8,54.44,0,65.4,0,5.94,0,7.77,0,-52.2,19.762,0,1.8254,2.0283,0,1.04,0,29.32,85.57,1.73,6.8,0.33,0.37,1.66,-0.07,1.365,0,1.223
6/9/2017,5:45, ,0,LHS,0,5.8,62.68,0,64.1,0,5.83,0,7.76,0,-51.5,19.712,0,1.8352,2.0414,0,1.05,0,29.33,85.58,1.71,6.69,0.36,0.39,1.63,-0.05,1.287,0,1.219
6/9/2017,6:00, ,0,LHS,0,5.8,57.79,0,63.7,0,5.79,0,7.76,0,-51.5,19.674,0,1.8661,2.0774,0,1.06,0,30.28,88.45,1.71,6.69,0.32,0.35,1.63,-0.09,1.209,0,1.224
6/9/2017,6:15, ,0,LHS,0,5.8,61.94,0,62.6,0,5.7,0,7.75,0,-50.7,19.61,0,1.8917,2.1088,0,1.08,0,30.82,90.06,1.7,6.68,0.29,0.32,1.63,-0.12,1.136,0,1.218
6/9/2017,6:30, ,0,LHS,0,5.8,55.92,0,61.4,0,5.6,0,7.73,0,-49.8,19.553,0,1.9246,2.1481,0,1.1,0,31.45,91.94,1.7,6.65,0.27,0.3,1.62,-0.14,1.071,0,1.223
6/9/2017,6:45, ,0,LHS,0,5.8,50.24,0,60,0,5.47,0,7.72,0,-49.1,19.488,0,1.9747,2.207,0,1.13,0,32.65,95.55,1.71,6.71,0.31,0.34,1.63,-0.1,1.008,0,1.218
6/9/2017,7:00, ,0,LHS,0,5.8,62.48,0,58.9,0,5.38,0,7.7,0,-48.1,19.433,0,2.0095,2.2486,0,1.16,0,33.66,98.59,1.7,6.68,0.33,0.36,1.63,-0.08,0.95,0,1.224
6/9/2017,7:15, ,0,LHS,0,5.8,42.87,0,57.9,0,5.29,0,7.69,0,-47.3,19.388,0,2.039,2.2838,0,1.18,0,33.91,99.32,1.67,6.54,0.3,0.33,1.59,-0.11,0.894,0,1.218
6/9/2017,7:30, ,0,LHS,0,5.8,38.45,0,56.6,0,5.18,0,7.68,0,-46.6,19.346,0,2.0688,2.3193,0,1.2,0,34.52,101.16,1.64,6.43,0.28,0.32,1.56,-0.12,0.843,0,1.224
6/9/2017,7:45, ,0,LHS,0,5.8,39.12,0,55.8,0,5.11,0,7.67,0,-46.1,19.318,0,2.0919,2.3465,0,1.21,0,35.06,102.79,1.68,6.59,0.25,0.28,1.6,-0.16,0.79,0,1.226
6/9/2017,8:00, ,0,LHS,0,5.8,39.29,0,55.2,0,5.05,0,7.66,0,-45.4,19.297,0,2.1083,2.366,0,1.22,0,35.3,103.5,1.64,6.41,0.28,0.31,1.56,-0.13,0.737,0,1.225
6/9/2017,8:15, ,0,LHS,0,5.8,49.72,0,54.7,0,5.01,0,7.65,0,-45.1,19.305,0,2.1195,2.3782,0,1.23,0,34.33,100.6,1.74,6.81,0.31,0.34,1.66,-0.1,0.69,0,1.222
6/9/2017,8:30, ,0,LHS,0,5.8,46.91,0,54.5,0,4.98,0,7.65,0,-44.7,19.336,0,2.1317,2.3903,0,1.23,0,33.89,99.28,1.7,6.67,0.29,0.32,1.62,-0.12,0.646,0,1.225
6/9/2017,8:45, ,0,LHS,0,5.8,46.77,0,53.9,0,4.94,0,7.64,0,-44.3,19.326,0,2.1399,2.4,0,1.24,0,35.17,103.13,1.68,6.6,0.27,0.3,1.61,-0.14,0.599,0,1.22
6/9/2017,9:00, ,0,LHS,0,5.8,43.85,0,50.7,0,4.64,0,7.64,0,-44.3,19.323,0,2.1539,2.4159,0,1.25,0,35.85,105.17,1.71,6.71,0.28,0.31,1.63,-0.13,0.567,0,1.223
6/9/2017,9:15, ,0,LHS,0,5.8,44.12,0,53.2,0,4.87,0,7.63,0,-43.8,19.31,0,2.1564,2.4193,0,1.25,0,35.43,103.89,1.74,6.84,0.25,0.28,1.67,-0.16,0.546,0,1.218
6/9/2017,9:30, ,0,LHS,0,5.8,35.7,0,53.3,0,4.87,0,7.63,0,-44,19.333,0,2.1686,2.4318,0,1.26,0,36.46,107,1.7,6.68,0.26,0.29,1.63,-0.15,0.537,0,1.224
6/9/2017,9:45, ,0,LHS,0,5.8,37.55,0,53.3,0,4.87,0,7.63,0,-43.8,19.381,0,2.1726,2.4338,0,1.26,0,36.12,105.95,1.66,6.51,0.25,0.28,1.58,-0.16,0.531,0,1.218
6/9/2017,10:00, ,0,LHS,0,5.8,35.56,0,53,0,4.85,0,7.63,0,-43.8,19.359,0,2.1762,2.439,0,1.26,0,37.22,109.26,1.58,6.18,0.26,0.29,1.5,-0.15,0.552,0,1.224
6/9/2017,10:15, ,0,LHS,0,5.8,35.29,0,53.8,0,4.91,0,7.64,0,-44.2,19.447,0,2.1807,2.4394,0,1.26,0,36.86,108.17,1.52,5.94,0.21,0.24,1.44,-0.2,0.602,0,1.218
6/9/2017,10:30, ,0,LHS,0,5.8,31.19,0,53.8,0,4.91,0,7.65,0,-44.6,19.442,0,2.1742,2.4324,0,1.26,0,37.84,111.13,1.52,5.95,0.22,0.25,1.44,-0.19,0.667,0,1.233
6/9/2017,10:45, ,0,LHS,0,5.8,31.79,0,53.2,0,4.86,0,7.64,0,-44.4,19.39,0,2.1716,2.4322,0,1.26,0,37.61,110.45,1.57,6.14,0.24,0.27,1.49,-0.17,0.753,0,1.216
6/9/2017,11:00, ,0,LHS,0,5.8,33.67,0,54.5,0,4.97,0,7.65,0,-45.2,19.504,0,2.1636,2.4174,0,1.25,0,36.48,107.05,1.53,5.98,0.21,0.24,1.45,-0.2,0.853,0,1.228
6/9/2017,11:15, ,0,LHS,0,5.8,43.35,0,56.6,0,5.14,0,7.67,0,-46,19.647,0,2.1424,2.3863,0,1.23,0,35.04,102.73,1.55,6.06,0.23,0.26,1.47,-0.18,0.946,0,1.216
6/9/2017,11:30, ,0,LHS,0,5.8,38.97,0,58.1,0,5.27,0,7.69,0,-47.2,19.784,0,2.1166,2.3508,0,1.21,0,34.36,100.67,1.58,6.18,0.26,0.29,1.5,-0.15,1.047,0,1.219
6/9/2017,11:45, ,0,LHS,0,5.8,49.95,0,60.7,0,5.49,0,7.73,0,-49.7,19.955,0,2.0816,2.3035,0,1.19,0,33.08,96.85,1.73,6.77,0.3,0.33,1.65,-0.11,1.147,0,1.228
6/9/2017,12:00, ,0,LHS,0,5.8,53.75,0,63.2,0,5.69,0,7.76,0,-51.5,20.121,0,2.0313,2.24,0,1.15,0,30.67,89.63,1.82,7.15,0.33,0.37,1.74,-0.07,1.25,0,1.219
6/9/2017,12:15, ,0,LHS,0,5.8,55.98,0,64.6,0,5.81,0,7.82,0,-55,20.204,0,1.9696,2.1682,0,1.11,0,30.09,87.87,3.63,14.37,0.63,0.66,3.55,0.22,1.348,0,1.232
6/9/2017,12:30, ,0,LHS,0,5.8,84.84,0,65.5,0,5.88,0,7.83,0,-55.9,20.344,0,1.926,2.114,0,1.08,0,28.85,84.17,3.97,15.76,0.71,0.74,3.9,0.3,1.447,0,1.223
6/9/2017,12:45, ,0,LHS,0,5.8,73.11,0,65.7,0,5.89,0,7.81,0,-54.7,20.411,0,1.8949,2.077,0,1.06,0,27.3,79.5,3.04,12.04,0.51,0.54,2.97,0.1,1.546,0,1.223
6/9/2017,13:00, ,0,LHS,0,5.8,74.96,0,65.6,0,5.88,0,7.8,0,-53.9,20.413,0,1.8753,2.0553,0,1.05,0,26.28,76.43,2.55,10.06,0.5,0.53,2.47,0.09,1.638,0,1.22
6/9/2017,13:15, ,0,LHS,0,5.8,68.12,0,65.9,0,5.91,0,7.79,0,-53.5,20.432,0,1.8614,2.0393,0,1.04,0,26.94,78.41,2.24,8.81,0.41,0.44,2.16,0,1.722,0,1.224
6/9/2017,13:30, ,0,LHS,0,5.8,65.2,0,66.5,0,5.96,0,7.79,0,-53.1,20.44,0,1.8423,2.0181,0,1.03,0,26.57,77.33,2.01,7.92,0.43,0.46,1.94,0.02,1.797,0,1.218
6/9/2017,13:45, ,0,LHS,0,5.8,60.84,0,67.4,0,6.04,0,7.78,0,-52.8,20.447,0,1.8221,1.9957,0,1.02,0,26.57,77.31,1.83,7.19,0.38,0.41,1.75,-0.03,1.868,0,1.223
6/9/2017,14:00, ,0,LHS,0,5.8,66.76,0,67.7,0,6.06,0,7.78,0,-52.5,20.48,0,1.8174,1.9891,0,1.02,0,26.64,77.54,1.93,7.59,0.4,0.43,1.86,-0.01,1.924,0,1.218
6/9/2017,14:15, ,0,LHS,0,5.8,70.54,0,67.9,0,6.08,0,7.77,0,-52.1,20.48,0,1.808,1.9789,0,1.01,0,26.36,76.69,2.03,8,0.41,0.45,1.96,0.01,1.972,0,1.224
6/9/2017,14:30, ,0,LHS,0,5.8,69.38,0,68.5,0,6.13,0,7.77,0,-52.1,20.522,0,1.8006,1.969,0,1.01,0,26.58,77.34,2,7.86,0.42,0.45,1.92,0.01,2.006,0,1.218
6/9/2017,14:45, ,0,LHS,0,5.8,62.1,0,68.8,0,6.15,0,7.77,0,-52.1,20.556,0,1.7929,1.9592,0,1,0,26.75,77.86,1.91,7.52,0.37,0.41,1.84,-0.03,2.03,0,1.223
6/9/2017,15:00, ,0,LHS,0,5.8,56.85,0,69.1,0,6.18,0,7.76,0,-51.9,20.572,0,1.7827,1.9475,0,0.99,0,26.69,77.68,1.84,7.24,0.39,0.42,1.77,-0.02,2.047,0,1.218
6/9/2017,15:15, ,0,LHS,0,5.8,59.23,0,69.4,0,6.2,0,7.76,0,-51.9,20.58,0,1.7728,1.9362,0,0.99,0,26.58,77.35,1.82,7.16,0.38,0.41,1.75,-0.03,2.053,0,1.224
6/9/2017,15:30, ,0,LHS,0,5.8,54.67,0,69.7,0,6.22,0,7.76,0,-51.8,20.615,0,1.7727,1.9348,0,0.99,0,27.01,78.64,2.05,8.06,0.36,0.39,1.97,-0.05,2.053,0,1.218
6/9/2017,15:45, ,0,LHS,0,5.8,55.88,0,69.5,0,6.21,0,7.76,0,-51.8,20.6,0,1.7659,1.9279,0,0.98,0,27.16,79.09,1.89,7.44,0.34,0.38,1.82,-0.06,2.048,0,1.223
6/9/2017,16:00, ,0,LHS,0,5.8,53.94,0,69.5,0,6.21,0,7.76,0,-51.8,20.6,0,1.7662,1.9282,0,0.98,0,27.03,78.7,1.99,7.82,0.41,0.44,1.91,0,2.032,0,1.217
6/9/2017,16:15, ,0,LHS,0,5.8,57.03,0,69.7,0,6.23,0,7.77,0,-52.1,20.635,0,1.7732,1.9345,0,0.99,0,27.41,79.83,2.05,8.05,0.36,0.39,1.97,-0.05,2.003,0,1.224
6/9/2017,16:30, ,0,LHS,0,5.8,56.18,0,69.8,0,6.23,0,7.77,0,-51.9,20.617,0,1.7697,1.9314,0,0.99,0,27.25,79.35,1.95,7.66,0.36,0.39,1.87,-0.05,1.967,0,1.22
6/9/2017,16:45, ,0,LHS,0,5.8,53.93,0,70.7,0,6.31,0,7.78,0,-52.6,20.659,0,1.7838,1.945,0,0.99,0,27.76,80.89,1.95,7.66,0.37,0.4,1.87,-0.04,1.924,0,1.223
6/9/2017,17:00, ,0,LHS,0,5.8,60.42,0,69.2,0,6.17,0,7.77,0,-52.1,20.655,0,1.8013,1.9643,0,1,0,27.88,81.24,2.01,7.89,0.38,0.41,1.93,-0.03,1.874,0,1.219
6/9/2017,17:15, ,0,LHS,0,5.8,56.18,0,68.3,0,6.1,0,7.76,0,-51.9,20.612,0,1.8051,1.9702,0,1.01,0,27.89,81.27,2.01,7.89,0.38,0.41,1.93,-0.03,1.817,0,1.225
6/9/2017,17:30, ,0,LHS,0,5.8,54.56,0,68.7,0,6.13,0,7.77,0,-52.3,20.649,0,1.8171,1.9818,0,1.01,0,28.32,82.56,2.13,8.37,0.38,0.42,2.05,-0.02,1.76,0,1.217
6/9/2017,17:45, ,0,LHS,0,5.8,51.2,0,68.6,0,6.13,0,7.77,0,-52.5,20.647,0,1.8222,1.9875,0,1.02,0,28.66,83.59,2.03,7.97,0.39,0.42,1.95,-0.02,1.703,0,1.222
6/9/2017,18:00, ,0,LHS,0,5.8,53.07,0,68.5,0,6.11,0,7.78,0,-52.7,20.631,0,1.8291,1.9957,0,1.02,0,28.73,83.79,2.15,8.45,0.38,0.41,2.07,-0.03,1.643,0,1.217
6/9/2017,18:15, ,0,LHS,0,5.8,52.83,0,68.3,0,6.09,0,7.78,0,-52.9,20.621,0,1.8352,2.0027,0,1.02,0,28.96,84.48,2.12,8.35,0.36,0.39,2.04,-0.05,1.584,0,1.225
6/9/2017,18:30, ,0,LHS,0,5.8,52.33,0,68.1,0,6.08,0,7.79,0,-53.2,20.618,0,1.8445,2.013,0,1.03,0,29.14,85.03,2.17,8.53,0.39,0.42,2.09,-0.02,1.526,0,1.218
