Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,fDOMRFU,fDOMQSU,WiperPosV,Depth,F_Depth
4/13/2018,15:15, ,0,LHS,0,5.6,58.93,0,65.7,0,6.32,0,7.62,0,-66.7,16.927,0,1.7762,2.1,0,1.08,0,1.52,6.06,0.33,0.33,1.46,-0.1,33.15,99.41,1.225,1.514,0
4/13/2018,15:30, ,0,LHS,0,5.6,62.25,0,65.9,0,6.34,0,7.62,0,-66.7,16.947,0,1.7678,2.0892,0,1.07,0,1.53,6.09,0.38,0.38,1.47,-0.05,33.33,99.94,1.223,1.439,0
4/13/2018,15:45, ,0,LHS,0,5.6,63.27,0,66.1,0,6.35,0,7.62,0,-66.7,16.983,0,1.7648,2.0838,0,1.07,0,1.5,5.99,0.38,0.38,1.45,-0.05,33.1,99.25,1.226,1.366,0
4/13/2018,16:00, ,0,LHS,0,5.6,75.56,0,66.7,0,6.41,0,7.62,0,-66.5,16.975,0,1.7552,2.0729,0,1.06,0,1.54,6.14,0.35,0.35,1.48,-0.08,32.97,98.86,1.221,1.295,0
4/13/2018,16:15, ,0,LHS,0,5.6,72.16,0,67,0,6.44,0,7.62,0,-66.3,16.951,0,1.7401,2.0563,0,1.06,0,1.53,6.08,0.38,0.38,1.47,-0.05,32.91,98.69,1.225,1.229,0
4/13/2018,16:30, ,0,LHS,0,5.6,56.78,0,67.2,0,6.47,0,7.61,0,-65.8,16.912,0,1.7223,2.037,0,1.05,0,1.56,6.2,0.35,0.36,1.5,-0.07,32.65,97.9,1.219,1.166,0
4/13/2018,16:45, ,0,LHS,0,5.6,56.51,0,67.4,0,6.5,0,7.6,0,-65.3,16.834,0,1.6992,2.0132,0,1.03,0,1.51,6,0.36,0.36,1.45,-0.07,32.99,98.92,1.223,1.104,0
4/13/2018,17:00, ,0,LHS,0,5.6,58.57,0,67.1,0,6.47,0,7.57,0,-63.8,16.776,0,1.6944,2.0102,0,1.03,0,1.5,5.96,0.34,0.34,1.44,-0.09,32.96,98.82,1.219,1.046,0
4/13/2018,17:15, ,0,LHS,0,5.6,51.04,0,66.9,0,6.46,0,7.56,0,-63.1,16.731,0,1.6878,2.0044,0,1.03,0,1.54,6.12,0.35,0.35,1.48,-0.08,33.24,99.66,1.224,0.987,0
4/13/2018,17:30, ,0,LHS,0,5.6,56.94,0,66.8,0,6.46,0,7.56,0,-62.8,16.676,0,1.6784,1.9957,0,1.02,0,1.51,6.02,0.35,0.35,1.45,-0.08,33.5,100.46,1.219,0.93,0
4/13/2018,17:45, ,0,LHS,0,5.6,49.42,0,66.6,0,6.44,0,7.54,0,-62.1,16.636,0,1.6799,1.9993,0,1.03,0,1.5,5.98,0.36,0.36,1.45,-0.07,33.98,101.89,1.224,0.878,0
4/13/2018,18:00, ,0,LHS,0,5.6,50.09,0,66.8,0,6.47,0,7.54,0,-62,16.613,0,1.6826,2.0036,0,1.03,0,1.49,5.92,0.31,0.31,1.43,-0.12,34.35,103,1.219,0.829,0
4/13/2018,18:15, ,0,LHS,0,5.6,50.81,0,67.1,0,6.5,0,7.54,0,-62,16.602,0,1.6899,2.0127,0,1.03,0,1.51,6.03,0.29,0.29,1.46,-0.14,34.58,103.68,1.224,0.785,0
4/13/2018,18:30, ,0,LHS,0,5.6,51.44,0,67.6,0,6.54,0,7.54,0,-62,16.608,0,1.6995,2.0239,0,1.04,0,1.53,6.1,0.33,0.33,1.47,-0.1,34.65,103.89,1.219,0.743,0
4/13/2018,18:45, ,0,LHS,0,5.6,47.54,0,68,0,6.58,0,7.55,0,-62.3,16.631,0,1.7039,2.0281,0,1.04,0,1.5,5.98,0.3,0.3,1.44,-0.12,35.73,107.13,1.225,0.71,0
4/13/2018,19:00, ,0,LHS,0,5.6,44.12,0,68.2,0,6.6,0,7.55,0,-62.5,16.64,0,1.7085,2.0332,0,1.04,0,1.53,6.09,0.28,0.28,1.47,-0.15,35.98,107.88,1.219,0.683,0
4/13/2018,19:15, ,0,LHS,0,5.6,42.54,0,68.5,0,6.63,0,7.56,0,-62.8,16.647,0,1.7124,2.0375,0,1.05,0,1.54,6.12,0.29,0.29,1.48,-0.14,36.25,108.69,1.225,0.665,0
4/13/2018,19:30, ,0,LHS,0,5.6,38.67,0,68.5,0,6.63,0,7.56,0,-62.9,16.654,0,1.7137,2.0387,0,1.05,0,1.57,6.25,0.28,0.28,1.51,-0.15,36.96,110.83,1.223,0.662,0
4/13/2018,19:45, ,0,LHS,0,5.6,34.69,0,68.5,0,6.63,0,7.56,0,-62.9,16.658,0,1.7159,2.0411,0,1.05,0,1.52,6.05,0.28,0.28,1.46,-0.15,37.38,112.08,1.224,0.667,0
4/13/2018,20:00, ,0,LHS,0,5.6,36.36,0,64.6,0,6.25,0,7.54,0,-62,16.63,0,1.7163,2.0428,0,1.05,0,1.55,6.15,0.27,0.27,1.49,-0.16,37.29,111.81,1.219,0.691,0
4/13/2018,20:15, ,0,LHS,0,5.6,42.37,0,68.9,0,6.67,0,7.56,0,-63.1,16.579,0,1.7135,2.0419,0,1.05,0,1.5,5.97,0.26,0.26,1.44,-0.17,37.36,112.04,1.226,0.734,0
4/13/2018,20:30, ,0,LHS,0,5.6,37.36,0,68.3,0,6.62,0,7.56,0,-62.9,16.576,0,1.7086,2.0362,0,1.04,0,1.49,5.93,0.28,0.28,1.43,-0.15,37.21,111.58,1.222,0.793,0
4/13/2018,20:45, ,0,LHS,0,5.6,37.7,0,67.9,0,6.58,0,7.55,0,-62.7,16.521,0,1.701,2.0298,0,1.04,0,1.47,5.85,0.25,0.25,1.41,-0.18,36.88,110.58,1.226,0.862,0
4/13/2018,21:00, ,0,LHS,0,5.6,43.08,0,67.1,0,6.51,0,7.55,0,-62.5,16.574,0,1.6986,2.0244,0,1.04,0,1.49,5.91,0.3,0.3,1.43,-0.13,36.63,109.84,1.223,0.942,0
4/13/2018,21:15, ,0,LHS,0,5.6,40.88,0,67,0,6.5,0,7.55,0,-62.3,16.529,0,1.6941,2.0211,0,1.04,0,1.48,5.9,0.27,0.27,1.42,-0.16,35.7,107.06,1.225,1.028,0
4/13/2018,21:30, ,0,LHS,0,5.6,41.6,0,67.2,0,6.51,0,7.57,0,-63.4,16.581,0,1.6954,2.0203,0,1.04,0,1.49,5.92,0.29,0.29,1.43,-0.14,34.54,103.57,1.222,1.117,0
4/13/2018,21:45, ,0,LHS,0,5.6,48.22,0,68.3,0,6.6,0,7.61,0,-65.7,16.732,0,1.7059,2.0259,0,1.04,0,1.5,5.99,0.29,0.29,1.45,-0.14,33.86,101.53,1.225,1.21,0
4/13/2018,22:00, ,0,LHS,0,5.6,53.26,0,69,0,6.64,0,7.63,0,-67.1,16.898,0,1.7289,2.0454,0,1.05,0,1.55,6.16,0.32,0.32,1.49,-0.11,33.14,99.37,1.221,1.307,0
4/13/2018,22:15, ,0,LHS,0,5.6,61.29,0,68.8,0,6.6,0,7.64,0,-67.9,17.028,0,1.752,2.0667,0,1.06,0,1.55,6.16,0.36,0.36,1.49,-0.07,32.42,97.22,1.226,1.406,0
4/13/2018,22:30, ,0,LHS,0,5.6,60.99,0,68.3,0,6.54,0,7.64,0,-67.8,17.131,0,1.8366,2.1614,0,1.11,0,1.62,6.46,0.38,0.38,1.56,-0.05,33.39,100.13,1.222,1.503,0
4/13/2018,22:45, ,0,LHS,0,5.6,66.09,0,67.4,0,6.44,0,7.64,0,-67.8,17.214,0,1.8765,2.2043,0,1.14,0,1.62,6.47,0.37,0.37,1.57,-0.06,34.1,102.24,1.224,1.6,0
4/13/2018,23:00, ,0,LHS,0,5.6,62.64,0,67.3,0,6.43,0,7.65,0,-68.1,17.227,0,1.8425,2.1637,0,1.11,0,1.57,6.27,0.37,0.37,1.52,-0.06,33.23,99.64,1.223,1.693,0
4/13/2018,23:15, ,0,LHS,0,5.6,72.46,0,67.3,0,6.43,0,7.65,0,-68.1,17.255,0,1.8197,2.1357,0,1.1,0,1.54,6.14,0.35,0.35,1.48,-0.08,31.85,95.51,1.225,1.781,0
4/13/2018,23:30, ,0,LHS,0,5.6,60.28,0,67.1,0,6.4,0,7.64,0,-67.8,17.27,0,1.8196,2.1348,0,1.1,0,1.58,6.28,0.39,0.39,1.52,-0.04,32.17,96.44,1.223,1.862,0
4/13/2018,23:45, ,0,LHS,0,5.6,70.24,0,66.9,0,6.39,0,7.63,0,-67.4,17.244,0,1.8407,2.1608,0,1.11,0,1.65,6.57,0.39,0.39,1.59,-0.04,31.79,95.31,1.226,1.941,0
4/14/2018,0:00, ,0,LHS,0,5.6,63.54,0,66.2,0,6.33,0,7.62,0,-66.8,17.21,0,1.858,2.1828,0,1.12,0,1.62,6.45,0.35,0.35,1.56,-0.08,32.22,96.61,1.219,2.003,0
4/14/2018,0:15, ,0,LHS,0,5.6,57.03,0,65.5,0,6.26,0,7.62,0,-66.4,17.189,0,1.8702,2.1981,0,1.13,0,1.63,6.51,0.36,0.36,1.58,-0.07,32.3,96.86,1.222,2.061,0
4/14/2018,0:30, ,0,LHS,0,5.6,65.62,0,64.8,0,6.2,0,7.61,0,-66,17.156,0,1.8829,2.2148,0,1.14,0,1.6,6.39,0.35,0.35,1.55,-0.08,31.97,95.85,1.218,2.107,0
4/14/2018,0:45, ,0,LHS,0,5.6,60.25,0,64.4,0,6.16,0,7.61,0,-65.9,17.137,0,1.894,2.2287,0,1.15,0,1.58,6.29,0.33,0.33,1.52,-0.1,32.27,96.76,1.224,2.143,0
4/14/2018,1:00, ,0,LHS,0,5.6,66.23,0,64.1,0,6.14,0,7.61,0,-66,17.116,0,1.8978,2.2342,0,1.15,0,1.58,6.31,0.36,0.36,1.53,-0.07,32.73,98.14,1.222,2.165,0
4/14/2018,1:15, ,0,LHS,0,5.6,63.31,0,63.9,0,6.12,0,7.61,0,-65.8,17.087,0,1.9078,2.2475,0,1.16,0,1.6,6.38,0.33,0.33,1.54,-0.1,32.86,98.54,1.226,2.174,0
4/14/2018,1:30, ,0,LHS,0,5.6,57.1,0,63.4,0,6.08,0,7.6,0,-65.7,17.066,0,1.9149,2.257,0,1.16,0,1.63,6.5,0.4,0.4,1.57,-0.03,33.33,99.93,1.222,2.168,0
4/14/2018,1:45, ,0,LHS,0,5.6,49.71,0,57.1,0,5.48,0,7.57,0,-63.9,17.053,0,1.917,2.26,0,1.17,0,1.48,5.9,0.32,0.32,1.43,-0.11,34.79,104.31,1.224,2.151,0
4/14/2018,2:00, ,0,LHS,0,5.6,58.18,0,62.9,0,6.03,0,7.6,0,-65.5,17.062,0,1.9194,2.2625,0,1.17,0,1.63,6.48,0.36,0.36,1.57,-0.07,33.44,100.26,1.216,2.12,0
4/14/2018,2:15, ,0,LHS,0,5.6,57.3,0,63.1,0,6.05,0,7.6,0,-65.5,17.057,0,1.9179,2.2609,0,1.17,0,1.6,6.37,0.34,0.34,1.54,-0.09,33.37,100.07,1.224,2.073,0
4/14/2018,2:30, ,0,LHS,0,5.6,75.06,0,63.4,0,6.08,0,7.6,0,-65.7,17.018,0,1.8984,2.2399,0,1.15,0,1.61,6.42,0.37,0.37,1.56,-0.06,33.55,100.6,1.222,2.017,0
4/14/2018,2:45, ,0,LHS,0,5.6,58.87,0,63.4,0,6.08,0,7.6,0,-65.3,17.036,0,1.8926,2.2321,0,1.15,0,1.59,6.35,0.34,0.34,1.54,-0.09,33.16,99.42,1.225,1.947,0
4/14/2018,3:00, ,0,LHS,0,5.6,59.58,0,63.8,0,6.13,0,7.6,0,-65.6,17.013,0,1.8813,2.22,0,1.14,0,1.62,6.45,0.37,0.37,1.56,-0.06,32.81,98.38,1.223,1.875,0
4/14/2018,3:15, ,0,LHS,0,5.6,73.58,0,64.2,0,6.16,0,7.61,0,-66,17.015,0,1.8675,2.2036,0,1.14,0,1.62,6.45,0.37,0.37,1.56,-0.06,32.62,97.8,1.224,1.794,0
4/14/2018,3:30, ,0,LHS,0,5.6,67.78,0,64.6,0,6.2,0,7.61,0,-66.2,17.008,0,1.857,2.1915,0,1.13,0,1.64,6.54,0.36,0.36,1.59,-0.07,32.44,97.27,1.223,1.711,0
4/14/2018,3:45, ,0,LHS,0,5.6,73.37,0,65,0,6.24,0,7.62,0,-66.5,17.001,0,1.8459,2.1788,0,1.12,0,1.63,6.5,0.38,0.38,1.58,-0.05,32.43,97.23,1.227,1.628,0
4/14/2018,4:00, ,0,LHS,0,5.6,70.2,0,65.2,0,6.26,0,7.62,0,-66.8,16.973,0,1.8339,2.166,0,1.11,0,1.63,6.47,0.4,0.4,1.57,-0.03,32.36,97.02,1.222,1.543,0
4/14/2018,4:15, ,0,LHS,0,5.6,59.78,0,64.8,0,6.24,0,7.62,0,-66.6,16.905,0,1.8248,2.1586,0,1.11,0,1.59,6.34,0.37,0.37,1.53,-0.06,32.79,98.32,1.225,1.461,0
4/14/2018,4:30, ,0,LHS,0,5.6,70.13,0,65.1,0,6.27,0,7.62,0,-66.8,16.867,0,1.8151,2.1489,0,1.11,0,1.58,6.31,0.38,0.38,1.53,-0.05,32.8,98.35,1.219,1.386,0
4/14/2018,4:45, ,0,LHS,0,5.6,72.83,0,65.3,0,6.29,0,7.62,0,-66.7,16.809,0,1.8123,2.1485,0,1.11,0,1.58,6.27,0.38,0.38,1.52,-0.05,32.96,98.83,1.223,1.311,0
4/14/2018,5:00, ,0,LHS,0,5.6,67.06,0,65.7,0,6.35,0,7.62,0,-66.7,16.747,0,1.8054,2.1433,0,1.1,0,1.61,6.41,0.38,0.38,1.55,-0.04,33.05,99.09,1.217,1.245,0
4/14/2018,5:15, ,0,LHS,0,5.6,65.71,0,65.8,0,6.37,0,7.62,0,-66.5,16.658,0,1.7949,2.1351,0,1.1,0,1.61,6.42,0.38,0.38,1.55,-0.05,33.01,98.97,1.225,1.176,0
4/14/2018,5:30, ,0,LHS,0,5.6,67.73,0,66,0,6.4,0,7.61,0,-65.9,16.545,0,1.7738,2.1154,0,1.09,0,1.6,6.38,0.39,0.39,1.55,-0.04,33.29,99.82,1.219,1.113,0
4/14/2018,5:45, ,0,LHS,0,5.6,63.87,0,65.4,0,6.36,0,7.58,0,-64.3,16.401,0,1.7611,2.1072,0,1.08,0,1.58,6.29,0.36,0.36,1.52,-0.07,33.46,100.32,1.223,1.056,0
4/14/2018,6:00, ,0,LHS,0,5.6,59.7,0,65.7,0,6.4,0,7.58,0,-64,16.3,0,1.7392,2.0858,0,1.07,0,1.56,6.23,0.37,0.37,1.51,-0.06,34.17,102.45,1.219,1,0
4/14/2018,6:15, ,0,LHS,0,5.6,64.05,0,65.5,0,6.39,0,7.57,0,-63.5,16.234,0,1.7357,2.0847,0,1.07,0,1.56,6.19,0.4,0.4,1.5,-0.03,34.17,102.47,1.225,0.947,0
4/14/2018,6:30, ,0,LHS,0,5.6,51.7,0,65.5,0,6.4,0,7.56,0,-63.1,16.166,0,1.7305,2.0818,0,1.07,0,1.54,6.12,0.33,0.33,1.48,-0.1,34.52,103.51,1.221,0.902,0
4/14/2018,6:45, ,0,LHS,0,5.6,55.62,0,65.3,0,6.39,0,7.55,0,-62.4,16.122,0,1.7321,2.0858,0,1.07,0,1.54,6.15,0.31,0.31,1.49,-0.12,35.03,105.05,1.222,0.861,0
4/14/2018,7:00, ,0,LHS,0,5.6,50.28,0,65.1,0,6.37,0,7.54,0,-62,16.099,0,1.739,2.0953,0,1.08,0,1.54,6.14,0.33,0.33,1.48,-0.1,35.72,107.12,1.219,0.817,0
4/14/2018,7:15, ,0,LHS,0,5.6,51.31,0,64.8,0,6.35,0,7.54,0,-61.7,16.081,0,1.7452,2.1035,0,1.08,0,1.54,6.11,0.3,0.31,1.48,-0.12,36.32,108.91,1.225,0.783,0
4/14/2018,7:30, ,0,LHS,0,5.6,48.42,0,64.7,0,6.34,0,7.53,0,-61.4,16.07,0,1.75,2.1099,0,1.08,0,1.56,6.2,0.3,0.3,1.5,-0.13,36.93,110.73,1.219,0.753,0
4/14/2018,7:45, ,0,LHS,0,5.6,49.38,0,64.4,0,6.31,0,7.53,0,-61.2,16.064,0,1.7572,2.1188,0,1.09,0,1.57,6.26,0.32,0.33,1.51,-0.1,37.43,112.22,1.233,0.728,0
4/14/2018,8:00, ,0,LHS,0,5.6,44.35,0,64.2,0,6.29,0,7.53,0,-61.2,16.068,0,1.7596,2.1215,0,1.09,0,1.58,6.28,0.29,0.29,1.52,-0.14,37.81,113.38,1.217,0.718,0
4/14/2018,8:15, ,0,LHS,0,5.6,41.29,0,63.1,0,6.18,0,7.53,0,-61,16.07,0,1.7606,2.1227,0,1.09,0,1.56,6.21,0.27,0.27,1.5,-0.16,38.12,114.3,1.216,0.72,0
4/14/2018,8:30, ,0,LHS,0,5.6,42.14,0,63.4,0,6.2,0,7.53,0,-61.2,16.112,0,1.7626,2.123,0,1.09,0,1.51,6.02,0.29,0.29,1.45,-0.14,38.09,114.23,1.224,0.746,0
4/14/2018,8:45, ,0,LHS,0,5.6,43.32,0,64.7,0,6.32,0,7.54,0,-61.8,16.164,0,1.7579,2.1148,0,1.09,0,1.54,6.12,0.28,0.28,1.48,-0.15,37.6,112.76,1.217,0.79,0
4/14/2018,9:00, ,0,LHS,0,5.6,37.77,0,64.4,0,6.29,0,7.54,0,-61.8,16.157,0,1.7561,2.113,0,1.09,0,1.52,6.05,0.29,0.3,1.46,-0.13,37.88,113.59,1.223,0.848,0
4/14/2018,9:15, ,0,LHS,0,5.6,38.95,0,64.1,0,6.27,0,7.54,0,-61.7,16.136,0,1.7552,2.113,0,1.09,0,1.51,6,0.26,0.26,1.45,-0.17,37.38,112.09,1.219,0.92,0
4/14/2018,9:30, ,0,LHS,0,5.6,40.1,0,64.7,0,6.31,0,7.55,0,-62.1,16.281,0,1.7544,2.105,0,1.08,0,1.49,5.94,0.26,0.26,1.44,-0.17,37.21,111.59,1.224,0.999,0
4/14/2018,9:45, ,0,LHS,0,5.6,46.78,0,64.9,0,6.32,0,7.56,0,-62.7,16.314,0,1.7527,2.1013,0,1.08,0,1.5,5.98,0.28,0.28,1.44,-0.15,36.03,108.03,1.219,1.083,0
4/14/2018,10:00, ,0,LHS,0,5.6,52.37,0,65,0,6.32,0,7.57,0,-63.8,16.363,0,1.7557,2.1025,0,1.08,0,1.49,5.92,0.32,0.32,1.43,-0.11,34.4,103.14,1.225,1.174,0
4/14/2018,10:15, ,0,LHS,0,5.6,53.8,0,65.1,0,6.33,0,7.6,0,-65.6,16.398,0,1.7634,2.1101,0,1.08,0,1.51,6,0.33,0.33,1.45,-0.1,33.34,99.98,1.216,1.266,0
4/14/2018,10:30, ,0,LHS,0,5.6,60.89,0,65.4,0,6.34,0,7.62,0,-66.4,16.551,0,1.783,2.1261,0,1.09,0,1.58,6.31,0.35,0.35,1.53,-0.08,32.75,98.19,1.223,1.36,0
4/14/2018,10:45, ,0,LHS,0,5.6,66.79,0,65.6,0,6.33,0,7.63,0,-67.1,16.768,0,1.8045,2.1411,0,1.1,0,1.56,6.22,0.36,0.36,1.5,-0.07,31.91,95.68,1.216,1.457,0
4/14/2018,11:00, ,0,LHS,0,5.6,87.6,0,64.9,0,6.24,0,7.64,0,-67.5,16.959,0,1.8612,2.1989,0,1.13,0,1.64,6.55,0.4,0.4,1.59,-0.03,32.15,96.41,1.224,1.551,0
4/14/2018,11:15, ,0,LHS,0,5.6,70.45,0,64.4,0,6.18,0,7.64,0,-67.5,17.006,0,1.8544,2.1885,0,1.13,0,1.6,6.35,0.36,0.36,1.54,-0.07,31.5,94.45,1.218,1.642,0
4/14/2018,11:30, ,0,LHS,0,5.6,82.27,0,64.4,0,6.18,0,7.63,0,-67.4,17.05,0,1.8449,2.1752,0,1.12,0,1.57,6.27,0.4,0.4,1.52,-0.03,31.25,93.69,1.223,1.729,0
4/14/2018,11:45, ,0,LHS,0,5.6,71.89,0,64.3,0,6.16,0,7.63,0,-67.3,17.108,0,1.8471,2.175,0,1.12,0,1.57,6.24,0.38,0.38,1.51,-0.05,32.02,96,1.222,1.809,0
4/14/2018,12:00, ,0,LHS,0,5.6,72.91,0,64.2,0,6.14,0,7.63,0,-67,17.197,0,1.86,2.1858,0,1.13,0,1.6,6.36,0.37,0.37,1.54,-0.05,31.96,95.82,1.225,1.879,0
4/14/2018,12:15, ,0,LHS,0,5.6,65.07,0,64.1,0,6.12,0,7.62,0,-66.5,17.25,0,1.8821,2.2092,0,1.14,0,1.66,6.63,0.36,0.36,1.61,-0.07,31.74,95.16,1.223,1.94,0
4/14/2018,12:30, ,0,LHS,0,5.6,68.19,0,63.7,0,6.08,0,7.61,0,-66,17.281,0,1.9017,2.2306,0,1.15,0,1.65,6.56,0.41,0.41,1.59,-0.02,31.24,93.68,1.226,1.992,0
4/14/2018,12:45, ,0,LHS,0,5.6,68.67,0,63.4,0,6.04,0,7.61,0,-65.9,17.368,0,1.9138,2.2404,0,1.15,0,1.63,6.5,0.35,0.35,1.57,-0.08,31.46,94.32,1.223,2.033,0
4/14/2018,13:00, ,0,LHS,0,5.6,67.91,0,63,0,5.99,0,7.6,0,-65.7,17.443,0,1.9284,2.2537,0,1.16,0,1.66,6.59,0.36,0.36,1.6,-0.07,32.13,96.35,1.226,2.064,0
4/14/2018,13:15, ,0,LHS,0,5.6,62.76,0,63.1,0,5.99,0,7.61,0,-65.7,17.513,0,1.939,2.2626,0,1.17,0,1.66,6.59,0.37,0.38,1.6,-0.05,32.02,96.02,1.223,2.084,0
4/14/2018,13:30, ,0,LHS,0,5.6,58.58,0,62.8,0,5.96,0,7.6,0,-65.5,17.527,0,1.9489,2.2734,0,1.17,0,1.61,6.41,0.32,0.33,1.55,-0.1,32.26,96.72,1.224,2.09,0
4/14/2018,13:45, ,0,LHS,0,5.6,62.11,0,62.1,0,5.9,0,7.6,0,-65.2,17.449,0,1.9571,2.2869,0,1.18,0,1.62,6.44,0.34,0.34,1.56,-0.09,32.65,97.91,1.222,2.08,0
4/14/2018,14:00, ,0,LHS,0,5.6,55.07,0,58.9,0,5.6,0,7.58,0,-64.3,17.503,0,1.9534,2.2799,0,1.18,0,1.69,6.71,0.35,0.35,1.63,-0.08,33.36,100.03,1.225,2.058,0
