Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,WiperPosV,Pressbara,Depth,F_Depth
8/18/2017,13:30, ,0,LHS,0,5.3,0,29.75,<0> (CND),81.4,<0> (CND),7.11,<0> (CND),7.72,<0> (CND),-59.3,21.112,<0> (CND),5739.6,3.12,<0> (CND),31.35,94.07,1.33,5.32,0.21,0.2,1.217,0.1913,1.964,<0> (CND)
8/18/2017,13:45, ,0,LHS,0,5.3,0,28.41,0,82.9,0,7.19,0,7.73,0,-60.2,21.456,0,5717.5,3.1,0,31.76,95.32,1.47,5.89,0.22,0.21,1.222,0.187,1.921,0
8/18/2017,14:00, ,0,LHS,0,5.3,0,28.75,0,84.2,0,7.28,0,7.74,0,-61.1,21.674,0,5650.8,3.06,0,31.61,94.87,1.55,6.21,0.27,0.25,1.227,0.182,1.87,0
8/18/2017,14:15, ,0,LHS,0,5.3,0,29.89,0,83.2,0,7.21,0,7.75,0,-61.2,21.507,0,5630.4,3.05,0,31.65,94.99,1.51,6.04,0.2,0.19,1.228,0.1766,1.814,0
8/18/2017,14:30, ,0,LHS,0,5.3,0,28.81,0,83.9,0,7.26,0,7.76,0,-62,21.672,0,5590,3.03,0,32.15,96.48,1.54,6.15,0.2,0.18,1.224,0.1706,1.754,0
8/18/2017,14:45, ,0,LHS,0,5.3,0,27.12,0,83.2,0,7.22,0,7.75,0,-61.6,21.448,0,5526.7,2.99,0,32.48,97.48,1.47,5.87,0.23,0.22,1.218,0.1641,1.688,0
8/18/2017,15:00, ,0,LHS,0,5.3,0,37,0,81.5,0,7.1,0,7.74,0,-61,21.289,0,5493,2.97,0,31.08,93.29,1.4,5.6,0.23,0.22,1.221,0.1574,1.619,0
8/18/2017,15:15, ,0,LHS,0,5.3,0,35.61,0,81.7,0,7.11,0,7.75,0,-61.3,21.375,0,5417.2,2.93,0,31.42,94.3,1.45,5.81,0.23,0.21,1.23,0.15,1.544,0
8/18/2017,15:30, ,0,LHS,0,5.3,0,40.64,0,81.6,0,7.09,0,7.75,0,-61.2,21.416,0,5373.9,2.91,0,30.95,92.88,1.51,6.06,0.21,0.2,1.223,0.1428,1.47,0
8/18/2017,15:45, ,0,LHS,0,5.3,0,45.59,0,81.2,0,7.06,0,7.75,0,-61.1,21.399,0,5279.4,2.85,0,30.93,92.81,1.54,6.18,0.31,0.29,1.219,0.1355,1.395,0
8/18/2017,16:00, ,0,LHS,0,5.3,0,43.86,0,80.8,0,7.02,0,7.74,0,-60.9,21.43,0,5246.1,2.83,0,31.1,93.32,1.58,6.35,0.24,0.23,1.215,0.1286,1.324,0
8/18/2017,16:15, ,0,LHS,0,5.3,0,45.45,0,80,0,6.96,0,7.73,0,-60.4,21.418,0,5211,2.81,0,31.49,94.5,1.58,6.34,0.29,0.28,1.221,0.1225,1.262,0
8/18/2017,16:30, ,0,LHS,0,5.3,0,43.34,0,79.2,0,6.9,0,7.73,0,-60.1,21.407,0,5182.4,2.8,0,31.84,95.55,1.56,6.26,0.32,0.31,1.225,0.1174,1.21,0
8/18/2017,16:45, ,0,LHS,0,5.3,0,43.52,0,79.2,0,6.9,0,7.73,0,-60.3,21.365,0,5114.4,2.76,0,32.76,98.3,1.67,6.71,0.26,0.24,1.229,0.1131,1.167,0
8/18/2017,17:00, ,0,LHS,0,5.3,0,40.61,0,78.5,0,6.84,0,7.72,0,-59.9,21.326,0,5108,2.75,0,33.42,100.29,1.71,6.86,0.28,0.27,1.221,0.1098,1.133,0
8/18/2017,17:15, ,0,LHS,0,5.3,0,36.21,0,78,0,6.8,0,7.72,0,-59.3,21.292,0,5112.8,2.76,0,34.45,103.38,1.8,7.21,0.31,0.3,1.219,0.1078,1.112,0
8/18/2017,17:30, ,0,LHS,0,5.3,0,31.57,0,76.8,0,6.71,0,7.71,0,-58.8,21.249,0,5122,2.76,0,35.96,107.91,1.82,7.3,0.27,0.26,1.216,0.1074,1.108,0
8/18/2017,17:45, ,0,LHS,0,5.3,0,27.72,0,76.6,0,6.69,0,7.71,0,-58.7,21.219,0,5123.7,2.76,0,36.98,110.98,1.7,6.81,0.28,0.27,1.222,0.1084,1.119,0
8/18/2017,18:00, ,0,LHS,0,5.3,0,29.75,0,76.3,0,6.67,0,7.7,0,-58.7,21.199,0,5124.7,2.76,0,37.36,112.11,1.87,7.48,0.26,0.24,1.233,0.1112,1.147,0
8/18/2017,18:15, ,0,LHS,0,5.4,0,34.59,0,77.6,0,6.77,0,7.72,0,-59.4,21.238,0,5117.8,2.76,0,37.15,111.47,1.9,7.6,0.28,0.27,1.226,0.1157,1.193,0
8/18/2017,18:30, ,0,LHS,0,5.4,0,29.1,0,78.2,0,6.82,0,7.72,0,-59.9,21.265,0,5108.5,2.75,0,36.67,110.03,1.82,7.3,0.21,0.2,1.218,0.1217,1.254,0
8/18/2017,18:45, ,0,LHS,0,5.4,0,30.16,0,79.2,0,6.91,0,7.74,0,-60.6,21.316,0,5114,2.76,0,35.91,107.76,1.82,7.31,0.29,0.28,1.22,0.1287,1.326,0
8/18/2017,19:00, ,0,LHS,0,5.4,0,43.41,0,83.1,0,7.21,0,7.78,0,-63.2,21.601,0,5205.7,2.81,0,31.85,95.58,1.94,7.79,0.36,0.35,1.216,0.1369,1.41,0
8/18/2017,19:15, ,0,LHS,0,5.4,0,46.03,0,84.6,0,7.32,0,7.8,0,-64.2,21.693,0,5236,2.83,0,31.45,94.38,2,8.01,0.37,0.35,1.224,0.1453,1.496,0
8/18/2017,19:30, ,0,LHS,0,5.4,0,39.94,0,85.7,0,7.41,0,7.81,0,-64.7,21.726,0,5291.1,2.86,0,32,96.03,1.94,7.79,0.34,0.32,1.232,0.1541,1.585,0
8/18/2017,19:45, ,0,LHS,0,5.4,0,39.06,0,85.1,0,7.37,0,7.8,0,-64.4,21.685,0,5323,2.88,0,31.76,95.31,1.78,7.13,0.31,0.3,1.225,0.1627,1.673,0
8/18/2017,20:00, ,0,LHS,0,5.4,0,38.02,0,84.8,0,7.34,0,7.79,0,-64,21.654,0,5367.9,2.9,0,32.28,96.88,1.7,6.8,0.27,0.26,1.222,0.1715,1.763,0
8/18/2017,20:15, ,0,LHS,0,5.4,0,38.1,0,84.6,0,7.32,0,7.78,0,-63.5,21.645,0,5421.9,2.93,0,32.09,96.29,1.61,6.45,0.29,0.27,1.217,0.1799,1.849,0
8/18/2017,20:30, ,0,LHS,0,5.4,0,37.84,0,84.4,0,7.31,0,7.78,0,-63.1,21.63,0,5492.5,2.97,0,31.45,94.39,1.56,6.24,0.24,0.23,1.221,0.1883,1.935,0
8/18/2017,20:45, ,0,LHS,0,5.4,0,48.23,0,84.3,0,7.3,0,7.77,0,-62.7,21.585,0,5569.6,3.02,0,30.48,91.47,1.46,5.84,0.23,0.22,1.233,0.1967,2.02,0
