datetime,Depth,Turb,DO_mgl,DO_pct,Temp,SpCond,Sal,pH,Deployment,CondmS/cm,datetime_DLS,SiteName,ChlorophyllugL,fDOMQSU
2017-06-08T18:15:00Z,1.62,108,6.6,72.8,19.7,1.87,1,7.9,NA,NA,2017-06-08T19:15:00Z,FM,NA,NA
2017-06-08T18:30:00Z,1.73,117,6.9,76,19.8,1.82,0.9,7.9,NA,NA,2017-06-08T19:30:00Z,FM,NA,NA
2017-06-08T18:45:00Z,1.83,119,6.4,69.9,19.4,1.82,0.9,7.8,NA,NA,2017-06-08T19:45:00Z,FM,NA,NA
2017-06-08T19:00:00Z,1.93,115,6,65.3,19.3,1.79,0.9,7.6,NA,NA,2017-06-08T20:00:00Z,FM,NA,NA
2017-06-08T19:15:00Z,2.02,124,5.7,62.7,19.5,1.75,0.9,7.5,NA,NA,2017-06-08T20:15:00Z,FM,NA,NA
2017-06-08T19:30:00Z,2.1,129,5.6,61.8,19.7,1.6,0.8,7.5,NA,NA,2017-06-08T20:30:00Z,FM,NA,NA
2017-06-08T19:45:00Z,2.17,140,5.8,63.9,19.6,1.45,0.7,7.4,NA,NA,2017-06-08T20:45:00Z,FM,NA,NA
2017-06-08T20:00:00Z,2.24,141,5.7,62.8,19.7,1.32,0.7,7.4,NA,NA,2017-06-08T21:00:00Z,FM,NA,NA
2017-06-08T20:15:00Z,2.3,136,5.7,63.1,19.8,1.24,0.6,7.3,NA,NA,2017-06-08T21:15:00Z,FM,NA,NA
2017-06-08T20:30:00Z,2.35,139,5.5,60.2,19.8,1.2,0.6,7.3,NA,NA,2017-06-08T21:30:00Z,FM,NA,NA
2017-06-08T20:45:00Z,2.38,138,5.5,60.7,19.8,1.18,0.6,7.3,NA,NA,2017-06-08T21:45:00Z,FM,NA,NA
2017-06-08T21:00:00Z,2.39,124,5.3,58.7,19.8,1.16,0.6,7.3,NA,NA,2017-06-08T22:00:00Z,FM,NA,NA
2017-06-08T21:15:00Z,2.41,131,5.2,57.2,19.8,1.16,0.6,7.3,NA,NA,2017-06-08T22:15:00Z,FM,NA,NA
2017-06-08T21:30:00Z,2.41,133,4.9,53.5,19.8,1.16,0.6,7.3,NA,NA,2017-06-08T22:30:00Z,FM,NA,NA
2017-06-08T21:45:00Z,2.4,124,5.7,62.9,19.8,1.18,0.6,7.3,NA,NA,2017-06-08T22:45:00Z,FM,NA,NA
2017-06-08T22:00:00Z,2.38,127,5.7,62.7,19.8,1.2,0.6,7.3,NA,NA,2017-06-08T23:00:00Z,FM,NA,NA
2017-06-08T22:15:00Z,2.36,123,6,66.3,19.8,1.26,0.6,7.3,NA,NA,2017-06-08T23:15:00Z,FM,NA,NA
2017-06-08T22:30:00Z,2.32,124,5.8,64.1,19.8,1.37,0.7,7.3,NA,NA,2017-06-08T23:30:00Z,FM,NA,NA
2017-06-08T22:45:00Z,2.28,125,5.9,64.6,19.8,1.47,0.7,7.4,NA,NA,2017-06-08T23:45:00Z,FM,NA,NA
2017-06-08T23:00:00Z,2.24,121,5.8,63.7,19.8,1.55,0.8,7.4,NA,NA,2017-06-09T00:00:00Z,FM,NA,NA
2017-06-08T23:15:00Z,2.18,119,5.8,63.8,19.8,1.58,0.8,7.4,NA,NA,2017-06-09T00:15:00Z,FM,NA,NA
2017-06-08T23:30:00Z,2.13,120,5.9,64.9,19.9,1.63,0.8,7.5,NA,NA,2017-06-09T00:30:00Z,FM,NA,NA
2017-06-08T23:45:00Z,2.07,114,5.9,65,20,1.7,0.9,7.5,NA,NA,2017-06-09T00:45:00Z,FM,NA,NA
2017-06-09T00:00:00Z,2.01,114,5.9,65.7,20,1.76,0.9,7.6,NA,NA,2017-06-09T01:00:00Z,FM,NA,NA
2017-06-09T00:15:00Z,1.95,114,5.9,65.3,20,1.8,0.9,7.6,NA,NA,2017-06-09T01:15:00Z,FM,NA,NA
2017-06-09T00:30:00Z,1.89,113,6,65.9,20,1.82,0.9,7.6,NA,NA,2017-06-09T01:30:00Z,FM,NA,NA
2017-06-09T00:45:00Z,1.83,109,6.3,69.6,20.2,1.82,0.9,7.7,NA,NA,2017-06-09T01:45:00Z,FM,NA,NA
2017-06-09T01:00:00Z,1.78,106,6.3,69.4,20.2,1.84,0.9,7.7,NA,NA,2017-06-09T02:00:00Z,FM,NA,NA
2017-06-09T01:15:00Z,1.73,106,6.2,69.1,20.2,1.86,1,7.7,NA,NA,2017-06-09T02:15:00Z,FM,NA,NA
2017-06-09T01:30:00Z,1.69,99,6.2,68.5,20.2,1.88,1,7.7,NA,NA,2017-06-09T02:30:00Z,FM,NA,NA
2017-06-09T01:45:00Z,1.66,99,6.1,68,20.2,1.87,1,7.7,NA,NA,2017-06-09T02:45:00Z,FM,NA,NA
2017-06-09T02:00:00Z,1.64,97,6,66.6,20.2,1.9,1,7.7,NA,NA,2017-06-09T03:00:00Z,FM,NA,NA
2017-06-09T02:15:00Z,1.63,109,5.6,61.6,20.2,1.89,1,7.7,NA,NA,2017-06-09T03:15:00Z,FM,NA,NA
2017-06-09T02:30:00Z,1.63,117,4.8,52.8,20.2,1.89,1,7.7,NA,NA,2017-06-09T03:30:00Z,FM,NA,NA
2017-06-09T02:45:00Z,1.63,119,4.7,52.1,20.2,1.89,1,7.6,NA,NA,2017-06-09T03:45:00Z,FM,NA,NA
2017-06-09T03:00:00Z,1.65,117,4,44.6,20.1,1.78,0.9,7.6,NA,NA,2017-06-09T04:00:00Z,FM,NA,NA
2017-06-09T03:15:00Z,1.67,110,5.7,62.7,20.1,1.76,0.9,7.6,NA,NA,2017-06-09T04:15:00Z,FM,NA,NA
2017-06-09T03:30:00Z,1.71,105,5.8,64.1,20.1,1.78,0.9,7.6,NA,NA,2017-06-09T04:30:00Z,FM,NA,NA
2017-06-09T03:45:00Z,1.76,107,6,66.4,20,1.76,0.9,7.6,NA,NA,2017-06-09T04:45:00Z,FM,NA,NA
2017-06-09T04:00:00Z,1.81,110,6.1,67.1,20,1.73,0.9,7.6,NA,NA,2017-06-09T05:00:00Z,FM,NA,NA
2017-06-09T04:15:00Z,1.87,107,6.1,67.5,20,1.74,0.9,7.6,NA,NA,2017-06-09T05:15:00Z,FM,NA,NA
2017-06-09T04:30:00Z,1.93,108,6.1,67.8,20,1.69,0.9,7.6,NA,NA,2017-06-09T05:30:00Z,FM,NA,NA
2017-06-09T04:45:00Z,2,108,6.1,67.9,20,1.67,0.9,7.6,NA,NA,2017-06-09T05:45:00Z,FM,NA,NA
2017-06-09T05:00:00Z,2.07,111,6.3,69.5,20,1.66,0.8,7.6,NA,NA,2017-06-09T06:00:00Z,FM,NA,NA
2017-06-09T05:15:00Z,2.15,117,6.7,74.3,20,1.65,0.8,7.8,NA,NA,2017-06-09T06:15:00Z,FM,NA,NA
2017-06-09T05:30:00Z,2.22,113,6.6,73.2,20,1.63,0.8,7.7,NA,NA,2017-06-09T06:30:00Z,FM,NA,NA
2017-06-09T05:45:00Z,2.29,113,6.1,67.2,19.9,1.53,0.8,7.6,NA,NA,2017-06-09T06:45:00Z,FM,NA,NA
2017-06-09T06:00:00Z,2.36,112,5.9,65.2,19.9,1.44,0.7,7.5,NA,NA,2017-06-09T07:00:00Z,FM,NA,NA
2017-06-09T06:15:00Z,2.42,113,5.9,64.9,19.9,1.33,0.7,7.4,NA,NA,2017-06-09T07:15:00Z,FM,NA,NA
2017-06-09T06:30:00Z,2.48,114,6,65.9,19.9,1.25,0.6,7.4,NA,NA,2017-06-09T07:30:00Z,FM,NA,NA
2017-06-09T06:45:00Z,2.53,114,6.1,66.7,19.9,1.25,0.6,7.4,NA,NA,2017-06-09T07:45:00Z,FM,NA,NA
2017-06-09T07:00:00Z,2.57,117,6.3,68.8,19.9,1.31,0.7,7.4,NA,NA,2017-06-09T08:00:00Z,FM,NA,NA
2017-06-09T07:15:00Z,2.61,114,6.5,72,19.9,1.37,0.7,7.5,NA,NA,2017-06-09T08:15:00Z,FM,NA,NA
2017-06-09T07:30:00Z,2.65,121,7,76.8,20,1.53,0.8,7.7,NA,NA,2017-06-09T08:30:00Z,FM,NA,NA
2017-06-09T07:45:00Z,2.67,121,7.1,78.2,20,1.49,0.8,7.8,NA,NA,2017-06-09T08:45:00Z,FM,NA,NA
2017-06-09T08:00:00Z,2.69,119,7,77.7,20.1,1.44,0.7,7.8,NA,NA,2017-06-09T09:00:00Z,FM,NA,NA
2017-06-09T08:15:00Z,2.7,124,6.9,76.8,20.1,1.35,0.7,7.7,NA,NA,2017-06-09T09:15:00Z,FM,NA,NA
2017-06-09T08:30:00Z,2.71,123,7,77.6,20.2,1.27,0.6,7.7,NA,NA,2017-06-09T09:30:00Z,FM,NA,NA
2017-06-09T08:45:00Z,2.7,130,6.9,76,20.2,1.21,0.6,7.7,NA,NA,2017-06-09T09:45:00Z,FM,NA,NA
2017-06-09T09:00:00Z,2.69,126,6.9,76.5,20.2,1.22,0.6,7.7,NA,NA,2017-06-09T10:00:00Z,FM,NA,NA
2017-06-09T09:15:00Z,2.66,135,7.2,79.7,20.1,1.25,0.6,7.7,NA,NA,2017-06-09T10:15:00Z,FM,NA,NA
2017-06-09T09:30:00Z,2.63,128,7,77.5,20,1.4,0.7,7.7,NA,NA,2017-06-09T10:30:00Z,FM,NA,NA
2017-06-09T09:45:00Z,2.59,123,6.8,75.3,19.9,1.42,0.7,7.7,NA,NA,2017-06-09T10:45:00Z,FM,NA,NA
2017-06-09T10:00:00Z,2.54,124,6.6,72.5,19.8,1.39,0.7,7.6,NA,NA,2017-06-09T11:00:00Z,FM,NA,NA
2017-06-09T10:15:00Z,2.47,122,6.2,68.4,19.7,1.34,0.7,7.5,NA,NA,2017-06-09T11:15:00Z,FM,NA,NA
2017-06-09T10:30:00Z,2.4,117,6,66.3,19.7,1.38,0.7,7.5,NA,NA,2017-06-09T11:30:00Z,FM,NA,NA
2017-06-09T10:45:00Z,2.32,111,6,66.1,19.6,1.47,0.7,7.5,NA,NA,2017-06-09T11:45:00Z,FM,NA,NA
2017-06-09T11:00:00Z,2.24,118,6,66.1,19.6,1.53,0.8,7.5,NA,NA,2017-06-09T12:00:00Z,FM,NA,NA
2017-06-09T11:15:00Z,2.14,117,6,65.5,19.5,1.59,0.8,7.6,NA,NA,2017-06-09T12:15:00Z,FM,NA,NA
2017-06-09T11:30:00Z,2.05,113,5.9,64.4,19.5,1.64,0.8,7.6,NA,NA,2017-06-09T12:30:00Z,FM,NA,NA
2017-06-09T11:45:00Z,1.96,116,5.7,62.8,19.5,1.69,0.9,7.6,NA,NA,2017-06-09T12:45:00Z,FM,NA,NA
2017-06-09T12:00:00Z,1.87,116,5.6,61.6,19.4,1.74,0.9,7.6,NA,NA,2017-06-09T13:00:00Z,FM,NA,NA
2017-06-09T12:15:00Z,1.79,115,5.5,60.4,19.4,1.78,0.9,7.6,NA,NA,2017-06-09T13:15:00Z,FM,NA,NA
2017-06-09T12:30:00Z,1.71,114,5.4,59.4,19.4,1.83,0.9,7.6,NA,NA,2017-06-09T13:30:00Z,FM,NA,NA
2017-06-09T12:45:00Z,1.63,121,5.3,58.2,19.3,1.89,1,7.6,NA,NA,2017-06-09T13:45:00Z,FM,NA,NA
2017-06-09T13:00:00Z,1.56,118,5.2,56.9,19.3,1.94,1,7.6,NA,NA,2017-06-09T14:00:00Z,FM,NA,NA
2017-06-09T13:15:00Z,1.49,119,5.1,55.7,19.3,1.99,1,7.6,NA,NA,2017-06-09T14:15:00Z,FM,NA,NA
2017-06-09T13:30:00Z,1.43,119,5,54.2,19.2,2.04,1,7.6,NA,NA,2017-06-09T14:30:00Z,FM,NA,NA
2017-06-09T13:45:00Z,1.37,121,4.8,52.7,19.2,2.09,1.1,7.6,NA,NA,2017-06-09T14:45:00Z,FM,NA,NA
2017-06-09T14:00:00Z,1.32,123,4.7,51.5,19.2,2.14,1.1,7.5,NA,NA,2017-06-09T15:00:00Z,FM,NA,NA
2017-06-09T14:15:00Z,1.26,117,4.6,50.5,19.1,2.2,1.1,7.5,NA,NA,2017-06-09T15:15:00Z,FM,NA,NA
2017-06-09T14:30:00Z,1.21,116,4.6,50.1,19.1,2.25,1.2,7.5,NA,NA,2017-06-09T15:30:00Z,FM,NA,NA
2017-06-09T14:45:00Z,1.15,117,4.5,49.3,19.1,2.31,1.2,7.5,NA,NA,2017-06-09T15:45:00Z,FM,NA,NA
2017-06-09T15:00:00Z,1.1,122,4.5,49,19.1,2.35,1.2,7.5,NA,NA,2017-06-09T16:00:00Z,FM,NA,NA
2017-06-09T15:15:00Z,1.06,123,4.5,49.3,19.2,2.38,1.2,7.5,NA,NA,2017-06-09T16:15:00Z,FM,NA,NA
2017-06-09T15:30:00Z,1.01,112,4.4,48,19.2,2.45,1.3,7.5,NA,NA,2017-06-09T16:30:00Z,FM,NA,NA
2017-06-09T15:45:00Z,0.98,113,4.4,48.1,19.3,2.48,1.3,7.5,NA,NA,2017-06-09T16:45:00Z,FM,NA,NA
2017-06-09T16:00:00Z,0.95,108,4.3,47,19.3,2.53,1.3,7.5,NA,NA,2017-06-09T17:00:00Z,FM,NA,NA
2017-06-09T16:15:00Z,0.94,117,3.9,42.7,19.3,2.53,1.3,7.5,NA,NA,2017-06-09T17:15:00Z,FM,NA,NA
2017-06-09T16:30:00Z,0.93,116,3.9,43,19.4,2.54,1.3,7.5,NA,NA,2017-06-09T17:30:00Z,FM,NA,NA
2017-06-09T16:45:00Z,0.94,96,3.6,38.9,19.5,2.55,1.3,7.5,NA,NA,2017-06-09T17:45:00Z,FM,NA,NA
2017-06-09T17:00:00Z,0.97,123,4.2,46.6,19.9,2.31,1.2,7.5,NA,NA,2017-06-09T18:00:00Z,FM,NA,NA
2017-06-09T17:15:00Z,1.03,122,4.8,52.8,19.9,2.28,1.2,7.5,NA,NA,2017-06-09T18:15:00Z,FM,NA,NA
2017-06-09T17:30:00Z,1.1,122,4.8,52.8,20.1,2.29,1.2,7.5,NA,NA,2017-06-09T18:30:00Z,FM,NA,NA
2017-06-09T17:45:00Z,1.18,117,5.8,63.9,20.1,2.04,1.1,7.7,NA,NA,2017-06-09T18:45:00Z,FM,NA,NA
2017-06-09T18:00:00Z,1.28,121,6.3,69.9,20.2,1.92,1,7.8,NA,NA,2017-06-09T19:00:00Z,FM,NA,NA
2017-06-09T18:15:00Z,1.37,120,6.4,71.5,20.2,1.89,1,7.9,NA,NA,2017-06-09T19:15:00Z,FM,NA,NA
2017-06-09T18:30:00Z,1.47,127,6.6,72.8,20.3,1.86,0.9,7.9,NA,NA,2017-06-09T19:30:00Z,FM,NA,NA
2017-06-09T18:45:00Z,1.58,140,6.7,74,20.3,1.81,0.9,7.9,NA,NA,2017-06-09T19:45:00Z,FM,NA,NA
2017-06-09T19:00:00Z,1.69,138,6.2,68.4,20.2,1.94,1,7.8,NA,NA,2017-06-09T20:00:00Z,FM,NA,NA
2017-06-09T19:15:00Z,1.79,133,5.3,59.2,20.4,2.09,1.1,7.7,NA,NA,2017-06-09T20:15:00Z,FM,NA,NA
2017-06-09T19:30:00Z,1.88,135,5.5,61.7,20.7,1.91,1,7.6,NA,NA,2017-06-09T20:30:00Z,FM,NA,NA
2017-06-09T19:45:00Z,1.97,134,5.5,62.2,20.8,1.82,0.9,7.6,NA,NA,2017-06-09T20:45:00Z,FM,NA,NA
2017-06-09T20:00:00Z,2.06,167,5.4,60.9,20.8,1.73,0.9,7.5,NA,NA,2017-06-09T21:00:00Z,FM,NA,NA
2017-06-09T20:15:00Z,2.14,163,5.6,62.6,20.7,1.55,0.8,7.4,NA,NA,2017-06-09T21:15:00Z,FM,NA,NA
2017-06-09T20:30:00Z,2.21,158,5.6,63.1,20.7,1.39,0.7,7.4,NA,NA,2017-06-09T21:30:00Z,FM,NA,NA
2017-06-09T20:45:00Z,2.27,144,5.9,66.1,20.7,1.28,0.6,7.3,NA,NA,2017-06-09T21:45:00Z,FM,NA,NA
2017-06-09T21:00:00Z,2.32,133,5.8,64.8,20.7,1.21,0.6,7.3,NA,NA,2017-06-09T22:00:00Z,FM,NA,NA
2017-06-09T21:15:00Z,2.36,133,5.4,60.3,20.7,1.18,0.6,7.3,NA,NA,2017-06-09T22:15:00Z,FM,NA,NA
2017-06-09T21:30:00Z,2.39,126,4.7,52.7,20.8,1.17,0.6,7.3,NA,NA,2017-06-09T22:30:00Z,FM,NA,NA
2017-06-09T21:45:00Z,2.41,148,4.2,47.2,20.8,1.16,0.6,7.3,NA,NA,2017-06-09T22:45:00Z,FM,NA,NA
2017-06-09T22:00:00Z,2.42,148,4.2,46.5,20.8,1.15,0.6,7.3,NA,NA,2017-06-09T23:00:00Z,FM,NA,NA
2017-06-09T22:15:00Z,2.43,154,3.5,39.5,20.8,1.15,0.6,7.3,NA,NA,2017-06-09T23:15:00Z,FM,NA,NA
2017-06-09T22:30:00Z,2.42,133,5.8,64.8,20.8,1.16,0.6,7.3,NA,NA,2017-06-09T23:30:00Z,FM,NA,NA
2017-06-09T22:45:00Z,2.41,122,6.2,70.1,20.9,1.16,0.6,7.3,NA,NA,2017-06-09T23:45:00Z,FM,NA,NA
2017-06-09T23:00:00Z,2.39,119,6.2,69.7,20.9,1.19,0.6,7.3,NA,NA,2017-06-10T00:00:00Z,FM,NA,NA
2017-06-09T23:15:00Z,2.36,118,6.2,69.9,21,1.23,0.6,7.3,NA,NA,2017-06-10T00:15:00Z,FM,NA,NA
2017-06-09T23:30:00Z,2.32,117,6.2,69.9,21,1.29,0.6,7.4,NA,NA,2017-06-10T00:30:00Z,FM,NA,NA
2017-06-09T23:45:00Z,2.28,121,6.2,70.4,21.1,1.34,0.7,7.4,NA,NA,2017-06-10T00:45:00Z,FM,NA,NA
2017-06-10T00:00:00Z,2.23,120,6.2,69.5,21.1,1.42,0.7,7.4,NA,NA,2017-06-10T01:00:00Z,FM,NA,NA
2017-06-10T00:15:00Z,2.18,121,6.1,68.9,21.2,1.5,0.8,7.4,NA,NA,2017-06-10T01:15:00Z,FM,NA,NA
2017-06-10T00:30:00Z,2.12,125,6.1,69.4,21.4,1.64,0.8,7.5,NA,NA,2017-06-10T01:30:00Z,FM,NA,NA
2017-06-10T00:45:00Z,2.06,124,6.2,70.1,21.4,1.67,0.9,7.5,NA,NA,2017-06-10T01:45:00Z,FM,NA,NA
2017-06-10T01:00:00Z,2,122,6.1,69.1,21.3,1.76,0.9,7.6,NA,NA,2017-06-10T02:00:00Z,FM,NA,NA
2017-06-10T01:15:00Z,1.95,117,6,68.3,21.3,1.82,0.9,7.6,NA,NA,2017-06-10T02:15:00Z,FM,NA,NA
2017-06-10T01:30:00Z,1.89,117,6.1,68.6,21.3,1.87,1,7.6,NA,NA,2017-06-10T02:30:00Z,FM,NA,NA
2017-06-10T01:45:00Z,1.84,114,6.1,68.6,21.2,1.88,1,7.7,NA,NA,2017-06-10T02:45:00Z,FM,NA,NA
2017-06-10T02:00:00Z,1.79,111,6.1,68.4,21.1,1.89,1,7.7,NA,NA,2017-06-10T03:00:00Z,FM,NA,NA
2017-06-10T02:15:00Z,1.76,113,6,67.4,21.1,1.93,1,7.7,NA,NA,2017-06-10T03:15:00Z,FM,NA,NA
2017-06-10T02:30:00Z,1.74,116,5.8,64.9,21.1,1.93,1,7.7,NA,NA,2017-06-10T03:30:00Z,FM,NA,NA
2017-06-10T02:45:00Z,1.72,117,5.9,66.7,21,1.93,1,7.7,NA,NA,2017-06-10T03:45:00Z,FM,NA,NA
2017-06-10T03:00:00Z,1.71,108,5.8,65.8,20.9,1.93,1,7.7,NA,NA,2017-06-10T04:00:00Z,FM,NA,NA
2017-06-10T03:15:00Z,1.71,145,4.3,48.1,20.9,1.92,1,7.6,NA,NA,2017-06-10T04:15:00Z,FM,NA,NA
2017-06-10T03:30:00Z,1.73,119,4.8,54.1,20.8,1.85,0.9,7.6,NA,NA,2017-06-10T04:30:00Z,FM,NA,NA
2017-06-10T03:45:00Z,1.76,119,5.5,61.7,20.8,1.83,0.9,7.6,NA,NA,2017-06-10T04:45:00Z,FM,NA,NA
2017-06-10T04:00:00Z,1.79,118,6,67.4,20.7,1.78,0.9,7.6,NA,NA,2017-06-10T05:00:00Z,FM,NA,NA
2017-06-10T04:15:00Z,1.86,116,6,67.3,20.7,1.79,0.9,7.6,NA,NA,2017-06-10T05:15:00Z,FM,NA,NA
2017-06-10T04:30:00Z,1.91,118,6,67.4,20.6,1.77,0.9,7.6,NA,NA,2017-06-10T05:30:00Z,FM,NA,NA
2017-06-10T04:45:00Z,1.98,119,6,67.4,20.6,1.81,0.9,7.6,NA,NA,2017-06-10T05:45:00Z,FM,NA,NA
2017-06-10T05:00:00Z,2.03,117,5.9,66.1,20.5,1.77,0.9,7.6,NA,NA,2017-06-10T06:00:00Z,FM,NA,NA
2017-06-10T05:15:00Z,2.1,118,6.2,69.1,20.4,1.65,0.8,7.6,NA,NA,2017-06-10T06:15:00Z,FM,NA,NA
2017-06-10T05:30:00Z,2.18,120,6.5,72,20.2,1.55,0.8,7.6,NA,NA,2017-06-10T06:30:00Z,FM,NA,NA
2017-06-10T05:45:00Z,2.25,130,6.9,76.6,20,1.58,0.8,7.7,NA,NA,2017-06-10T06:45:00Z,FM,NA,NA
2017-06-10T06:00:00Z,2.33,128,6.5,72.4,20.1,1.57,0.8,7.7,NA,NA,2017-06-10T07:00:00Z,FM,NA,NA
2017-06-10T06:15:00Z,2.39,120,6.3,69.2,20.1,1.45,0.7,7.6,NA,NA,2017-06-10T07:15:00Z,FM,NA,NA
2017-06-10T06:30:00Z,2.44,122,6.3,69.3,20.1,1.27,0.6,7.4,NA,NA,2017-06-10T07:30:00Z,FM,NA,NA
2017-06-10T06:45:00Z,2.5,121,6.4,70.4,20.1,1.32,0.7,7.4,NA,NA,2017-06-10T07:45:00Z,FM,NA,NA
2017-06-10T07:00:00Z,2.56,125,6.8,74.5,19.9,1.48,0.8,7.6,NA,NA,2017-06-10T08:00:00Z,FM,NA,NA
2017-06-10T07:15:00Z,2.61,138,7,77.3,20,1.46,0.7,7.7,NA,NA,2017-06-10T08:15:00Z,FM,NA,NA
2017-06-10T07:30:00Z,2.64,135,7.1,78.6,20,1.47,0.7,7.7,NA,NA,2017-06-10T08:30:00Z,FM,NA,NA
2017-06-10T07:45:00Z,2.68,138,7.2,79.3,20,1.41,0.7,7.8,NA,NA,2017-06-10T08:45:00Z,FM,NA,NA
2017-06-10T08:00:00Z,2.71,144,7.3,80.9,20.1,1.28,0.6,7.8,NA,NA,2017-06-10T09:00:00Z,FM,NA,NA
2017-06-10T08:15:00Z,2.73,150,7.5,82.6,20,1.17,0.6,7.7,NA,NA,2017-06-10T09:15:00Z,FM,NA,NA
2017-06-10T08:30:00Z,2.74,147,7.5,83,20,1.11,0.6,7.7,NA,NA,2017-06-10T09:30:00Z,FM,NA,NA
2017-06-10T08:45:00Z,2.75,147,7.5,83.1,20,1.08,0.5,7.7,NA,NA,2017-06-10T09:45:00Z,FM,NA,NA
2017-06-10T09:00:00Z,2.75,139,7.5,82.6,20,1.07,0.5,7.7,NA,NA,2017-06-10T10:00:00Z,FM,NA,NA
2017-06-10T09:15:00Z,2.75,136,7.4,81.5,20,1.07,0.5,7.6,NA,NA,2017-06-10T10:15:00Z,FM,NA,NA
2017-06-10T09:30:00Z,2.74,152,6.5,71.4,20,1.07,0.5,7.6,NA,NA,2017-06-10T10:30:00Z,FM,NA,NA
2017-06-10T09:45:00Z,2.72,147,7.4,81.5,19.9,1.09,0.5,7.6,NA,NA,2017-06-10T10:45:00Z,FM,NA,NA
2017-06-10T10:00:00Z,2.68,150,7.4,81.8,19.8,1.12,0.6,7.7,NA,NA,2017-06-10T11:00:00Z,FM,NA,NA
2017-06-10T10:15:00Z,2.64,153,7.4,81.1,19.7,1.16,0.6,7.7,NA,NA,2017-06-10T11:15:00Z,FM,NA,NA
2017-06-10T10:30:00Z,2.6,156,7.2,79.5,19.7,1.24,0.6,7.7,NA,NA,2017-06-10T11:30:00Z,FM,NA,NA
2017-06-10T10:45:00Z,2.54,149,7,76.7,19.6,1.35,0.7,7.7,NA,NA,2017-06-10T11:45:00Z,FM,NA,NA
2017-06-10T11:00:00Z,2.46,141,6.8,73.7,19.4,1.4,0.7,7.6,NA,NA,2017-06-10T12:00:00Z,FM,NA,NA
2017-06-10T11:15:00Z,2.38,132,6.6,71.7,19.4,1.43,0.7,7.6,NA,NA,2017-06-10T12:15:00Z,FM,NA,NA
2017-06-10T11:30:00Z,2.29,131,6.4,69,19.2,1.49,0.8,7.6,NA,NA,2017-06-10T12:30:00Z,FM,NA,NA
2017-06-10T11:45:00Z,2.19,127,6.2,67.6,19.1,1.56,0.8,7.6,NA,NA,2017-06-10T12:45:00Z,FM,NA,NA
2017-06-10T12:00:00Z,2.1,128,6.1,66.2,19.1,1.61,0.8,7.6,NA,NA,2017-06-10T13:00:00Z,FM,NA,NA
2017-06-10T12:15:00Z,2,128,6,64.9,19,1.67,0.9,7.6,NA,NA,2017-06-10T13:15:00Z,FM,NA,NA
2017-06-10T12:30:00Z,1.92,125,5.9,63.8,18.9,1.72,0.9,7.6,NA,NA,2017-06-10T13:30:00Z,FM,NA,NA
2017-06-10T12:45:00Z,1.83,122,5.8,62.8,18.9,1.77,0.9,7.6,NA,NA,2017-06-10T13:45:00Z,FM,NA,NA
2017-06-10T13:00:00Z,1.74,126,5.7,61.9,18.8,1.82,0.9,7.6,NA,NA,2017-06-10T14:00:00Z,FM,NA,NA
2017-06-10T13:15:00Z,1.67,122,5.6,60.7,18.7,1.87,1,7.6,NA,NA,2017-06-10T14:15:00Z,FM,NA,NA
2017-06-10T13:30:00Z,1.6,122,5.6,59.9,18.6,1.92,1,7.6,NA,NA,2017-06-10T14:30:00Z,FM,NA,NA
2017-06-10T13:45:00Z,1.52,122,5.5,58.8,18.6,1.98,1,7.6,NA,NA,2017-06-10T14:45:00Z,FM,NA,NA
2017-06-10T14:00:00Z,1.47,118,5.4,58.2,18.4,2.03,1,7.6,NA,NA,2017-06-10T15:00:00Z,FM,NA,NA
2017-06-10T14:15:00Z,1.4,118,5.4,57.9,18.3,2.09,1.1,7.6,NA,NA,2017-06-10T15:15:00Z,FM,NA,NA
2017-06-10T14:30:00Z,1.35,116,5.4,57.4,18.2,2.15,1.1,7.6,NA,NA,2017-06-10T15:30:00Z,FM,NA,NA
2017-06-10T14:45:00Z,1.29,122,5.3,56.9,18.1,2.22,1.1,7.6,NA,NA,2017-06-10T15:45:00Z,FM,NA,NA
2017-06-10T15:00:00Z,1.23,116,5.3,56.4,18.1,2.28,1.2,7.6,NA,NA,2017-06-10T16:00:00Z,FM,NA,NA
2017-06-10T15:15:00Z,1.19,114,5.4,57.3,18.2,2.31,1.2,7.6,NA,NA,2017-06-10T16:15:00Z,FM,NA,NA
2017-06-10T15:30:00Z,1.14,115,5.3,56.5,18.2,2.36,1.2,7.6,NA,NA,2017-06-10T16:30:00Z,FM,NA,NA
2017-06-10T15:45:00Z,1.09,118,5.4,57.9,18.2,2.44,1.3,7.6,NA,NA,2017-06-10T16:45:00Z,FM,NA,NA
2017-06-10T16:00:00Z,1.05,115,5.4,57.5,18.3,2.47,1.3,7.6,NA,NA,2017-06-10T17:00:00Z,FM,NA,NA
2017-06-10T16:15:00Z,1.01,112,5.3,57.1,18.4,2.51,1.3,7.6,NA,NA,2017-06-10T17:15:00Z,FM,NA,NA
2017-06-10T16:30:00Z,0.98,126,5.4,58.4,18.5,2.54,1.3,7.6,NA,NA,2017-06-10T17:30:00Z,FM,NA,NA
2017-06-10T16:45:00Z,0.96,118,5.4,57.9,18.6,2.6,1.4,7.6,NA,NA,2017-06-10T17:45:00Z,FM,NA,NA
2017-06-10T17:00:00Z,0.95,123,5.4,58.5,18.7,2.6,1.4,7.6,NA,NA,2017-06-10T18:00:00Z,FM,NA,NA
