datetime,SiteName,Depth,Turb,DO_mgl,DO_pct,Temp,CondmS/cm,SpCond,Sal,pH,ChlorophyllugL,fDOMQSU,Deployment,datetime_DLS
2017-06-08T21:45:00Z,HL,2.08,48,6.6,72.9,20,1.74,1.93,1,7.8,7.37,82.17,2017-06-08,2017-06-08T22:45:00Z
2017-06-08T22:00:00Z,HL,2.06,47,6.6,72.5,20,1.74,1.93,1,7.8,7.33,83.36,2017-06-08,2017-06-08T23:00:00Z
2017-06-08T22:15:00Z,HL,2.03,61,6.5,72.2,20,1.75,1.94,1,7.8,7.15,83.43,2017-06-08,2017-06-08T23:15:00Z
2017-06-08T22:30:00Z,HL,2,49,6.5,72.1,20,1.75,1.93,1,7.8,7.94,83.89,2017-06-08,2017-06-08T23:30:00Z
2017-06-08T22:45:00Z,HL,1.95,47,6.5,72.1,20.1,1.76,1.95,1,7.8,7.53,84.62,2017-06-08,2017-06-08T23:45:00Z
2017-06-08T23:00:00Z,HL,1.9,48,6.4,71,20,1.77,1.96,1,7.8,7.48,84.88,2017-06-08,2017-06-09T00:00:00Z
2017-06-08T23:15:00Z,HL,1.85,50,6.4,70.9,20,1.77,1.96,1,7.8,7.38,84.54,2017-06-08,2017-06-09T00:15:00Z
2017-06-08T23:30:00Z,HL,1.79,49,6.4,70.7,20,1.78,1.97,1,7.8,7.03,85.01,2017-06-08,2017-06-09T00:30:00Z
2017-06-08T23:45:00Z,HL,1.73,49,6.4,70.6,20,1.79,1.98,1,7.8,7.47,85.37,2017-06-08,2017-06-09T00:45:00Z
2017-06-09T00:00:00Z,HL,1.67,51,6.3,70.4,20.1,1.8,1.99,1,7.8,7.01,85.66,2017-06-08,2017-06-09T01:00:00Z
2017-06-09T00:15:00Z,HL,1.6,49,6.3,70,20.1,1.81,2,1,7.8,7.15,85.96,2017-06-08,2017-06-09T01:15:00Z
2017-06-09T00:30:00Z,HL,1.54,42,6.3,69.7,20.1,1.82,2.01,1,7.8,8.27,87.95,2017-06-08,2017-06-09T01:30:00Z
2017-06-09T00:45:00Z,HL,1.48,47,6.2,69,20,1.84,2.03,1,7.8,7.65,89.19,2017-06-08,2017-06-09T01:45:00Z
2017-06-09T01:00:00Z,HL,1.43,45,6.2,68.5,20,1.86,2.05,1.1,7.8,7.89,91.15,2017-06-08,2017-06-09T02:00:00Z
2017-06-09T01:15:00Z,HL,1.37,43,6.1,67.9,20,1.87,2.07,1.1,7.8,8.32,92.78,2017-06-08,2017-06-09T02:15:00Z
2017-06-09T01:30:00Z,HL,1.33,37,6.1,67.3,20,1.89,2.09,1.1,7.8,8.36,94.05,2017-06-08,2017-06-09T02:30:00Z
2017-06-09T01:45:00Z,HL,1.29,36,6,66.5,20,1.91,2.11,1.1,7.8,8.62,95.97,2017-06-08,2017-06-09T02:45:00Z
2017-06-09T02:00:00Z,HL,1.26,38,6,66.2,20,1.94,2.15,1.1,7.8,9.28,98.58,2017-06-08,2017-06-09T03:00:00Z
2017-06-09T02:15:00Z,HL,1.24,38,6,65.9,20,1.95,2.16,1.1,7.8,9.44,98.62,2017-06-08,2017-06-09T03:15:00Z
2017-06-09T02:30:00Z,HL,1.23,36,5.9,65.5,19.9,1.97,2.18,1.1,7.8,9.08,100.89,2017-06-08,2017-06-09T03:30:00Z
2017-06-09T02:45:00Z,HL,1.24,35,5.9,65.1,19.9,1.98,2.19,1.1,7.8,9.06,101.93,2017-06-08,2017-06-09T03:45:00Z
2017-06-09T03:00:00Z,HL,1.25,31,5.9,65.1,19.9,2,2.21,1.1,7.8,7.06,104.24,2017-06-08,2017-06-09T04:00:00Z
2017-06-09T03:15:00Z,HL,1.27,32,5.9,65,19.9,1.98,2.2,1.1,7.8,8.08,102.09,2017-06-08,2017-06-09T04:15:00Z
2017-06-09T03:30:00Z,HL,1.31,34,5.9,65.6,19.9,1.97,2.18,1.1,7.8,7.94,101.91,2017-06-08,2017-06-09T04:30:00Z
2017-06-09T03:45:00Z,HL,1.36,33,5.9,65.4,19.9,1.97,2.18,1.1,7.8,7.6,102.04,2017-06-08,2017-06-09T04:45:00Z
2017-06-09T04:00:00Z,HL,1.41,34,6,65.8,19.9,1.94,2.14,1.1,7.8,7.41,100.34,2017-06-08,2017-06-09T05:00:00Z
2017-06-09T04:15:00Z,HL,1.47,39,6.1,67,19.9,1.9,2.11,1.1,7.8,7.42,96.27,2017-06-08,2017-06-09T05:15:00Z
2017-06-09T04:30:00Z,HL,1.53,41,6.1,67.6,19.9,1.88,2.08,1.1,7.8,7.12,94.14,2017-06-08,2017-06-09T05:30:00Z
2017-06-09T04:45:00Z,HL,1.6,42,6.2,68.3,20,1.86,2.06,1.1,7.8,6.9,92.36,2017-06-08,2017-06-09T05:45:00Z
2017-06-09T05:00:00Z,HL,1.67,45,6.2,69.1,20,1.84,2.03,1,7.8,6.87,91.36,2017-06-08,2017-06-09T06:00:00Z
2017-06-09T05:15:00Z,HL,1.74,43,6.2,69.3,20.1,1.84,2.03,1,7.8,6.96,91.03,2017-06-08,2017-06-09T06:15:00Z
2017-06-09T05:30:00Z,HL,1.81,44,6.3,69.6,20.1,1.83,2.02,1,7.8,6.73,89.91,2017-06-08,2017-06-09T06:30:00Z
2017-06-09T05:45:00Z,HL,1.89,48,6.3,69.4,20.1,1.82,2,1,7.8,6.7,87.39,2017-06-08,2017-06-09T06:45:00Z
2017-06-09T06:00:00Z,HL,1.96,48,6.3,69.3,20.1,1.8,1.98,1,7.8,6.49,87.55,2017-06-08,2017-06-09T07:00:00Z
2017-06-09T06:15:00Z,HL,2.02,46,6.3,69.4,20.1,1.78,1.97,1,7.8,6.42,86.31,2017-06-08,2017-06-09T07:15:00Z
2017-06-09T06:30:00Z,HL,2.09,56,6.3,70,20,1.76,1.95,1,7.8,6.56,83.8,2017-06-08,2017-06-09T07:30:00Z
2017-06-09T06:45:00Z,HL,2.14,52,6.3,70.3,20,1.75,1.93,1,7.8,6.18,83.18,2017-06-08,2017-06-09T07:45:00Z
2017-06-09T07:00:00Z,HL,2.19,51,6.4,70.4,20,1.74,1.92,1,7.8,6.3,82.27,2017-06-08,2017-06-09T08:00:00Z
2017-06-09T07:15:00Z,HL,2.24,56,6.4,70.8,20,1.72,1.9,1,7.8,6.17,81.4,2017-06-08,2017-06-09T08:15:00Z
2017-06-09T07:30:00Z,HL,2.27,56,6.4,71,20,1.71,1.89,1,7.8,6.19,79.91,2017-06-08,2017-06-09T08:30:00Z
2017-06-09T07:45:00Z,HL,2.3,53,6.5,71.4,20,1.69,1.87,1,7.8,5.97,79.22,2017-06-08,2017-06-09T08:45:00Z
2017-06-09T08:00:00Z,HL,2.32,53,6.5,71.5,20,1.68,1.85,0.9,7.8,5.89,78.81,2017-06-08,2017-06-09T09:00:00Z
2017-06-09T08:15:00Z,HL,2.33,53,6.5,71.6,20,1.66,1.84,0.9,7.8,5.93,78.38,2017-06-08,2017-06-09T09:15:00Z
2017-06-09T08:30:00Z,HL,2.33,54,6.5,71.7,20,1.65,1.83,0.9,7.8,5.82,77.58,2017-06-08,2017-06-09T09:30:00Z
2017-06-09T08:45:00Z,HL,2.33,51,6.5,72.1,20,1.63,1.8,0.9,7.8,5.8,76.83,2017-06-08,2017-06-09T09:45:00Z
2017-06-09T09:00:00Z,HL,2.33,63,6.5,71.9,20,1.63,1.8,0.9,7.8,5.71,76.97,2017-06-08,2017-06-09T10:00:00Z
2017-06-09T09:15:00Z,HL,2.31,50,6.5,72,20,1.62,1.79,0.9,7.8,5.93,76.78,2017-06-08,2017-06-09T10:15:00Z
2017-06-09T09:30:00Z,HL,2.29,48,6.5,72,20,1.62,1.79,0.9,7.8,5.61,77.69,2017-06-08,2017-06-09T10:30:00Z
2017-06-09T09:45:00Z,HL,2.26,47,6.5,72.4,19.9,1.61,1.78,0.9,7.8,6.11,77.49,2017-06-08,2017-06-09T10:45:00Z
2017-06-09T10:00:00Z,HL,2.21,50,6.6,72.4,20,1.61,1.78,0.9,7.8,6.03,77.47,2017-06-08,2017-06-09T11:00:00Z
2017-06-09T10:15:00Z,HL,2.15,49,6.5,71.4,19.9,1.64,1.82,0.9,7.8,5.93,78.23,2017-06-08,2017-06-09T11:15:00Z
2017-06-09T10:30:00Z,HL,2.08,58,6.4,71,19.9,1.66,1.83,0.9,7.8,6.09,76.35,2017-06-08,2017-06-09T11:30:00Z
2017-06-09T10:45:00Z,HL,2,48,6.4,70.4,19.9,1.68,1.86,1,7.8,6.18,78.47,2017-06-08,2017-06-09T11:45:00Z
2017-06-09T11:00:00Z,HL,1.92,55,6.3,69.8,19.9,1.7,1.88,1,7.8,6.38,77.72,2017-06-08,2017-06-09T12:00:00Z
2017-06-09T11:15:00Z,HL,1.83,71,6.3,69.2,19.9,1.72,1.9,1,7.8,6.47,77.85,2017-06-08,2017-06-09T12:15:00Z
2017-06-09T11:30:00Z,HL,1.74,54,6.2,68.3,19.9,1.74,1.93,1,7.8,6.53,79.56,2017-06-08,2017-06-09T12:30:00Z
2017-06-09T11:45:00Z,HL,1.64,66,6.1,67.5,19.8,1.76,1.96,1,7.8,6.71,80.6,2017-06-08,2017-06-09T12:45:00Z
2017-06-09T12:00:00Z,HL,1.55,65,6,66.7,19.8,1.78,1.98,1,7.8,6.72,81.82,2017-06-08,2017-06-09T13:00:00Z
2017-06-09T12:15:00Z,HL,1.45,61,6,66,19.8,1.81,2.01,1,7.8,6.88,82.9,2017-06-08,2017-06-09T13:15:00Z
2017-06-09T12:30:00Z,HL,1.36,54,5.9,65.4,19.8,1.83,2.03,1,7.8,6.8,85.57,2017-06-08,2017-06-09T13:30:00Z
2017-06-09T12:45:00Z,HL,1.29,63,5.8,64.1,19.7,1.84,2.04,1.1,7.8,6.69,85.58,2017-06-08,2017-06-09T13:45:00Z
2017-06-09T13:00:00Z,HL,1.21,58,5.8,63.7,19.7,1.87,2.08,1.1,7.8,6.69,88.45,2017-06-08,2017-06-09T14:00:00Z
2017-06-09T13:15:00Z,HL,1.14,62,5.7,62.6,19.6,1.89,2.11,1.1,7.8,6.68,90.06,2017-06-08,2017-06-09T14:15:00Z
2017-06-09T13:30:00Z,HL,1.07,56,5.6,61.4,19.6,1.92,2.15,1.1,7.7,6.65,91.94,2017-06-08,2017-06-09T14:30:00Z
2017-06-09T13:45:00Z,HL,1.01,50,5.5,60,19.5,1.97,2.21,1.1,7.7,6.71,95.55,2017-06-08,2017-06-09T14:45:00Z
2017-06-09T14:00:00Z,HL,0.95,62,5.4,58.9,19.4,2.01,2.25,1.2,7.7,6.68,98.59,2017-06-08,2017-06-09T15:00:00Z
2017-06-09T14:15:00Z,HL,0.89,43,5.3,57.9,19.4,2.04,2.28,1.2,7.7,6.54,99.32,2017-06-08,2017-06-09T15:15:00Z
2017-06-09T14:30:00Z,HL,0.84,38,5.2,56.6,19.3,2.07,2.32,1.2,7.7,6.43,101.16,2017-06-08,2017-06-09T15:30:00Z
2017-06-09T14:45:00Z,HL,0.79,39,5.1,55.8,19.3,2.09,2.35,1.2,7.7,6.59,102.79,2017-06-08,2017-06-09T15:45:00Z
2017-06-09T15:00:00Z,HL,0.74,39,5,55.2,19.3,2.11,2.37,1.2,7.7,6.41,103.5,2017-06-08,2017-06-09T16:00:00Z
2017-06-09T15:15:00Z,HL,0.69,50,5,54.7,19.3,2.12,2.38,1.2,7.7,6.81,100.6,2017-06-08,2017-06-09T16:15:00Z
2017-06-09T15:30:00Z,HL,0.65,47,5,54.5,19.3,2.13,2.39,1.2,7.7,6.67,99.28,2017-06-08,2017-06-09T16:30:00Z
2017-06-09T15:45:00Z,HL,0.6,47,4.9,53.9,19.3,2.14,2.4,1.2,7.6,6.6,103.13,2017-06-08,2017-06-09T16:45:00Z
2017-06-09T16:00:00Z,HL,0.57,44,4.6,50.7,19.3,2.15,2.42,1.2,7.6,6.71,105.17,2017-06-08,2017-06-09T17:00:00Z
2017-06-09T16:15:00Z,HL,0.55,44,4.9,53.2,19.3,2.16,2.42,1.2,7.6,6.84,103.89,2017-06-08,2017-06-09T17:15:00Z
2017-06-09T16:30:00Z,HL,0.54,36,4.9,53.3,19.3,2.17,2.43,1.3,7.6,6.68,107,2017-06-08,2017-06-09T17:30:00Z
2017-06-09T16:45:00Z,HL,0.53,38,4.9,53.3,19.4,2.17,2.43,1.3,7.6,6.51,105.95,2017-06-08,2017-06-09T17:45:00Z
2017-06-09T17:00:00Z,HL,0.55,36,4.8,53,19.4,2.18,2.44,1.3,7.6,6.18,109.26,2017-06-08,2017-06-09T18:00:00Z
2017-06-09T17:15:00Z,HL,0.6,35,4.9,53.8,19.4,2.18,2.44,1.3,7.6,5.94,108.17,2017-06-08,2017-06-09T18:15:00Z
2017-06-09T17:30:00Z,HL,0.67,31,4.9,53.8,19.4,2.17,2.43,1.3,7.7,5.95,111.13,2017-06-08,2017-06-09T18:30:00Z
2017-06-09T17:45:00Z,HL,0.75,32,4.9,53.2,19.4,2.17,2.43,1.3,7.6,6.14,110.45,2017-06-08,2017-06-09T18:45:00Z
2017-06-09T18:00:00Z,HL,0.85,34,5,54.5,19.5,2.16,2.42,1.2,7.7,5.98,107.05,2017-06-08,2017-06-09T19:00:00Z
2017-06-09T18:15:00Z,HL,0.95,43,5.1,56.6,19.6,2.14,2.39,1.2,7.7,6.06,102.73,2017-06-08,2017-06-09T19:15:00Z
2017-06-09T18:30:00Z,HL,1.05,39,5.3,58.1,19.8,2.12,2.35,1.2,7.7,6.18,100.67,2017-06-08,2017-06-09T19:30:00Z
2017-06-09T18:45:00Z,HL,1.15,50,5.5,60.7,20,2.08,2.3,1.2,7.7,6.77,96.85,2017-06-08,2017-06-09T19:45:00Z
2017-06-09T19:00:00Z,HL,1.25,54,5.7,63.2,20.1,2.03,2.24,1.1,7.8,7.15,89.63,2017-06-08,2017-06-09T20:00:00Z
2017-06-09T19:15:00Z,HL,1.35,56,5.8,64.6,20.2,1.97,2.17,1.1,7.8,14.37,87.87,2017-06-08,2017-06-09T20:15:00Z
2017-06-09T19:30:00Z,HL,1.45,85,5.9,65.5,20.3,1.93,2.11,1.1,7.8,15.76,84.17,2017-06-08,2017-06-09T20:30:00Z
2017-06-09T19:45:00Z,HL,1.55,73,5.9,65.7,20.4,1.89,2.08,1.1,7.8,12.04,79.5,2017-06-08,2017-06-09T20:45:00Z
2017-06-09T20:00:00Z,HL,1.64,75,5.9,65.6,20.4,1.88,2.06,1.1,7.8,10.06,76.43,2017-06-08,2017-06-09T21:00:00Z
2017-06-09T20:15:00Z,HL,1.72,68,5.9,65.9,20.4,1.86,2.04,1,7.8,8.81,78.41,2017-06-08,2017-06-09T21:15:00Z
2017-06-09T20:30:00Z,HL,1.8,65,6,66.5,20.4,1.84,2.02,1,7.8,7.92,77.33,2017-06-08,2017-06-09T21:30:00Z
2017-06-09T20:45:00Z,HL,1.87,61,6,67.4,20.4,1.82,2,1,7.8,7.19,77.31,2017-06-08,2017-06-09T21:45:00Z
2017-06-09T21:00:00Z,HL,1.92,67,6.1,67.7,20.5,1.82,1.99,1,7.8,7.59,77.54,2017-06-08,2017-06-09T22:00:00Z
2017-06-09T21:15:00Z,HL,1.97,71,6.1,67.9,20.5,1.81,1.98,1,7.8,8,76.69,2017-06-08,2017-06-09T22:15:00Z
2017-06-09T21:30:00Z,HL,2.01,69,6.1,68.5,20.5,1.8,1.97,1,7.8,7.86,77.34,2017-06-08,2017-06-09T22:30:00Z
2017-06-09T21:45:00Z,HL,2.03,62,6.2,68.8,20.6,1.79,1.96,1,7.8,7.52,77.86,2017-06-08,2017-06-09T22:45:00Z
2017-06-09T22:00:00Z,HL,2.05,57,6.2,69.1,20.6,1.78,1.95,1,7.8,7.24,77.68,2017-06-08,2017-06-09T23:00:00Z
2017-06-09T22:15:00Z,HL,2.05,59,6.2,69.4,20.6,1.77,1.94,1,7.8,7.16,77.35,2017-06-08,2017-06-09T23:15:00Z
2017-06-09T22:30:00Z,HL,2.05,55,6.2,69.7,20.6,1.77,1.93,1,7.8,8.06,78.64,2017-06-08,2017-06-09T23:30:00Z
2017-06-09T22:45:00Z,HL,2.05,56,6.2,69.5,20.6,1.77,1.93,1,7.8,7.44,79.09,2017-06-08,2017-06-09T23:45:00Z
2017-06-09T23:00:00Z,HL,2.03,54,6.2,69.5,20.6,1.77,1.93,1,7.8,7.82,78.7,2017-06-08,2017-06-10T00:00:00Z
2017-06-09T23:15:00Z,HL,2,57,6.2,69.7,20.6,1.77,1.93,1,7.8,8.05,79.83,2017-06-08,2017-06-10T00:15:00Z
2017-06-09T23:30:00Z,HL,1.97,56,6.2,69.8,20.6,1.77,1.93,1,7.8,7.66,79.35,2017-06-08,2017-06-10T00:30:00Z
2017-06-09T23:45:00Z,HL,1.92,54,6.3,70.7,20.7,1.78,1.94,1,7.8,7.66,80.89,2017-06-08,2017-06-10T00:45:00Z
2017-06-10T00:00:00Z,HL,1.87,60,6.2,69.2,20.7,1.8,1.96,1,7.8,7.89,81.24,2017-06-08,2017-06-10T01:00:00Z
2017-06-10T00:15:00Z,HL,1.82,56,6.1,68.3,20.6,1.81,1.97,1,7.8,7.89,81.27,2017-06-08,2017-06-10T01:15:00Z
2017-06-10T00:30:00Z,HL,1.76,55,6.1,68.7,20.6,1.82,1.98,1,7.8,8.37,82.56,2017-06-08,2017-06-10T01:30:00Z
2017-06-10T00:45:00Z,HL,1.7,51,6.1,68.6,20.6,1.82,1.99,1,7.8,7.97,83.59,2017-06-08,2017-06-10T01:45:00Z
2017-06-10T01:00:00Z,HL,1.64,53,6.1,68.5,20.6,1.83,2,1,7.8,8.45,83.79,2017-06-08,2017-06-10T02:00:00Z
2017-06-10T01:15:00Z,HL,1.58,53,6.1,68.3,20.6,1.84,2,1,7.8,8.35,84.48,2017-06-08,2017-06-10T02:15:00Z
2017-06-10T01:30:00Z,HL,1.53,52,6.1,68.1,20.6,1.84,2.01,1,7.8,8.53,85.03,2017-06-08,2017-06-10T02:30:00Z
2017-06-10T01:45:00Z,HL,1.47,50,6,67.8,20.6,1.86,2.03,1,7.8,8.88,86.57,2017-06-08,2017-06-10T02:45:00Z
2017-06-10T02:00:00Z,HL,1.42,46,6,67.7,20.6,1.88,2.05,1.1,7.8,8.68,87.81,2017-06-08,2017-06-10T03:00:00Z
2017-06-10T02:15:00Z,HL,1.37,49,6,67.1,20.6,1.88,2.05,1.1,7.8,8.56,87.84,2017-06-08,2017-06-10T03:15:00Z
2017-06-10T02:30:00Z,HL,1.34,44,5.9,66.4,20.5,1.89,2.07,1.1,7.8,9.38,90.25,2017-06-08,2017-06-10T03:30:00Z
2017-06-10T02:45:00Z,HL,1.31,46,5.9,66.3,20.5,1.91,2.09,1.1,7.8,10.03,92.15,2017-06-08,2017-06-10T03:45:00Z
2017-06-10T03:00:00Z,HL,1.3,44,5.9,66.1,20.5,1.92,2.1,1.1,7.8,10.23,93.43,2017-06-08,2017-06-10T04:00:00Z
2017-06-10T03:15:00Z,HL,1.3,40,6,66.7,20.5,1.93,2.12,1.1,7.8,11.06,95.59,2017-06-08,2017-06-10T04:15:00Z
2017-06-10T03:30:00Z,HL,1.31,36,6,66.8,20.4,1.94,2.12,1.1,7.8,10.5,96.93,2017-06-08,2017-06-10T04:30:00Z
2017-06-10T03:45:00Z,HL,1.34,41,6,67.3,20.3,1.93,2.12,1.1,7.8,9.87,96.64,2017-06-08,2017-06-10T04:45:00Z
2017-06-10T04:00:00Z,HL,1.38,39,6,67,20.4,1.92,2.1,1.1,7.8,8.92,95.15,2017-06-08,2017-06-10T05:00:00Z
2017-06-10T04:15:00Z,HL,1.43,46,6.1,67.6,20.3,1.91,2.09,1.1,7.8,8.95,90.4,2017-06-08,2017-06-10T05:15:00Z
2017-06-10T04:30:00Z,HL,1.49,42,6,66.8,20.4,1.9,2.08,1.1,7.8,8.63,93.41,2017-06-08,2017-06-10T05:30:00Z
2017-06-10T04:45:00Z,HL,1.56,49,6.3,70.4,20.1,1.85,2.04,1,7.8,7.81,85.65,2017-06-08,2017-06-10T05:45:00Z
2017-06-10T05:00:00Z,HL,1.62,55,6.5,71.9,20,1.84,2.03,1,7.8,7.74,84.78,2017-06-08,2017-06-10T06:00:00Z
2017-06-10T05:15:00Z,HL,1.69,52,6.5,72.2,20,1.83,2.02,1,7.8,7.62,85.22,2017-06-08,2017-06-10T06:15:00Z
2017-06-10T05:30:00Z,HL,1.76,52,6.5,71.8,20.1,1.83,2.02,1,7.8,7.47,85.39,2017-06-08,2017-06-10T06:30:00Z
2017-06-10T05:45:00Z,HL,1.83,50,6.4,71.3,20.1,1.83,2.02,1,7.8,7.48,86,2017-06-08,2017-06-10T06:45:00Z
2017-06-10T06:00:00Z,HL,1.9,53,6.4,70.6,20.2,1.82,2.01,1,7.8,7.22,83.79,2017-06-08,2017-06-10T07:00:00Z
2017-06-10T06:15:00Z,HL,1.97,62,6.3,70,20.2,1.81,1.99,1,7.8,7.29,83.33,2017-06-08,2017-06-10T07:15:00Z
2017-06-10T06:30:00Z,HL,2.04,58,6.3,69.8,20.2,1.79,1.97,1,7.8,6.71,80.84,2017-06-08,2017-06-10T07:30:00Z
2017-06-10T06:45:00Z,HL,2.1,55,6.3,70,20.2,1.77,1.94,1,7.8,6.87,80.87,2017-06-08,2017-06-10T07:45:00Z
2017-06-10T07:00:00Z,HL,2.16,58,6.3,70.3,20.2,1.75,1.93,1,7.8,6.63,80.2,2017-06-08,2017-06-10T08:00:00Z
2017-06-10T07:15:00Z,HL,2.21,59,6.4,70.6,20.2,1.73,1.91,1,7.8,6.46,77.08,2017-06-08,2017-06-10T08:15:00Z
2017-06-10T07:30:00Z,HL,2.25,56,6.4,70.8,20.1,1.72,1.9,1,7.8,6.36,77.71,2017-06-08,2017-06-10T08:30:00Z
2017-06-10T07:45:00Z,HL,2.29,66,6.4,71.2,20.1,1.69,1.87,1,7.8,6.12,75.52,2017-06-08,2017-06-10T08:45:00Z
2017-06-10T08:00:00Z,HL,2.32,62,6.5,71.4,20,1.67,1.84,0.9,7.8,6.13,74.65,2017-06-08,2017-06-10T09:00:00Z
2017-06-10T08:15:00Z,HL,2.34,73,6.5,71.6,20,1.65,1.82,0.9,7.8,6.12,73.56,2017-06-08,2017-06-10T09:15:00Z
2017-06-10T08:30:00Z,HL,2.36,68,6.5,71.8,20,1.63,1.8,0.9,7.8,5.84,72.65,2017-06-08,2017-06-10T09:30:00Z
2017-06-10T08:45:00Z,HL,2.37,61,6.5,71.7,20,1.62,1.79,0.9,7.8,5.79,72.81,2017-06-08,2017-06-10T09:45:00Z
2017-06-10T09:00:00Z,HL,2.37,70,6.5,71.8,19.9,1.61,1.78,0.9,7.8,5.81,72.88,2017-06-08,2017-06-10T10:00:00Z
2017-06-10T09:15:00Z,HL,2.37,58,6.5,72.2,19.9,1.59,1.76,0.9,7.8,5.7,71.82,2017-06-08,2017-06-10T10:15:00Z
2017-06-10T09:30:00Z,HL,2.36,56,6.5,72,19.9,1.58,1.75,0.9,7.8,5.92,71.91,2017-06-08,2017-06-10T10:30:00Z
2017-06-10T09:45:00Z,HL,2.35,55,6.5,72.2,20,1.57,1.74,0.9,7.7,5.97,71.49,2017-06-08,2017-06-10T10:45:00Z
2017-06-10T10:00:00Z,HL,2.32,55,6.6,72.5,19.9,1.56,1.73,0.9,7.7,5.82,71.58,2017-06-08,2017-06-10T11:00:00Z
2017-06-10T10:15:00Z,HL,2.29,57,6.6,72.5,19.9,1.56,1.73,0.9,7.7,5.9,71.89,2017-06-08,2017-06-10T11:15:00Z
2017-06-10T10:30:00Z,HL,2.24,56,6.6,72.6,19.9,1.56,1.72,0.9,7.8,6.02,71.88,2017-06-08,2017-06-10T11:30:00Z
2017-06-10T10:45:00Z,HL,2.19,54,6.5,72.2,19.8,1.58,1.75,0.9,7.8,5.8,71.84,2017-06-08,2017-06-10T11:45:00Z
2017-06-10T11:00:00Z,HL,2.13,64,6.5,71.2,19.8,1.6,1.77,0.9,7.7,6.01,72.02,2017-06-08,2017-06-10T12:00:00Z
2017-06-10T11:15:00Z,HL,2.05,64,6.4,70.8,19.8,1.62,1.8,0.9,7.8,6.19,72.13,2017-06-08,2017-06-10T12:15:00Z
2017-06-10T11:30:00Z,HL,1.97,72,6.4,70.2,19.8,1.64,1.82,0.9,7.8,6.46,71.25,2017-06-08,2017-06-10T12:30:00Z
2017-06-10T11:45:00Z,HL,1.88,72,6.3,69.7,19.8,1.67,1.85,0.9,7.8,6.58,71.53,2017-06-08,2017-06-10T12:45:00Z
2017-06-10T12:00:00Z,HL,1.79,69,6.2,68.7,19.8,1.71,1.9,1,7.8,7.86,73.24,2017-06-08,2017-06-10T13:00:00Z
2017-06-10T12:15:00Z,HL,1.69,66,6.2,68,19.7,1.73,1.93,1,7.8,7.12,74.85,2017-06-08,2017-06-10T13:15:00Z
2017-06-10T12:30:00Z,HL,1.6,71,6.1,67.2,19.7,1.76,1.96,1,7.8,6.93,76.03,2017-06-08,2017-06-10T13:30:00Z
2017-06-10T12:45:00Z,HL,1.51,67,6.1,66.6,19.6,1.78,1.98,1,7.8,7.35,77.18,2017-06-08,2017-06-10T13:45:00Z
2017-06-10T13:00:00Z,HL,1.42,69,6,66.2,19.6,1.8,2.01,1,7.8,7.18,78.44,2017-06-08,2017-06-10T14:00:00Z
2017-06-10T13:15:00Z,HL,1.33,71,6,65.6,19.5,1.8,2.02,1,7.8,7.19,79.49,2017-06-08,2017-06-10T14:15:00Z
2017-06-10T13:30:00Z,HL,1.26,73,5.9,64.8,19.4,1.82,2.04,1,7.7,7.27,81.8,2017-06-08,2017-06-10T14:30:00Z
2017-06-10T13:45:00Z,HL,1.18,72,5.9,64.5,19.4,1.84,2.06,1.1,7.7,7.51,82.81,2017-06-08,2017-06-10T14:45:00Z
2017-06-10T14:00:00Z,HL,1.12,66,5.8,63.5,19.3,1.86,2.09,1.1,7.7,7.64,84.97,2017-06-08,2017-06-10T15:00:00Z
2017-06-10T14:15:00Z,HL,1.06,63,5.7,62.6,19.3,1.9,2.13,1.1,7.7,7.01,87.52,2017-06-08,2017-06-10T15:15:00Z
2017-06-10T14:30:00Z,HL,1,54,5.6,61.4,19.2,1.94,2.18,1.1,7.7,7.1,89.96,2017-06-08,2017-06-10T15:30:00Z
2017-06-10T14:45:00Z,HL,0.94,57,5.5,60.3,19.2,1.97,2.21,1.1,7.7,7.12,93.25,2017-06-08,2017-06-10T15:45:00Z
2017-06-10T15:00:00Z,HL,0.88,55,5.5,59.4,19.2,1.99,2.25,1.2,7.7,7.18,93.89,2017-06-08,2017-06-10T16:00:00Z
2017-06-10T15:15:00Z,HL,0.83,48,5.4,58.4,19.1,2.04,2.29,1.2,7.7,6.69,97.36,2017-06-08,2017-06-10T16:15:00Z
2017-06-10T15:30:00Z,HL,0.78,49,5.3,57.8,19.1,2.06,2.32,1.2,7.7,6.55,98.87,2017-06-08,2017-06-10T16:30:00Z
2017-06-10T15:45:00Z,HL,0.73,48,5.3,57.3,19.1,2.07,2.34,1.2,7.7,6.78,98.11,2017-06-08,2017-06-10T16:45:00Z
2017-06-10T16:00:00Z,HL,0.68,50,5.2,56.7,19.1,2.09,2.35,1.2,7.7,6.88,99.16,2017-06-08,2017-06-10T17:00:00Z
2017-06-10T16:15:00Z,HL,0.64,62,5.2,56.5,19.1,2.09,2.36,1.2,7.6,6.85,96.52,2017-06-08,2017-06-10T17:15:00Z
2017-06-10T16:30:00Z,HL,0.6,49,5.2,56.2,19.1,2.1,2.37,1.2,7.6,6.89,95.99,2017-06-08,2017-06-10T17:30:00Z
2017-06-10T16:45:00Z,HL,0.57,41,5.2,56.2,19.1,2.13,2.41,1.2,7.6,6.53,103.26,2017-06-08,2017-06-10T17:45:00Z
