Site,Bottle,datetime,Deployment,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL,ID2,datetime_DLS
SD,22,2017-08-28T14:29:00Z,6,CMP 633,7.42,8.16,54.4,0.53,0.318,0.29,1.9,1.8,0.72,0.03,1.05,8.5,49.2,6.4,633,2017-08-28T14:30:00Z
SD,23,2017-08-28T15:29:00Z,6,CMP 634,7.66,8.26,50.2,0.542,0.271,0.216,1.84,1.59,0.61,0.01,0.97,7.8,42.2,7.8,634,2017-08-28T15:30:00Z
SD,24,2017-08-28T16:29:00Z,6,CMP 635,7.69,8.23,83.7,0.511,0.258,0.238,1.83,1.65,0.68,0.02,0.95,7.8,66.6,9.6,635,2017-08-28T16:30:00Z
SD,1,2017-09-12T23:52:00Z,7,CMP 780,8.01,7.8,46.9,0.499,0.298,0.235,1.76,1.62,0.59,0.03,1.01,9.2,46.1,6.8,780,2017-09-12T23:45:00Z
SD,2,2017-09-13T00:52:00Z,7,CMP 781,8.32,7.9,61.5,0.376,0.232,0.186,1.55,1.43,0.68,0.01,0.74,8.5,53.5,10.3,781,2017-09-13T00:45:00Z
SD,3,2017-09-13T01:52:00Z,7,CMP 782,8.46,7.89,68,0.358,0.205,0.173,1.53,1.37,0.6,0.02,0.74,8.3,61.9,8.1,782,2017-09-13T01:45:00Z
SD,4,2017-09-13T02:52:00Z,7,CMP 783,8.49,7.95,52.4,0.309,0.198,0.149,1.51,1.38,0.64,0,0.74,8.1,38.4,7.3,783,2017-09-13T02:45:00Z
SD,5,2017-09-13T03:52:00Z,7,CMP 784,8.47,7.88,41.2,0.321,0.204,0.137,1.5,1.38,0.61,0.03,0.74,8,35.4,7.2,784,2017-09-13T03:45:00Z
SD,6,2017-09-13T04:52:00Z,7,CMP 785,8.12,7.77,26.8,0.367,0.271,0.226,1.64,1.53,0.58,0.03,0.92,8.8,25.3,5,785,2017-09-13T04:45:00Z
SD,7,2017-09-13T05:52:00Z,7,CMP 786,8.05,7.76,25.9,0.383,0.289,0.192,1.72,1.58,0.64,0.02,0.93,9,25,4,786,2017-09-13T05:45:00Z
SD,8,2017-09-13T06:52:00Z,7,CMP 787,7.77,8,33.4,0.414,0.37,0.272,1.93,1.83,0.59,0.01,1.23,9.7,26.9,6.3,787,2017-09-13T06:45:00Z
SD,9,2017-09-12T07:52:00Z,7,CMP 788,7.62,8.03,36.5,0.45,0.396,0.339,2.22,1.92,0.62,0.04,1.26,10.2,31.8,6.2,788,2017-09-12T07:45:00Z
SD,10,2017-09-12T08:52:00Z,7,CMP 789,7.53,7.93,37.4,0.468,0.394,0.341,2.26,1.9,0.67,0.01,1.23,10.4,35.9,4.8,789,2017-09-12T08:45:00Z
SD,11,2017-09-12T09:52:00Z,7,CMP 790,7.55,8.06,45.6,0.487,0.365,0.296,2.22,1.91,0.67,0.01,1.23,10.9,40.6,6.9,790,2017-09-12T09:45:00Z
SD,12,2017-09-12T10:52:00Z,7,CMP 791,7.55,8,64.1,0.597,0.319,0.272,2.14,1.96,0.69,0.02,1.25,10.8,58.8,6.9,791,2017-09-12T10:45:00Z
SD,13,2017-09-12T11:52:00Z,7,CMP 792,7.52,7.96,62.2,0.521,0.26,0.241,2.25,2.01,0.79,0.03,1.19,11.6,57.6,8.6,792,2017-09-12T11:45:00Z
SD,14,2017-09-12T12:52:00Z,7,CMP 793,7.49,8.02,68.9,0.626,0.334,0.315,2.26,1.93,0.72,0.01,1.19,10.2,69,10,793,2017-09-12T12:45:00Z
SD,15,2017-09-12T13:52:00Z,7,CMP 794,7.74,7.93,73.1,0.567,0.254,0.235,2.32,1.9,0.66,0.02,1.22,9.8,72.6,9.6,794,2017-09-12T13:45:00Z
SD,16,2017-09-12T14:52:00Z,7,CMP 795,8.02,7.98,74.5,0.573,0.302,0.219,2.05,1.91,0.64,0.04,1.23,9.1,72.8,9,795,2017-09-12T14:45:00Z
SD,17,2017-09-12T15:52:00Z,7,CMP 796,8.23,7.94,51.4,0.432,0.265,0.247,2.04,1.68,0.67,0.03,0.98,9.2,49.9,7.4,796,2017-09-12T15:45:00Z
SD,18,2017-09-12T16:52:00Z,7,CMP 797,8.23,7.81,55.9,0.456,0.277,0.259,1.93,1.53,0.59,0.04,0.89,8.7,55.4,7,797,2017-09-12T16:45:00Z
SD,19,2017-09-12T17:52:00Z,7,CMP 798,7.9,7.96,72.7,0.542,0.274,0.204,2.25,1.77,0.64,0.01,1.12,9.3,72.1,7.9,798,2017-09-12T17:45:00Z
SD,20,2017-09-12T18:52:00Z,7,CMP 799,7.88,7.9,60,0.481,0.29,0.216,2.08,1.77,0.63,0.02,1.12,9.5,51.2,7.6,799,2017-09-12T18:45:00Z
SD,21,2017-09-12T19:52:00Z,7,CMP 800,7.82,7.92,52.1,0.475,0.27,0.241,2.2,1.84,0.62,0.01,1.21,9.5,48.2,6.7,800,2017-09-12T19:45:00Z
SD,22,2017-09-12T20:52:00Z,7,CMP 801,7.72,8.1,68.8,0.554,0.385,0.315,2.25,1.92,0.63,0.02,1.27,9.6,55.8,8.6,801,2017-09-12T20:45:00Z
SD,23,2017-09-12T21:52:00Z,7,CMP 802,7.71,7.97,84.1,0.616,0.336,0.284,2.34,1.91,0.59,0.03,1.29,9.5,78,10.6,802,2017-09-12T21:45:00Z
SD,24,2017-09-12T22:52:00Z,7,CMP 803,7.77,7.96,72,0.634,0.38,0.358,2.15,1.94,0.63,0.04,1.27,9.5,58.5,9.6,803,2017-09-12T22:45:00Z
SD,1,2017-09-19T20:45:00Z,8,CMP 852,8.38,8.17,97.6,0.579,0.251,0.18,1.57,1.45,0.56,0.02,0.88,9.8,84.9,14.2,852,2017-09-19T20:45:00Z
SD,2,2017-09-19T21:45:00Z,8,CMP 853,8.52,8.06,92.9,0.547,0.205,0.137,1.44,1.33,0.53,0.03,0.76,6.5,84.2,10.9,853,2017-09-19T21:45:00Z
SD,3,2017-09-19T22:45:00Z,8,CMP 854,8.51,8.03,56.1,0.419,0.189,0.137,1.42,1.33,0.56,0.03,0.74,6.6,48.7,7.6,854,2017-09-19T22:45:00Z
SD,4,2017-09-19T23:45:00Z,8,CMP 855,8.4,8.03,47.3,0.419,0.28,0.204,1.55,1.33,0.45,0.02,0.85,7.1,40.3,5.3,855,2017-09-19T23:45:00Z
SD,5,2017-09-20T00:45:00Z,8,CMP 856,8.18,8.09,48.2,0.542,0.376,0.278,1.93,1.63,0.48,0.04,1.11,8.2,41.3,5.8,856,2017-09-20T00:45:00Z
SD,6,2017-09-20T01:45:00Z,8,CMP 857,8.09,7.99,43.7,0.622,0.366,0.318,1.94,1.83,0.63,0.09,1.11,10.5,35.5,5.9,857,2017-09-20T01:45:00Z
SD,7,2017-09-20T02:45:00Z,8,CMP 858,8.16,7.86,41.3,0.551,0.329,0.296,2.15,2.08,0.91,0.16,1.01,12.8,37.9,7.1,858,2017-09-20T02:45:00Z
SD,8,2017-09-20T03:45:00Z,8,CMP 859,8.19,7.83,39.3,0.465,0.281,0.223,2.17,2.02,0.92,0.18,0.92,14.4,31.1,7.4,859,2017-09-20T03:45:00Z
SD,9,2017-09-20T04:45:00Z,8,CMP 860,8.28,7.65,41.5,0.469,0.253,0.21,2.31,2.25,1.29,0.24,0.72,16.7,36.3,8,860,2017-09-20T04:45:00Z
SD,10,2017-09-20T05:45:00Z,8,CMP 861,8.18,7.63,33.9,0.457,0.272,0.241,2.15,1.99,1.04,0.19,0.76,16.1,32.9,6.6,861,2017-09-20T05:45:00Z
SD,11,2017-09-20T06:45:00Z,8,CMP 862,8,8.12,70,0.591,0.314,0.278,1.9,1.83,0.58,0.01,1.24,9,53.1,9.4,862,2017-09-20T06:45:00Z
SD,12,2017-09-19T07:45:00Z,8,CMP 863,8.31,8.15,107.2,0.64,0.23,0.186,1.6,1.53,0.52,0.02,1,7.5,104,14.1,863,2017-09-19T07:45:00Z
SD,13,2017-09-19T08:45:00Z,8,CMP 864,8.47,8.1,72.4,0.499,0.26,0.167,1.44,1.31,0.47,0.03,0.8,6.8,62.8,9.5,864,2017-09-19T08:45:00Z
SD,14,2017-09-19T09:45:00Z,8,CMP 865,8.54,8.01,50.4,0.468,0.223,0.118,1.49,1.26,0.53,0.01,0.72,6.5,41.3,6,865,2017-09-19T09:45:00Z
SD,15,2017-09-19T10:45:00Z,8,CMP 866,8.46,8.02,38.7,0.401,0.241,0.161,1.4,1.24,0.46,0.03,0.74,6.4,29.3,5.8,866,2017-09-19T10:45:00Z
SD,16,2017-09-19T11:45:00Z,8,CMP 867,8.35,8.04,36.1,0.401,0.193,0.155,1.46,1.39,0.48,0.03,0.88,7.2,26.3,5,867,2017-09-19T11:45:00Z
SD,17,2017-09-19T12:45:00Z,8,CMP 868,8.09,8,40.3,0.442,0.264,0.21,1.79,1.68,0.53,0.04,1.1,8.3,33.5,6,868,2017-09-19T12:45:00Z
SD,18,2017-09-19T13:45:00Z,8,CMP 869,8.14,7.9,44.5,0.643,0.358,0.309,2.1,1.97,0.77,0.12,1.08,11.4,36.2,6.6,869,2017-09-19T13:45:00Z
SD,19,2017-09-19T14:45:00Z,8,CMP 870,8.36,7.65,46.8,0.457,0.298,0.272,2.21,2.12,1.16,0.21,0.74,15.9,34.2,10.2,870,2017-09-19T14:45:00Z
SD,20,2017-09-19T15:45:00Z,8,CMP 871,8.46,7.55,74.8,0.455,0.22,0.161,2.42,2.05,1.26,0.27,0.52,18.7,53.6,14.9,871,2017-09-19T15:45:00Z
SD,21,2017-09-19T16:45:00Z,8,CMP 872,8.81,7.38,61.8,0.486,0.183,0.13,2.34,1.9,1.41,0.29,0.2,22.2,43.3,13.6,872,2017-09-19T16:45:00Z
SD,22,2017-09-19T17:45:00Z,8,CMP 873,8.79,7.34,54.5,0.472,0.174,0.118,2.24,1.94,1.4,0.31,0.23,22.4,30.3,11.9,873,2017-09-19T17:45:00Z
SD,23,2017-09-19T18:45:00Z,8,CMP 874,7.95,7.89,70.7,0.708,0.404,0.339,2.19,2.13,0.67,0.07,1.39,10.3,62.8,10.1,874,2017-09-19T18:45:00Z
SD,24,2017-09-19T19:45:00Z,8,CMP 875,8.04,8.02,111.3,0.88,0.387,0.333,2.02,1.87,0.57,0.06,1.24,8.6,103,14.2,875,2017-09-19T19:45:00Z
