Bottle,datetime,Site,ID,EC_uScm,pH,Turbidity_ntu,filter_mL,filter_g,60C_g,510C_g,Notes,Entered By,QA/QC,DOC_ppm,DOC_rep2,TN_ppm,TN_rep2,NO3_ppm,NO3_rep2,NH4_ppm,NH4_rep2,TP_ppm,TP_rep2,PO4_PPM,PO4_rep2,datetime_DLS,Yr
15,2018-08-15T06:19:00Z,PT,CMP 887,9.931,8.05,129,370,0.1272,0.179,0.1695,NA,JS,CN,15.2,NA,2.06,NA,1.18,NA,0.04,NA,0.818,NA,0.51,NA,2018-08-15T06:15:00Z,2018
16,2018-08-14T07:19:00Z,PT,CMP 888,9.968,8.15,208,440,0.1248,0.1695,0.1614,NA,JS,CN,14.5,NA,2.08,NA,1.19,NA,0.05,NA,1.15,NA,0.507,NA,2018-08-14T07:15:00Z,2018
17,2018-08-14T08:19:00Z,PT,CMP 889,9.942,8.11,150,320,0.1249,0.1791,0.1696,NA,JS,CN,13.5,NA,2.18,NA,1.34,NA,0.03,NA,0.925,NA,0.521,NA,2018-08-14T08:15:00Z,2018
18,2018-08-14T09:19:00Z,PT,CMP 890,9.79,8.09,101,335,0.1251,0.1697,0.1615,NA,JS,CN,21.8,21.5,2.47,2.35,1.57,1.6,0.04,0.04,0.759,0.769,0.532,0.529,2018-08-14T09:15:00Z,2018
19,2018-08-14T10:19:00Z,PT,CMP 891,9.668,8.07,190,310,0.124,0.21,0.1953,NA,JS,CN,12.8,NA,2.45,NA,1.54,NA,0.05,NA,1.013,NA,0.475,NA,2018-08-14T10:15:00Z,2018
20,2018-08-14T11:19:00Z,PT,CMP 892,9.59,8.02,160,370,0.1286,0.1908,0.1795,NA,JS,CN,13.8,NA,2.26,NA,1.18,NA,0.06,NA,0.857,NA,0.438,NA,2018-08-14T11:15:00Z,2018
21,2018-08-14T12:19:00Z,PT,CMP 893,9.562,8.04,162,320,0.1268,0.1833,0.1734,NA,JS,CN,12.7,NA,2.29,NA,1.35,NA,0.06,NA,0.857,NA,0.422,NA,2018-08-14T12:15:00Z,2018
22,2018-08-14T13:19:00Z,PT,CMP 894,9.679,8.03,196,400,0.1293,0.2093,0.194,NA,JS,CN,14.9,NA,2.17,NA,1.31,NA,0.07,NA,0.906,NA,0.419,NA,2018-08-14T13:15:00Z,2018
23,2018-08-14T14:19:00Z,PT,CMP 895,9.588,8.03,114,330,0.1277,0.1737,0.1648,NA,JS,CN,11.7,NA,2.2,NA,1.47,NA,0.06,NA,0.749,NA,0.462,NA,2018-08-14T14:15:00Z,2018
24,2018-08-14T15:19:00Z,PT,CMP 896,9.753,8.01,137,360,0.1289,0.1936,0.1809,NA,JS,CN,12.9,NA,2.42,NA,1.49,1.52,0.05,0.05,0.974,0.935,0.507,0.503,2018-08-14T15:15:00Z,2018
1,2018-08-21T18:19:00Z,FM,CMP 897,7.54,7.78,30.1,370,0.1263,0.1452,0.1416,NA,JS,CN,22,NA,1.37,NA,0.37,NA,0.02,NA,0.701,NA,0.104033,NA,2018-08-21T18:15:00Z,2018
2,2018-08-21T19:19:00Z,FM,CMP 898,7.596,7.64,230,540,0.1286,0.2307,0.2189,NA,JS,CN,15.2,NA,1.44,NA,0.47,NA,0,NA,0.749,NA,0.144,NA,2018-08-21T19:15:00Z,2018
3,2018-08-21T20:19:00Z,FM,CMP 899,8.132,7.36,267,430,0.128,0.2355,0.2219,NA,JS,CN,15.9,NA,1.57,NA,0.6,NA,0.01,NA,0.837,NA,0.182,NA,2018-08-21T20:15:00Z,2018
4,2018-08-21T21:19:00Z,FM,CMP 900,8.117,7.61,616,350,0.1272,0.3277,0.3048,NA,JS,CN,19.9,19.4,1.89,NA,0.67,NA,0,NA,1.688,NA,0.203,NA,2018-08-21T21:15:00Z,2018
5,2018-08-21T22:19:00Z,FM,CMP 901,8.389,7.55,266,370,0.1272,0.2446,0.2302,NA,JS,CN,18.4,NA,1.65,NA,0.77,NA,0.01,NA,1.287,NA,0.204,NA,2018-08-21T22:15:00Z,2018
6,2018-08-21T23:19:00Z,FM,CMP 902,8.799,7.53,684,350,0.1272,0.3497,0.3239,NA,JS,CN,21.3,NA,2.23,NA,0.97,NA,0.01,NA,1.256,NA,0.255,NA,2018-08-21T23:15:00Z,2018
7,2018-08-22T00:19:00Z,FM,CMP 903,9.038,7.74,457,410,0.1288,0.2766,0.2592,NA,JS,CN,19.5,NA,2.14,NA,1.05,NA,0,NA,1.591,NA,0.32,NA,2018-08-22T00:15:00Z,2018
8,2018-08-22T01:19:00Z,FM,CMP 904,8.881,7.82,311,430,0.129,0.248,0.2357,NA,JS,CN,21.1,NA,1.9,NA,1.02,NA,0,NA,1.092,NA,0.319,NA,2018-08-22T01:15:00Z,2018
9,2018-08-22T02:19:00Z,FM,CMP 905,7.812,7.77,213,380,0.1287,0.2108,0.2005,NA,JS,CN,15.2,NA,1.65,1.65,0.66,0.63,0.02,0.02,0.74,0.74,0.198,0.196,2018-08-22T02:15:00Z,2018
10,2018-08-22T03:19:00Z,FM,CMP 906,8.058,7.81,165,420,0.1253,0.1924,0.1844,NA,JS,CN,17.2,NA,1.74,NA,0.69,NA,0.01,NA,0.603,NA,0.212,NA,2018-08-22T03:15:00Z,2018
11,2018-08-22T04:19:00Z,FM,CMP 907,7.529,7.68,84.6,400,0.1251,0.1723,0.1664,NA,JS,CN,22.9,NA,1.45,NA,0.57,NA,0.01,NA,0.426,NA,0.177,NA,2018-08-22T04:15:00Z,2018
12,2018-08-22T05:19:00Z,FM,CMP 908,7.383,7.42,184,430,0.1285,0.213,0.203,NA,JS,CN,15.5,NA,1.35,NA,0.52,NA,0.01,NA,0.622,NA,0.16,NA,2018-08-22T05:15:00Z,2018
13,2018-08-22T06:19:00Z,FM,CMP 909,7.829,7.96,159,410,0.1304,0.1997,0.1914,NA,JS,CN,15.4,NA,1.43,NA,0.6,NA,0.03,NA,0.759,NA,0.182,NA,2018-08-22T06:15:00Z,2018
14,2018-08-21T07:19:00Z,FM,CMP 910,8.467,7.68,187,300,0.1285,0.1773,0.1717,NA,JS,CN,24.3,24,1.67,NA,0.69,NA,0.05,NA,0.847,NA,0.217,NA,2018-08-21T07:15:00Z,2018
15,2018-08-21T08:19:00Z,FM,CMP 911,6.953,7.78,241,430,0.1288,0.2468,0.232,NA,JS,CN,15.3,NA,1.45,NA,0.39,NA,0.01,NA,0.837,NA,0.112,NA,2018-08-21T08:15:00Z,2018
16,2018-08-21T09:19:00Z,FM,CMP 912,7.458,7.75,230,400,0.1274,0.2416,0.2268,NA,JS,CN,19.8,NA,1.53,NA,0.53,NA,0,NA,0.495,NA,0.137,NA,2018-08-21T09:15:00Z,2018
17,2018-08-21T10:19:00Z,FM,CMP 913,7.911,7.87,140,510,0.1301,0.2204,0.2092,NA,JS,CN,17.9,NA,1.55,NA,0.66,NA,0.01,NA,0.544,NA,0.182,NA,2018-08-21T10:15:00Z,2018
18,2018-08-21T11:19:00Z,FM,CMP 914,8.301,7.88,109,490,0.1273,0.2024,0.193,NA,JS,CN,17.9,NA,1.73,1.77,0.77,0.77,0.01,0.01,0.573,0.544,0.222,0.227,2018-08-21T11:15:00Z,2018
19,2018-08-21T12:19:00Z,FM,CMP 915,8.703,7.94,125,550,0.1274,0.2157,0.2048,NA,JS,CN,19.4,NA,1.77,NA,0.77,NA,0.02,NA,0.544,NA,0.234,NA,2018-08-21T12:15:00Z,2018
20,2018-08-21T13:19:00Z,FM,CMP 916,8.969,7.94,80.1,530,0.1291,0.1929,0.1847,NA,JS,CN,18.4,NA,1.71,NA,0.74,NA,0,NA,0.436,NA,0.247,NA,2018-08-21T13:15:00Z,2018
21,2018-08-21T14:19:00Z,FM,CMP 917,9.088,8,98.1,460,0.1272,0.1822,0.1749,NA,JS,CN,19.6,NA,1.57,NA,0.67,NA,0.01,NA,0.563,NA,0.244,NA,2018-08-21T14:15:00Z,2018
22,2018-08-21T15:19:00Z,FM,CMP 918,9.22,7.92,99,510,0.1277,0.1901,0.1815,NA,JS,CN,19.8,NA,1.76,NA,0.64,NA,0.03,NA,0.485,NA,0.242,NA,2018-08-21T15:15:00Z,2018
23,2018-08-21T16:19:00Z,FM,CMP 919,8.768,7.87,563,410,0.1269,0.3153,0.2925,NA,JS,CN,18.6,NA,2.22,NA,0.68,NA,0.03,NA,1.02,NA,0.188,NA,2018-08-21T16:15:00Z,2018
24,2018-08-21T17:19:00Z,FM,CMP 920,9.003,7.88,117,505,0.1279,0.2204,0.2081,NA,JS,CN,24.2,24.1,2.27,NA,1.24,NA,0.06,NA,0.681,NA,0.387,NA,2018-08-21T17:15:00Z,2018
1,2018-08-21T19:05:00Z,SD,CMP 921,8.474,8.01,30.6,540,0.1262,0.1496,0.1456,NA,JS,CN,24.4,NA,1.8,NA,0.84,NA,0,NA,0.263,NA,0.246,NA,2018-08-21T19:00:00Z,2018
2,2018-08-21T20:05:00Z,SD,CMP 922,8.639,7.91,33.1,530,0.1284,0.1566,0.1517,NA,JS,CN,21.3,NA,1.67,NA,0.86,NA,0,NA,0.275,NA,0.258,NA,2018-08-21T20:00:00Z,2018
3,2018-08-21T21:05:00Z,SD,CMP 923,8.707,7.98,53.3,500,0.1254,0.1614,0.1558,NA,JS,CN,18.5,NA,1.84,1.86,0.9,0.89,0.05,0.05,0.348,0.338,0.277,0.277,2018-08-21T21:00:00Z,2018
4,2018-08-21T22:05:00Z,SD,CMP 924,8.839,7.91,47.6,550,0.1304,0.1646,0.1593,NA,JS,CN,31.9,NA,2.01,NA,1.01,NA,0.04,NA,0.378,NA,0.311,NA,2018-08-21T22:00:00Z,2018
5,2018-08-21T23:05:00Z,SD,CMP 925,8.999,8.05,44.6,540,0.1288,0.1601,0.1547,NA,JS,CN,32.5,NA,2.06,NA,1.14,NA,0.06,NA,0.387,NA,0.347,NA,2018-08-21T23:00:00Z,2018
6,2018-08-22T00:05:00Z,SD,CMP 926,9.088,8,58.1,510,0.1287,0.1643,0.1584,NA,JS,CN,23.2,NA,2.28,NA,1.2,NA,0.06,NA,0.534,NA,0.389,NA,2018-08-22T00:00:00Z,2018
7,2018-08-22T01:05:00Z,SD,CMP 927,9.171,8.05,62.9,470,0.1295,0.1658,0.16,NA,JS,CN,22.4,NA,2.36,NA,1.21,NA,0.06,NA,0.573,NA,0.389,NA,2018-08-22T01:00:00Z,2018
8,2018-08-22T02:05:00Z,SD,CMP 928,9.071,7.98,39.3,540,0.1273,0.1477,0.1443,NA,JS,CN,21.7,NA,2.21,NA,1.16,NA,0.07,NA,0.426,NA,0.368,NA,2018-08-22T02:00:00Z,2018
9,2018-08-22T03:05:00Z,SD,CMP 929,8.882,8.05,21.7,480,0.1274,0.1434,0.1405,NA,JS,CN,19.9,NA,1.8,NA,1.03,NA,0.06,NA,0.36,NA,0.327,NA,2018-08-22T03:00:00Z,2018
10,2018-08-22T04:05:00Z,SD,CMP 930,8.557,8.06,19.7,540,0.1278,0.1449,0.1419,NA,JS,CN,25.8,25.5,1.63,NA,0.83,NA,0.06,NA,0.282,NA,0.271,NA,2018-08-22T04:00:00Z,2018
11,2018-08-22T05:05:00Z,SD,CMP 931,8.398,8.01,25.8,520,0.1292,0.1485,0.1453,NA,JS,CN,28.9,NA,1.49,NA,0.71,NA,0.05,NA,0.272,NA,0.223,NA,2018-08-22T05:00:00Z,2018
12,2018-08-22T06:05:00Z,SD,CMP 932,8.323,8.03,42.2,530,0.1258,0.1607,0.1557,NA,JS,CN,16.4,NA,1.5,1.42,0.73,0.72,0.08,0.07,0.251,0.261,0.233,0.234,2018-08-22T06:00:00Z,2018
13,2018-08-21T07:05:00Z,SD,CMP 933,8.381,8.02,29.3,530,0.1313,0.1549,0.1507,NA,JS,CN,16.1,NA,1.39,NA,0.69,NA,0.04,NA,0.232,NA,0.22,NA,2018-08-21T07:00:00Z,2018
14,2018-08-21T08:05:00Z,SD,CMP 934,8.356,7.94,25.5,390,0.1268,0.1406,0.1382,NA,JS,CN,18,NA,1.4,NA,0.66,NA,0.07,NA,0.238,NA,0.211,NA,2018-08-21T08:00:00Z,2018
15,2018-08-21T09:05:00Z,SD,CMP 935,8.399,8.04,24.4,340,0.1314,0.1429,0.1408,NA,JS,CN,17.7,NA,1.46,NA,0.73,NA,0.06,NA,0.253,NA,0.233,NA,2018-08-21T09:00:00Z,2018
16,2018-08-21T10:05:00Z,SD,CMP 936,8.721,8.05,31.3,340,0.1281,0.1467,0.1433,NA,JS,CN,18.2,NA,1.83,NA,0.93,NA,0.07,NA,0.319,NA,0.301,NA,2018-08-21T10:00:00Z,2018
17,2018-08-21T11:05:00Z,SD,CMP 937,8.87,8,58.1,370,0.1268,0.157,0.1527,NA,JS,CN,20.7,NA,2.17,NA,1.08,NA,0.08,NA,0.505,NA,0.376,NA,2018-08-21T11:00:00Z,2018
18,2018-08-21T12:05:00Z,SD,CMP 938,9.293,7.93,54.4,350,0.1293,0.1447,0.1416,NA,JS,CN,24.2,NA,2.16,NA,1.18,NA,0.12,NA,0.612,NA,0.452,NA,2018-08-21T12:00:00Z,2018
19,2018-08-21T13:05:00Z,SD,CMP 939,9.529,7.8,62,370,0.1301,0.1546,0.1498,NA,JS,CN,27.1,NA,2.43,NA,1.19,NA,0.13,NA,0.7,NA,0.502,NA,2018-08-21T13:00:00Z,2018
20,2018-08-21T14:05:00Z,SD,CMP 940,9.399,7.95,60.3,380,0.1265,0.1555,0.1498,NA,JS,CN,31.7,31.5,2.29,NA,1.08,NA,0.14,NA,0.788,NA,0.497,NA,2018-08-21T14:00:00Z,2018
21,2018-08-21T15:05:00Z,SD,CMP 941,9.811,7.82,43,370,0.13,0.152,0.1469,NA,JS,CN,30.8,NA,2.59,2.61,1.18,1.17,0.16,0.16,0.935,0.945,0.604,0.605,2018-08-21T15:00:00Z,2018
22,2018-08-21T16:05:00Z,SD,CMP 942,9.684,7.77,52.9,370,0.128,0.155,0.1507,NA,JS,CN,31.9,NA,2.59,NA,1.5,NA,0.13,NA,1.121,NA,0.712,NA,2018-08-21T16:00:00Z,2018
23,2018-08-21T17:05:00Z,SD,CMP 943,9.206,8.09,160,370,0.1282,0.1872,0.1812,NA,JS,CN,25.9,NA,2.27,NA,1.4,NA,0.06,NA,0.808,NA,0.449,NA,2018-08-21T17:00:00Z,2018
24,2018-08-21T18:05:00Z,SD,CMP 944,8.937,8.03,62.6,380,0.1297,0.1604,0.1577,NA,JS,CN,19.3,NA,1.86,NA,1.14,NA,0.05,NA,0.426,NA,0.376,NA,2018-08-21T18:00:00Z,2018
1,2018-08-21T20:05:00Z,HL,CMP 945,9.228,8.1,22.8,390,0.1294,0.1422,0.1402,NA,JS,CN,22.9,NA,2.14,NA,1.51,NA,0.03,NA,0.484,NA,0.46,NA,2018-08-21T20:00:00Z,2018
2,2018-08-21T21:05:00Z,HL,CMP 946,9.257,8.15,21.3,400,0.1301,0.1418,0.1407,NA,JS,CN,21,NA,2.29,NA,1.64,NA,0.05,NA,0.547,NA,0.51,NA,2018-08-21T21:00:00Z,2018
3,2018-08-21T22:05:00Z,HL,CMP 947,9.154,8.18,16.9,370,0.128,0.1374,0.1355,NA,JS,CN,20.6,NA,2.52,NA,1.86,NA,0.05,NA,0.585,NA,0.561,NA,2018-08-21T22:00:00Z,2018
4,2018-08-21T23:05:00Z,HL,CMP 948,9.189,8.14,21.1,370,0.1294,0.1428,0.1396,NA,JS,CN,20.3,NA,2.81,NA,2.25,NA,0.04,NA,0.673,NA,0.642,NA,2018-08-21T23:00:00Z,2018
5,2018-08-22T00:05:00Z,HL,CMP 949,9.428,8.24,26.1,370,0.1264,0.1413,0.1385,NA,JS,CN,19.6,NA,2.52,NA,1.96,NA,0.02,NA,0.663,NA,0.639,NA,2018-08-22T00:00:00Z,2018
6,2018-08-22T01:05:00Z,HL,CMP 950,9.33,8.21,19.6,410,0.1306,0.1445,0.1418,NA,JS,CN,20.6,20.2,2.82,2.81,2.1,2.1,0.02,0.02,0.675,0.685,0.659,0.655,2018-08-22T01:00:00Z,2018
7,2018-08-22T02:05:00Z,HL,CMP 951,9.212,8.2,21.1,410,0.1309,0.1441,0.1417,NA,JS,CN,19.9,NA,2.71,NA,2.05,NA,0.07,NA,0.634,NA,0.621,NA,2018-08-22T02:00:00Z,2018
8,2018-08-22T03:05:00Z,HL,CMP 952,9.24,8.03,25.3,390,0.1295,0.1452,0.1425,NA,JS,CN,17.5,NA,2.33,NA,1.82,NA,0.03,NA,0.585,NA,0.553,NA,2018-08-22T03:00:00Z,2018
9,2018-08-22T04:05:00Z,HL,CMP 953,9.154,8.16,21.5,360,0.1303,0.1429,0.1405,NA,JS,CN,20.4,NA,2.22,NA,1.56,NA,0.05,NA,0.495,NA,0.486,NA,2018-08-22T04:00:00Z,2018
10,2018-08-22T05:05:00Z,HL,CMP 954,9.027,8.09,17.9,380,0.1272,0.138,0.1359,NA,JS,CN,18.2,NA,1.98,NA,1.37,NA,0.07,NA,0.636,NA,0.585,NA,2018-08-22T05:00:00Z,2018
11,2018-08-22T06:05:00Z,HL,CMP 955,9.015,8.11,19.3,310,0.1282,0.1371,0.1354,NA,JS,CN,19,NA,1.93,NA,1.23,NA,0.05,NA,0.423,NA,0.392,NA,2018-08-22T06:00:00Z,2018
12,2018-08-21T07:05:00Z,HL,CMP 956,8.897,8.14,19.5,350,0.1298,0.141,0.1389,NA,JS,CN,17.8,NA,1.94,NA,1.2,NA,0.07,NA,0.397,NA,0.376,NA,2018-08-21T07:00:00Z,2018
13,2018-08-21T08:05:00Z,HL,CMP 957,8.987,7.98,17.2,330,0.1309,0.1393,0.1375,NA,JS,CN,19.4,NA,1.97,NA,1.27,NA,0.05,NA,0.399,NA,0.397,NA,2018-08-21T08:00:00Z,2018
14,2018-08-21T09:05:00Z,HL,CMP 958,9.163,7.99,23.6,400,0.1301,0.1454,0.1427,NA,JS,CN,19.6,NA,2.19,NA,1.5,NA,0.03,NA,0.464,NA,0.454,NA,2018-08-21T09:00:00Z,2018
15,2018-08-21T10:05:00Z,HL,CMP 959,9.238,8,30.5,405,0.1286,0.1477,0.1438,NA,JS,CN,20.9,NA,2.42,2.43,1.68,1.68,0.06,0.05,0.545,0.545,0.516,0.521,2018-08-21T10:00:00Z,2018
16,2018-08-21T11:05:00Z,HL,CMP 960,9.403,8.02,32.2,300,0.128,0.1435,0.1406,NA,JS,CN,22.5,22.1,2.44,NA,1.75,NA,0.12,NA,0.597,NA,0.581,NA,2018-08-21T11:00:00Z,2018
17,2018-08-21T12:05:00Z,HL,CMP 961,9.508,8,32.5,375,0.1274,0.1453,0.1424,NA,JS,CN,19.6,NA,2.21,NA,1.52,NA,0.04,NA,0.596,NA,0.592,NA,2018-08-21T12:00:00Z,2018
18,2018-08-21T13:05:00Z,HL,CMP 962,9.889,8.04,27.6,300,0.1282,0.1439,0.1409,NA,JS,CN,19.4,NA,1.96,NA,1.28,NA,0.02,NA,0.606,NA,0.599,NA,2018-08-21T13:00:00Z,2018
19,2018-08-21T14:05:00Z,HL,CMP 963,10,8.13,48.4,360,0.1269,0.157,0.1522,NA,JS,CN,19.8,NA,1.93,NA,1.12,NA,0.03,NA,0.612,NA,0.586,NA,2018-08-21T14:00:00Z,2018
20,2018-08-21T15:05:00Z,HL,CMP 964,9.924,8.04,23.7,370,0.13,0.1442,0.1411,NA,JS,CN,20.5,NA,1.87,NA,1.05,NA,0.02,NA,0.605,NA,0.581,NA,2018-08-21T15:00:00Z,2018
21,2018-08-21T16:05:00Z,HL,CMP 965,9.793,8.01,26.9,415,0.1274,0.1429,0.1397,NA,JS,CN,21.2,NA,1.99,NA,1.15,NA,0.02,NA,0.595,NA,0.561,NA,2018-08-21T16:00:00Z,2018
22,2018-08-21T17:05:00Z,HL,CMP 966,9.348,8,40.4,570,0.1276,0.1578,0.1522,NA,JS,CN,19,NA,2.59,NA,1.85,NA,0.03,NA,0.651,NA,0.623,NA,2018-08-21T17:00:00Z,2018
23,2018-08-21T18:05:00Z,HL,CMP 967,9.178,7.98,52.2,510,0.1279,0.164,0.1576,NA,JS,CN,18.7,NA,2.67,NA,1.92,NA,0.08,NA,0.671,NA,0.589,NA,2018-08-21T18:00:00Z,2018
24,2018-08-21T19:05:00Z,HL,CMP 968,9.161,7.98,43.9,540,0.1307,0.1565,0.1509,NA,JS,CN,17.7,NA,2.43,2.45,1.61,1.64,0.04,0.04,0.544,0.544,0.507,0.507,2018-08-21T19:00:00Z,2018
1,2018-08-21T20:04:00Z,PT,CMP 969,9.257,7.99,243,540,0.1291,0.2332,0.2185,NA,JS,CN,17.1,NA,2.64,NA,1.79,NA,0.02,NA,0.657,NA,0.54,NA,2018-08-21T20:00:00Z,2018
2,2018-08-21T21:04:00Z,PT,CMP 970,9.064,8.02,51.3,520,0.1309,0.1649,0.1582,NA,JS,CN,19.3,18.9,2.56,NA,1.88,NA,0.05,NA,0.632,NA,0.58,NA,2018-08-21T21:00:00Z,2018
3,2018-08-21T22:04:00Z,PT,CMP 971,9.202,8.04,95.3,560,0.1286,0.187,0.1776,NA,JS,CN,18.3,NA,2.59,NA,1.97,NA,0.02,NA,0.828,NA,0.591,NA,2018-08-21T22:00:00Z,2018
4,2018-08-21T23:04:00Z,PT,CMP 972,9.296,8.04,98.9,510,0.1288,0.1862,0.1768,NA,JS,CN,16.4,NA,2.58,NA,1.81,NA,0.03,NA,0.818,NA,0.596,NA,2018-08-21T23:00:00Z,2018
5,2018-08-22T00:04:00Z,PT,CMP 973,9.516,8.02,123,490,0.1328,0.1938,0.1838,NA,JS,CN,14.7,NA,2.49,NA,1.55,NA,0.02,NA,0.925,NA,0.564,NA,2018-08-22T00:00:00Z,2018
6,2018-08-22T01:04:00Z,PT,CMP 974,9.345,8.13,95.5,460,0.1328,0.1835,0.1746,NA,JS,CN,15.3,NA,2.14,NA,1.42,NA,0.04,NA,0.818,NA,0.545,NA,2018-08-22T01:00:00Z,2018
7,2018-08-22T02:04:00Z,PT,CMP 975,9.413,8.05,151,500,0.131,0.2066,0.1947,NA,JS,CN,14.4,NA,2.36,NA,1.52,NA,0.03,NA,0.945,NA,0.57,NA,2018-08-22T02:00:00Z,2018
8,2018-08-22T03:04:00Z,PT,CMP 976,9.232,8.04,202,510,0.1308,0.2272,0.213,NA,JS,CN,14.2,NA,2.54,NA,1.65,NA,0.02,NA,1.092,NA,0.57,NA,2018-08-22T03:00:00Z,2018
9,2018-08-22T04:04:00Z,PT,CMP 977,9.221,8.04,142,520,0.1291,0.2051,0.1936,NA,JS,CN,13.7,NA,2.63,2.67,1.72,1.73,0.04,0.04,1.092,1.072,0.538,0.543,2018-08-22T04:00:00Z,2018
10,2018-08-22T05:04:00Z,PT,CMP 978,9.151,8.05,178,500,0.1298,0.2177,0.2049,NA,JS,CN,14.4,NA,2.59,NA,1.67,NA,0.03,NA,1.062,NA,0.538,NA,2018-08-22T05:00:00Z,2018
11,2018-08-22T06:04:00Z,PT,CMP 979,8.991,7.92,178,510,0.1295,0.2142,0.2015,NA,JS,CN,13.6,NA,2.35,NA,1.51,NA,0.06,NA,0.916,NA,0.478,NA,2018-08-22T06:00:00Z,2018
12,2018-08-21T07:04:00Z,PT,CMP 980,9.003,8.03,149,480,0.1282,0.1684,0.1613,NA,JS,CN,13.9,13.4,2.12,NA,1.37,NA,0.05,NA,0.837,NA,0.445,NA,2018-08-21T07:00:00Z,2018
13,2018-08-21T08:04:00Z,PT,CMP 981,7.867,8.03,182,540,0.1283,0.2162,0.2031,NA,JS,CN,13.3,NA,2.1,NA,1.33,NA,0.06,NA,0.935,NA,0.441,NA,2018-08-21T08:00:00Z,2018
14,2018-08-21T09:04:00Z,PT,CMP 982,9.16,7.99,162,490,0.1286,0.2102,0.1976,Gammy on filter after 60C; exoskeleton still attached after 510C.,JS,CN,12.7,NA,2.28,NA,1.45,NA,0.09,NA,0.965,NA,0.475,NA,2018-08-21T09:00:00Z,2018
15,2018-08-21T10:04:00Z,PT,CMP 983,9.242,7.98,166,590,0.131,0.2189,0.205,NA,JS,CN,13.9,NA,2.49,NA,1.69,NA,0.05,NA,1.072,NA,0.538,NA,2018-08-21T10:00:00Z,2018
16,2018-08-21T11:04:00Z,PT,CMP 984,9.359,7.96,200,520,0.1296,0.2236,0.2085,NA,JS,CN,13.7,NA,2.57,NA,1.62,NA,0.03,NA,1.18,NA,0.569,NA,2018-08-21T11:00:00Z,2018
17,2018-08-21T12:04:00Z,PT,CMP 985,9.414,8.01,166,510,0.1287,0.2225,0.2071,NA,JS,CN,13.8,NA,2.18,NA,1.39,NA,0.02,NA,1.072,NA,0.543,NA,2018-08-21T12:00:00Z,2018
18,2018-08-21T13:04:00Z,PT,CMP 986,9.334,8,84.4,520,0.1301,0.1809,0.1717,NA,JS,CN,14.8,NA,1.97,2.01,1.28,1.29,0.03,0.03,0.818,0.808,0.542,0.543,2018-08-21T13:00:00Z,2018
19,2018-08-21T14:04:00Z,PT,CMP 987,9.459,8.03,84.1,520,0.1308,0.1799,0.1708,NA,JS,CN,14.1,NA,1.89,NA,1.18,NA,0.04,NA,0.749,NA,0.508,NA,2018-08-21T14:00:00Z,2018
20,2018-08-21T15:04:00Z,PT,CMP 988,8.562,8.12,42.1,500,0.1297,0.1581,0.1518,NA,JS,CN,13.7,NA,1.75,NA,1.07,NA,0.04,NA,0.593,NA,0.511,NA,2018-08-21T15:00:00Z,2018
21,2018-08-21T16:04:00Z,PT,CMP 989,9.284,8.01,68.6,520,0.1302,0.1757,0.1674,NA,JS,CN,13.5,NA,1.79,NA,1.05,NA,0.03,NA,0.7,NA,0.516,NA,2018-08-21T16:00:00Z,2018
22,2018-08-21T17:04:00Z,PT,CMP 990,9.342,8.03,177,480,0.1243,0.2116,0.1988,NA,JS,CN,13.8,13.3,2.13,NA,1.29,NA,0.03,NA,1.102,NA,0.537,NA,2018-08-21T17:00:00Z,2018
23,2018-08-21T18:04:00Z,PT,CMP 991,9.283,7.98,247,450,0.1289,0.237,0.2219,NA,JS,CN,13.8,NA,2.5,NA,1.57,NA,0.05,NA,1.287,NA,0.565,NA,2018-08-21T18:00:00Z,2018
24,2018-08-21T19:04:00Z,PT,CMP 992,9.036,8.06,237,540,0.1308,0.2719,0.2552,NA,JS,CN,13.5,NA,2.75,2.78,1.99,1.99,0.05,0.04,1.209,1.209,0.623,0.624,2018-08-21T19:00:00Z,2018
1,2018-09-18T19:17:00Z,FM,CMP 993,8.907,7.55,18.9,480,0.1287,0.1457,0.1409,NA,JS,CN,10.244,NA,0.901,NA,0.161,NA,0.016,NA,0.209,NA,0.033,NA,2018-09-18T19:15:00Z,2018
2,2018-09-18T20:17:00Z,FM,CMP 994,8.98,7.75,28.7,440,0.1285,0.1459,0.1418,NA,JS,CN,9.067,9.16,0.959,NA,0.349,NA,0.017,NA,0.261,NA,0.125,NA,2018-09-18T20:15:00Z,2018
3,2018-09-18T21:17:00Z,FM,CMP 995,9.069,7.9,20.6,570,0.1284,0.1514,0.1465,NA,JS,CN,8.776,NA,1.003,NA,0.575,NA,0.027,NA,0.339,NA,0.215,NA,2018-09-18T21:15:00Z,2018
4,2018-09-18T22:17:00Z,FM,CMP 996,9.168,7.86,27,500,0.1302,0.1507,0.1463,NA,JS,CN,10.564,NA,1.543,NA,0.867,NA,0.05,NA,0.443,NA,0.328,NA,2018-09-18T22:15:00Z,2018
5,2018-09-18T23:17:00Z,FM,CMP 997,9.205,8.03,31.3,510,0.1284,0.1487,0.1443,NA,JS,CN,11.663,NA,1.984,NA,1.056,NA,0.059,NA,0.505,NA,0.399,NA,2018-09-18T23:15:00Z,2018
6,2018-09-19T00:17:00Z,FM,CMP 998,9.17,7.96,19.9,460,0.1293,0.1436,0.14,NA,JS,CN,10.162,NA,1.789,NA,0.839,NA,0.035,NA,0.408,NA,0.321,NA,2018-09-19T00:15:00Z,2018
