Site,Bottle,datetime,Deployment,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL,ID2,datetime_DLS
PT,8,2017-09-12T03:17:00Z,7,CMP 715,7.48,8.3,36,0.661,0.542,0.475,2.28,2.22,0.61,0.02,1.59,8.8,28.5,5.9,715,2017-09-12T03:15:00Z
PT,9,2017-09-12T04:17:00Z,7,CMP 716,7.4,8.3,42.7,0.642,0.504,0.432,2.29,2.13,0.61,0.01,1.51,9.1,41.1,5.9,716,2017-09-12T04:15:00Z
PT,10,2017-09-12T05:17:00Z,7,CMP 717,7.07,8.14,72.3,0.831,0.632,0.591,2.69,2.55,0.69,0.01,1.86,9.6,69.7,9.4,717,2017-09-12T05:15:00Z
PT,11,2017-09-12T06:17:00Z,7,CMP 718,6.93,8.39,75.5,0.769,0.618,0.567,2.55,2.44,0.65,0.01,1.78,10.6,71.7,10.8,718,2017-09-12T06:15:00Z
PT,12,2017-09-11T07:17:00Z,7,CMP 719,6.86,8.22,56.9,0.855,0.66,0.647,2.46,2.36,0.71,0.01,1.64,11,55,8.3,719,2017-09-11T07:15:00Z
PT,13,2017-09-11T08:17:00Z,7,CMP 720,6.79,8.3,55.7,0.753,0.649,0.597,2.27,2.18,0.59,0.01,1.57,10.8,45.1,8.3,720,2017-09-11T08:15:00Z
PT,14,2017-09-11T09:17:00Z,7,CMP 721,6.76,8.22,53.8,0.64,0.525,0.468,2.18,2.1,0.64,0.01,1.45,11.2,43.8,8.3,721,2017-09-11T09:15:00Z
PT,15,2017-09-11T10:17:00Z,7,CMP 722,6.71,8.29,39.9,0.604,0.523,0.459,2.05,1.99,0.6,0.01,1.38,11.4,32.7,5.8,722,2017-09-11T10:15:00Z
PT,16,2017-09-11T11:17:00Z,7,CMP 723,6.74,8.11,41.6,0.726,0.564,0.524,2.2,2.07,0.63,0.02,1.43,11.1,34.8,6.5,723,2017-09-11T11:15:00Z
PT,17,2017-09-11T12:17:00Z,7,CMP 724,6.97,8.21,58.9,0.757,0.679,0.665,2.41,2.24,0.59,0.01,1.63,10.6,43.7,9,724,2017-09-11T12:15:00Z
PT,18,2017-09-11T13:17:00Z,7,CMP 725,6.85,8.39,50.7,0.796,0.734,0.702,2.88,2.73,0.65,0.01,2.07,9.9,43.9,6,725,2017-09-11T13:15:00Z
PT,19,2017-09-11T14:17:00Z,7,CMP 726,6.99,8.37,45.3,0.796,0.733,0.69,2.95,2.7,0.65,0.02,2.03,9.7,41,6.4,726,2017-09-11T14:15:00Z
PT,20,2017-09-11T15:17:00Z,7,CMP 727,6.72,8.22,43.2,0.625,0.554,0.499,2.56,2.44,0.71,0.01,1.72,9.9,39.8,6.1,727,2017-09-11T15:15:00Z
PT,21,2017-09-11T16:17:00Z,7,CMP 728,7.09,8.06,39.7,0.674,0.562,0.481,2.6,2.5,0.68,0.01,1.82,10.3,32.9,5.9,728,2017-09-11T16:15:00Z
PT,22,2017-09-11T17:17:00Z,7,CMP 729,6.98,8.29,39,0.796,0.728,0.677,2.76,2.61,0.72,0.01,1.88,9.7,35.4,6,729,2017-09-11T17:15:00Z
PT,23,2017-09-11T18:17:00Z,7,CMP 730,6.64,8.24,45,0.726,0.603,0.518,2.66,2.55,0.67,0.02,1.86,10.3,41.5,6.7,730,2017-09-11T18:15:00Z
PT,24,2017-09-11T19:17:00Z,7,CMP 731,6.62,8.31,52.3,0.733,0.618,0.539,2.44,2.33,0.65,0.01,1.66,10.9,47.5,7.8,731,2017-09-11T19:15:00Z
PT,1,2017-09-18T18:18:00Z,8,CMP 804,7.5,8.16,129.8,0.997,0.503,0.389,2.37,2.06,0.72,0.02,1.33,11.6,121,17.3,804,2017-09-18T18:15:00Z
PT,2,2017-09-18T19:18:00Z,8,CMP 805,7.44,8.13,126,1.07,0.585,0.462,2.91,2.56,0.62,0.02,1.92,10.5,108.4,11.1,805,2017-09-18T19:15:00Z
PT,3,2017-09-18T20:18:00Z,8,CMP 806,7.59,8.01,101,0.911,0.52,0.418,2.71,2.36,0.6,0.01,1.75,9.6,89.4,10.4,806,2017-09-18T20:15:00Z
PT,4,2017-09-18T21:18:00Z,8,CMP 807,7.79,8.02,89.1,0.714,0.443,0.376,2.4,2.02,0.58,0.01,1.44,9.3,81,9.8,807,2017-09-18T21:15:00Z
PT,5,2017-09-18T22:18:00Z,8,CMP 808,7.82,8.09,62,0.628,0.419,0.352,2.28,2.05,0.64,0.02,1.39,9,61.6,7.5,808,2017-09-18T22:15:00Z
PT,6,2017-09-18T23:18:00Z,8,CMP 809,7.73,8.07,49.3,0.585,0.465,0.352,2.34,2.17,0.64,0.02,1.51,9.3,45.4,6.5,809,2017-09-18T23:15:00Z
PT,7,2017-09-19T00:18:00Z,8,CMP 810,7.53,8.09,72,0.726,0.541,0.454,2.61,2.46,0.68,0.01,1.78,9.7,68,10.9,810,2017-09-19T00:15:00Z
PT,8,2017-09-19T01:18:00Z,8,CMP 811,7.46,8.04,84.4,0.812,0.56,0.432,2.53,2.37,0.74,0,1.62,10.6,80.1,10.9,811,2017-09-19T01:15:00Z
PT,9,2017-09-19T02:18:00Z,8,CMP 812,7.38,8.06,70.7,0.791,0.627,0.588,2.32,2.18,0.86,0.01,1.31,11.3,66.4,9,812,2017-09-19T02:15:00Z
PT,10,2017-09-19T03:18:00Z,8,CMP 813,7.32,8.1,55.2,0.788,0.621,0.597,2.2,2.07,0.84,0.01,1.22,11.8,52.9,7.3,813,2017-09-19T03:15:00Z
PT,11,2017-09-19T04:18:00Z,8,CMP 814,7.35,8.14,50.5,0.733,0.513,0.382,2.29,2.16,0.97,0.01,1.19,11.9,48.3,7.7,814,2017-09-19T04:15:00Z
PT,12,2017-09-19T05:18:00Z,8,CMP 815,7.44,8.18,60.7,0.763,0.524,0.407,2.5,2.38,0.87,0.01,1.5,10.8,41.1,9.1,815,2017-09-19T05:15:00Z
PT,13,2017-09-19T06:18:00Z,8,CMP 816,7.49,8.08,66,0.745,0.545,0.436,2.64,2.51,0.75,0.02,1.74,10.2,58.4,10,816,2017-09-19T06:15:00Z
PT,14,2017-09-18T07:18:00Z,8,CMP 817,7.63,8.01,78.4,0.751,0.489,0.352,2.58,2.34,0.7,0,1.64,9.8,77.6,11.6,817,2017-09-18T07:15:00Z
PT,15,2017-09-18T08:18:00Z,8,CMP 818,7.82,7.96,105.6,0.819,0.438,0.374,2.66,2.12,0.68,0.03,1.41,9.2,95.8,17.2,818,2017-09-18T08:15:00Z
PT,16,2017-09-18T09:18:00Z,8,CMP 819,7.96,8.02,68.3,0.616,0.396,0.272,2.41,2.05,0.71,0.02,1.32,8.7,67.7,10.3,819,2017-09-18T09:15:00Z
PT,17,2017-09-18T10:18:00Z,8,CMP 820,8.01,8.04,49.4,0.628,0.372,0.284,2.41,1.93,0.65,0.02,1.26,8.6,44.9,6.4,820,2017-09-18T10:15:00Z
PT,18,2017-09-18T11:18:00Z,8,CMP 821,7.87,7.97,68.9,0.757,0.425,0.315,2.37,2.11,0.64,0.03,1.44,9,66,10.9,821,2017-09-18T11:15:00Z
PT,19,2017-09-18T12:18:00Z,8,CMP 822,7.65,7.96,95,0.978,0.498,0.442,2.85,2.27,0.67,0.01,1.59,9.6,93.2,14.3,822,2017-09-18T12:15:00Z
PT,20,2017-09-18T13:18:00Z,8,CMP 823,7.51,7.96,100,0.868,0.538,0.425,2.5,2.3,0.75,0.01,1.54,10.9,92.9,15.6,823,2017-09-18T13:15:00Z
PT,21,2017-09-18T14:18:00Z,8,CMP 824,7.38,7.98,78.1,0.88,0.504,0.456,2.54,2.35,1.01,0.01,1.33,11.7,75.9,12,824,2017-09-18T14:15:00Z
PT,22,2017-09-18T15:18:00Z,8,CMP 825,7.3,8.06,77.1,0.868,0.513,0.438,2.26,2.14,0.91,0.03,1.19,11.8,70.5,13.6,825,2017-09-18T15:15:00Z
PT,23,2017-09-18T16:18:00Z,8,CMP 826,7.22,8.18,90.7,0.923,0.498,0.475,2.08,1.97,0.91,0.01,1.05,12.1,90.7,14.1,826,2017-09-18T16:15:00Z
PT,24,2017-09-18T17:18:00Z,8,CMP 827,7.15,8,56.8,0.729,0.49,0.456,2.27,2.02,1.01,0.01,1.01,12.8,47.5,10,827,2017-09-18T17:15:00Z
