Site,Bottle,datetime,Deployment,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL,ID2,datetime_DLS
HL,20,2017-06-28T10:56:00Z,2,CMP 219,2.27,8.23,93.5,1.068,0.743,0.649,3.01,2.93,0.75,0.06,2.12,15.5,72.7,12,219,2017-06-28T11:00:00Z
HL,21,2017-06-28T11:56:00Z,2,CMP 220,2.25,8.24,101,1.011,0.699,0.604,3.06,2.83,0.82,0.06,1.95,14.5,93.5,11.6,220,2017-06-28T12:00:00Z
HL,22,2017-06-28T12:56:00Z,2,CMP 221,2.2,8.25,102,1.001,0.648,0.56,2.96,2.62,0.68,0.06,1.88,14.7,97.1,8.1,221,2017-06-28T13:00:00Z
HL,23,2017-06-28T13:56:00Z,2,CMP 222,2.2,8.2,99,1.144,0.617,0.528,2.67,2.57,0.75,0.05,1.77,13.8,81.9,11.8,222,2017-06-28T14:00:00Z
HL,24,2017-06-28T14:56:00Z,2,CMP 223,2.22,8.21,99,0.935,0.61,0.54,2.62,2.48,0.69,0.05,1.74,13.4,75.9,10.3,223,2017-06-28T15:00:00Z
HL,1,2017-07-18T20:15:00Z,3,CMP 276,2.76,8.3,53.3,0.919,0.797,0.764,3.84,3.05,0.92,0.01,2.12,14.5,51.5,8.8,276,2017-07-18T20:15:00Z
HL,2,2017-07-18T21:15:00Z,3,CMP 277,2.74,8.39,59,0.878,0.742,0.687,4.05,2.74,0.86,0.02,1.87,13.7,54.7,8.6,277,2017-07-18T21:15:00Z
HL,3,2017-07-18T22:15:00Z,3,CMP 278,2.84,8.37,46.9,0.951,0.81,0.747,3.5,2.72,0.95,0.01,1.76,15.3,38.5,7.8,278,2017-07-18T22:15:00Z
HL,4,2017-07-18T23:15:00Z,3,CMP 279,2.92,8.33,49.2,0.859,0.736,0.701,3.13,2.69,0.76,0.01,1.91,15.4,44.6,9.8,279,2017-07-18T23:15:00Z
HL,5,2017-07-19T00:15:00Z,3,CMP 280,2.98,8.28,44.6,0.868,0.716,0.683,2.97,2.44,0.79,0.01,1.64,15.8,30.4,7,280,2017-07-19T00:15:00Z
HL,6,2017-07-19T01:15:00Z,3,CMP 281,2.85,8.48,60.3,0.933,0.773,0.729,3.16,2.99,0.74,0.01,2.24,14.6,59,10.1,281,2017-07-19T01:15:00Z
HL,7,2017-07-19T02:15:00Z,3,CMP 282,2.78,8.45,62.6,0.988,0.81,0.772,3.45,2.72,0.74,0.01,1.98,14.3,59.3,10.9,282,2017-07-19T02:15:00Z
HL,8,2017-07-19T03:15:00Z,3,CMP 283,2.74,8.38,69.1,0.951,0.742,0.712,3.48,2.67,0.75,0.03,1.89,13.7,65.8,10.9,283,2017-07-19T03:15:00Z
HL,9,2017-07-19T04:15:00Z,3,CMP 284,2.76,8.37,63.1,0.851,0.66,0.627,3.64,2.92,0.61,0.03,2.28,13,62.6,10.2,284,2017-07-19T04:15:00Z
HL,10,2017-07-19T05:15:00Z,3,CMP 285,2.76,8.34,63,0.776,0.6,0.571,3.13,2.69,0.58,0.03,2.08,12.7,57.9,8.2,285,2017-07-19T05:15:00Z
HL,11,2017-07-19T06:15:00Z,3,CMP 286,2.76,8.35,57.7,0.684,0.552,0.518,3.06,2.46,0.56,0.02,1.88,12,54.4,10.2,286,2017-07-19T06:15:00Z
HL,12,2017-07-18T07:15:00Z,3,CMP 287,2.79,8.34,45.7,0.62,0.495,0.432,2.95,2.26,0.55,0.01,1.69,11.5,45,9.1,287,2017-07-18T07:15:00Z
HL,13,2017-07-18T08:15:00Z,3,CMP 288,2.72,8.31,47.5,0.721,0.558,0.519,3.18,2.53,0.57,0.05,1.9,13.2,47,8.1,288,2017-07-18T08:15:00Z
HL,14,2017-07-18T09:15:00Z,3,CMP 289,2.75,8.33,63.3,0.85,0.638,0.609,3.38,2.79,0.57,0.03,2.18,13.9,59.8,10.2,289,2017-07-18T09:15:00Z
HL,15,2017-07-18T10:15:00Z,3,CMP 290,2.76,8.33,66.7,0.965,0.791,0.679,3.29,2.48,0.71,0.05,1.72,15.5,57,10.5,290,2017-07-18T10:15:00Z
HL,16,2017-07-18T11:15:00Z,3,CMP 291,2.82,8.33,51.5,0.896,0.758,0.69,3.25,3.07,0.64,0.02,2.41,15.4,50.5,8.6,291,2017-07-18T11:15:00Z
HL,17,2017-07-18T12:15:00Z,3,CMP 292,2.88,8.33,65.4,0.951,0.73,0.701,3.15,2.86,0.7,0.03,2.13,16.6,55.2,8.4,292,2017-07-18T12:15:00Z
HL,18,2017-07-18T13:15:00Z,3,CMP 293,2.95,8.32,62.7,0.942,0.758,0.706,2.93,2.66,0.76,0.05,1.86,17.4,61.7,10.1,293,2017-07-18T13:15:00Z
HL,19,2017-07-18T14:15:00Z,3,CMP 294,3.01,8.35,57.4,0.887,0.732,0.703,2.88,2.38,0.79,0.03,1.56,17,54.6,9.1,294,2017-07-18T14:15:00Z
HL,20,2017-07-18T15:15:00Z,3,CMP 295,3.04,8.32,53.1,0.841,0.724,0.686,2.58,2.35,0.85,0.03,1.47,17.1,50.8,8.3,295,2017-07-18T15:15:00Z
HL,21,2017-07-18T16:15:00Z,3,CMP 296,2.95,8.32,67.6,0.951,0.741,0.712,3.2,2.93,0.98,0.04,1.91,16.5,64.1,10.3,296,2017-07-18T16:15:00Z
HL,22,2017-07-18T17:15:00Z,3,CMP 297,2.75,8.34,77.1,1.117,0.923,0.893,3.85,3.47,0.92,0.06,2.49,15.6,58.3,8.6,297,2017-07-18T17:15:00Z
HL,23,2017-07-18T18:15:00Z,3,CMP 298,2.76,8.29,78.7,0.988,0.804,0.755,3.85,3.08,1.04,0.04,2.01,14.8,67.3,9.7,298,2017-07-18T18:15:00Z
HL,24,2017-07-18T19:15:00Z,3,CMP 299,2.77,8.34,66.6,0.896,0.699,0.659,3.52,3.19,0.8,0.04,2.35,13.9,56.8,8.2,299,2017-07-18T19:15:00Z
HL,1,2017-07-26T17:45:00Z,4,CMP 420,3.35,8.2,102,1.025,0.659,0.639,1.89,1.26,0.93,0.01,0.32,13.8,85.7,12,420,2017-07-26T17:45:00Z
HL,2,2017-07-26T18:45:00Z,4,CMP 421,3.43,8.28,66,0.887,0.708,0.656,1.48,1.31,1.03,0,0.28,14.9,65.4,9.7,421,2017-07-26T18:45:00Z
HL,3,2017-07-26T19:45:00Z,4,CMP 422,3.49,8.36,55.3,0.924,0.696,0.648,1.52,1.38,1.13,0.01,0.24,15.1,53,8.7,422,2017-07-26T19:45:00Z
HL,4,2017-07-26T20:45:00Z,4,CMP 423,3.39,8.28,69.7,0.878,0.665,0.64,1.55,1.34,1.04,0.01,0.3,14.2,60.3,9.5,423,2017-07-26T20:45:00Z
HL,5,2017-07-26T21:45:00Z,4,CMP 424,3.51,8.24,41.5,0.804,0.665,0.633,1.7,1.39,1.16,0.01,0.22,15.2,39.5,7.1,424,2017-07-26T21:45:00Z
HL,6,2017-07-26T22:45:00Z,4,CMP 425,3.28,8.25,139,1.126,0.745,0.638,2.32,1.39,0.92,0.01,0.46,13.2,105,14.1,425,2017-07-26T22:45:00Z
HL,7,2017-07-26T23:45:00Z,4,CMP 426,3.38,8.23,139,1.204,0.749,0.717,1.98,1.3,0.9,0.02,0.39,12.2,109,15.1,426,2017-07-26T23:45:00Z
HL,8,2017-07-27T00:45:00Z,4,CMP 427,3.53,8.22,120,0.99,0.653,0.617,1.89,1.18,0.83,0.01,0.35,11.9,101.9,15.2,427,2017-07-27T00:45:00Z
HL,9,2017-07-27T01:45:00Z,4,CMP 428,3.58,8.27,78.7,0.808,0.613,0.596,1.86,1.07,0.72,0.01,0.34,11.5,76,10.6,428,2017-07-27T01:45:00Z
HL,10,2017-07-27T02:45:00Z,4,CMP 429,3.57,8.23,65.9,0.804,0.548,0.524,1.91,1.1,0.76,0.01,0.33,11.8,60.3,8.3,429,2017-07-27T02:45:00Z
HL,11,2017-07-27T03:45:00Z,4,CMP 430,3.5,8.19,60.6,0.739,0.563,0.516,1.84,1.12,0.79,0.01,0.32,12,58.5,9.4,430,2017-07-27T03:45:00Z
HL,12,2017-07-27T04:45:00Z,4,CMP 431,3.39,8.3,80.7,0.878,0.572,0.543,2.14,1.34,0.96,0.01,0.38,12.3,73.8,11.9,431,2017-07-27T04:45:00Z
HL,13,2017-07-27T05:45:00Z,4,CMP 432,3.35,8.24,71.6,0.942,0.651,0.629,1.98,1.36,0.95,0.01,0.4,12.3,68.8,9.8,432,2017-07-27T05:45:00Z
HL,14,2017-07-27T06:45:00Z,4,CMP 433,3.35,8.19,70.2,1.016,0.704,0.683,2.24,1.46,1.06,0.01,0.39,13.6,70.7,11,433,2017-07-27T06:45:00Z
HL,15,2017-07-26T07:45:00Z,4,CMP 434,3.41,8.29,45.4,0.85,0.728,0.678,2.14,1.32,0.98,0,0.34,13.6,44.9,7.4,434,2017-07-26T07:45:00Z
HL,16,2017-07-26T08:45:00Z,4,CMP 435,3.38,8.25,58.5,0.905,0.739,0.675,2.09,1.41,1.07,0,0.34,13.6,56,10.2,435,2017-07-26T08:45:00Z
HL,17,2017-07-26T09:45:00Z,4,CMP 436,3.34,8.26,61.1,0.924,0.667,0.659,2.05,1.37,0.97,0.01,0.39,12.7,51.9,9.4,436,2017-07-26T09:45:00Z
HL,18,2017-07-26T10:45:00Z,4,CMP 437,3.4,8.27,85.2,0.896,0.609,0.561,2.05,1.32,0.93,0.02,0.37,11.7,78,10.9,437,2017-07-26T10:45:00Z
HL,19,2017-07-26T11:45:00Z,4,CMP 438,3.41,8.19,92.7,0.868,0.564,0.561,2.14,1.36,1.01,0,0.35,11.7,81.9,12.1,438,2017-07-26T11:45:00Z
HL,20,2017-07-26T12:45:00Z,4,CMP 439,3.63,8.22,84.6,0.776,0.528,0.514,1.77,1.12,0.8,0.02,0.3,11,74,10.7,439,2017-07-26T12:45:00Z
HL,21,2017-07-26T13:45:00Z,4,CMP 440,3.73,8.14,63.1,0.656,0.493,0.475,1.24,1.09,0.77,0.01,0.31,11,56.5,8.4,440,2017-07-26T13:45:00Z
HL,22,2017-07-26T14:45:00Z,4,CMP 441,3.58,8.21,71.8,0.712,0.475,0.454,1.57,1.14,0.8,0.04,0.31,11,59.1,9.7,441,2017-07-26T14:45:00Z
HL,23,2017-07-26T15:45:00Z,4,CMP 442,3.49,8.22,80.1,0.878,0.591,0.523,2.14,1.22,0.84,0.04,0.34,11.3,75.1,11.4,442,2017-07-26T15:45:00Z
HL,24,2017-07-26T16:45:00Z,4,CMP 443,3.41,8.19,82.9,0.924,0.628,0.609,2.21,1.19,0.83,0.02,0.34,12.8,75.5,11.2,443,2017-07-26T16:45:00Z
HL,1,2017-08-22T19:18:00Z,5,CMP 516,5.98,8.31,66.5,0.892,0.649,0.571,2.36,2.14,1.2,0,0.93,17,64.8,9.4,516,2017-08-22T19:15:00Z
HL,2,2017-08-22T20:18:00Z,5,CMP 517,5.69,8.32,98.3,1.126,0.808,0.703,3.22,2.7,0.87,0,1.84,15.2,92.2,12.2,517,2017-08-22T20:15:00Z
HL,3,2017-08-22T21:18:00Z,5,CMP 518,6.03,8.28,138,1.133,0.753,0.654,3.22,2.74,0.86,0,1.87,16.4,118.6,14.4,518,2017-08-22T21:15:00Z
HL,4,2017-08-22T22:18:00Z,5,CMP 519,6.22,8.21,116,0.929,0.598,0.563,2.74,2.32,0.7,0,1.62,13.4,98.9,11.6,519,2017-08-22T22:15:00Z
HL,5,2017-08-22T23:18:00Z,5,CMP 520,6.55,8.27,95.6,0.837,0.532,0.507,2.58,2.11,0.66,0,1.45,12.4,88.5,12.5,520,2017-08-22T23:15:00Z
HL,6,2017-08-23T00:18:00Z,5,CMP 521,6.56,8.24,89.3,0.819,0.532,0.498,2.53,2.1,0.66,0.01,1.43,12.8,87.7,11.7,521,2017-08-23T00:15:00Z
HL,7,2017-08-23T01:18:00Z,5,CMP 522,6.45,8.32,79.2,0.788,0.618,0.531,2.55,2.3,0.8,0,1.5,15.9,79.5,10.9,522,2017-08-23T01:15:00Z
HL,8,2017-08-23T02:18:00Z,5,CMP 523,6.2,8.28,73.2,0.917,0.636,0.604,2.83,2.38,0.69,0,1.69,13.3,71.2,9.1,523,2017-08-23T02:15:00Z
HL,9,2017-08-23T03:18:00Z,5,CMP 524,5.86,8.3,76.8,1.021,0.741,0.671,3.08,2.59,0.74,0,1.85,14,68.6,9.6,524,2017-08-23T03:15:00Z
HL,10,2017-08-23T04:18:00Z,5,CMP 525,5.83,8.31,69.7,0.978,0.735,0.662,2.94,2.49,0.91,0,1.58,15.4,63.6,9.5,525,2017-08-23T04:15:00Z
HL,11,2017-08-23T05:18:00Z,5,CMP 526,5.96,8.38,50.1,0.861,0.741,0.619,2.67,2.33,1.01,0,1.31,15.3,47.5,7.5,526,2017-08-23T05:15:00Z
HL,12,2017-08-23T06:18:00Z,5,CMP 527,5.9,8.37,51.6,0.818,0.698,0.601,2.62,2.22,1.02,0,1.2,16.7,49.3,7.3,527,2017-08-23T06:15:00Z
HL,13,2017-08-22T07:18:00Z,5,CMP 528,5.75,8.33,71.1,0.858,0.676,0.635,2.84,2.5,0.95,0,1.55,18.1,70.6,8.8,528,2017-08-22T07:15:00Z
HL,14,2017-08-22T08:18:00Z,5,CMP 529,6.11,8.35,78.3,0.874,0.658,0.623,2.83,2.43,0.71,0,1.72,13.7,74.6,10,529,2017-08-22T08:15:00Z
HL,15,2017-08-22T09:18:00Z,5,CMP 530,6.39,8.29,109,0.839,0.618,0.563,2.73,2.26,0.64,0,1.63,13,89.9,10.8,530,2017-08-22T09:15:00Z
HL,16,2017-08-22T10:18:00Z,5,CMP 531,6.68,8.34,109,0.79,0.538,0.495,2.49,2.08,0.64,0,1.44,12.2,80.6,10.7,531,2017-08-22T10:15:00Z
HL,17,2017-08-22T11:18:00Z,5,CMP 532,6.97,8.2,83.8,0.652,0.486,0.44,2.29,1.96,0.67,0,1.28,11.2,65.5,8.5,532,2017-08-22T11:15:00Z
HL,18,2017-08-22T12:18:00Z,5,CMP 533,7.13,8.24,85.5,0.585,0.452,0.411,2.22,1.87,0.67,0.02,1.17,11.2,81.9,9.8,533,2017-08-22T12:15:00Z
HL,19,2017-08-22T13:18:00Z,5,CMP 534,6.86,8.23,73.6,0.64,0.501,0.466,2.35,2.06,0.73,0,1.34,11.7,70.4,9.1,534,2017-08-22T13:15:00Z
HL,20,2017-08-22T14:18:00Z,5,CMP 535,6.42,8.23,106,0.894,0.649,0.546,2.67,2.26,0.73,0,1.53,12.7,99.8,12.3,535,2017-08-22T14:15:00Z
HL,21,2017-08-22T15:18:00Z,5,CMP 536,6.15,8.33,108,0.9,0.655,0.602,2.81,2.32,0.71,0,1.61,13.6,103,13.9,536,2017-08-22T15:15:00Z
HL,22,2017-08-22T16:18:00Z,5,CMP 537,5.98,8.33,106.2,0.914,0.71,0.615,2.85,2.33,0.91,0,1.41,14.5,103,12.7,537,2017-08-22T16:15:00Z
HL,23,2017-08-22T17:18:00Z,5,CMP 538,5.95,8.33,65.2,0.886,0.649,0.601,2.47,2.1,0.96,0,1.14,15.7,62.2,8.4,538,2017-08-22T17:15:00Z
HL,24,2017-08-22T18:18:00Z,5,CMP 539,5.98,8.43,66.4,0.843,0.618,0.585,2.44,2.1,1.13,0,0.96,16.4,55.7,9.4,539,2017-08-22T18:15:00Z
HL,1,2017-08-30T20:12:00Z,6,CMP 660,6.33,8.44,21.3,0.879,0.644,0.567,2.99,2.86,0.73,0.04,2.09,10.1,20.6,3.2,660,2017-08-30T20:15:00Z
HL,2,2017-08-30T21:12:00Z,6,CMP 661,6.24,8.45,23.9,0.862,0.674,0.585,3.01,2.72,0.51,0.06,2.16,10.2,22.8,3.8,661,2017-08-30T21:15:00Z
HL,3,2017-08-30T22:12:00Z,6,CMP 662,6.05,8.47,25.4,0.935,0.671,0.591,2.98,2.81,0.63,0.04,2.14,10.4,20.8,4,662,2017-08-30T22:15:00Z
HL,4,2017-08-30T23:12:00Z,6,CMP 663,6.19,8.48,25.9,0.874,0.717,0.683,2.82,2.64,0.54,0.03,2.07,10.1,24.9,3.6,663,2017-08-30T23:15:00Z
HL,5,2017-08-31T00:12:00Z,6,CMP 664,6.25,8.45,26.4,0.935,0.687,0.659,2.94,2.81,0.71,0.04,2.05,10.1,25.8,4.1,664,2017-08-31T00:15:00Z
HL,6,2017-08-31T01:12:00Z,6,CMP 665,6.31,8.47,32.6,0.966,0.706,0.677,2.95,2.72,0.69,0.03,2,9.9,28.4,4.7,665,2017-08-31T01:15:00Z
HL,7,2017-08-31T02:12:00Z,6,CMP 666,6.38,8.45,38.5,0.902,0.623,0.554,2.73,2.67,0.68,0.04,1.95,9.9,35.2,4.5,666,2017-08-31T02:15:00Z
HL,8,2017-08-31T03:12:00Z,6,CMP 667,6.54,8.42,27.2,0.794,0.576,0.499,2.49,2.4,0.55,0.03,1.82,7.8,24.4,4.3,667,2017-08-31T03:15:00Z
HL,9,2017-08-31T04:12:00Z,6,CMP 668,6.74,8.42,24.9,0.733,0.515,0.425,2.33,2.17,0.49,0.03,1.65,9.5,21.5,3.6,668,2017-08-31T04:15:00Z
HL,10,2017-08-31T05:12:00Z,6,CMP 669,6.9,8.42,25.6,0.64,0.464,0.376,2.2,2,0.48,0.02,1.5,8.9,20.5,3.6,669,2017-08-31T05:15:00Z
HL,11,2017-08-31T06:12:00Z,6,CMP 670,6.79,8.4,22.7,0.64,0.45,0.389,2.15,2,0.51,0.03,1.47,8.6,19.6,3.7,670,2017-08-31T06:15:00Z
HL,12,2017-08-30T07:12:00Z,6,CMP 671,6.76,8.44,28.8,0.714,0.512,0.413,2.3,2.16,0.5,0.02,1.65,9.1,23,4,671,2017-08-30T07:15:00Z
HL,13,2017-08-30T08:12:00Z,6,CMP 672,6.4,8.44,25.1,0.8,0.56,0.499,2.52,2.45,0.62,0.02,1.81,9.1,18.9,4.3,672,2017-08-30T08:15:00Z
HL,14,2017-08-30T09:12:00Z,6,CMP 673,6.38,8.46,33.6,0.871,0.622,0.524,2.67,2.58,0.63,0.02,1.93,10.6,31.4,5.2,673,2017-08-30T09:15:00Z
HL,15,2017-08-30T10:12:00Z,6,CMP 674,6.17,8.45,41.5,0.862,0.617,0.511,2.56,2.47,0.61,0.03,1.83,10.1,39.2,6,674,2017-08-30T10:15:00Z
HL,16,2017-08-30T11:12:00Z,6,CMP 675,6.31,8.45,44.3,0.843,0.609,0.511,2.25,2.19,0.67,0.02,1.51,10.8,41.7,6.3,675,2017-08-30T11:15:00Z
