Site,Bottle,datetime,Deployment,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL,ID2,datetime_DLS
FM,7,2017-09-12T22:29:00Z,7,CMP 762,8.3,8.03,71.4,0.456,0.248,0.173,1.42,1.32,0.57,0.02,0.73,7.1,65.1,8.8,762,2017-09-12T22:30:00Z
FM,8,2017-09-12T23:29:00Z,7,CMP 763,8.02,8.05,45.7,0.438,0.317,0.216,1.68,1.46,0.57,0.02,0.87,8.3,38.6,6,763,2017-09-12T23:30:00Z
FM,9,2017-09-13T00:29:00Z,7,CMP 764,8.02,8.07,36.5,0.403,0.332,0.198,1.62,1.46,0.58,0.01,0.86,9.3,31.6,6.1,764,2017-09-13T00:30:00Z
FM,10,2017-09-13T01:29:00Z,7,CMP 765,8.12,8.01,144.7,0.69,0.328,0.229,1.58,1.45,0.65,0.01,0.8,10,122,16.5,765,2017-09-13T01:30:00Z
FM,11,2017-09-13T02:29:00Z,7,CMP 766,8.26,8.02,178.6,0.929,0.323,0.284,1.73,1.58,0.84,0.01,0.73,11.1,151.2,25,766,2017-09-13T02:30:00Z
FM,12,2017-09-13T03:29:00Z,7,CMP 767,8.4,8.07,173,0.793,0.316,0.204,1.56,1.45,0.73,0.04,0.68,11.8,152.2,27.6,767,2017-09-13T03:30:00Z
FM,13,2017-09-13T04:29:00Z,7,CMP 768,8.32,7.91,149.4,0.69,0.322,0.247,1.58,1.38,0.65,0.01,0.71,11.7,137.4,23.6,768,2017-09-13T04:30:00Z
FM,14,2017-09-13T05:29:00Z,7,CMP 769,7.69,8.15,65.3,0.591,0.462,0.352,1.91,1.77,0.51,0.01,1.26,9.2,61.9,9.2,769,2017-09-13T05:30:00Z
FM,15,2017-09-13T06:29:00Z,7,CMP 770,7.69,8.1,48.2,0.579,0.446,0.345,2.07,1.77,0.52,0.01,1.24,9,41.6,6.4,770,2017-09-13T06:30:00Z
FM,16,2017-09-13T07:29:00Z,7,CMP 771,8.14,7.96,90.2,0.456,0.301,0.235,1.65,1.52,0.69,0.01,0.83,11.8,54.4,7.2,771,2017-09-13T07:30:00Z
FM,17,2017-09-13T08:29:00Z,7,CMP 772,8.31,7.96,124,0.358,0.177,0.1,1.27,1.13,0.63,0.01,0.5,10.6,104.9,13.7,772,2017-09-13T08:30:00Z
FM,18,2017-09-13T09:29:00Z,7,CMP 773,8.39,7.88,151.5,0.45,0.12,0.044,1.13,0.93,0.59,0.01,0.32,9.1,153.7,17.5,773,2017-09-13T09:30:00Z
FM,19,2017-09-13T10:29:00Z,7,CMP 774,8.34,7.92,61.1,0.278,0.162,0.1,1.2,1.1,0.63,0.01,0.46,9.6,49.8,6.9,774,2017-09-13T10:30:00Z
FM,20,2017-09-13T11:29:00Z,7,CMP 775,8.22,7.97,93.3,0.407,0.25,0.18,1.44,1.38,0.68,0.01,0.68,10.6,90.5,12.2,775,2017-09-13T11:30:00Z
FM,21,2017-09-13T12:29:00Z,7,CMP 776,8.02,8,100.4,0.518,0.35,0.281,1.8,1.66,0.72,0.01,0.93,11.5,98.1,12.8,776,2017-09-13T12:30:00Z
FM,22,2017-09-13T13:29:00Z,7,CMP 777,7.8,8.08,354,1.574,0.416,0.29,2.11,1.87,0.7,0.01,1.17,11.1,303.1,45.1,777,2017-09-13T13:30:00Z
FM,23,2017-09-13T14:29:00Z,7,CMP 778,7.81,8.02,225,1.027,0.419,0.376,2.02,1.92,0.72,0.01,1.19,11.2,218.7,26.2,778,2017-09-13T14:30:00Z
FM,24,2017-09-13T15:29:00Z,7,CMP 779,8.11,8.03,93,0.536,0.304,0.21,1.55,1.46,0.61,0.01,0.84,10.8,84.2,14.1,779,2017-09-13T15:30:00Z
FM,1,2017-09-19T13:15:00Z,8,CMP 876,8.66,7.91,114.6,0.475,0.136,0.069,1.28,0.95,0.55,0.02,0.38,7.5,98.9,14.6,876,2017-09-19T13:15:00Z
FM,2,2017-09-19T14:15:00Z,8,CMP 877,8.63,7.9,125.8,0.413,0.073,0.026,0.95,0.71,0.5,0.01,0.21,6.2,113,15.7,877,2017-09-19T14:15:00Z
FM,3,2017-09-19T15:15:00Z,8,CMP 878,8.62,7.85,76.6,0.318,0.063,0.02,0.97,0.72,0.52,0.02,0.18,6.4,56.5,9.7,878,2017-09-19T15:15:00Z
FM,4,2017-09-19T16:15:00Z,8,CMP 879,8.63,7.86,60.5,0.321,0.089,0.032,1.07,0.77,0.48,0.01,0.28,6.5,41.5,8,879,2017-09-19T16:15:00Z
FM,5,2017-09-19T17:15:00Z,8,CMP 880,8.58,7.91,57.9,0.358,0.17,0.087,1.18,1.06,0.55,0.01,0.49,7.7,39.9,8.2,880,2017-09-19T17:15:00Z
FM,6,2017-09-19T18:15:00Z,8,CMP 881,8.42,8.03,52.3,0.505,0.289,0.198,1.59,1.43,0.6,0.01,0.82,8.9,31.4,7.9,881,2017-09-19T18:15:00Z
FM,7,2017-09-19T19:15:00Z,8,CMP 882,8.26,8.1,48.4,0.493,0.372,0.266,1.75,1.58,0.53,0.01,1.04,9.3,32.4,7.1,882,2017-09-19T19:15:00Z
FM,8,2017-09-19T20:15:00Z,8,CMP 883,8.42,8.15,44.2,0.562,0.361,0.309,1.71,1.61,0.61,0.01,0.98,9.6,31.8,7.1,883,2017-09-19T20:15:00Z
FM,9,2017-09-19T21:15:00Z,8,CMP 884,8.55,8.09,43.7,0.504,0.305,0.229,1.56,1.5,0.58,0.01,0.9,10.2,34.5,6.6,884,2017-09-19T21:15:00Z
FM,10,2017-09-19T22:15:00Z,8,CMP 885,8.4,8.1,53.5,0.516,0.298,0.21,1.64,1.56,0.61,0.02,0.93,9.7,43.7,8,885,2017-09-19T22:15:00Z
FM,11,2017-09-19T23:15:00Z,8,CMP 886,8.08,8.13,52.2,0.591,0.411,0.352,2.01,1.86,0.61,0.02,1.23,8.8,51.7,6.9,886,2017-09-19T23:15:00Z
FM,12,2017-09-20T00:15:00Z,8,CMP 887,8.33,8.14,58,0.514,0.329,0.204,1.63,1.53,0.53,0.01,0.98,8.9,46.8,9.4,887,2017-09-20T00:15:00Z
FM,13,2017-09-20T01:15:00Z,8,CMP 888,8.62,7.96,145.3,0.518,0.106,0.044,0.92,0.79,0.42,0.01,0.36,6.7,129,19,888,2017-09-20T01:15:00Z
FM,14,2017-09-20T02:15:00Z,8,CMP 889,8.57,7.97,83.2,0.302,0.065,0.02,0.92,0.71,0.46,0,0.24,5.8,74.1,10.4,889,2017-09-20T02:15:00Z
FM,15,2017-09-20T03:15:00Z,8,CMP 890,8.51,7.93,45.9,0.272,0.12,0.038,1.04,0.92,0.51,0.01,0.41,6.5,36.8,6.3,890,2017-09-20T03:15:00Z
FM,16,2017-09-20T04:15:00Z,8,CMP 891,8.55,7.89,41.7,0.223,0.079,0.038,0.93,0.73,0.45,0.02,0.27,6.1,33.3,6.1,891,2017-09-20T04:15:00Z
FM,17,2017-09-20T05:15:00Z,8,CMP 892,8.45,7.97,33.1,0.315,0.202,0.149,1.34,1.22,0.57,0.03,0.63,9.8,27.2,5.8,892,2017-09-20T05:15:00Z
FM,18,2017-09-20T06:15:00Z,8,CMP 893,8.19,8.09,43.4,0.468,0.304,0.21,1.78,1.66,0.59,0.04,1.02,10.1,28.8,6.9,893,2017-09-20T06:15:00Z
FM,19,2017-09-20T07:15:00Z,8,CMP 894,8.31,8.06,48.9,0.487,0.258,0.198,1.84,1.74,0.71,0.03,1,11.2,37.1,7.9,894,2017-09-20T07:15:00Z
FM,20,2017-09-20T08:15:00Z,8,CMP 895,8.5,8.03,52.4,0.542,0.341,0.284,1.76,1.62,0.7,0.02,0.9,11.5,41.7,8.3,895,2017-09-20T08:15:00Z
FM,21,2017-09-20T09:15:00Z,8,CMP 896,8.67,8.11,75.6,0.586,0.289,0.204,1.77,1.69,0.88,0.02,0.78,12.1,65,9.8,896,2017-09-20T09:15:00Z
FM,22,2017-09-20T10:15:00Z,8,CMP 897,8.69,8,72.5,0.563,0.302,0.216,1.58,1.49,0.74,0.01,0.74,12.1,58.4,11.4,897,2017-09-20T10:15:00Z
FM,23,2017-09-20T11:15:00Z,8,CMP 898,8.02,8.08,79.3,0.671,0.446,0.364,2.07,1.96,0.62,0.04,1.29,11,68.1,10.3,898,2017-09-20T11:15:00Z
FM,24,2017-09-20T12:15:00Z,8,CMP 899,7.96,8.04,129.1,0.828,0.451,0.284,2.14,2,0.62,0.03,1.34,10.8,120,16.1,899,2017-09-20T12:15:00Z
