Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,Turb,F_Turb,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,WiperPosV,Pressbara,Depth,F_Depth
8/18/2017,15:45, ,0,SD1,0,5.4,0,34.68,0,1.34,5.32,0.17,0.21,86.1,0,7.28,0,7.76,0,-68.8,22.67,0,6467.7,3.54,0,30.17,90.37,1.192,0.1351,1.384,0
8/18/2017,16:00, ,0,SD1,0,5.4,0,34.95,0,1.36,5.41,0.18,0.22,86.4,0,7.3,0,7.77,0,-69.6,22.737,0,6407.2,3.5,0,30.57,91.59,1.191,0.1288,1.321,0
8/18/2017,16:15, ,0,SD1,0,5.4,0,36.75,0,1.61,6.4,0.16,0.2,86.7,0,7.32,0,7.78,0,-70,22.802,0,6358.4,3.47,0,30.86,92.45,1.195,0.1232,1.264,0
8/18/2017,16:30, ,0,SD1,0,5.4,0,40.46,0,1.79,7.13,0.24,0.28,86.7,0,7.32,0,7.79,0,-70.5,22.854,0,6323.5,3.45,0,30.61,91.69,1.183,0.1186,1.216,0
8/18/2017,16:45, ,0,SD1,0,5.4,0,34.83,0,1.83,7.28,0.24,0.28,86.3,0,7.28,0,7.78,0,-70.3,22.863,0,6299.7,3.44,0,30.78,92.23,1.193,0.1152,1.182,0
8/18/2017,17:00, ,0,SD1,0,5.4,0,36.86,0,1.81,7.21,0.22,0.27,85.1,0,7.18,0,7.77,0,-69.6,22.831,0,6292.1,3.43,0,30.4,91.07,1.191,0.1125,1.155,0
8/18/2017,17:15, ,0,SD1,0,5.4,0,34.74,0,1.94,7.71,0.24,0.28,84.2,0,7.1,0,7.78,0,-69.8,22.855,0,6274.1,3.42,0,31.49,94.33,1.195,0.1114,1.143,0
8/18/2017,17:30, ,0,SD1,0,5.4,0,54.26,0,1.87,7.44,0.26,0.3,84.8,0,7.16,0,7.77,0,-69.7,22.844,0,6277.7,3.42,0,30.37,90.99,1.182,0.1117,1.146,0
8/18/2017,17:45, ,0,SD1,0,5.4,0,46.23,0,1.69,6.69,0.23,0.27,84.7,0,7.18,0,7.77,0,-69.3,22.563,0,6285.2,3.43,0,29.67,88.89,1.191,0.1135,1.164,0
8/18/2017,18:00, ,0,SD1,0,5.4,0,33.83,0,1.36,5.4,0.2,0.25,83.9,0,7.23,0,7.76,0,-68.7,21.738,0,6194.1,3.38,0,32.23,96.56,1.19,0.1164,1.194,0
8/18/2017,18:15, ,0,SD1,0,5.4,0,40.6,0,1.21,4.8,0.15,0.2,83.5,0,7.21,0,7.75,0,-68.2,21.614,0,6265.1,3.42,0,31.74,95.1,1.196,0.1208,1.238,0
8/18/2017,18:30, ,0,SD1,0,5.4,0,39.14,0,1.15,4.56,0.16,0.2,83.5,0,7.22,0,7.75,0,-68.1,21.559,0,6310.4,3.45,0,32.39,97.05,1.194,0.1268,1.3,0
8/18/2017,18:45, ,0,SD1,0,5.4,0,31.35,0,1.14,4.5,0.14,0.18,84.3,0,7.28,0,7.75,0,-68.3,21.576,0,6402.3,3.5,0,31.56,94.55,1.195,0.1343,1.376,0
8/18/2017,19:00, ,0,SD1,0,5.4,0,33.67,0,1.13,4.47,0.16,0.2,84.5,0,7.3,0,7.75,0,-68.4,21.561,0,6490.1,3.55,0,31.08,93.12,1.186,0.142,1.455,0
8/18/2017,19:15, ,0,SD1,0,5.4,0,37.47,0,1.12,4.44,0.15,0.19,85.1,0,7.34,0,7.75,0,-68.2,21.598,0,6633.5,3.64,0,29.59,88.64,1.194,0.1501,1.538,0
8/18/2017,19:30, ,0,SD1,0,5.4,0,52.22,0,1.12,4.43,0.16,0.2,85.6,0,7.37,0,7.74,0,-67.6,21.654,0,6854.2,3.77,0,27.61,82.7,1.191,0.1589,1.627,0
8/18/2017,19:45, ,0,SD1,0,5.4,0,45.54,0,1.06,4.21,0.18,0.23,86,0,7.39,0,7.73,0,-66.8,21.713,0,7054,3.88,0,26.05,78.03,1.195,0.168,1.72,0
8/18/2017,20:00, ,0,SD1,0,5.4,0,68.93,0,1.11,4.39,0.18,0.23,86,0,7.39,0,7.72,0,-66.4,21.698,0,7171.7,3.95,0,24.49,73.33,1.193,0.1769,1.811,0
8/18/2017,20:15, ,0,SD1,0,5.4,0,71.15,0,1.03,4.07,0.21,0.25,85.9,0,7.37,0,7.7,0,-65.4,21.697,0,7404.4,4.09,0,22.26,66.66,1.194,0.1854,1.897,0
8/18/2017,20:30, ,0,SD1,0,5.4,0,60.68,0,0.95,3.76,0.19,0.23,86,0,7.38,0,7.7,0,-65.1,21.674,0,7593.7,4.2,0,21.87,65.47,1.183,0.1938,1.983,0
8/18/2017,20:45, ,0,SD1,0,5.4,0,78.33,0,0.97,3.83,0.17,0.22,86.3,0,7.4,0,7.69,0,-64.4,21.699,0,7799.5,4.32,0,20.46,61.27,1.194,0.2017,2.064,0
8/18/2017,21:00, ,0,SD1,0,5.4,0,69.75,0,0.95,3.76,0.18,0.22,86.7,0,7.43,0,7.68,0,-64.2,21.72,0,7989.7,4.44,0,19.66,58.85,1.19,0.2091,2.138,0
8/18/2017,21:15, ,0,SD1,0,5.4,0,79.43,0,0.93,3.66,0.18,0.22,87,0,7.45,0,7.68,0,-63.8,21.738,0,8117.8,4.51,0,19.38,58.01,1.194,0.2156,2.205,0
8/18/2017,21:30, ,0,SD1,0,5.4,0,71.9,0,0.9,3.57,0.17,0.21,87.3,0,7.47,0,7.68,0,-63.8,21.743,0,8192.5,4.56,0,19.5,58.37,1.193,0.2217,2.267,0
8/18/2017,21:45, ,0,SD1,0,5.4,0,47.64,0,0.93,3.68,0.18,0.22,87.5,0,7.48,0,7.67,0,-63.4,21.776,0,8337.4,4.64,0,19.17,57.39,1.195,0.2266,2.317,0
8/18/2017,22:00, ,0,SD1,0,5.4,0,69.46,0,0.85,3.37,0.16,0.21,87.8,0,7.49,0,7.66,0,-63,21.797,0,8515.3,4.75,0,18.7,55.98,1.183,0.2305,2.357,0
8/18/2017,22:15, ,0,SD1,0,5.4,0,39.08,0,0.88,3.46,0.14,0.18,87.9,0,7.5,0,7.65,0,-62.4,21.793,0,8707.2,4.87,0,18.41,55.09,1.192,0.2334,2.386,0
8/18/2017,22:30, ,0,SD1,0,5.4,0,48.3,0,0.85,3.36,0.15,0.2,88.1,0,7.52,0,7.65,0,-62.3,21.783,0,8863,4.96,0,17.41,52.1,1.19,0.2356,2.408,0
8/18/2017,22:45, ,0,SD1,0,5.4,0,31.29,0,0.86,3.39,0.15,0.19,88.1,0,7.52,0,7.65,0,-62,21.76,0,8907.9,4.99,0,17.35,51.93,1.195,0.2373,2.425,0
8/18/2017,23:00, ,0,SD1,0,5.4,0,34.94,0,0.85,3.33,0.13,0.18,87.9,0,7.5,0,7.64,0,-61.7,21.769,0,9042,5.07,0,16.89,50.55,1.182,0.2387,2.439,0
8/18/2017,23:15, ,0,SD1,0,5.4,0,30.22,0,0.78,3.07,0.09,0.13,87.9,0,7.5,0,7.63,0,-60.8,21.777,0,9130.9,5.12,0,16.67,49.87,1.191,0.2391,2.443,0
8/18/2017,23:30, ,0,SD1,0,5.4,0,28.19,0,0.73,2.87,0.11,0.15,88.4,0,7.53,0,7.63,0,-61.2,21.777,0,9195.4,5.16,0,16.34,48.88,1.19,0.2393,2.445,0
8/18/2017,23:45, ,0,SD1,0,5.4,0,22.93,0,0.79,3.11,0.1,0.14,88.3,0,7.52,0,7.63,0,-60.8,21.759,0,9198.5,5.16,0,16.59,49.65,1.194,0.2392,2.444,0
8/19/2017,0:00, ,0,SD1,0,5.4,0,23.98,0,0.76,2.98,0.07,0.11,87.7,0,7.48,0,7.62,0,-60.5,21.768,0,9270.9,5.21,0,16.2,48.49,1.182,0.2385,2.438,0
8/19/2017,0:15, ,0,SD1,0,5.4,0,21.62,0,0.63,2.47,0.11,0.16,87.5,0,7.45,0,7.61,0,-59.8,21.797,0,9364.3,5.26,0,15.41,46.1,1.193,0.2371,2.423,0
8/19/2017,0:30, ,0,SD1,0,5.4,0,21.45,0,0.73,2.86,0.12,0.16,87.6,0,7.47,0,7.62,0,-60.4,21.77,0,9269.1,5.2,0,16.11,48.2,1.19,0.235,2.402,0
8/19/2017,0:45, ,0,SD1,0,5.4,0,23.2,0,0.79,3.13,0.08,0.12,87.5,0,7.46,0,7.63,0,-60.8,21.76,0,9094.7,5.1,0,17.18,51.41,1.194,0.2317,2.368,0
8/19/2017,1:00, ,0,SD1,0,5.4,0,23.77,0,0.82,3.24,0.1,0.14,86,0,7.37,0,7.64,0,-61.5,21.585,0,8634,4.82,0,19.88,59.52,1.181,0.2274,2.324,0
8/19/2017,1:15, ,0,SD1,0,5.4,0,25.03,0,0.88,3.48,0.11,0.15,84.6,0,7.32,0,7.67,0,-63.6,21.197,0,8091.5,4.5,0,23.66,70.85,1.193,0.2219,2.269,0
8/19/2017,1:30, ,0,SD1,0,5.4,0,24.44,0,0.98,3.89,0.14,0.18,84.1,0,7.29,0,7.69,0,-64.4,21.143,0,7851.8,4.36,0,24.73,74.08,1.19,0.2149,2.198,0
8/19/2017,1:45, ,0,SD1,0,5.4,0,25.42,0,0.98,3.88,0.11,0.15,83.7,0,7.26,0,7.69,0,-64.5,21.107,0,7743.8,4.29,0,25.19,75.46,1.194,0.2076,2.123,0
8/19/2017,2:00, ,0,SD1,0,5.4,0,28.48,0,0.95,3.75,0.14,0.18,83.3,0,7.25,0,7.7,0,-65.2,21.011,0,7582.4,4.2,0,25.98,77.83,1.193,0.1989,2.034,0
8/19/2017,2:15, ,0,SD1,0,5.4,0,32.48,0,0.97,3.85,0.11,0.16,82.8,0,7.21,0,7.7,0,-65.2,20.95,0,7427.2,4.11,0,26.44,79.18,1.194,0.1893,1.936,0
8/19/2017,2:30, ,0,SD1,0,5.4,0,30.81,0,1,3.93,0.15,0.19,81.9,0,7.14,0,7.69,0,-64.7,20.921,0,7360.8,4.07,0,26.73,80.08,1.182,0.1798,1.84,0
8/19/2017,2:45, ,0,SD1,0,5.4,0,31.38,0,1.02,4.01,0.13,0.17,80.9,0,7.05,0,7.69,0,-64.4,20.935,0,7303.2,4.03,0,26.88,80.51,1.193,0.17,1.74,0
8/19/2017,3:00, ,0,SD1,0,5.4,0,33.82,0,1.04,4.1,0.15,0.19,80,0,6.98,0,7.69,0,-64.5,20.869,0,7202.3,3.97,0,27.35,81.93,1.191,0.1605,1.643,0
8/19/2017,3:15, ,0,SD1,0,5.4,0,35.6,0,1.11,4.41,0.16,0.2,78.8,0,6.9,0,7.69,0,-64.5,20.783,0,7048.2,3.88,0,27.99,83.86,1.198,0.1515,1.551,0
8/19/2017,3:30, ,0,SD1,0,5.4,0,34.72,0,1.17,4.64,0.16,0.2,77.8,0,6.83,0,7.7,0,-65.2,20.671,0,6851.6,3.77,0,29.16,87.36,1.184,0.1424,1.458,0
8/19/2017,3:45, ,0,SD1,0,5.4,0,35.61,0,1.29,5.13,0.16,0.21,77.1,0,6.79,0,7.71,0,-65.5,20.583,0,6678.7,3.67,0,30.07,90.07,1.199,0.1341,1.374,0
8/19/2017,4:00, ,0,SD1,0,5.4,0,39.39,0,1.36,5.38,0.18,0.23,76.2,0,6.72,0,7.71,0,-65.9,20.528,0,6536.1,3.58,0,30.82,92.34,1.19,0.1263,1.294,0
8/19/2017,4:15, ,0,SD1,0,5.4,0,38.49,0,1.38,5.47,0.18,0.22,75.3,0,6.64,0,7.71,0,-65.8,20.507,0,6454.9,3.54,0,31.24,93.59,1.191,0.1192,1.222,0
8/19/2017,4:30, ,0,SD1,0,5.4,0,40.2,0,1.51,5.99,0.2,0.25,74.1,0,6.53,0,7.71,0,-65.8,20.495,0,6394.1,3.5,0,31.52,94.44,1.193,0.1123,1.151,0
8/19/2017,4:45, ,0,SD1,0,5.4,0,38.49,0,1.72,6.82,0.25,0.29,72.7,0,6.41,0,7.71,0,-65.4,20.503,0,6347.8,3.47,0,31.9,95.57,1.196,0.1068,1.096,0
8/19/2017,5:00, ,0,SD1,0,5.4,0,38.14,0,1.88,7.47,0.24,0.28,71.6,0,6.32,0,7.71,0,-65.5,20.469,0,6329.2,3.46,0,32.46,97.25,1.184,0.1015,1.041,0
8/19/2017,5:15, ,0,SD1,0,5.4,0,40.77,0,2.06,8.21,0.3,0.34,70.5,0,6.23,0,7.71,0,-65.3,20.439,0,6310.6,3.45,0,32.8,98.28,1.194,0.097,0.996,0
8/19/2017,5:30, ,0,SD1,0,5.4,0,42.69,0,2.16,8.59,0.3,0.34,69.6,0,6.15,0,7.7,0,-65.3,20.4,0,6298.4,3.44,0,32.77,98.18,1.19,0.0924,0.949,0
8/19/2017,5:45, ,0,SD1,0,5.4,0,44.32,0,2.39,9.5,0.31,0.35,68.5,0,6.06,0,7.7,0,-65,20.348,0,6290.9,3.44,0,32.35,96.94,1.194,0.0879,0.902,0
8/19/2017,6:00, ,0,SD1,0,5.4,0,48.38,0,2.46,9.8,0.31,0.36,67.4,0,5.97,0,7.7,0,-65,20.299,0,6284.5,3.44,0,32.65,97.81,1.182,0.0837,0.86,0
8/19/2017,6:15, ,0,SD1,0,5.4,0,50.55,0,2.57,10.22,0.34,0.38,66.4,0,5.89,0,7.69,0,-64.7,20.239,0,6280.5,3.43,0,32.16,96.37,1.192,0.0794,0.816,0
8/19/2017,6:30, ,0,SD1,0,5.4,0,51.42,0,2.57,10.21,0.33,0.38,65.1,0,5.78,0,7.69,0,-64.4,20.186,0,6277.8,3.43,0,32.66,97.86,1.19,0.0759,0.78,0
8/19/2017,6:45, ,0,SD1,0,5.4,0,53.32,0,2.68,10.67,0.36,0.4,64.1,0,5.69,0,7.68,0,-64.1,20.148,0,6278.6,3.43,0,32.46,97.26,1.195,0.0719,0.739,0
8/19/2017,7:00, ,0,SD1,0,5.4,0,56.33,0,2.79,11.09,0.4,0.45,62.8,0,5.59,0,7.68,0,-63.6,20.101,0,6281,3.44,0,32.04,96,1.183,0.0684,0.703,0
8/19/2017,7:15, ,0,SD1,0,5.4,0,66.3,0,2.88,11.49,0.47,0.51,62.1,0,5.53,0,7.67,0,-63.4,20.051,0,6284.4,3.44,0,31.74,95.09,1.192,0.0657,0.676,0
8/19/2017,7:30, ,0,SD1,0,5.4,0,64.72,0,3.12,12.44,0.46,0.5,61.4,0,5.47,0,7.67,0,-63.3,20.028,0,6288.8,3.44,0,31.98,95.82,1.19,0.0633,0.652,0
8/19/2017,7:45, ,0,SD1,0,5.4,0,67.57,0,3.5,13.95,0.48,0.52,61.1,0,5.44,0,7.67,0,-63.3,20,0,6293.6,3.44,0,32.28,96.72,1.195,0.0619,0.637,0
8/19/2017,8:00, ,0,SD1,0,5.4,0,58.39,0,3.62,14.42,0.48,0.52,59.7,0,5.32,0,7.67,0,-63,19.98,0,6297.7,3.45,0,32.84,98.39,1.181,0.0624,0.642,0
8/19/2017,8:15, ,0,SD1,0,5.4,0,69.77,0,3.74,14.9,0.5,0.54,59.3,0,5.28,0,7.66,0,-62.4,20.004,0,6301.1,3.45,0,31.93,95.65,1.192,0.0641,0.659,0
8/19/2017,8:30, ,0,SD1,0,5.4,0,69.16,0,3.39,13.51,0.49,0.53,59.5,0,5.31,0,7.66,0,-62.7,19.996,0,6301.7,3.45,0,31.79,95.24,1.19,0.0694,0.713,0
8/19/2017,8:45, ,0,SD1,0,5.4,0,33.38,0,1.36,5.39,0.19,0.23,79.6,0,7.03,0,7.77,0,-69,20.54,0,5875,3.2,0,35.39,106.04,1.195,0.0766,0.787,0
8/19/2017,9:00, ,0,SD1,0,5.4,0,39.68,0,1.2,4.76,0.18,0.23,79.2,0,7,0,7.76,0,-68.6,20.541,0,5931.8,3.23,0,34.21,102.51,1.181,0.0856,0.879,0
8/19/2017,9:15, ,0,SD1,0,5.4,0,40.58,0,1.24,4.93,0.19,0.23,80.3,0,7.08,0,7.76,0,-68.7,20.596,0,6014.4,3.28,0,33.27,99.69,1.193,0.0961,0.986,0
8/19/2017,9:30, ,0,SD1,0,5.4,0,48.93,0,1.22,4.81,0.18,0.22,80.4,0,7.08,0,7.75,0,-68.1,20.633,0,6122.9,3.34,0,31.48,94.3,1.19,0.1069,1.096,0
8/19/2017,9:45, ,0,SD1,0,5.4,0,65.36,0,1.23,4.87,0.22,0.26,80.1,0,7.05,0,7.73,0,-67,20.655,0,6272.6,3.43,0,29.55,88.52,1.195,0.1182,1.212,0
8/19/2017,10:00, ,0,SD1,0,5.4,0,78,0,1.22,4.84,0.25,0.29,81.1,0,7.12,0,7.74,0,-67.3,20.703,0,6370.2,3.49,0,27.22,81.53,1.186,0.1297,1.329,0
8/19/2017,10:15, ,0,SD1,0,5.4,0,84.87,0,1.21,4.79,0.28,0.33,81.7,0,7.17,0,7.74,0,-67.5,20.771,0,6482.9,3.55,0,25.02,74.94,1.194,0.1417,1.452,0
8/19/2017,10:30, ,0,SD1,0,5.4,0,100.22,0,1.15,4.56,0.3,0.34,82,0,7.18,0,7.74,0,-67.3,20.824,0,6602.3,3.62,0,23.49,70.34,1.191,0.1527,1.564,0
8/19/2017,10:45, ,0,SD1,0,5.4,0,116.63,0,1.18,4.69,0.29,0.34,82.6,0,7.22,0,7.73,0,-66.9,20.885,0,6786.3,3.73,0,22.14,66.28,1.194,0.1631,1.67,0
8/19/2017,11:00, ,0,SD1,0,5.5,0,132.19,0,1.14,4.5,0.28,0.33,83.4,0,7.28,0,7.72,0,-66,20.963,0,7126.8,3.93,0,20.4,61.07,1.184,0.1723,1.763,0
8/19/2017,11:15, ,0,SD1,0,5.4,0,120.16,0,1.1,4.36,0.29,0.34,84,0,7.31,0,7.71,0,-65.6,21.025,0,7289.8,4.03,0,20.05,60.04,1.194,0.1806,1.848,0
8/19/2017,11:30, ,0,SD1,0,5.4,0,117.78,0,1.01,4.01,0.29,0.33,84.3,0,7.33,0,7.7,0,-64.9,21.085,0,7484.3,4.14,0,19.9,59.58,1.19,0.1878,1.922,0
8/19/2017,11:45, ,0,SD1,0,5.4,0,88.81,0,1.03,4.05,0.22,0.26,84.6,0,7.34,0,7.69,0,-64.3,21.169,0,7651,4.24,0,20.94,62.69,1.192,0.1939,1.984,0
8/19/2017,12:00, ,0,SD1,0,5.4,0,81.02,0,0.99,3.92,0.22,0.26,85,0,7.36,0,7.68,0,-63.8,21.242,0,7829.6,4.34,0,20.69,61.95,1.193,0.1986,2.031,0
8/19/2017,12:15, ,0,SD1,0,5.5,0,83.61,0,0.98,3.86,0.18,0.22,85.4,0,7.38,0,7.67,0,-63.6,21.322,0,7928.3,4.4,0,21.44,64.21,1.195,0.2023,2.069,0
8/19/2017,12:30, ,0,SD1,0,5.4,0,51.38,0,1.03,4.06,0.18,0.22,85.4,0,7.37,0,7.67,0,-63.2,21.329,0,8016.1,4.45,0,21.57,64.59,1.182,0.2047,2.094,0
8/19/2017,12:45, ,0,SD1,0,5.5,0,44.64,0,0.95,3.77,0.17,0.21,84.8,0,7.32,0,7.66,0,-62.7,21.331,0,8082.2,4.49,0,21.96,65.74,1.192,0.2063,2.11,0
8/19/2017,13:00, ,0,SD1,0,5.4,0,34.88,0,0.99,3.92,0.15,0.19,85.4,0,7.36,0,7.66,0,-62.5,21.356,0,8182.5,4.55,0,21.81,65.3,1.19,0.2069,2.115,0
8/19/2017,13:15, ,0,SD1,0,5.4,0,42.52,0,0.89,3.5,0.15,0.2,84.5,0,7.28,0,7.65,0,-62,21.352,0,8193.3,4.56,0,21.41,64.12,1.195,0.2066,2.112,0
8/19/2017,13:30, ,0,SD1,0,5.5,0,47.68,0,0.96,3.78,0.12,0.16,84.1,0,7.25,0,7.64,0,-61.7,21.344,0,8220.1,4.58,0,20.25,60.62,1.193,0.2054,2.1,0
8/19/2017,13:45, ,0,SD1,0,5.4,0,30.18,0,0.95,3.76,0.12,0.17,83.6,0,7.21,0,7.64,0,-61.9,21.337,0,8247.3,4.59,0,21.61,64.7,1.194,0.204,2.086,0
8/19/2017,14:00, ,0,SD1,0,5.5,0,29.43,0,0.9,3.55,0.09,0.14,84.6,0,7.29,0,7.65,0,-62.5,21.352,0,8169.9,4.55,0,22.28,66.71,1.184,0.2019,2.065,0
8/19/2017,14:15, ,0,SD1,0,5.4,0,36.47,0,0.87,3.43,0.13,0.17,84.2,0,7.27,0,7.66,0,-62.6,21.328,0,8048.8,4.47,0,22.65,67.83,1.194,0.199,2.036,0
8/19/2017,14:30, ,0,SD1,0,5.4,0,35.63,0,0.9,3.55,0.11,0.16,83.5,0,7.2,0,7.66,0,-62.5,21.325,0,7995.2,4.44,0,22.88,68.5,1.19,0.1949,1.994,0
8/19/2017,14:45, ,0,SD1,0,5.5,0,31.55,0,1.05,4.14,0.07,0.11,85.3,0,7.33,0,7.7,0,-65.4,21.676,0,7487.5,4.14,0,26.08,78.12,1.194,0.1906,1.951,0
8/19/2017,15:00, ,0,SD1,0,5.4,0,43.03,0,1.08,4.26,0.16,0.2,85.8,0,7.34,0,7.73,0,-66.8,21.897,0,7261.7,4.01,0,26.92,80.63,1.181,0.1855,1.898,0
8/19/2017,15:15, ,0,SD1,0,5.5,0,31.98,0,1.17,4.62,0.15,0.19,86.7,0,7.4,0,7.75,0,-68,22.05,0,7138.1,3.93,0,27.61,82.7,1.191,0.1792,1.834,0
8/19/2017,15:30, ,0,SD1,0,5.4,0,37.55,0,1.25,4.95,0.15,0.19,87.1,0,7.42,0,7.76,0,-68.5,22.224,0,7012,3.86,0,27.97,83.79,1.19,0.1724,1.765,0
8/19/2017,15:45, ,0,SD1,0,5.5,0,39.15,0,1.24,4.89,0.16,0.2,86.6,0,7.38,0,7.75,0,-68.3,22.191,0,7010.1,3.86,0,27.71,83,1.195,0.1649,1.689,0
8/19/2017,16:00, ,0,SD1,0,5.5,0,37.72,0,1.3,5.14,0.18,0.22,87.2,0,7.41,0,7.76,0,-69,22.347,0,6865.9,3.77,0,28.57,85.57,1.181,0.1571,1.609,0
8/19/2017,16:15, ,0,SD1,0,5.5,0,33.34,0,1.22,4.85,0.14,0.19,86.2,0,7.34,0,7.76,0,-68.7,22.285,0,6812.4,3.74,0,29.06,87.04,1.192,0.1497,1.534,0
8/19/2017,16:30, ,0,SD1,0,5.5,0,35.74,0,1.21,4.78,0.17,0.22,85.2,0,7.26,0,7.75,0,-68.4,22.236,0,6766.2,3.71,0,29.42,88.14,1.19,0.142,1.455,0
8/19/2017,16:45, ,0,SD1,0,5.4,0,36.58,0,1.29,5.1,0.18,0.23,85,0,7.24,0,7.76,0,-68.8,22.295,0,6669,3.66,0,29.87,89.49,1.194,0.1348,1.382,0
8/19/2017,17:00, ,0,SD1,0,5.5,0,36.83,0,1.43,5.69,0.19,0.23,85,0,7.23,0,7.76,0,-69.1,22.35,0,6594.6,3.61,0,30.3,90.78,1.181,0.1285,1.317,0
8/19/2017,17:15, ,0,SD1,0,5.5,0,37.14,0,1.55,6.14,0.22,0.26,84.6,0,7.2,0,7.77,0,-69.4,22.373,0,6532.8,3.58,0,30.45,91.22,1.191,0.1224,1.255,0
8/19/2017,17:30, ,0,SD1,0,5.5,0,40.13,0,1.61,6.38,0.23,0.27,84.2,0,7.16,0,7.77,0,-69.6,22.367,0,6491.6,3.55,0,30.74,92.1,1.19,0.1176,1.206,0
8/19/2017,17:45, ,0,SD1,0,5.5,0,40.36,0,1.66,6.59,0.23,0.27,83.7,0,7.13,0,7.77,0,-69.4,22.349,0,6460.1,3.53,0,30.82,92.35,1.195,0.1139,1.169,0
8/19/2017,18:00, ,0,SD1,0,5.5,0,39.45,0,1.81,7.18,0.27,0.31,83.6,0,7.11,0,7.77,0,-69.5,22.349,0,6440.9,3.52,0,31.04,92.99,1.194,0.1111,1.14,0
8/19/2017,18:15, ,0,SD1,0,5.5,0,32.32,0,1.7,6.74,0.23,0.28,81.6,0,6.95,0,7.75,0,-68.4,22.33,0,6436.8,3.52,0,31.38,94.01,1.194,0.1097,1.125,0
8/19/2017,18:30, ,0,SD1,0,5.5,0,38.45,0,1.96,7.78,0.25,0.29,81.7,0,6.96,0,7.76,0,-68.6,22.263,0,6428.1,3.51,0,31.12,93.22,1.182,0.1093,1.121,0
8/19/2017,18:45, ,0,SD1,0,5.5,0,38.02,0,1.86,7.38,0.23,0.27,82.3,0,7.02,0,7.76,0,-69.1,22.223,0,6429.9,3.52,0,31.4,94.08,1.193,0.1106,1.135,0
8/19/2017,19:00, ,0,SD1,0,5.5,0,54.84,0,1.57,6.22,0.22,0.27,82.7,0,7.1,0,7.76,0,-68.8,21.912,0,6410.6,3.51,0,29.15,87.34,1.19,0.1135,1.164,0
8/19/2017,19:15, ,0,SD1,0,5.5,0,37.79,0,1.31,5.19,0.18,0.23,84,0,7.27,0,7.77,0,-69.2,21.46,0,6350,3.47,0,32.36,96.94,1.194,0.1182,1.212,0
