Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Turb,F_Turb,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMRFU,fDOMQSU,pH,F_pH,pHmV,WiperPosV,Depth,F_Depth
7/5/2018,7:30, ,0,<site>,0,6.2,26.68,<0> (CND),1.21,4.85,0.22,0.26,1.04,-1.12,20.214,<0> (CND),7.8732,8.6652,<0> (CND),4.85,<0> (CND),83.9,<0> (CND),7.38,<0> (CND),32.74,98.27,7.84,<0> (CND),-65.4,1.199,1.83,<0> (CND)
7/5/2018,7:45, ,0,<site>,0,6.2,26.73,0,1.23,4.92,0.26,0.3,1.06,-1.08,20.129,0,7.7694,8.5664,0,4.79,0,83,0,7.32,0,33.5,100.53,7.84,0,-65.5,1.202,1.783,0
7/5/2018,8:00, ,0,<site>,0,6.2,31,0,1.31,5.26,0.28,0.33,1.14,-1.06,19.86,0,7.4771,8.291,0,4.62,0,81.4,0,7.22,0,34.67,104.03,7.84,0,-65.7,1.199,1.728,0
7/5/2018,8:15, ,0,<site>,0,6.2,30.33,0,1.31,5.24,0.24,0.29,1.14,-1.1,19.761,0,7.347,8.1639,0,4.55,0,81.1,0,7.21,0,35.49,106.5,7.85,0,-65.9,1.199,1.673,0
7/5/2018,8:30, ,0,<site>,0,6.2,29.58,0,1.31,5.24,0.27,0.32,1.14,-1.07,19.922,0,7.4117,8.2079,0,4.57,0,81.4,0,7.22,0,35.31,105.96,7.84,0,-65.6,1.202,1.615,0
7/5/2018,8:45, ,0,<site>,0,6.2,29.28,0,1.33,5.34,0.26,0.31,1.16,-1.08,19.968,0,7.3768,8.1612,0,4.55,0,81.2,0,7.19,0,34.57,103.74,7.84,0,-65.5,1.206,1.549,0
7/5/2018,9:00, ,0,<site>,0,6.2,31.58,0,1.34,5.38,0.28,0.33,1.17,-1.06,19.924,0,7.2832,8.0652,0,4.49,0,80.3,0,7.12,0,35.74,107.26,7.84,0,-65.4,1.195,1.479,0
7/5/2018,9:15, ,0,<site>,0,6.2,32.33,0,1.35,5.39,0.27,0.31,1.18,-1.07,19.916,0,7.2192,7.9955,0,4.45,0,79.7,0,7.07,0,36.1,108.34,7.84,0,-65.3,1.188,1.417,0
7/5/2018,9:30, ,0,<site>,0,6.2,33.22,0,1.4,5.62,0.31,0.35,1.23,-1.03,19.932,0,7.1535,7.9202,0,4.4,0,79.2,0,7.02,0,36.44,109.37,7.84,0,-65.3,1.192,1.358,0
7/5/2018,9:45, ,0,<site>,0,6.2,34.47,0,1.45,5.83,0.31,0.35,1.28,-1.04,19.99,0,7.0988,7.85,0,4.36,0,78.4,0,6.95,0,36.75,110.29,7.83,0,-65.1,1.207,1.3,0
7/5/2018,10:00, ,0,<site>,0,6.2,35.77,0,1.55,6.21,0.32,0.36,1.38,-1.02,20.011,0,7.0522,7.7951,0,4.33,0,78,0,6.92,0,36.77,110.34,7.83,0,-65.1,1.195,1.244,0
7/5/2018,10:15, ,0,<site>,0,6.2,36.94,0,1.58,6.33,0.35,0.39,1.41,-0.99,20.095,0,7.0087,7.7332,0,4.29,0,77.5,0,6.86,0,37.14,111.46,7.83,0,-65.1,1.198,1.185,0
7/5/2018,10:30, ,0,<site>,0,6.2,37.18,0,1.6,6.39,0.32,0.36,1.43,-1.02,20.235,0,6.9891,7.689,0,4.26,0,77.3,0,6.83,0,37.63,112.94,7.83,0,-65,1.206,1.137,0
7/5/2018,10:45, ,0,<site>,0,6.2,36.6,0,1.69,6.76,0.32,0.36,1.52,-1.02,20.435,0,6.992,7.6599,0,4.25,0,77.4,0,6.81,0,37.97,113.95,7.83,0,-65,1.191,1.086,0
7/5/2018,11:00, ,0,<site>,0,6.2,41,0,1.78,7.13,0.34,0.38,1.61,-1.01,20.304,0,6.9016,7.5816,0,4.2,0,75.5,0,6.66,0,38.39,115.2,7.83,0,-64.9,1.194,1.041,0
7/5/2018,11:15, ,0,<site>,0,6.2,40.85,0,1.83,7.35,0.38,0.42,1.66,-0.96,20.261,0,6.8643,7.5474,0,4.18,0,74,0,6.53,0,38.9,116.74,7.83,0,-64.7,1.197,0.999,0
7/5/2018,11:30, ,0,<site>,0,6.2,35.54,0,1.82,7.27,0.31,0.36,1.65,-1.03,20.729,0,6.9619,7.5803,0,4.2,0,75.7,0,6.62,0,39.03,117.12,7.83,0,-64.9,1.199,0.958,0
7/5/2018,11:45, ,0,<site>,0,6.2,33.05,0,1.85,7.42,0.32,0.36,1.68,-1.02,21.28,0,7.022,7.5591,0,4.18,0,76.7,0,6.64,0,39.83,119.53,7.83,0,-65.1,1.198,0.922,0
7/5/2018,12:00, ,0,<site>,0,6.2,48.24,0,2.05,8.21,0.4,0.44,1.88,-0.94,21.757,0,7.0884,7.5565,0,4.18,0,77.9,0,6.68,0,37.11,111.35,7.83,0,-65.2,1.199,0.886,0
7/5/2018,12:15, ,0,<site>,0,6.2,64.28,0,2.2,8.81,0.4,0.44,2.03,-0.95,22.104,0,7.1517,7.5704,0,4.19,0,77.3,0,6.58,0,35.32,105.98,7.82,0,-64.9,1.203,0.851,0
7/5/2018,12:30, ,0,<site>,0,6.2,52.02,0,2.18,8.71,0.35,0.4,2.01,-0.99,22.461,0,7.1982,7.5651,0,4.18,0,76.9,0,6.51,0,37.53,112.61,7.82,0,-64.9,1.205,0.821,0
7/5/2018,12:45, ,0,<site>,0,6.2,43.89,0,2.31,9.24,0.39,0.44,2.14,-0.95,22.69,0,7.2393,7.5735,0,4.19,0,76.2,0,6.42,0,38.95,116.88,7.82,0,-64.8,1.201,0.788,0
7/5/2018,13:00, ,0,<site>,0,6.2,41.93,0,2.15,8.61,0.37,0.41,1.98,-0.98,23.059,0,7.3113,7.5928,0,4.2,0,76.1,0,6.37,0,39.58,118.78,7.82,0,-64.6,1.191,0.762,0
7/5/2018,13:15, ,0,<site>,0,6.2,36.4,0,2.27,9.09,0.32,0.36,2.1,-1.02,23.292,0,7.3606,7.6088,0,4.2,0,76.8,0,6.4,0,40.23,120.73,7.81,0,-64.4,1.193,0.741,0
7/5/2018,13:30, ,0,<site>,0,6.2,41.25,0,2.46,9.84,0.4,0.44,2.29,-0.94,23.453,0,7.4066,7.6322,0,4.22,0,76.6,0,6.36,0,40.34,121.05,7.81,0,-64.2,1.196,0.724,0
7/5/2018,13:45, ,0,<site>,0,6.2,43.71,0,2.4,9.62,0.38,0.42,2.23,-0.96,23.701,0,7.4643,7.6542,0,4.23,0,75,0,6.2,0,40.08,120.29,7.8,0,-63.5,1.201,0.722,0
7/5/2018,14:00, ,0,<site>,0,6.2,25.55,0,1.92,7.68,0.22,0.26,1.75,-1.13,23.079,0,7.3652,7.6457,0,4.23,0,63.6,0,5.32,0,44.2,132.65,7.73,0,-59.3,1.202,0.735,0
7/5/2018,14:15, ,0,<site>,0,6.2,36.05,0,2.29,9.16,0.33,0.37,2.12,-1.01,22.684,0,7.3024,7.6403,0,4.23,0,68.8,0,5.79,0,41.43,124.34,7.77,0,-61.5,1.195,0.764,0
7/5/2018,14:30, ,0,<site>,0,6.2,35.9,0,2.24,8.99,0.36,0.4,2.07,-0.99,22.197,0,6.9496,7.3427,0,4.05,0,77.5,0,6.6,0,42.4,127.25,7.83,0,-65.3,1.191,0.811,0
7/5/2018,14:45, ,0,<site>,0,6.2,27.62,0,1.68,6.72,0.3,0.34,1.51,-1.04,20.317,0,6.322,6.943,0,3.82,0,78.4,0,6.93,0,45.15,135.48,7.87,0,-67.1,1.195,0.863,0
7/5/2018,15:00, ,0,<site>,0,6.2,25.46,0,1.5,6.03,0.25,0.29,1.33,-1.09,20.053,0,6.3432,7.0051,0,3.86,0,78.4,0,6.96,0,45.39,136.22,7.87,0,-67,1.204,0.934,0
7/5/2018,15:15, ,0,<site>,0,6.2,29.28,0,1.55,6.23,0.3,0.34,1.38,-1.04,20.391,0,6.4101,7.0289,0,3.87,0,80.4,0,7.09,0,44.19,132.6,7.88,0,-67.7,1.204,1.016,0
7/5/2018,15:30, ,0,<site>,0,6.2,29.84,0,1.59,6.36,0.29,0.33,1.42,-1.06,20.731,0,6.5687,7.1519,0,3.94,0,82.1,0,7.19,0,42.35,127.1,7.88,0,-68.1,1.203,1.103,0
7/5/2018,15:45, ,0,<site>,0,6.2,34.91,0,1.52,6.1,0.3,0.34,1.35,-1.04,20.819,0,6.7024,7.2841,0,4.02,0,82.9,0,7.25,0,40.44,121.36,7.89,0,-68.3,1.206,1.193,0
7/5/2018,16:00, ,0,<site>,0,6.2,38.1,0,1.49,5.97,0.3,0.34,1.32,-1.04,20.889,0,6.7495,7.3246,0,4.05,0,83.2,0,7.26,0,39.48,118.46,7.89,0,-68.4,1.202,1.281,0
7/5/2018,16:15, ,0,<site>,0,6.2,35.34,0,1.4,5.6,0.25,0.3,1.23,-1.09,20.715,0,6.9388,7.5573,0,4.18,0,83.2,0,7.28,0,38.78,116.38,7.88,0,-68.2,1.196,1.367,0
7/5/2018,16:30, ,0,<site>,0,6.2,40.11,0,1.35,5.42,0.32,0.36,1.18,-1.02,20.722,0,7.0432,7.6699,0,4.25,0,83.2,0,7.27,0,37.3,111.95,7.88,0,-68.2,1.204,1.453,0
7/5/2018,16:45, ,0,<site>,0,6.2,59.05,0,1.35,5.42,0.35,0.39,1.18,-0.99,20.617,0,7.2367,7.8979,0,4.39,0,83,0,7.27,0,33.03,99.12,7.87,0,-67.5,1.194,1.537,0
7/5/2018,17:00, ,0,<site>,0,6.2,50.99,0,1.32,5.31,0.27,0.31,1.15,-1.07,20.685,0,7.4141,8.08,0,4.5,0,83.6,0,7.3,0,32.91,98.76,7.87,0,-67.3,1.188,1.614,0
7/5/2018,17:15, ,0,<site>,0,6.2,58.19,0,1.33,5.32,0.34,0.38,1.16,-1,20.755,0,7.5144,8.1773,0,4.55,0,83.8,0,7.31,0,32.34,97.06,7.87,0,-67.3,1.193,1.69,0
7/5/2018,17:30, ,0,<site>,0,6.2,54.8,0,1.36,5.46,0.32,0.36,1.19,-1.02,20.971,0,7.7632,8.4105,0,4.69,0,84.8,0,7.36,0,30.31,90.96,7.87,0,-67.1,1.193,1.76,0
7/5/2018,17:45, ,0,<site>,0,6.2,53.05,0,1.3,5.23,0.3,0.35,1.13,-1.04,21.107,0,7.9502,8.5888,0,4.8,0,85.8,0,7.42,0,29.89,89.69,7.87,0,-67.2,1.192,1.818,0
7/5/2018,18:00, ,0,<site>,0,6.2,49.33,0,1.29,5.17,0.3,0.35,1.12,-1.04,21.18,0,8.0645,8.6992,0,4.86,0,86.3,0,7.45,0,29.35,88.08,7.86,0,-67.1,1.192,1.875,0
7/5/2018,18:15, ,0,<site>,0,6.2,53.25,0,1.32,5.27,0.28,0.32,1.15,-1.06,21.235,0,8.1542,8.7861,0,4.92,0,86.5,0,7.46,0,28.32,85,7.86,0,-67.1,1.193,1.925,0
7/5/2018,18:30, ,0,<site>,0,6.2,40.9,0,1.3,5.22,0.3,0.34,1.13,-1.04,21.279,0,8.2862,8.9202,0,5,0,86.8,0,7.48,0,28.13,84.42,7.86,0,-66.8,1.191,1.972,0
7/5/2018,18:45, ,0,<site>,0,6.2,39.59,0,1.2,4.82,0.25,0.29,1.03,-1.09,21.286,0,8.4229,9.0659,0,5.08,0,86.7,0,7.46,0,27.86,83.61,7.85,0,-66.6,1.189,2.009,0
7/5/2018,19:00, ,0,<site>,0,6.2,39.06,0,1.2,4.8,0.26,0.3,1.03,-1.08,21.305,0,8.4658,9.1087,0,5.11,0,86.9,0,7.47,0,28.54,85.65,7.86,0,-66.6,1.188,2.042,0
7/5/2018,19:15, ,0,<site>,0,6.2,31.15,0,1.22,4.9,0.23,0.27,1.05,-1.12,21.343,0,8.5317,9.1724,0,5.15,0,86.7,0,7.45,0,28.21,84.66,7.85,0,-66.3,1.191,2.066,0
7/5/2018,19:30, ,0,<site>,0,6.2,50.59,0,1.19,4.76,0.24,0.28,1.02,-1.1,21.403,0,8.6451,9.283,0,5.21,0,87.2,0,7.48,0,26.7,80.14,7.85,0,-66.4,1.192,2.093,0
7/5/2018,19:45, ,0,<site>,0,6.2,30.43,0,1.21,4.84,0.23,0.28,1.04,-1.11,21.461,0,8.7346,9.3678,0,5.27,0,86.6,0,7.42,0,27.52,82.59,7.83,0,-65.4,1.193,2.106,0
7/5/2018,20:00, ,0,<site>,0,6.2,32.69,0,1.02,4.09,0.18,0.22,0.85,-1.16,21.479,0,8.7687,9.401,0,5.29,0,79,0,6.77,0,27.12,81.39,7.79,0,-62.5,1.194,2.113,0
7/5/2018,20:15, ,0,<site>,0,6.2,30.26,0,1.15,4.63,0.21,0.25,0.99,-1.13,21.542,0,8.873,9.5004,0,5.34,0,87.3,0,7.46,0,26.99,81.01,7.84,0,-66,1.194,2.118,0
7/5/2018,20:30, ,0,<site>,0,6.2,29.51,0,1.01,4.04,0.2,0.24,0.84,-1.14,21.541,0,8.9337,9.5656,0,5.38,0,84.4,0,7.22,0,27.37,82.15,7.82,0,-64.5,1.195,2.119,0
7/5/2018,20:45, ,0,<site>,0,6.2,27.58,0,1.06,4.25,0.18,0.22,0.89,-1.16,21.495,0,8.8799,9.517,0,5.36,0,76.6,0,6.56,0,27.76,83.32,7.76,0,-61.1,1.196,2.114,0
7/5/2018,21:00, ,0,<site>,0,6.2,24.13,0,0.98,3.94,0.17,0.21,0.81,-1.17,21.499,0,8.9129,9.5515,0,5.38,0,77.4,0,6.62,0,27.32,82.01,7.77,0,-61.5,1.198,2.102,0
7/5/2018,21:15, ,0,<site>,0,6.2,22.29,0,1.04,4.16,0.18,0.22,0.87,-1.16,21.279,0,8.6339,9.2944,0,5.22,0,84.1,0,7.23,0,29.53,88.64,7.84,0,-65.6,1.202,2.082,0
7/5/2018,21:30, ,0,<site>,0,6.2,18.43,0,1.07,4.29,0.19,0.24,0.9,-1.15,20.977,0,8.34,9.0342,0,5.07,0,84.1,0,7.28,0,31.65,95,7.85,0,-65.9,1.202,2.052,0
7/5/2018,21:45, ,0,<site>,0,6.2,23.69,0,1.12,4.49,0.15,0.19,0.95,-1.19,21.006,0,8.298,8.9832,0,5.04,0,84.5,0,7.32,0,31.4,94.23,7.85,0,-66.4,1.201,2.01,0
7/5/2018,22:00, ,0,<site>,0,6.2,23.76,0,1.29,5.17,0.23,0.27,1.12,-1.11,20.76,0,7.8558,8.548,0,4.78,0,84,0,7.32,0,34.33,103.03,7.88,0,-68,1.201,1.958,0
7/5/2018,22:15, ,0,<site>,0,6.2,24.79,0,1.31,5.23,0.25,0.3,1.14,-1.09,20.832,0,7.8214,8.498,0,4.74,0,83.3,0,7.25,0,34.48,103.46,7.87,0,-67.5,1.206,1.896,0
7/5/2018,22:30, ,0,<site>,0,6.2,26.56,0,1.35,5.4,0.24,0.28,1.18,-1.1,20.756,0,7.6674,8.3437,0,4.65,0,83,0,7.24,0,35.52,106.59,7.88,0,-67.9,1.207,1.832,0
7/5/2018,22:45, ,0,<site>,0,6.1,28.61,0,1.37,5.48,0.24,0.28,1.2,-1.11,20.699,0,7.4608,8.1286,0,4.52,0,82.5,0,7.21,0,34.38,103.18,7.89,0,-68.4,1.195,1.762,0
7/5/2018,23:00, ,0,<site>,0,6.2,27.78,0,1.41,5.67,0.25,0.3,1.24,-1.09,20.686,0,7.4401,8.1082,0,4.51,0,82.1,0,7.18,0,36.76,110.33,7.89,0,-68.4,1.194,1.684,0
7/5/2018,23:15, ,0,<site>,0,6.1,27.72,0,1.43,5.75,0.25,0.29,1.26,-1.09,20.651,0,7.4219,8.0943,0,4.5,0,81.6,0,7.13,0,36.67,110.04,7.88,0,-68,1.197,1.612,0
7/5/2018,23:30, ,0,<site>,0,6.2,27.59,0,1.43,5.73,0.26,0.3,1.26,-1.08,20.626,0,7.3613,8.0325,0,4.47,0,80.8,0,7.07,0,37.06,111.22,7.88,0,-67.8,1.197,1.544,0
7/5/2018,23:45, ,0,<site>,0,6.1,29.86,0,1.44,5.79,0.24,0.28,1.28,-1.1,20.568,0,7.2602,7.9316,0,4.41,0,79.8,0,6.99,0,37.72,113.21,7.88,0,-67.6,1.201,1.477,0
7/6/2018,0:00, ,0,<site>,0,6.1,27.91,0,1.47,5.87,0.26,0.31,1.3,-1.08,20.538,0,7.1676,7.8354,0,4.35,0,79.2,0,6.95,0,38.57,115.74,7.88,0,-67.7,1.206,1.414,0
7/6/2018,0:15, ,0,<site>,0,6.1,26.56,0,1.51,6.07,0.32,0.36,1.35,-1.02,20.522,0,7.0761,7.7379,0,4.29,0,78.7,0,6.9,0,39.15,117.49,7.88,0,-67.9,1.198,1.354,0
7/6/2018,0:30, ,0,<site>,0,6.1,28.9,0,1.56,6.25,0.31,0.35,1.39,-1.03,20.525,0,6.9946,7.6483,0,4.24,0,78,0,6.85,0,39.61,118.86,7.88,0,-67.9,1.191,1.302,0
7/6/2018,0:45, ,0,<site>,0,6.1,29.73,0,1.62,6.48,0.34,0.38,1.45,-1,20.509,0,6.9394,7.5905,0,4.21,0,77.4,0,6.79,0,40.24,120.74,7.88,0,-67.8,1.192,1.252,0
7/6/2018,1:00, ,0,<site>,0,6.1,28.87,0,1.61,6.44,0.28,0.32,1.44,-1.06,20.534,0,6.8975,7.5408,0,4.18,0,76.7,0,6.74,0,40.77,122.34,7.88,0,-67.8,1.199,1.218,0
7/6/2018,1:15, ,0,<site>,0,6.1,29.24,0,1.67,6.68,0.32,0.36,1.5,-1.02,20.559,0,6.8786,7.5162,0,4.16,0,76,0,6.67,0,41.23,123.72,7.87,0,-67.6,1.205,1.183,0
7/6/2018,1:30, ,0,<site>,0,6.1,26.8,0,1.68,6.74,0.3,0.34,1.51,-1.04,20.582,0,6.8704,7.5036,0,4.15,0,75.3,0,6.6,0,41.11,123.36,7.87,0,-67.2,1.206,1.159,0
7/6/2018,1:45, ,0,<site>,0,6.1,24.63,0,1.59,6.38,0.26,0.3,1.42,-1.08,20.601,0,6.8537,7.4824,0,4.14,0,72.5,0,6.36,0,42.62,127.89,7.85,0,-66.4,1.206,1.143,0
7/6/2018,2:00, ,0,<site>,0,6.1,21.86,0,1.53,6.15,0.25,0.3,1.36,-1.09,20.584,0,6.7568,7.3791,0,4.08,0,68.4,0,6,0,43.48,130.46,7.83,0,-64.8,1.195,1.13,0
7/6/2018,2:15, ,0,<site>,0,6.1,25.67,0,1.79,7.16,0.32,0.36,1.62,-1.02,20.589,0,6.7522,7.3734,0,4.08,0,73.5,0,6.45,0,42.39,127.21,7.86,0,-66.7,1.196,1.116,0
7/6/2018,2:30, ,0,<site>,0,6.1,26.3,0,1.76,7.06,0.31,0.36,1.59,-1.03,20.612,0,6.7389,7.3553,0,4.07,0,73.5,0,6.45,0,43.14,129.46,7.86,0,-66.7,1.205,1.107,0
7/6/2018,2:45, ,0,<site>,0,6.1,24.13,0,1.74,6.98,0.3,0.34,1.57,-1.04,20.595,0,6.7482,7.3681,0,4.07,0,73,0,6.41,0,42.8,128.43,7.85,0,-66.4,1.207,1.106,0
7/6/2018,3:00, ,0,<site>,0,6.1,17.56,0,1.57,6.31,0.25,0.29,1.4,-1.09,20.58,0,6.7395,7.3609,0,4.07,0,66.9,0,5.87,0,44.85,134.6,7.81,0,-63.8,1.199,1.106,0
7/6/2018,3:15, ,0,<site>,0,6.1,18.94,0,1.53,6.15,0.27,0.31,1.37,-1.07,20.568,0,6.7339,7.3567,0,4.07,0,67.7,0,5.94,0,44.21,132.66,7.81,0,-63.9,1.196,1.111,0
7/6/2018,3:30, ,0,<site>,0,6.1,32.45,0,1.71,6.85,0.34,0.38,1.54,-1.01,20.521,0,6.7471,7.3783,0,4.08,0,73.9,0,6.49,0,41.1,123.34,7.86,0,-66.5,1.19,1.124,0
7/6/2018,3:45, ,0,<site>,0,6.1,21.24,0,1.5,6.01,0.25,0.3,1.33,-1.09,20.329,0,6.6247,7.2737,0,4.02,0,79.1,0,6.98,0,43.63,130.93,7.89,0,-68.6,1.194,1.153,0
7/6/2018,4:00, ,0,<site>,0,6.1,23.07,0,1.48,5.92,0.21,0.25,1.31,-1.14,20.336,0,6.6102,7.2567,0,4.01,0,79.5,0,7.01,0,43.77,131.35,7.89,0,-68.7,1.197,1.178,0
7/6/2018,4:15, ,0,<site>,0,6.1,22.61,0,1.48,5.92,0.21,0.26,1.31,-1.13,20.333,0,6.6575,7.309,0,4.04,0,79.7,0,7.03,0,43.35,130.09,7.89,0,-68.6,1.205,1.212,0
7/6/2018,4:30, ,0,<site>,0,6.1,20.78,0,1.43,5.74,0.23,0.27,1.26,-1.11,20.41,0,6.7965,7.4496,0,4.12,0,80.1,0,7.06,0,42.44,127.36,7.89,0,-68.5,1.198,1.251,0
7/6/2018,4:45, ,0,<site>,0,6.1,20.94,0,1.45,5.82,0.26,0.3,1.28,-1.08,20.409,0,6.8111,7.4658,0,4.13,0,80.4,0,7.08,0,42.13,126.44,7.89,0,-68.7,1.191,1.303,0
7/6/2018,5:00, ,0,<site>,0,6.1,22.27,0,1.44,5.76,0.26,0.3,1.27,-1.08,20.417,0,6.8696,7.5285,0,4.17,0,80.3,0,7.07,0,41.51,124.55,7.89,0,-68.5,1.192,1.359,0
7/6/2018,5:15, ,0,<site>,0,6.1,22.06,0,1.46,5.85,0.26,0.3,1.29,-1.08,20.41,0,6.8869,7.5486,0,4.18,0,80.3,0,7.07,0,41.17,123.56,7.89,0,-68.6,1.196,1.429,0
7/6/2018,5:30, ,0,<site>,0,6.1,27.08,0,1.33,5.33,0.26,0.3,1.16,-1.08,20.542,0,7.139,7.8035,0,4.33,0,80.9,0,7.1,0,38.82,116.48,7.88,0,-68.2,1.205,1.488,0
7/6/2018,5:45, ,0,<site>,0,6.1,21.73,0,1.35,5.4,0.24,0.28,1.18,-1.1,20.444,0,7.0292,7.6991,0,4.27,0,80.8,0,7.1,0,40.36,121.12,7.89,0,-68.5,1.195,1.552,0
7/6/2018,6:00, ,0,<site>,0,6.1,23.93,0,1.32,5.28,0.22,0.26,1.15,-1.13,20.525,0,7.2412,7.918,0,4.4,0,81.7,0,7.17,0,37.98,113.99,7.89,0,-68.3,1.193,1.608,0
7/6/2018,6:15, ,0,<site>,0,6.1,31.65,0,1.33,5.32,0.26,0.3,1.16,-1.08,20.599,0,7.4103,8.0903,0,4.5,0,82.1,0,7.19,0,35.91,107.77,7.88,0,-67.9,1.191,1.662,0
7/6/2018,6:30, ,0,<site>,0,6.1,24.94,0,1.23,4.93,0.25,0.29,1.06,-1.09,20.657,0,7.6033,8.291,0,4.62,0,83,0,7.25,0,35.17,105.55,7.88,0,-67.8,1.188,1.707,0
7/6/2018,6:45, ,0,<site>,0,6.1,29,0,1.27,5.08,0.23,0.27,1.1,-1.12,20.73,0,7.7219,8.4077,0,4.69,0,83,0,7.24,0,34.12,102.39,7.87,0,-67.4,1.194,1.741,0
7/6/2018,7:00, ,0,<site>,0,6.1,23.2,0,1.16,4.66,0.21,0.25,0.99,-1.14,20.745,0,7.7603,8.4467,0,4.71,0,82.3,0,7.17,0,34.39,103.22,7.87,0,-67.1,1.198,1.761,0
7/6/2018,7:15, ,0,<site>,0,6.1,31.14,0,1.22,4.89,0.22,0.26,1.05,-1.12,20.773,0,7.8387,8.5273,0,4.76,0,83.2,0,7.24,0,32.76,98.32,7.87,0,-67.2,1.205,1.784,0
7/6/2018,7:30, ,0,<site>,0,6.1,29.39,0,1.22,4.9,0.33,0.37,1.05,-1.01,20.775,0,7.874,8.5652,0,4.79,0,81.3,0,7.08,0,34.02,102.11,7.84,0,-65.9,1.207,1.795,0
7/6/2018,7:45, ,0,<site>,0,6.1,23.87,0,1.17,4.69,0.22,0.26,1,-1.12,20.793,0,7.9126,8.6039,0,4.81,0,79.6,0,6.93,0,33.5,100.55,7.84,0,-65.5,1.205,1.79,0
7/6/2018,8:00, ,0,<site>,0,6.1,27.82,0,1.15,4.61,0.19,0.23,0.98,-1.15,20.774,0,7.8686,8.5594,0,4.78,0,73.8,0,6.43,0,33.29,99.9,7.8,0,-63.2,1.191,1.783,0
7/6/2018,8:15, ,0,<site>,0,6.1,21.88,0,1.12,4.48,0.19,0.23,0.95,-1.15,20.779,0,7.8618,8.5513,0,4.78,0,78.6,0,6.84,0,33.65,101,7.84,0,-65.6,1.198,1.765,0
7/6/2018,8:30, ,0,<site>,0,6.1,26.22,0,1.22,4.9,0.22,0.26,1.05,-1.13,20.735,0,7.7478,8.435,0,4.71,0,82.2,0,7.16,0,34.42,103.29,7.87,0,-67.2,1.206,1.731,0
7/6/2018,8:45, ,0,<site>,0,6.1,22.76,0,1.22,4.89,0.25,0.29,1.05,-1.1,20.714,0,7.6598,8.3428,0,4.65,0,81.2,0,7.09,0,35.39,106.2,7.87,0,-67.1,1.195,1.699,0
7/6/2018,9:00, ,0,<site>,0,6.1,26.56,0,1.33,5.32,0.19,0.23,1.16,-1.15,20.654,0,7.4923,8.1706,0,4.55,0,81.5,0,7.12,0,35.79,107.4,7.88,0,-67.8,1.198,1.651,0
7/6/2018,9:15, ,0,<site>,0,6.1,28.66,0,1.51,6.07,0.26,0.31,1.34,-1.08,20.519,0,7.2005,7.8744,0,4.37,0,79.6,0,6.98,0,37.49,112.5,7.88,0,-67.9,1.201,1.6,0
7/6/2018,9:30, ,0,<site>,0,6.1,28.5,0,1.44,5.76,0.28,0.33,1.27,-1.06,20.497,0,7.1391,7.8108,0,4.34,0,78.7,0,6.91,0,37.63,112.94,7.88,0,-67.7,1.197,1.557,0
7/6/2018,9:45, ,0,<site>,0,6.1,30.43,0,1.55,6.21,0.28,0.32,1.38,-1.06,20.461,0,7.002,7.6666,0,4.25,0,78.9,0,6.94,0,38.26,114.82,7.89,0,-68.2,1.195,1.491,0
7/6/2018,10:00, ,0,<site>,0,6.1,33.72,0,1.65,6.61,0.38,0.42,1.48,-0.96,20.472,0,6.9669,7.6264,0,4.23,0,77.6,0,6.82,0,38.86,116.62,7.87,0,-67.5,1.193,1.452,0
7/6/2018,10:15, ,0,<site>,0,6.1,34.45,0,1.61,6.45,0.31,0.35,1.44,-1.04,20.476,0,6.9323,7.588,0,4.2,0,77.1,0,6.78,0,38.03,114.12,7.87,0,-67.5,1.193,1.385,0
7/6/2018,10:30, ,0,<site>,0,6.1,31.7,0,1.52,6.11,0.31,0.35,1.35,-1.03,20.527,0,6.9217,7.5683,0,4.19,0,76.6,0,6.72,0,38.63,115.93,7.87,0,-67.1,1.189,1.34,0
7/6/2018,10:45, ,0,<site>,0,6.1,33.71,0,1.58,6.31,0.32,0.36,1.41,-1.02,20.556,0,6.905,7.5454,0,4.18,0,75.9,0,6.66,0,38.48,115.49,7.86,0,-67,1.188,1.274,0
7/6/2018,11:00, ,0,<site>,0,6.1,35.43,0,1.65,6.62,0.31,0.35,1.48,-1.03,20.679,0,6.855,7.4716,0,4.13,0,75.2,0,6.58,0,38.67,116.05,7.86,0,-66.9,1.193,1.22,0
7/6/2018,11:15, ,0,<site>,0,6.1,38.92,0,1.8,7.23,0.32,0.36,1.63,-1.02,20.792,0,6.8409,7.4388,0,4.11,0,73.5,0,6.42,0,38.56,115.73,7.85,0,-66.3,1.206,1.164,0
7/6/2018,11:30, ,0,<site>,0,6.1,39.61,0,1.85,7.43,0.33,0.37,1.68,-1.02,20.946,0,6.8313,7.4045,0,4.09,0,72.2,0,6.29,0,38.94,116.85,7.85,0,-66.1,1.201,1.109,0
7/6/2018,11:45, ,0,<site>,0,6.1,39.85,0,1.95,7.82,0.42,0.46,1.78,-0.92,21.249,0,6.8572,7.3864,0,4.08,0,71.5,0,6.2,0,39.05,117.19,7.84,0,-65.9,1.196,1.061,0
