Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Turb,F_Turb,TSSmg/L,fDOMRFU,fDOMQSU,Temp,F_Temp,ConduScm,SpCond,F_SpCond,Sal,F_Sal,nLFCondæS/cm,TDSmg/L,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCæg/L,pH,F_pH,pHmV,Presspsia,Depth,F_Depth
8/30/2018,9:00, ,0,<site>,0,6.3,0,43.3,0,3.83,0,41.03,0,0,57.86,173.6,19.918,0,8464.9,9374.8,-5,5.28,0,9459.1,6094,4.14,16.58,0.65,0.66,7.43,0,-48.2,1.408,1.037,0
8/30/2018,9:15, ,0,<site>,0,6.3,0,38.5,0,3.39,0,38.01,0,0,60.41,181.26,19.994,0,8535.9,9438.3,-5,5.31,0,9522.1,6135,4.44,17.79,0.69,0.69,7.4,0,-46.8,1.36,1.003,0
8/30/2018,9:30, ,0,<site>,0,6.3,0,34.8,0,3.06,0,36.22,0,0,62.77,188.33,20.053,0,8595.2,9492.1,-5,5.35,0,9575.5,6170,4.82,19.3,0.75,0.76,7.38,0,-45.8,1.315,0.971,0
8/30/2018,9:45, ,0,<site>,0,6.3,0,31.7,0,2.79,0,33.89,0,0,64.59,193.79,20.083,0,8636.8,9532,-5,5.37,0,9615.3,6196,5.33,21.32,0.78,0.78,7.37,0,-45.1,1.28,0.947,0
8/30/2018,10:00, ,0,<site>,0,6.3,0,30,0,2.64,0,32.63,0,0,65.97,197.94,20.124,0,8661.8,9551.4,-5,5.38,0,9634.3,6208,5.43,21.75,0.74,0.74,7.37,0,-44.8,1.248,0.925,0
8/30/2018,10:15, ,0,<site>,0,6.3,0,28,0,2.46,0,32.18,0,0,66.68,200.08,20.148,0,8674.5,9560.6,-5,5.39,0,9643.1,6214,5.76,23.07,0.83,0.83,7.36,0,-44.3,1.22,0.905,0
8/30/2018,10:30, ,0,<site>,0,6.3,0,26.5,0,2.33,0,26.76,0,0,67.54,202.64,20.159,0,8672,9555.5,-5,5.38,0,9637.9,6211,6.09,24.39,0.9,0.9,7.35,0,-43.9,1.193,0.886,0
8/30/2018,10:45, ,0,<site>,0,6.3,0,25.7,0,2.26,0,25.86,0,0,67.98,203.96,20.203,0,8683.3,9559.2,-5,5.39,0,9641,6214,6.67,26.68,0.94,0.94,7.34,0,-43.5,1.167,0.867,0
8/30/2018,11:00, ,0,<site>,0,6.3,0,26.3,0,2.3,0,26.38,0,0,68.44,205.35,20.273,0,8705.2,9569.1,-5,5.39,0,9649.9,6220,7.07,28.32,0.97,0.97,7.34,0,-43.4,1.147,0.854,0
8/30/2018,11:15, ,0,<site>,0,6.3,0,26.5,0,2.32,0,26.19,0,0,68.96,206.89,20.326,0,8722.5,9577.5,-5,5.4,0,9657.5,6225,7.62,30.49,1.02,1.02,7.34,0,-43.2,1.141,0.849,0
8/30/2018,11:30, ,0,<site>,0,6.3,0,26.2,0,2.29,0,24.01,0,0,69.14,207.45,20.366,0,8736.1,9584.6,-5,5.4,0,9664,6230,8.39,33.58,1.1,1.1,7.33,0,-43,1.147,0.853,0
8/30/2018,11:45, ,0,<site>,0,6.3,0,22.4,0,1.96,0,24.62,0,0,69.93,209.8,20.35,0,8739.1,9591,-5,5.41,0,9670.7,6234,7.5,30.03,1.07,1.07,7.32,0,-42.3,1.173,0.872,0
8/30/2018,12:00, ,0,<site>,0,6.3,0,25.4,0,2.22,0,26.85,0,0,69.11,207.34,20.389,0,8747,9591.7,-5,5.41,0,9670.9,6235,8.43,33.73,1.07,1.08,7.33,0,-42.8,1.231,0.913,0
8/30/2018,12:15, ,0,<site>,0,6.3,0,50,0,4.36,0,22.03,0,0,62.47,187.44,20.596,0,8634.6,9427.6,-5,5.31,0,9502.3,6128,5.39,21.56,0.77,0.77,7.45,0,-49.5,1.312,0.969,0
8/30/2018,12:30, ,0,<site>,0,6.3,0,78.9,0,6.94,0,17.53,0,0,46.47,139.42,20.113,0,8273.1,9124.8,-5,5.12,0,9204.1,5931,1.54,6.18,0.25,0.26,7.74,0,-66.9,1.419,1.044,0
8/30/2018,12:45, ,0,<site>,0,6.3,0,79.8,0,7.02,0,17.41,0,0,45.88,137.67,20.174,0,8252.7,9090.7,-5,5.1,0,9168.9,5909,1.48,5.93,0.26,0.26,7.75,0,-67.4,1.536,1.127,0
8/30/2018,13:00, ,0,<site>,0,6.3,0,81.3,0,7.12,0,20.1,0,0,43.78,131.35,20.4,0,8272,9068.8,-5,5.09,0,9143.5,5895,1.49,5.98,0.25,0.25,7.75,0,-67.4,1.667,1.219,0
8/30/2018,13:15, ,0,<site>,0,6.3,0,80.7,0,7.09,0,21.58,0,0,42.15,126.47,20.262,0,8219.4,9037.2,-5,5.07,0,9113.6,5874,1.35,5.44,0.25,0.25,7.75,0,-67.1,1.811,1.32,0
8/30/2018,13:30, ,0,<site>,0,6.3,0,81,0,7.12,0,19.59,0,0,40.62,121.89,20.248,0,8181.3,8998.1,-5,5.05,0,9074.4,5849,1.33,5.32,0.24,0.24,7.75,0,-67,1.938,1.409,0
8/30/2018,13:45, ,0,<site>,0,6.3,0,81.1,0,7.13,0,24.36,0,0,39.03,117.11,20.21,0,8147.6,8968,-5,5.03,0,9044.6,5829,1.27,5.08,0.26,0.26,7.74,0,-66.7,2.073,1.504,0
8/30/2018,14:00, ,0,<site>,0,6.3,0,80.6,0,7.1,0,30.67,0,0,37.6,112.82,20.123,0,8123.8,8958.2,-5,5.02,0,9035.9,5823,1.3,5.22,0.24,0.24,7.73,0,-66,2.212,1.601,0
8/30/2018,14:15, ,0,<site>,0,6.2,0,80.3,0,7.08,0,30.86,0,0,36.42,109.28,20.129,0,8109.2,8941.1,-5,5.01,0,9018.6,5812,1.36,5.44,0.3,0.3,7.71,0,-64.9,2.334,1.687,0
8/30/2018,14:30, ,0,<site>,0,6.3,0,81.2,0,7.14,0,35.09,0,0,34.99,105,20.214,0,8088.6,8902.4,-5,4.99,0,8978.4,5787,1.37,5.51,0.27,0.27,7.71,0,-64.9,2.448,1.767,0
8/30/2018,14:45, ,0,<site>,0,6.3,0,82.7,0,7.27,0,34.51,0,0,31.7,95.11,20.297,0,8000,8789.6,-5,4.92,0,8863.4,5713,1.26,5.04,0.29,0.29,7.72,0,-65.5,2.555,1.842,0
8/30/2018,15:00, ,0,<site>,0,6.3,0,83.9,0,7.36,0,33.97,0,0,29.93,89.82,20.361,0,7944.3,8716.7,-5,4.88,0,8789.1,5666,1.17,4.72,0.22,0.22,7.73,0,-65.8,2.644,1.905,0
8/30/2018,15:15, ,0,<site>,0,6.2,0,84.5,0,7.4,0,32.75,0,0,29.56,88.72,20.425,0,7940.8,8701.2,-5,4.87,0,8772.5,5656,1.19,4.79,0.22,0.22,7.73,0,-66.1,2.721,1.958,0
8/30/2018,15:30, ,0,<site>,0,6.3,0,85,0,7.45,0,33.73,0,0,28.14,84.44,20.424,0,7888.7,8644.1,-5,4.83,0,8715,5619,1.09,4.39,0.24,0.25,7.73,0,-66.2,2.78,2,0
8/30/2018,15:45, ,0,<site>,0,6.3,0,85.1,0,7.46,0,30.85,0,0,27.85,83.57,20.441,0,7874.1,8625.1,-5,4.82,0,8695.6,5606,1.18,4.74,0.24,0.24,7.73,0,-66.1,2.837,2.04,0
8/30/2018,16:00, ,0,<site>,0,6.2,0,85.5,0,7.49,0,30.28,0,0,27.02,81.09,20.44,0,7845.4,8593.9,-5,4.8,0,8664.2,5586,1.12,4.49,0.24,0.24,7.73,0,-66.2,2.889,2.077,0
8/30/2018,16:15, ,0,<site>,0,6.2,0,85.8,0,7.52,0,34,0,0,26.82,80.49,20.473,0,7838.3,8580.1,-5,4.8,0,8649.8,5577,1.21,4.84,0.22,0.22,7.73,0,-66.2,2.925,2.102,0
8/30/2018,16:30, ,0,<site>,0,6.2,0,83.6,0,7.32,0,23.35,0,0,27.58,82.76,20.482,0,7839.2,8579.6,-5,4.8,0,8649.1,5577,1.07,4.28,0.2,0.2,7.72,0,-65.4,2.945,2.116,0
8/30/2018,16:45, ,0,<site>,0,6.2,0,85.2,0,7.46,0,25.36,0,0,27.01,81.05,20.482,0,7839.8,8580.2,-5,4.8,0,8649.7,5577,1.15,4.62,0.21,0.21,7.72,0,-65.4,2.957,2.125,0
8/30/2018,17:00, ,0,<site>,0,6.2,0,83.7,0,7.33,0,21,0,0,27.22,81.68,20.498,0,7833.3,8570.3,-5,4.79,0,8639.6,5571,1.12,4.51,0.21,0.21,7.71,0,-65,2.961,2.127,0
8/30/2018,17:15, ,0,<site>,0,6.2,0,83.3,0,7.29,0,27.83,0,0,26.38,79.15,20.494,0,7844.8,8583.5,-5,4.8,0,8652.9,5579,1.19,4.78,0.23,0.24,7.7,0,-64.4,2.953,2.121,0
8/30/2018,17:30, ,0,<site>,0,6.2,0,79.2,0,6.94,0,29.46,0,0,26.57,79.75,20.493,0,7852.9,8592.6,-5,4.8,0,8662.1,5585,1.07,4.29,0.25,0.25,7.66,0,-62.1,2.942,2.114,0
8/30/2018,17:45, ,0,<site>,0,6.2,0,84.7,0,7.42,0,21.03,0,0,27.55,82.68,20.455,0,7834.7,8579.4,-5,4.8,0,8649.4,5577,1.15,4.63,0.2,0.2,7.72,0,-65.5,2.919,2.098,0
8/30/2018,18:00, ,0,<site>,0,6.2,0,84.9,0,7.44,0,18.17,0,0,28.17,84.55,20.432,0,7843.4,8593.1,-5,4.8,0,8663.5,5586,1.08,4.35,0.2,0.2,7.73,0,-65.8,2.881,2.071,0
8/30/2018,18:15, ,0,<site>,0,6.2,0,84.9,0,7.44,0,18.25,0,0,28.78,86.38,20.418,0,7856.8,8610.4,-5,4.81,0,8681.1,5597,1.08,4.33,0.22,0.22,7.73,0,-65.9,2.83,2.035,0
8/30/2018,18:30, ,0,<site>,0,6.2,0,83.9,0,7.35,0,20.21,0,0,29.77,89.35,20.453,0,7898.1,8649.3,-5,4.84,0,8719.8,5622,1.1,4.42,0.21,0.21,7.72,0,-65.4,2.764,1.989,0
8/30/2018,18:45, ,0,<site>,0,6.2,0,82.9,0,7.26,0,19.25,0,0,30.95,92.87,20.45,0,7943,8699,-5,4.87,0,8770,5654,1.43,5.72,1.04,1.05,7.71,0,-64.8,2.678,1.929,0
8/30/2018,19:00, ,0,<site>,0,6.2,0,82.3,0,7.19,0,21.8,0,0,34,102.02,20.555,0,8050.1,8797,-5,4.93,0,8867.3,5718,1.33,5.34,0.26,0.27,7.72,0,-65.3,2.578,1.859,0
8/30/2018,19:15, ,0,<site>,0,6.2,0,82.4,0,7.2,0,21.53,0,0,35.01,105.05,20.543,0,8087.6,8840.2,-5,4.95,0,8911,5746,1.38,5.55,0.28,0.28,7.72,0,-65.7,2.472,1.784,0
8/30/2018,19:30, ,0,<site>,0,6.2,0,81.3,0,7.11,0,24.46,0,0,35.51,106.55,20.519,0,8097.3,8855.2,-5,4.96,0,8926.4,5756,1.4,5.61,0.28,0.28,7.71,0,-64.9,2.356,1.703,0
8/30/2018,19:45, ,0,<site>,0,6.2,0,79.9,0,6.99,0,25.18,0,0,36.38,109.15,20.455,0,8112.4,8883.5,-5,4.98,0,8955.9,5774,1.5,6.02,0.27,0.27,7.7,0,-64.1,2.242,1.622,0
8/30/2018,20:00, ,0,<site>,0,6.2,0,77.9,0,6.81,0,24.11,0,0,38.88,116.66,20.473,0,8180.8,8955.1,-5,5.02,0,9027.9,5821,1.69,6.77,0.33,0.33,7.68,0,-63.2,2.122,1.538,0
8/30/2018,20:15, ,0,<site>,0,6.2,0,76.9,0,6.73,0,24.91,0,0,40.42,121.28,20.476,0,8208.9,8985.2,-5,5.04,0,9058.1,5840,1.75,7.03,0.28,0.29,7.67,0,-62.8,2.008,1.458,0
8/30/2018,20:30, ,0,<site>,0,6.2,0,76.4,0,6.67,0,25.36,0,0,42.6,127.82,20.556,0,8269.4,9036.5,-5,5.07,0,9108.7,5874,1.95,7.81,0.29,0.29,7.68,0,-62.9,1.895,1.379,0
8/30/2018,20:45, ,0,<site>,0,6.2,0,75.7,0,6.6,0,25.48,0,0,44.03,132.11,20.614,0,8311.8,9071.9,-5,5.09,0,9143.5,5897,2.16,8.66,0.39,0.39,7.68,0,-62.9,1.794,1.308,0
8/30/2018,21:00, ,0,<site>,0,6.2,0,74.3,0,6.47,0,26.25,0,0,45.65,136.98,20.666,0,8356.5,9110.6,-5,5.11,0,9181.8,5922,2.32,9.29,0.37,0.37,7.66,0,-62.2,1.707,1.247,0
8/30/2018,21:15, ,0,<site>,0,6.2,0,71.6,0,6.23,0,26.74,0,0,47.84,143.54,20.65,0,8392.2,9152.6,-5,5.14,0,9224.3,5949,2.52,10.08,0.42,0.42,7.64,0,-60.6,1.623,1.188,0
8/30/2018,21:30, ,0,<site>,0,6.2,0,68.2,0,5.95,0,27.64,0,0,50.59,151.78,20.587,0,8419.9,9194.8,-5,5.16,0,9267.8,5977,2.83,11.36,0.45,0.45,7.6,0,-58.5,1.553,1.139,0
8/30/2018,21:45, ,0,<site>,0,6.2,0,64.7,0,5.65,0,26.76,0,0,52.99,159,20.529,0,8451.9,9240.9,-5,5.19,0,9315.2,6007,2.98,11.94,0.47,0.47,7.57,0,-56.9,1.495,1.098,0
8/30/2018,22:00, ,0,<site>,0,6.2,0,59.8,0,5.21,0,25.95,0,0,56.79,170.4,20.568,0,8525,9313.4,-5,5.24,0,9387.7,6054,3.53,14.15,0.49,0.5,7.53,0,-54.4,1.447,1.064,0
8/30/2018,22:15, ,0,<site>,0,6.2,0,56.8,0,4.95,0,27.15,0,0,59.28,177.86,20.563,0,8569.9,9363.5,-5,5.27,0,9438.2,6086,3.96,15.84,0.53,0.53,7.51,0,-53,1.407,1.036,0
8/30/2018,22:30, ,0,<site>,0,6.2,0,53.5,0,4.66,0,27.45,0,0,61.96,185.89,20.573,0,8627.9,9424.7,-5,5.3,0,9499.8,6126,4.46,17.85,0.61,0.62,7.48,0,-51.5,1.376,1.014,0
8/30/2018,22:45, ,0,<site>,0,6.2,0,50.6,0,4.4,0,27.45,0,0,63.63,190.91,20.589,0,8673.9,9471.9,-5,5.33,0,9547.1,6157,4.82,19.29,0.71,0.71,7.47,0,-50.6,1.345,0.993,0
8/30/2018,23:00, ,0,<site>,0,6.2,0,48.3,0,4.21,0,27.56,0,0,65.13,195.42,20.581,0,8703.6,9506,-5,5.35,0,9581.6,6179,5.24,20.99,0.71,0.71,7.46,0,-50.2,1.327,0.98,0
8/30/2018,23:15, ,0,<site>,0,6.2,0,47.2,0,4.11,0,27.08,0,0,66.02,198.1,20.586,0,8732.1,9536.1,-5,5.37,0,9611.9,6198,5.47,21.88,0.75,0.75,7.45,0,-49.8,1.319,0.975,0
8/30/2018,23:30, ,0,<site>,0,6.2,0,46,0,4.01,0,26.52,0,0,66.42,199.29,20.56,0,8742.9,9553,-5,5.38,0,9629.3,6209,5.42,21.69,0.78,0.78,7.45,0,-49.6,1.319,0.975,0
8/30/2018,23:45, ,0,<site>,0,6.2,0,44.8,0,3.91,0,27.54,0,0,66.71,200.15,20.537,0,8747.2,9562.4,-5,5.39,0,9639.1,6216,5.47,21.89,0.79,0.79,7.44,0,-49.4,1.32,0.975,0
8/31/2018,0:00, ,0,<site>,0,6.2,0,44,0,3.84,0,28.3,0,0,66.55,199.68,20.492,0,8746.8,9570.9,-5,5.39,0,9648.3,6221,5.36,21.44,0.73,0.73,7.44,0,-49.3,1.327,0.98,0
8/31/2018,0:15, ,0,<site>,0,6.2,0,39.2,0,3.42,0,23.17,0,0,67.69,203.1,20.475,0,8746.2,9573.7,-5,5.39,0,9651.5,6223,4.77,19.11,0.64,0.64,7.43,0,-48.3,1.35,0.996,0
8/31/2018,0:30, ,0,<site>,0,6.2,0,43.9,0,3.83,0,30.23,0,0,66.75,200.28,20.433,0,8733.7,9568.5,-5,5.39,0,9646.8,6220,5.43,21.74,0.78,0.78,7.44,0,-49.1,1.389,1.024,0
8/31/2018,0:45, ,0,<site>,0,6.2,0,74.5,0,6.57,0,15.14,0,0,49.97,149.93,20.045,0,8289.6,9156.1,-5,5.14,0,9236.6,5951,1.96,7.86,0.33,0.33,7.69,0,-63.5,1.452,1.068,0
8/31/2018,1:00, ,0,<site>,0,6.2,0,78.6,0,6.93,0,17.35,0,0,46.66,140.01,20.042,0,8223.3,9083.5,-5,5.1,0,9163.4,5904,1.57,6.3,0.26,0.26,7.74,0,-66.5,1.532,1.124,0
8/31/2018,1:15, ,0,<site>,0,6.2,0,79.3,0,7,0,17.45,0,0,45.61,136.86,20.007,0,8198,9062.3,-5,5.09,0,9142.6,5890,1.45,5.81,0.27,0.27,7.75,0,-67,1.615,1.182,0
8/31/2018,1:30, ,0,<site>,0,6.2,0,79.4,0,7.01,0,18.2,0,0,44.71,134.16,19.946,0,8174.2,9047.5,-5,5.08,0,9128.5,5881,1.44,5.79,0.23,0.23,7.75,0,-66.9,1.714,1.251,0
8/31/2018,1:45, ,0,<site>,0,6.2,0,80.1,0,7.08,0,21.35,0,0,41.66,125.01,19.952,0,8111.2,8976.7,-5,5.04,0,9057,5835,1.41,5.66,0.26,0.27,7.74,0,-66.8,1.828,1.332,0
8/31/2018,2:00, ,0,<site>,0,6.2,0,80.4,0,7.11,0,22.4,0,0,40.05,120.17,19.928,0,8096,8964.4,-5,5.03,0,9044.8,5827,1.32,5.28,0.27,0.28,7.74,0,-66.7,1.947,1.415,0
8/31/2018,2:15, ,0,<site>,0,6.2,0,80.9,0,7.15,0,26.1,0,0,38.39,115.2,19.926,0,8065.9,8931.5,-5,5.01,0,9011.7,5805,1.3,5.2,0.24,0.24,7.74,0,-66.6,2.065,1.498,0
8/31/2018,2:30, ,0,<site>,0,6.2,0,81.2,0,7.19,0,25.84,0,0,37.08,111.25,19.918,0,8018.1,8880,-5,4.98,0,8959.9,5772,1.25,5,0.24,0.24,7.74,0,-66.3,2.182,1.58,0
8/31/2018,2:45, ,0,<site>,0,6.2,0,81.5,0,7.2,0,28.68,0,0,35.77,107.32,19.927,0,7991.3,8848.6,-5,4.96,0,8928.1,5752,1.22,4.89,0.24,0.24,7.73,0,-66.1,2.289,1.655,0
8/31/2018,3:00, ,0,<site>,0,6.2,0,81.4,0,7.2,0,27.71,0,0,35.09,105.28,19.944,0,7975.1,8827.5,-5,4.95,0,8906.6,5738,1.26,5.07,0.27,0.27,7.72,0,-65.6,2.395,1.73,0
8/31/2018,3:15, ,0,<site>,0,6.2,0,81.6,0,7.21,0,27.1,0,0,33.74,101.24,19.978,0,7940.3,8782.8,-5,4.92,0,8861,5709,1.25,5.02,0.25,0.25,7.72,0,-65.3,2.489,1.796,0
8/31/2018,3:30, ,0,<site>,0,6.2,0,82.4,0,7.28,0,26.94,0,0,32.11,96.37,19.984,0,7880.4,8715.4,-5,4.88,0,8792.9,5665,1.22,4.91,0.25,0.25,7.72,0,-65.5,2.569,1.852,0
8/31/2018,3:45, ,0,<site>,0,6.2,0,83.1,0,7.34,0,27.25,0,0,30.47,91.42,19.983,0,7824.8,8654,-5,4.84,0,8731,5625,1.15,4.61,0.24,0.24,7.73,0,-65.7,2.63,1.895,0
8/31/2018,4:00, ,0,<site>,0,6.2,0,83.4,0,7.37,0,26.63,0,0,29.86,89.59,19.988,0,7803,8629,-5,4.83,0,8705.7,5609,1.15,4.62,0.24,0.25,7.73,0,-65.8,2.68,1.93,0
8/31/2018,4:15, ,0,<site>,0,6.2,0,83.8,0,7.41,0,27.25,0,0,29,87.02,19.989,0,7777,8600.1,-5,4.81,0,8676.5,5590,1.12,4.49,0.24,0.24,7.73,0,-65.9,2.733,1.967,0
8/31/2018,4:30, ,0,<site>,0,6.2,0,84.1,0,7.43,0,25.8,0,0,28.4,85.23,20.002,0,7757.2,8575.8,-5,4.79,0,8651.8,5574,1.15,4.62,0.26,0.26,7.73,0,-65.9,2.774,1.996,0
8/31/2018,4:45, ,0,<site>,0,6.2,0,79.8,0,7.05,0,26.71,0,0,26.56,79.71,19.995,0,7754.4,8574.1,-5,4.79,0,8650.2,5573,1.19,4.77,0.27,0.27,7.69,0,-63.8,2.788,2.006,0
8/31/2018,5:00, ,0,<site>,0,6.2,0,80.9,0,7.15,0,26.14,0,0,28.95,86.87,19.95,0,7779,8609.4,-5,4.81,0,8686.4,5596,1.23,4.93,0.25,0.25,7.7,0,-64.1,2.794,2.01,0
8/31/2018,5:15, ,0,<site>,0,6.2,0,79.8,0,7.06,0,27.76,0,0,27.88,83.68,19.959,0,7765.8,8593.2,-5,4.81,0,8670,5586,1.08,4.33,0.27,0.27,7.69,0,-63.6,2.786,2.004,0
8/31/2018,5:30, ,0,<site>,0,6.2,0,82.2,0,7.28,0,28.53,0,0,28.42,85.3,19.925,0,7766.3,8599.9,-5,4.81,0,8677.1,5590,1.15,4.61,0.22,0.23,7.71,0,-64.8,2.764,1.988,0
8/31/2018,5:45, ,0,<site>,0,6.2,0,80.9,0,7.17,0,23.95,0,0,28.97,86.92,19.917,0,7770.5,8606,-5,4.81,0,8683.4,5594,1.18,4.73,0.25,0.25,7.7,0,-64.3,2.731,1.965,0
8/31/2018,6:00, ,0,<site>,0,6.2,0,81.6,0,7.23,0,24.81,0,0,29.6,88.82,19.859,0,7781.5,8628.7,-5,4.83,0,8707.1,5609,1.15,4.62,0.26,0.27,7.71,0,-64.6,2.689,1.936,0
8/31/2018,6:15, ,0,<site>,0,6.2,0,81.1,0,7.19,0,24.4,0,0,30.89,92.7,19.802,0,7810.7,8671.6,-5,4.85,0,8751.1,5637,1.13,4.52,0.24,0.24,7.71,0,-64.5,2.632,1.896,0
8/31/2018,6:30, ,0,<site>,0,6.2,0,80.3,0,7.13,0,23.45,0,0,32.09,96.28,19.739,0,7833.1,8708.2,-5,4.87,0,8788.9,5660,1.21,4.85,0.24,0.24,7.7,0,-64.2,2.564,1.848,0
8/31/2018,6:45, ,0,<site>,0,6.2,0,78.3,0,6.96,0,23.86,0,0,34.23,102.72,19.678,0,7890.3,8783.1,-5,4.92,0,8865.3,5709,1.23,4.94,0.27,0.27,7.69,0,-63.4,2.48,1.789,0
8/31/2018,7:00, ,0,<site>,0,6.2,0,77.2,0,6.87,0,28.77,0,0,34.62,103.88,19.619,0,7922.5,8830,-5,4.95,0,8913.4,5739,1.31,5.25,0.28,0.28,7.68,0,-63.3,2.378,1.718,0
8/31/2018,7:15, ,0,<site>,0,6.2,0,77.1,0,6.87,0,31.8,0,0,34.54,103.65,19.577,0,7930.1,8846.4,-5,4.96,0,8930.5,5750,1.33,5.35,0.29,0.29,7.68,0,-63.1,2.269,1.641,0
8/31/2018,7:30, ,0,<site>,0,6.2,0,75.4,0,6.72,0,33.11,0,0,35.85,107.56,19.554,0,7964.9,8889.7,-5,4.98,0,8974.5,5778,1.48,5.92,0.3,0.3,7.67,0,-62.6,2.16,1.565,0
8/31/2018,7:45, ,0,<site>,0,6.2,0,73.9,0,6.59,0,38,0,0,37.42,112.28,19.514,0,7993.1,8928.5,-5,5.01,0,9014.3,5804,1.62,6.49,0.33,0.33,7.66,0,-62,2.051,1.488,0
8/31/2018,8:00, ,0,<site>,0,6.2,0,72.5,0,6.47,0,36.49,0,0,38.38,115.18,19.49,0,8013.8,8956.4,-5,5.03,0,9042.8,5822,1.62,6.49,0.35,0.36,7.65,0,-61.5,1.939,1.41,0
8/31/2018,8:15, ,0,<site>,0,6.2,0,70.2,0,6.26,0,38.03,0,0,40.21,120.65,19.485,0,8051.1,8999.1,-5,5.05,0,9085.9,5849,1.82,7.31,0.36,0.36,7.63,0,-60.3,1.834,1.335,0
8/31/2018,8:30, ,0,<site>,0,6.2,0,67.9,0,6.06,0,37.13,0,0,42.4,127.23,19.476,0,8092.8,9047.3,-5,5.08,0,9134.8,5881,2.02,8.11,0.41,0.41,7.62,0,-59.2,1.732,1.264,0
8/31/2018,8:45, ,0,<site>,0,6.2,0,64.9,0,5.78,0,35.94,0,0,44.92,134.77,19.53,0,8154.6,9105.9,-5,5.12,0,9193.2,5919,2.27,9.12,0.46,0.46,7.59,0,-57.9,1.644,1.202,0
8/31/2018,9:00, ,0,<site>,0,6.2,0,62.5,0,5.55,0,40.41,0,0,47.83,143.51,19.61,0,8226.5,9170.6,-5,5.15,0,9257.4,5961,2.6,10.42,0.48,0.48,7.57,0,-56.5,1.563,1.145,0
8/31/2018,9:15, ,0,<site>,0,6.2,0,57.3,0,5.08,0,42.43,0,0,51.61,154.85,19.72,0,8321,9254.3,-5,5.2,0,9340.3,6015,3.17,12.69,0.53,0.53,7.53,0,-54.2,1.489,1.093,0
8/31/2018,9:30, ,0,<site>,0,6.2,0,50.6,0,4.48,0,46.61,0,0,55.59,166.81,19.844,0,8427.4,9348.1,-5,5.26,0,9433.2,6076,3.62,14.5,0.55,0.56,7.48,0,-51.6,1.428,1.051,0
8/31/2018,9:45, ,0,<site>,0,6.2,0,44,0,3.88,0,40,0,0,59.26,177.79,19.959,0,8527.7,9436.4,-5,5.31,0,9520.6,6134,4.45,17.82,0.71,0.71,7.45,0,-49.4,1.369,1.009,0
8/31/2018,10:00, ,0,<site>,0,6.2,0,39.3,0,3.45,0,37.68,0,0,61.96,185.92,20.065,0,8610,9506.1,-5,5.35,0,9589.4,6179,4.79,19.19,0.69,0.69,7.42,0,-48,1.324,0.978,0
8/31/2018,10:15, ,0,<site>,0,6.2,0,35.3,0,3.1,0,34.81,0,0,64.24,192.75,20.164,0,8670.3,9552.7,-5,5.38,0,9635,6209,5.32,21.29,0.76,0.76,7.4,0,-47,1.287,0.952,0
8/31/2018,10:30, ,0,<site>,0,6.2,0,32.9,0,2.89,0,34.05,0,0,66.48,199.46,20.177,0,8706.9,9590.2,-5,5.41,0,9672.6,6234,5.55,22.23,0.79,0.79,7.39,0,-46.1,1.256,0.93,0
8/31/2018,10:45, ,0,<site>,0,6.2,0,30.2,0,2.65,0,30.22,0,0,67.14,201.44,20.272,0,8737.5,9604.9,-5,5.41,0,9686,6243,6.41,25.66,0.86,0.87,7.38,0,-45.6,1.232,0.913,0
8/31/2018,11:00, ,0,<site>,0,6.2,0,28.2,0,2.47,0,29.61,0,0,68.55,205.66,20.257,0,8747.8,9619.1,-5,5.42,0,9700.5,6252,6.63,26.54,0.92,0.92,7.37,0,-45,1.211,0.899,0
8/31/2018,11:15, ,0,<site>,0,6.2,0,28,0,2.44,0,28.71,0,0,68.78,206.38,20.387,0,8760.7,9607.1,-5,5.41,0,9686.4,6245,7.27,29.09,1,1.01,7.36,0,-44.7,1.195,0.887,0
8/31/2018,11:30, ,0,<site>,0,6.2,0,27.1,0,2.37,0,35.38,0,0,66.32,198.99,20.468,0,8769,9600,-5,5.41,0,9678.1,6240,7.76,31.07,1.08,1.09,7.36,0,-44.3,1.192,0.885,0
8/31/2018,11:45, ,0,<site>,0,6.2,0,28.7,0,2.49,0,23.63,0,0,68.68,206.07,20.802,0,8825.5,9595,-5,5.41,0,9667.9,6237,8.27,33.11,1.12,1.12,7.36,0,-44.6,1.191,0.885,0
8/31/2018,12:00, ,0,<site>,0,6.2,0,25.9,0,2.25,0,31.22,0,0,68.09,204.29,20.646,0,8795.8,9593.4,-5,5.41,0,9668.7,6236,8.2,32.82,1.19,1.19,7.34,0,-43.6,1.209,0.897,0
8/31/2018,12:15, ,0,<site>,0,6.2,0,25,0,2.18,0,25.78,0,0,69.66,209,20.579,0,8781.9,9591.9,-5,5.4,0,9668.1,6235,9.04,36.19,1.1,1.1,7.34,0,-43.4,1.243,0.921,0
8/31/2018,12:30, ,0,<site>,0,6.2,0,30.6,0,2.65,0,24.85,0,0,69.56,208.7,20.874,0,8853.5,9611,-5,5.41,0,9682.8,6247,8.26,33.06,1.07,1.07,7.36,0,-44.4,1.303,0.963,0
