Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,pH,F_pH,pHmV,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Turb,F_Turb,fDOMRFU,fDOMQSU,WiperPosV,Depth,F_Depth
6/7/2018,7:30, ,0,<site>,0,6.2,20.672,<0> (CND),4.2487,4.6316,<0> (CND),2.48,<0> (CND),0.82,3.23,0.15,0.17,0.69,-0.31,7.74,<0> (CND),-56,79.4,<0> (CND),7.02,<0> (CND),38.04,<0> (CND),34.38,103.08,1.202,1.753,<0> (CND)
6/7/2018,7:45, ,0,<site>,0,6.2,20.671,0,4.2616,4.6457,0,2.49,0,0.82,3.24,0.17,0.19,0.7,-0.29,7.73,0,-55.8,79.2,0,7,0,38.04,0,34.1,102.23,1.204,1.777,0
6/7/2018,8:00, ,0,<site>,0,6.2,20.694,0,4.2915,4.6761,0,2.51,0,0.82,3.24,0.13,0.15,0.7,-0.33,7.72,0,-55,78.1,0,6.91,0,34.23,0,33.75,101.18,1.21,1.792,0
6/7/2018,8:15, ,0,<site>,0,6.2,20.704,0,4.3057,4.6906,0,2.52,0,0.76,2.99,0.12,0.14,0.63,-0.34,7.7,0,-53.7,74,0,6.54,0,36.34,0,33.44,100.27,1.21,1.793,0
6/7/2018,8:30, ,0,<site>,0,6.2,20.678,0,4.2848,4.6703,0,2.5,0,0.78,3.07,0.13,0.15,0.65,-0.33,7.72,0,-54.8,77.3,0,6.83,0,41.59,0,32.86,98.54,1.198,1.785,0
6/7/2018,8:45, ,0,<site>,0,6.2,20.65,0,4.2608,4.6469,0,2.49,0,0.84,3.3,0.14,0.16,0.71,-0.32,7.72,0,-55.2,78.2,0,6.92,0,40.86,0,33.17,99.44,1.194,1.765,0
6/7/2018,9:00, ,0,<site>,0,6.2,20.64,0,4.2347,4.6194,0,2.48,0,0.83,3.28,0.14,0.16,0.71,-0.32,7.72,0,-55,77.6,0,6.86,0,42.46,0,33.14,99.36,1.201,1.74,0
6/7/2018,9:15, ,0,<site>,0,6.2,20.635,0,4.2013,4.5834,0,2.45,0,0.9,3.55,0.1,0.12,0.77,-0.36,7.72,0,-55.1,77.4,0,6.86,0,42.6,0,33.3,99.84,1.198,1.703,0
6/7/2018,9:30, ,0,<site>,0,6.2,20.623,0,4.1492,4.5277,0,2.42,0,0.87,3.42,0.11,0.13,0.74,-0.35,7.73,0,-55.4,77.3,0,6.85,0,41.18,0,34.16,102.41,1.199,1.657,0
6/7/2018,9:45, ,0,<site>,0,6.2,20.701,0,4.0739,4.4384,0,2.37,0,0.93,3.66,0.17,0.19,0.8,-0.29,7.75,0,-56.5,78,0,6.9,0,38.49,0,35.36,106.02,1.199,1.607,0
6/7/2018,10:00, ,0,<site>,0,6.2,20.729,0,3.9917,4.3463,0,2.32,0,1,3.94,0.18,0.2,0.87,-0.27,7.76,0,-57.6,79,0,6.98,0,41.36,0,36.18,108.47,1.2,1.554,0
6/7/2018,10:15, ,0,<site>,0,6.2,20.843,0,3.976,4.3189,0,2.3,0,1,3.93,0.2,0.23,0.87,-0.25,7.77,0,-57.7,78.9,0,6.96,0,43.49,0,36.23,108.62,1.202,1.493,0
6/7/2018,10:30, ,0,<site>,0,6.2,20.911,0,3.9602,4.2957,0,2.29,0,0.98,3.88,0.18,0.2,0.86,-0.28,7.76,0,-57.6,78.4,0,6.91,0,39.2,0,36.61,109.76,1.2,1.435,0
6/7/2018,10:45, ,0,<site>,0,6.2,20.912,0,3.928,4.2607,0,2.27,0,1.01,3.97,0.18,0.2,0.88,-0.28,7.76,0,-57.2,77.4,0,6.82,0,41.34,0,36.81,110.38,1.202,1.377,0
6/7/2018,11:00, ,0,<site>,0,6.2,20.926,0,3.8895,4.2177,0,2.25,0,1.03,4.06,0.19,0.21,0.9,-0.27,7.75,0,-56.8,76,0,6.7,0,44.51,0,36.98,110.88,1.201,1.315,0
6/7/2018,11:15, ,0,<site>,0,6.2,20.909,0,3.8565,4.1834,0,2.23,0,1.1,4.35,0.22,0.24,0.97,-0.24,7.75,0,-56.9,76.3,0,6.72,0,46.11,0,37.11,111.28,1.202,1.249,0
6/7/2018,11:30, ,0,<site>,0,6.2,20.943,0,3.8239,4.1451,0,2.21,0,1.15,4.56,0.23,0.25,1.03,-0.23,7.75,0,-56.8,75.8,0,6.68,0,49.59,0,37.06,111.12,1.2,1.192,0
6/7/2018,11:45, ,0,<site>,0,6.2,21.149,0,3.813,4.1158,0,2.19,0,1.18,4.68,0.19,0.21,1.06,-0.27,7.76,0,-57.3,76.5,0,6.71,0,47.35,0,37.67,112.96,1.202,1.136,0
6/7/2018,12:00, ,0,<site>,0,6.2,21.303,0,3.7958,4.0842,0,2.17,0,1.29,5.09,0.23,0.25,1.16,-0.23,7.76,0,-57.7,77.1,0,6.75,0,48.66,0,37.81,113.38,1.198,1.079,0
6/7/2018,12:15, ,0,<site>,0,6.2,21.439,0,3.7749,4.0505,0,2.15,0,1.36,5.38,0.26,0.28,1.23,-0.2,7.77,0,-58,77.2,0,6.74,0,51.52,0,38.26,114.72,1.202,1.024,0
6/7/2018,12:30, ,0,<site>,0,6.2,21.749,0,3.7662,4.0155,0,2.13,0,1.46,5.78,0.26,0.28,1.33,-0.2,7.77,0,-58,76.3,0,6.62,0,53.94,0,38.75,116.19,1.201,0.973,0
6/7/2018,12:45, ,0,<site>,0,6.2,21.778,0,3.739,3.9842,0,2.11,0,1.55,6.14,0.25,0.27,1.42,-0.21,7.76,0,-57.6,74.6,0,6.47,0,54.25,0,39.15,117.41,1.203,0.926,0
6/7/2018,13:00, ,0,<site>,0,6.2,21.919,0,3.7284,3.9615,0,2.1,0,1.58,6.28,0.18,0.2,1.46,-0.28,7.75,0,-57,72.3,0,6.25,0,58.76,0,39.35,118,1.2,0.883,0
6/7/2018,13:15, ,0,<site>,0,6.2,22.071,0,3.7285,3.9495,0,2.09,0,1.68,6.69,0.17,0.19,1.56,-0.29,7.75,0,-56.9,72.5,0,6.25,0,56.36,0,39.8,119.33,1.202,0.846,0
6/7/2018,13:30, ,0,<site>,0,6.2,22.304,0,3.7376,3.9405,0,2.09,0,1.74,6.9,0.2,0.22,1.61,-0.26,7.74,0,-56.1,70.1,0,6.02,0,59.39,0,39.58,118.68,1.2,0.814,0
6/7/2018,13:45, ,0,<site>,0,6.2,22.637,0,3.7583,3.9359,0,2.08,0,1.79,7.13,0.3,0.32,1.67,-0.15,7.74,0,-56.3,71.4,0,6.09,0,65.01,0,40.15,120.4,1.202,0.782,0
6/7/2018,14:00, ,0,<site>,0,6.2,23.041,0,3.7857,3.9328,0,2.08,0,1.95,7.75,0.21,0.23,1.83,-0.25,7.74,0,-56.6,72.9,0,6.18,0,56.3,0,40.87,122.55,1.199,0.759,0
6/7/2018,14:15, ,0,<site>,0,6.2,23.299,0,3.8032,3.9309,0,2.08,0,2.01,7.97,0.32,0.34,1.88,-0.14,7.74,0,-56.6,73,0,6.16,0,57.85,0,40.74,122.16,1.202,0.733,0
6/7/2018,14:30, ,0,<site>,0,6.2,23.38,0,3.8075,3.929,0,2.08,0,2.03,8.08,0.28,0.3,1.91,-0.18,7.73,0,-56,72,0,6.06,0,57.92,0,41.21,123.57,1.201,0.712,0
6/7/2018,14:45, ,0,<site>,0,6.2,23.542,0,3.8142,3.9235,0,2.07,0,2.09,8.32,0.38,0.4,1.97,-0.08,7.73,0,-56,72.4,0,6.07,0,60.52,0,41.29,123.81,1.202,0.695,0
6/7/2018,15:00, ,0,<site>,0,6.2,23.614,0,3.802,3.9054,0,2.06,0,2.3,9.17,0.34,0.36,2.18,-0.12,7.73,0,-55.8,72,0,6.03,0,58.75,0,41.56,124.62,1.201,0.683,0
6/7/2018,15:15, ,0,<site>,0,6.2,23.749,0,3.7926,3.8854,0,2.05,0,2.39,9.53,0.33,0.35,2.27,-0.13,7.73,0,-55.8,72.7,0,6.08,0,56.56,0,42.15,126.41,1.202,0.674,0
6/7/2018,15:30, ,0,<site>,0,6.2,23.894,0,3.7831,3.8647,0,2.04,0,2.37,9.43,0.35,0.37,2.24,-0.11,7.72,0,-55.7,73,0,6.09,0,55.43,0,42.71,128.08,1.199,0.682,0
6/7/2018,15:45, ,0,<site>,0,6.2,23.973,0,3.773,3.8486,0,2.03,0,2.45,9.74,0.46,0.48,2.32,0,7.72,0,-55.5,72.6,0,6.04,0,48.04,0,42.78,128.29,1.203,0.697,0
6/7/2018,16:00, ,0,<site>,0,6.2,23.918,0,3.7735,3.8531,0,2.03,0,1.96,7.79,0.27,0.29,1.84,-0.19,7.67,0,-52.7,64.5,0,5.38,0,43.12,0,45.62,136.79,1.202,0.729,0
6/7/2018,16:15, ,0,<site>,0,6.2,23.029,0,3.7008,3.8456,0,2.03,0,2.04,8.09,0.28,0.3,1.91,-0.18,7.75,0,-56.8,72.8,0,6.17,0,47.46,0,43.01,128.97,1.202,0.779,0
6/7/2018,16:30, ,0,<site>,0,6.2,21.112,0,3.5153,3.7973,0,2.01,0,1.3,5.14,0.17,0.19,1.17,-0.29,7.82,0,-60.8,76.5,0,6.73,0,44.09,0,43.25,129.68,1.2,0.834,0
6/7/2018,16:45, ,0,<site>,0,6.2,20.822,0,3.5074,3.8115,0,2.02,0,1.17,4.63,0.21,0.23,1.04,-0.25,7.83,0,-61.4,77.5,0,6.85,0,57.34,0,43.59,130.72,1.199,0.909,0
6/7/2018,17:00, ,0,<site>,0,6.2,20.93,0,3.5771,3.8786,0,2.06,0,1.14,4.49,0.14,0.16,1.01,-0.32,7.83,0,-61.5,78.9,0,6.96,0,35.66,0,43.55,130.59,1.201,0.977,0
6/7/2018,17:15, ,0,<site>,0,6.2,21.019,0,3.624,3.9222,0,2.08,0,1.15,4.55,0.17,0.19,1.02,-0.29,7.83,0,-61.4,79.4,0,7,0,38.33,0,42.18,126.49,1.2,1.053,0
6/7/2018,17:30, ,0,<site>,0,6.2,21.064,0,3.6934,3.9937,0,2.12,0,1.1,4.34,0.14,0.16,0.97,-0.32,7.82,0,-60.8,79.3,0,6.98,0,58.55,0,37.68,112.98,1.199,1.135,0
6/7/2018,17:45, ,0,<site>,0,6.2,21.113,0,3.7746,4.0774,0,2.17,0,1.06,4.18,0.14,0.16,0.93,-0.31,7.81,0,-60.3,79.8,0,7.01,0,46.6,0,38.72,116.09,1.202,1.214,0
6/7/2018,18:00, ,0,<site>,0,6.2,21.146,0,3.8338,4.1384,0,2.2,0,1.01,4.01,0.14,0.16,0.89,-0.32,7.8,0,-59.9,80,0,7.02,0,52.93,0,37.38,112.08,1.199,1.299,0
6/7/2018,18:15, ,0,<site>,0,6.2,21.17,0,3.8958,4.2033,0,2.24,0,1,3.97,0.13,0.15,0.88,-0.33,7.8,0,-59.5,80.6,0,7.07,0,55.13,0,35.93,107.74,1.202,1.387,0
6/7/2018,18:30, ,0,<site>,0,6.2,21.148,0,3.9374,4.2501,0,2.26,0,0.96,3.79,0.15,0.17,0.84,-0.31,7.79,0,-59,80.7,0,7.08,0,58.1,0,35.36,106.02,1.201,1.466,0
6/7/2018,18:45, ,0,<site>,0,6.2,21.08,0,3.9977,4.3212,0,2.3,0,0.95,3.75,0.15,0.17,0.82,-0.31,7.77,0,-57.8,79.9,0,7.02,0,58.68,0,33.97,101.85,1.201,1.545,0
6/7/2018,19:00, ,0,<site>,0,6.2,21.049,0,4.0753,4.408,0,2.35,0,0.92,3.61,0.13,0.15,0.79,-0.33,7.75,0,-56.9,79.6,0,6.99,0,150.24,0,33.15,99.38,1.199,1.618,0
6/7/2018,19:15, ,0,<site>,0,6.2,21.084,0,4.1288,4.4627,0,2.39,0,0.89,3.49,0.17,0.19,0.76,-0.28,7.75,0,-56.7,80,0,7.02,0,56.55,0,32.71,98.07,1.202,1.689,0
6/7/2018,19:30, ,0,<site>,0,6.2,21.217,0,4.2249,4.5539,0,2.44,0,0.89,3.5,0.11,0.13,0.76,-0.35,7.75,0,-56.6,81,0,7.09,0,55.73,0,31.99,95.91,1.202,1.759,0
6/7/2018,19:45, ,0,<site>,0,6.2,21.323,0,4.3402,4.668,0,2.5,0,0.85,3.35,0.11,0.13,0.73,-0.35,7.74,0,-56.2,81.8,0,7.14,0,57.78,0,30.79,92.31,1.202,1.815,0
6/7/2018,20:00, ,0,<site>,0,6.2,21.327,0,4.3697,4.6993,0,2.52,0,0.87,3.42,0.11,0.13,0.74,-0.35,7.74,0,-56,81.8,0,7.14,0,53.44,0,30.83,92.43,1.2,1.867,0
6/7/2018,20:15, ,0,<site>,0,6.2,21.379,0,4.419,4.7473,0,2.55,0,0.81,3.18,0.15,0.17,0.68,-0.31,7.73,0,-55.9,82.3,0,7.18,0,62.17,0,29.98,89.89,1.202,1.919,0
6/7/2018,20:30, ,0,<site>,0,6.2,21.413,0,4.4982,4.829,0,2.59,0,0.81,3.18,0.14,0.16,0.68,-0.32,7.73,0,-55.4,82.4,0,7.18,0,49.23,0,29.77,89.26,1.201,1.961,0
6/7/2018,20:45, ,0,<site>,0,6.2,21.421,0,4.5456,4.8791,0,2.62,0,0.74,2.92,0.12,0.14,0.62,-0.34,7.72,0,-55,82.4,0,7.18,0,51.9,0,29.15,87.38,1.202,1.996,0
6/7/2018,21:00, ,0,<site>,0,6.2,21.461,0,4.6245,4.9597,0,2.67,0,0.74,2.9,0.13,0.15,0.61,-0.32,7.71,0,-54.8,83.1,0,7.23,0,54.69,0,27.98,83.87,1.201,2.033,0
6/7/2018,21:15, ,0,<site>,0,6.2,21.483,0,4.6209,4.9537,0,2.66,0,0.67,2.64,0.1,0.12,0.55,-0.36,7.71,0,-54.4,83.2,0,7.23,0,51.19,0,27.91,83.68,1.202,2.063,0
6/7/2018,21:30, ,0,<site>,0,6.2,21.449,0,4.6215,4.9578,0,2.67,0,0.71,2.78,0.11,0.13,0.58,-0.35,7.69,0,-53.1,79.7,0,6.94,0,45.37,0,28.81,86.37,1.199,2.078,0
6/7/2018,21:45, ,0,<site>,0,6.2,21.468,0,4.7452,5.0885,0,2.74,0,0.66,2.6,0.08,0.1,0.54,-0.38,7.71,0,-54.3,83.8,0,7.29,0,43.92,0,27.53,82.53,1.202,2.092,0
6/7/2018,22:00, ,0,<site>,0,6.1,21.451,0,4.7653,5.1118,0,2.75,0,0.63,2.45,0.05,0.07,0.5,-0.41,7.68,0,-52.6,80.5,0,7,0,33.1,0,28.56,85.62,1.201,2.104,0
6/7/2018,22:15, ,0,<site>,0,6.1,21.458,0,4.7368,5.0805,0,2.74,0,0.66,2.6,0.1,0.12,0.54,-0.36,7.68,0,-52.7,81.3,0,7.07,0,32.34,0,28.47,85.35,1.202,2.106,0
6/7/2018,22:30, ,0,<site>,0,6.2,21.353,0,4.7565,5.1126,0,2.76,0,0.65,2.55,0.07,0.09,0.52,-0.39,7.71,0,-54.3,83,0,7.23,0,37.22,0,28.6,85.74,1.2,2.093,0
6/7/2018,22:45, ,0,<site>,0,6.1,21.332,0,4.7121,5.0671,0,2.73,0,0.71,2.8,0.07,0.09,0.59,-0.39,7.7,0,-54.1,82.1,0,7.16,0,36.16,0,29.5,88.45,1.202,2.069,0
6/7/2018,23:00, ,0,<site>,0,6.2,21.2,0,4.6105,4.9713,0,2.67,0,0.72,2.84,0.12,0.14,0.6,-0.34,7.71,0,-54.5,81.9,0,7.16,0,33.85,0,30.46,91.32,1.2,2.033,0
6/7/2018,23:15, ,0,<site>,0,6.1,21.049,0,4.517,4.8857,0,2.63,0,0.76,2.97,0.1,0.12,0.63,-0.36,7.71,0,-54.7,81.4,0,7.14,0,34.06,0,31.68,94.99,1.202,1.998,0
6/7/2018,23:30, ,0,<site>,0,6.1,20.99,0,4.4564,4.826,0,2.59,0,0.79,3.1,0.11,0.13,0.66,-0.35,7.71,0,-54.7,80.8,0,7.1,0,34.77,0,31.99,95.9,1.201,1.944,0
6/7/2018,23:45, ,0,<site>,0,6.1,20.707,0,4.2438,4.6229,0,2.48,0,0.87,3.44,0.14,0.16,0.75,-0.32,7.73,0,-55.7,79.1,0,6.99,0,38.83,0,34.02,101.99,1.202,1.88,0
6/8/2018,0:00, ,0,<site>,0,6.1,20.535,0,4.1196,4.5037,0,2.41,0,0.91,3.61,0.09,0.11,0.79,-0.37,7.74,0,-56,78.3,0,6.94,0,40.73,0,35.08,105.18,1.2,1.811,0
6/8/2018,0:15, ,0,<site>,0,6.1,20.543,0,4.13,4.5143,0,2.42,0,0.87,3.43,0.11,0.13,0.74,-0.35,7.73,0,-55.8,78.2,0,6.94,0,39.08,0,35.13,105.34,1.202,1.736,0
6/8/2018,0:30, ,0,<site>,0,6.1,20.468,0,4.0687,4.4542,0,2.38,0,0.92,3.62,0.11,0.13,0.79,-0.35,7.74,0,-55.9,77.4,0,6.87,0,38.66,0,35.82,107.4,1.201,1.657,0
6/8/2018,0:45, ,0,<site>,0,6.1,20.331,0,3.9747,4.3639,0,2.33,0,0.96,3.77,0.12,0.14,0.83,-0.34,7.74,0,-56.2,76.2,0,6.79,0,39.58,0,36.57,109.65,1.2,1.577,0
6/8/2018,1:00, ,0,<site>,0,6.1,20.242,0,3.914,4.3052,0,2.3,0,0.98,3.86,0.21,0.23,0.85,-0.25,7.75,0,-56.4,75.5,0,6.74,0,45.64,0,37.04,111.06,1.2,1.494,0
6/8/2018,1:15, ,0,<site>,0,6.1,20.107,0,3.8413,4.2373,0,2.26,0,1.02,4.04,0.24,0.26,0.9,-0.22,7.76,0,-57.1,75.2,0,6.73,0,42.67,0,37.69,113,1.2,1.407,0
6/8/2018,1:30, ,0,<site>,0,6.1,20.074,0,3.7845,4.1776,0,2.23,0,1.07,4.21,0.2,0.22,0.94,-0.26,7.76,0,-57.4,74.3,0,6.66,0,42.86,0,38.42,115.21,1.2,1.34,0
6/8/2018,1:45, ,0,<site>,0,6.1,20,0,3.7443,4.1396,0,2.2,0,1.13,4.46,0.24,0.26,1,-0.22,7.77,0,-57.8,74.1,0,6.65,0,43,0,39.07,117.15,1.202,1.268,0
6/8/2018,2:00, ,0,<site>,0,6.1,19.928,0,3.7097,4.1076,0,2.19,0,1.14,4.5,0.23,0.25,1.01,-0.23,7.77,0,-57.8,73.5,0,6.61,0,42.62,0,39.46,118.34,1.198,1.208,0
6/8/2018,2:15, ,0,<site>,0,6.1,19.908,0,3.6758,4.0718,0,2.17,0,1.24,4.9,0.26,0.28,1.11,-0.2,7.77,0,-57.9,72.9,0,6.56,0,47.44,0,40.02,120.01,1.2,1.156,0
6/8/2018,2:30, ,0,<site>,0,6.1,19.908,0,3.6433,4.0358,0,2.15,0,1.27,5.04,0.25,0.27,1.15,-0.2,7.77,0,-58,72.3,0,6.5,0,42.41,0,40.84,122.45,1.2,1.108,0
6/8/2018,2:45, ,0,<site>,0,6.1,19.928,0,3.6145,4.0022,0,2.13,0,1.42,5.63,0.25,0.27,1.29,-0.21,7.77,0,-57.8,71.5,0,6.43,0,47.6,0,40.67,121.95,1.2,1.066,0
6/8/2018,3:00, ,0,<site>,0,6.1,19.945,0,3.5991,3.9838,0,2.12,0,1.44,5.71,0.23,0.25,1.32,-0.23,7.77,0,-57.7,71,0,6.38,0,44.15,0,42.01,125.97,1.199,1.038,0
6/8/2018,3:15, ,0,<site>,0,6.1,19.923,0,3.5876,3.9729,0,2.11,0,1.41,5.57,0.24,0.26,1.28,-0.22,7.77,0,-57.7,70.6,0,6.35,0,42.91,0,42.33,126.94,1.2,1.01,0
6/8/2018,3:30, ,0,<site>,0,6.1,19.902,0,3.576,3.9617,0,2.1,0,1.51,5.97,0.27,0.29,1.38,-0.19,7.76,0,-57.4,70.1,0,6.31,0,42.01,0,42.79,128.32,1.201,0.989,0
6/8/2018,3:45, ,0,<site>,0,6.1,19.876,0,3.5701,3.9574,0,2.1,0,1.49,5.91,0.24,0.26,1.36,-0.22,7.76,0,-57.2,69.1,0,6.22,0,43.86,0,42.46,127.32,1.202,0.978,0
6/8/2018,4:00, ,0,<site>,0,6.1,19.859,0,3.5638,3.9519,0,2.1,0,1.53,6.07,0.26,0.28,1.4,-0.2,7.76,0,-57.1,68.8,0,6.2,0,44.74,0,42.31,126.87,1.2,0.969,0
6/8/2018,4:15, ,0,<site>,0,6.1,19.819,0,3.5506,3.9405,0,2.09,0,1.57,6.23,0.3,0.32,1.44,-0.16,7.76,0,-57,68.7,0,6.19,0,44.96,0,42.82,128.4,1.202,0.957,0
6/8/2018,4:30, ,0,<site>,0,6.1,19.797,0,3.5434,3.9344,0,2.09,0,1.54,6.1,0.26,0.28,1.41,-0.2,7.75,0,-56.6,67.5,0,6.09,0,44.73,0,43.14,129.35,1.2,0.95,0
6/8/2018,4:45, ,0,<site>,0,6.1,19.758,0,3.5128,3.9037,0,2.07,0,1.56,6.17,0.28,0.3,1.43,-0.18,7.74,0,-55.8,65.3,0,5.9,0,45.68,0,43.21,129.57,1.202,0.95,0
6/8/2018,5:00, ,0,<site>,0,6.1,19.701,0,3.5067,3.9016,0,2.07,0,1.53,6.06,0.27,0.29,1.4,-0.19,7.73,0,-55.3,63.6,0,5.75,0,45.76,0,43.73,131.12,1.201,0.962,0
6/8/2018,5:15, ,0,<site>,0,6.1,19.667,0,3.5195,3.9187,0,2.08,0,1.51,6,0.27,0.3,1.39,-0.18,7.73,0,-55.7,66,0,5.97,0,44.19,0,43.18,129.48,1.202,0.974,0
6/8/2018,5:30, ,0,<site>,0,6.1,19.632,0,3.5159,3.9176,0,2.08,0,1.52,6.04,0.26,0.28,1.4,-0.2,7.73,0,-55.2,64.2,0,5.81,0,44.63,0,43.37,130.05,1.2,0.994,0
6/8/2018,5:45, ,0,<site>,0,6.1,19.801,0,3.5496,3.9409,0,2.09,0,1.23,4.88,0.24,0.26,1.11,-0.22,7.82,0,-60.6,75.2,0,6.78,0,38.85,0,42.69,128.01,1.202,1.026,0
6/8/2018,6:00, ,0,<site>,0,6.1,20.098,0,3.5886,3.9593,0,2.1,0,1.16,4.57,0.24,0.26,1.03,-0.22,7.84,0,-61.9,76.9,0,6.9,0,40.71,0,42.3,126.85,1.202,1.07,0
6/8/2018,6:15, ,0,<site>,0,6.1,20.111,0,3.597,3.9676,0,2.11,0,1.14,4.52,0.21,0.23,1.02,-0.25,7.84,0,-61.7,77.3,0,6.92,0,38.5,0,42.05,126.09,1.202,1.123,0
6/8/2018,6:30, ,0,<site>,0,6.1,20.081,0,3.6094,3.9837,0,2.12,0,1.1,4.36,0.19,0.21,0.98,-0.27,7.84,0,-61.8,77.5,0,6.95,0,37.21,0,41.95,125.78,1.199,1.176,0
6/8/2018,6:45, ,0,<site>,0,6.1,20.063,0,3.6431,4.0224,0,2.14,0,1.07,4.23,0.19,0.21,0.94,-0.27,7.83,0,-61.5,77.9,0,6.99,0,38.54,0,41.2,123.56,1.201,1.24,0
6/8/2018,7:00, ,0,<site>,0,6.1,20.171,0,3.727,4.1057,0,2.19,0,1.03,4.07,0.19,0.21,0.9,-0.27,7.82,0,-60.5,77.9,0,6.97,0,41.01,0,39.89,119.6,1.199,1.311,0
6/8/2018,7:15, ,0,<site>,0,6.1,20.267,0,3.8087,4.1872,0,2.23,0,0.99,3.9,0.19,0.21,0.86,-0.27,7.8,0,-59.8,78.3,0,6.99,0,45.33,0,38.12,114.32,1.201,1.385,0
6/8/2018,7:30, ,0,<site>,0,6.1,20.299,0,3.8538,4.234,0,2.26,0,0.98,3.85,0.22,0.24,0.85,-0.24,7.79,0,-59.2,78.1,0,6.97,0,44.07,0,37.2,111.55,1.201,1.456,0
6/8/2018,7:45, ,0,<site>,0,6.1,20.345,0,3.922,4.3048,0,2.3,0,0.95,3.75,0.19,0.21,0.82,-0.27,7.78,0,-58.6,78.5,0,6.99,0,47.44,0,36.01,107.98,1.201,1.518,0
6/8/2018,8:00, ,0,<site>,0,6.1,20.383,0,3.9605,4.3435,0,2.32,0,0.95,3.75,0.2,0.22,0.82,-0.26,7.78,0,-58.3,78.5,0,6.99,0,53.82,0,35.14,105.36,1.198,1.578,0
6/8/2018,8:15, ,0,<site>,0,6.1,20.428,0,4.0076,4.3911,0,2.35,0,0.92,3.65,0.2,0.22,0.8,-0.26,7.77,0,-57.9,78.9,0,7.02,0,52.42,0,34.5,103.46,1.202,1.628,0
6/8/2018,8:30, ,0,<site>,0,6.1,20.505,0,4.0834,4.4669,0,2.39,0,0.9,3.56,0.23,0.25,0.78,-0.23,7.76,0,-57.4,79.3,0,7.04,0,57.62,0,33.1,99.24,1.201,1.674,0
6/8/2018,8:45, ,0,<site>,0,6.1,20.566,0,4.1095,4.4898,0,2.4,0,0.89,3.52,0.19,0.21,0.77,-0.27,7.76,0,-57.2,79.5,0,7.05,0,54.08,0,33.01,98.96,1.202,1.712,0
6/8/2018,9:00, ,0,<site>,0,6.1,20.644,0,4.175,4.5539,0,2.44,0,0.86,3.39,0.2,0.22,0.73,-0.26,7.75,0,-56.6,79.5,0,7.04,0,57.14,0,33.02,99,1.2,1.738,0
6/8/2018,9:15, ,0,<site>,0,6.1,20.693,0,4.2039,4.5808,0,2.45,0,0.87,3.44,0.24,0.26,0.75,-0.21,7.74,0,-56.4,79.1,0,6.99,0,40.87,0,33.7,101.04,1.202,1.755,0
6/8/2018,9:30, ,0,<site>,0,6.1,20.693,0,4.2055,4.5825,0,2.45,0,0.81,3.19,0.2,0.22,0.68,-0.26,7.67,0,-52.1,68.3,0,6.03,0,44.44,0,33.03,99.05,1.199,1.757,0
6/8/2018,9:45, ,0,<site>,0,6.1,20.688,0,4.1998,4.5767,0,2.45,0,0.88,3.47,0.19,0.21,0.75,-0.27,7.68,0,-52.8,70.3,0,6.22,0,45.49,0,33.13,99.33,1.198,1.751,0
6/8/2018,10:00, ,0,<site>,0,6.1,20.655,0,4.1812,4.5596,0,2.44,0,0.87,3.43,0.2,0.22,0.74,-0.26,7.74,0,-56.1,77.9,0,6.89,0,52.57,0,33.02,98.99,1.199,1.736,0
6/8/2018,10:15, ,0,<site>,0,6.1,20.614,0,4.1386,4.517,0,2.42,0,0.89,3.52,0.18,0.2,0.77,-0.28,7.74,0,-56.3,77.5,0,6.87,0,49.35,0,33.18,99.49,1.198,1.707,0
6/8/2018,10:30, ,0,<site>,0,6.1,20.606,0,4.101,4.4767,0,2.39,0,0.9,3.53,0.21,0.23,0.77,-0.25,7.75,0,-56.7,77.9,0,6.9,0,48.58,0,33.51,100.46,1.198,1.67,0
6/8/2018,10:45, ,0,<site>,0,6.1,20.738,0,4.0639,4.424,0,2.36,0,0.91,3.57,0.22,0.24,0.78,-0.24,7.77,0,-57.7,78.7,0,6.96,0,42.96,0,34.99,104.92,1.199,1.631,0
6/8/2018,11:00, ,0,<site>,0,6.1,20.788,0,4.006,4.3565,0,2.33,0,0.98,3.88,0.21,0.23,0.86,-0.24,7.77,0,-58,78.3,0,6.92,0,44.37,0,35.32,105.9,1.201,1.585,0
6/8/2018,11:15, ,0,<site>,0,6.1,20.97,0,3.9668,4.2977,0,2.29,0,1.02,4.04,0.21,0.23,0.9,-0.25,7.79,0,-59.1,79.3,0,6.98,0,46.72,0,35.76,107.23,1.201,1.53,0
6/8/2018,11:30, ,0,<site>,0,6.1,21.086,0,3.9459,4.2647,0,2.27,0,1.04,4.12,0.25,0.27,0.92,-0.21,7.79,0,-59.2,79.7,0,7,0,43.29,0,36.09,108.21,1.202,1.472,0
6/8/2018,11:45, ,0,<site>,0,6.1,21.346,0,3.9097,4.203,0,2.24,0,1.08,4.27,0.25,0.27,0.95,-0.21,7.8,0,-59.7,80,0,6.99,0,50.83,0,36.01,107.98,1.198,1.41,0
