Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Turb,F_Turb,fDOMRFU,fDOMQSU,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,pH,F_pH,pHmV,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,WiperPosV,Depth,F_Depth
4/13/2018,10:45, ,0,<site>,0,5.5,66.38,0,43.37,130.13,16.521,0,2.3689,2.8267,0,1.48,0,1.94,7.85,0.25,0.29,1.85,-0.15,7.48,0,-35.5,62.4,0,6.04,0,1.208,1.755,0
4/13/2018,11:00, ,0,<site>,0,5.5,66.82,0,43.06,129.19,16.498,0,2.4552,2.9313,0,1.53,0,2.6,10.48,0.31,0.34,2.51,-0.09,7.47,0,-35,62.8,0,6.08,0,1.194,1.826,0
4/13/2018,11:15, ,0,<site>,0,5.5,61.57,0,44.26,132.8,16.497,0,2.5276,3.0178,0,1.58,0,3.23,13,0.35,0.38,3.14,-0.05,7.47,0,-34.6,63.6,0,6.16,0,1.198,1.889,0
4/13/2018,11:30, ,0,<site>,0,5.5,61.87,0,44.43,133.31,16.494,0,2.5576,3.0537,0,1.6,0,3.42,13.78,0.35,0.39,3.34,-0.05,7.46,0,-34.3,63.6,0,6.15,0,1.202,1.946,0
4/13/2018,11:45, ,0,<site>,0,5.5,56.26,0,45.18,135.54,16.547,0,2.5802,3.077,0,1.61,0,3.21,12.93,0.35,0.38,3.13,-0.05,7.46,0,-34,63.5,0,6.14,0,1.199,1.988,0
4/13/2018,12:00, ,0,<site>,0,5.4,56.34,0,45.71,137.13,16.577,0,2.5943,3.0917,0,1.62,0,3.13,12.61,0.31,0.34,3.05,-0.09,7.45,0,-33.8,63,0,6.08,0,1.202,2.023,0
4/13/2018,12:15, ,0,<site>,0,5.4,57.81,0,45.39,136.18,16.628,0,2.5975,3.092,0,1.62,0,3.14,12.64,0.33,0.36,3.05,-0.07,7.45,0,-33.7,62.8,0,6.05,0,1.202,2.046,0
4/13/2018,12:30, ,0,<site>,0,5.5,43.79,0,47.03,141.1,16.625,0,2.6007,3.0959,0,1.62,0,2.27,9.19,0.23,0.26,2.19,-0.17,7.43,0,-32.3,60.3,0,5.82,0,1.202,2.055,0
4/13/2018,12:45, ,0,<site>,0,5.5,43.98,0,46.91,140.75,16.629,0,2.6039,3.0994,0,1.63,0,1.56,6.33,0.2,0.23,1.48,-0.2,7.37,0,-29.1,45.5,0,4.39,0,1.2,2.048,0
4/13/2018,13:00, ,0,<site>,0,5.4,50.88,0,45.08,135.24,16.623,0,2.6033,3.0992,0,1.63,0,2.54,10.23,0.26,0.3,2.45,-0.14,7.42,0,-31.8,52.6,0,5.07,0,1.202,2.032,0
4/13/2018,13:15, ,0,<site>,0,5.4,47.9,0,45.75,137.25,16.612,0,2.5998,3.0958,0,1.62,0,2.6,10.49,0.26,0.3,2.52,-0.14,7.42,0,-32.2,56.3,0,5.43,0,1.202,2.005,0
4/13/2018,13:30, ,0,<site>,0,5.5,54.05,0,44.74,134.22,16.616,0,2.5935,3.088,0,1.62,0,2.97,11.96,0.34,0.37,2.88,-0.06,7.44,0,-33.2,56.1,0,5.42,0,1.202,1.965,0
4/13/2018,13:45, ,0,<site>,0,5.4,52.92,0,45.31,135.95,16.693,0,2.5896,3.0779,0,1.61,0,2.81,11.33,0.3,0.33,2.72,-0.1,7.46,0,-34.3,59.4,0,5.72,0,1.199,1.917,0
4/13/2018,14:00, ,0,<site>,0,5.4,55.64,0,45.34,136.02,17.008,0,2.5718,3.0351,0,1.59,0,2.96,11.94,0.3,0.33,2.88,-0.1,7.48,0,-35.5,61,0,5.84,0,1.202,1.857,0
4/13/2018,14:15, ,0,<site>,0,5.4,60.57,0,44.14,132.42,17.196,0,2.5234,2.9654,0,1.55,0,2.81,11.33,0.31,0.34,2.73,-0.09,7.49,0,-36.3,60.6,0,5.78,0,1.198,1.786,0
4/13/2018,14:30, ,0,<site>,0,5.4,56.46,0,43.88,131.64,17.932,0,2.484,2.8716,0,1.5,0,2.53,10.21,0.28,0.31,2.45,-0.12,7.52,0,-37.7,61.9,0,5.81,0,1.201,1.712,0
4/13/2018,14:45, ,0,<site>,0,5.4,53.6,0,43.25,129.77,17.849,0,2.4542,2.8425,0,1.48,0,2.32,9.36,0.24,0.28,2.23,-0.16,7.52,0,-38,61,0,5.74,0,1.199,1.636,0
4/13/2018,15:00, ,0,<site>,0,5.4,63.66,0,42.71,128.15,17.975,0,2.4077,2.7809,0,1.45,0,2.13,8.59,0.26,0.3,2.04,-0.14,7.53,0,-38.5,61,0,5.73,0,1.202,1.561,0
4/13/2018,15:15, ,0,<site>,0,5.5,57.67,0,42.54,127.64,18.058,0,2.3918,2.7574,0,1.44,0,2.08,8.41,0.23,0.26,1.99,-0.17,7.54,0,-38.9,61.4,0,5.76,0,1.203,1.485,0
4/13/2018,15:30, ,0,<site>,0,5.4,61.04,0,42.68,128.04,18.141,0,2.3834,2.7427,0,1.43,0,1.98,8.01,0.23,0.26,1.9,-0.17,7.54,0,-39,61.3,0,5.74,0,1.202,1.411,0
4/13/2018,15:45, ,0,<site>,0,5.4,66.99,0,42.13,126.41,18.242,0,2.3619,2.7119,0,1.41,0,1.97,7.98,0.22,0.26,1.89,-0.18,7.54,0,-38.9,60.2,0,5.62,0,1.199,1.338,0
4/13/2018,16:00, ,0,<site>,0,5.5,65.64,0,41.43,124.29,18.236,0,2.344,2.6918,0,1.4,0,1.93,7.81,0.21,0.24,1.85,-0.19,7.54,0,-38.8,59.3,0,5.54,0,1.2,1.271,0
4/13/2018,16:15, ,0,<site>,0,5.4,73.19,0,40.97,122.91,18.393,0,2.3196,2.6545,0,1.38,0,1.85,7.49,0.17,0.2,1.76,-0.23,7.54,0,-39.2,59.3,0,5.52,0,1.199,1.206,0
4/13/2018,16:30, ,0,<site>,0,5.4,75.3,0,40.56,121.68,18.642,0,2.2974,2.615,0,1.36,0,1.82,7.37,0.23,0.26,1.74,-0.17,7.56,0,-40.1,60.8,0,5.63,0,1.202,1.14,0
4/13/2018,16:45, ,0,<site>,0,5.4,72.29,0,40.32,120.96,18.663,0,2.2731,2.5862,0,1.34,0,1.77,7.18,0.26,0.29,1.69,-0.14,7.56,0,-40.5,61.1,0,5.66,0,1.201,1.08,0
4/13/2018,17:00, ,0,<site>,0,5.4,76.38,0,39.29,117.89,18.648,0,2.2502,2.5609,0,1.33,0,1.8,7.3,0.24,0.28,1.72,-0.15,7.56,0,-40.2,59.7,0,5.54,0,1.202,1.021,0
4/13/2018,17:15, ,0,<site>,0,5.4,95.1,0,38.7,116.11,18.646,0,2.2349,2.5436,0,1.32,0,1.81,7.34,0.24,0.28,1.73,-0.15,7.56,0,-40,59,0,5.47,0,1.199,0.966,0
4/13/2018,17:30, ,0,<site>,0,5.4,94.03,0,38.44,115.34,18.708,0,2.2445,2.5511,0,1.32,0,1.86,7.54,0.29,0.32,1.78,-0.11,7.55,0,-39.8,58.7,0,5.44,0,1.201,0.912,0
4/13/2018,17:45, ,0,<site>,0,5.5,88.45,0,38.75,116.24,18.659,0,2.2699,2.5827,0,1.34,0,1.97,7.95,0.3,0.33,1.88,-0.1,7.54,0,-39.3,57.9,0,5.36,0,1.201,0.863,0
4/13/2018,18:00, ,0,<site>,0,5.4,86.32,0,39.25,117.76,18.523,0,2.2901,2.6135,0,1.36,0,1.99,8.03,0.3,0.33,1.9,-0.1,7.54,0,-38.8,56.6,0,5.26,0,1.202,0.819,0
4/13/2018,18:15, ,0,<site>,0,5.4,91.86,0,39.37,118.12,18.361,0,2.3049,2.6396,0,1.37,0,2.09,8.46,0.31,0.34,2.01,-0.09,7.53,0,-38.4,56,0,5.22,0,1.201,0.776,0
4/13/2018,18:30, ,0,<site>,0,5.5,98.96,0,39.53,118.61,18.24,0,2.3355,2.6818,0,1.39,0,2.32,9.35,0.37,0.4,2.23,-0.03,7.52,0,-37.9,55.2,0,5.16,0,1.202,0.742,0
4/13/2018,18:45, ,0,<site>,0,5.4,96.5,0,41.19,123.58,18.038,0,2.4315,2.8044,0,1.46,0,2.85,11.48,0.41,0.45,2.76,0.01,7.51,0,-37.1,54.8,0,5.14,0,1.201,0.71,0
4/13/2018,19:00, ,0,<site>,0,5.4,88.28,0,43.41,130.24,17.814,0,2.5705,2.9794,0,1.56,0,3.24,13.06,0.44,0.47,3.16,0.04,7.48,0,-35.7,53.1,0,5,0,1.202,0.685,0
4/13/2018,19:15, ,0,<site>,0,5.4,85.81,0,45.94,137.83,17.791,0,2.7476,3.1864,0,1.67,0,3.9,15.69,0.51,0.55,3.82,0.11,7.46,0,-34.5,53.4,0,5.03,0,1.2,0.674,0
4/13/2018,19:30, ,0,<site>,0,5.4,86.28,0,47.77,143.33,17.911,0,2.9564,3.4194,0,1.8,0,4.81,19.34,0.6,0.63,4.73,0.2,7.46,0,-34.3,56.9,0,5.33,0,1.202,0.67,0
4/13/2018,19:45, ,0,<site>,0,5.4,75.74,0,50.96,152.89,18.079,0,3.1333,3.6106,0,1.91,0,4.46,17.93,0.61,0.64,4.38,0.21,7.44,0,-33.4,57.3,0,5.36,0,1.201,0.68,0
4/13/2018,20:00, ,0,<site>,0,5.4,69.07,0,53.71,161.13,18.176,0,3.2566,3.7447,0,1.99,0,3.64,14.65,0.45,0.48,3.56,0.05,7.41,0,-31.2,51.1,0,4.76,0,1.202,0.709,0
4/13/2018,20:15, ,0,<site>,0,5.5,78.73,0,53.03,159.11,18.156,0,3.2679,3.7593,0,1.99,0,3.71,14.94,0.49,0.52,3.63,0.09,7.4,0,-30.7,44.5,0,4.15,0,1.2,0.754,0
4/13/2018,20:30, ,0,<site>,0,5.4,57.69,0,46.61,139.84,17.455,0,2.2387,2.6157,0,1.36,0,2.28,9.21,0.28,0.32,2.2,-0.11,7.6,0,-42.1,62.1,0,5.9,0,1.202,0.811,0
4/13/2018,20:45, ,0,<site>,0,5.4,52.54,0,44.41,133.24,17.233,0,1.8897,2.2188,0,1.14,0,1.57,6.35,0.2,0.23,1.48,-0.2,7.64,0,-44.6,64.5,0,6.17,0,1.199,0.88,0
4/13/2018,21:00, ,0,<site>,0,5.4,52.3,0,44.38,133.15,17.209,0,1.884,2.2134,0,1.14,0,1.51,6.11,0.21,0.24,1.42,-0.19,7.64,0,-44.6,64.9,0,6.21,0,1.2,0.962,0
4/13/2018,21:15, ,0,<site>,0,5.4,52.08,0,43.93,131.79,17.211,0,1.9159,2.2508,0,1.16,0,1.49,6.03,0.22,0.25,1.4,-0.18,7.63,0,-44.1,64.8,0,6.19,0,1.2,1.048,0
4/13/2018,21:30, ,0,<site>,0,5.4,52.84,0,43.34,130.03,17.182,0,1.9331,2.2724,0,1.17,0,1.45,5.9,0.24,0.28,1.37,-0.15,7.62,0,-43.7,64.5,0,6.17,0,1.202,1.139,0
4/13/2018,21:45, ,0,<site>,0,5.4,62.21,0,42.72,128.16,17.14,0,1.9702,2.3183,0,1.2,0,1.44,5.83,0.22,0.25,1.35,-0.18,7.61,0,-42.8,63.6,0,6.09,0,1.199,1.231,0
4/13/2018,22:00, ,0,<site>,0,5.4,65.39,0,42.07,126.21,17.119,0,2.0213,2.3794,0,1.23,0,1.44,5.86,0.2,0.23,1.36,-0.2,7.59,0,-41.8,62.6,0,6,0,1.202,1.326,0
4/13/2018,22:15, ,0,<site>,0,5.4,73.75,0,40.77,122.32,17.103,0,2.0993,2.4722,0,1.28,0,1.54,6.24,0.25,0.28,1.45,-0.15,7.58,0,-41,62.6,0,5.99,0,1.2,1.425,0
4/13/2018,22:30, ,0,<site>,0,5.4,78.67,0,41.3,123.91,17.114,0,2.2488,2.6476,0,1.38,0,1.85,7.47,0.27,0.3,1.76,-0.13,7.55,0,-39.5,62.7,0,6,0,1.202,1.524,0
4/13/2018,22:45, ,0,<site>,0,5.4,73.14,0,42.13,126.41,17.11,0,2.3504,2.7675,0,1.44,0,2.03,8.19,0.25,0.28,1.94,-0.15,7.53,0,-38.4,62.7,0,5.99,0,1.203,1.619,0
4/13/2018,23:00, ,0,<site>,0,5.4,69.05,0,42.31,126.93,17.072,0,2.4223,2.8545,0,1.49,0,2.41,9.71,0.31,0.34,2.32,-0.09,7.52,0,-37.6,63.2,0,6.04,0,1.202,1.712,0
4/13/2018,23:15, ,0,<site>,0,5.4,103.17,0,42.35,127.07,17.034,0,2.439,2.8768,0,1.5,0,2.82,11.37,0.32,0.36,2.74,-0.08,7.52,0,-37.5,63.5,0,6.08,0,1.199,1.795,0
4/13/2018,23:30, ,0,<site>,0,5.4,68.93,0,42.77,128.32,16.949,0,2.5064,2.9619,0,1.55,0,3.69,14.86,0.39,0.42,3.61,-0.01,7.51,0,-36.9,64.4,0,6.18,0,1.202,1.877,0
4/13/2018,23:45, ,0,<site>,0,5.4,70.99,0,42.93,128.8,16.92,0,2.5196,2.9794,0,1.56,0,3.44,13.85,0.39,0.42,3.35,-0.01,7.5,0,-36.5,64.2,0,6.16,0,1.202,1.947,0
4/14/2018,0:00, ,0,<site>,0,5.4,63.64,0,43.89,131.67,16.91,0,2.5173,2.9774,0,1.56,0,3.05,12.3,0.35,0.38,2.97,-0.05,7.49,0,-36.1,63,0,6.04,0,1.202,2.006,0
4/14/2018,0:15, ,0,<site>,0,5.4,64.07,0,43.17,129.53,16.901,0,2.5488,3.0153,0,1.58,0,2.82,11.37,0.32,0.35,2.73,-0.08,7.48,0,-35.3,63.1,0,6.06,0,1.201,2.06,0
4/14/2018,0:30, ,0,<site>,0,5.4,61.57,0,43.53,130.58,16.886,0,2.5607,3.0303,0,1.59,0,2.47,9.97,0.28,0.31,2.39,-0.12,7.46,0,-34.6,62.7,0,6.02,0,1.202,2.101,0
4/14/2018,0:45, ,0,<site>,0,5.4,56.97,0,44.16,132.49,16.875,0,2.5675,3.0392,0,1.59,0,2.34,9.46,0.24,0.27,2.26,-0.16,7.45,0,-33.7,60.9,0,5.85,0,1.199,2.126,0
4/14/2018,1:00, ,0,<site>,0,5.4,57.45,0,44.03,132.09,16.855,0,2.5634,3.0357,0,1.59,0,2.4,9.68,0.26,0.29,2.31,-0.14,7.45,0,-33.9,61.3,0,5.88,0,1.202,2.142,0
4/14/2018,1:15, ,0,<site>,0,5.4,52.47,0,45.3,135.92,16.852,0,2.562,3.0343,0,1.59,0,2.17,8.78,0.25,0.29,2.09,-0.15,7.45,0,-33.7,60.1,0,5.77,0,1.201,2.147,0
4/14/2018,1:30, ,0,<site>,0,5.4,52.55,0,44.94,134.84,16.84,0,2.5616,3.0346,0,1.59,0,2.07,8.36,0.23,0.26,1.98,-0.17,7.43,0,-32.3,54.6,0,5.24,0,1.202,2.132,0
4/14/2018,1:45, ,0,<site>,0,5.4,47.58,0,45.56,136.7,16.82,0,2.56,3.034,0,1.59,0,1.79,7.24,0.17,0.21,1.7,-0.22,7.4,0,-30.7,49.2,0,4.72,0,1.201,2.111,0
4/14/2018,2:00, ,0,<site>,0,5.4,54.16,0,44.52,133.57,16.785,0,2.5439,3.0174,0,1.58,0,2.26,9.11,0.27,0.3,2.17,-0.13,7.45,0,-33.5,58.8,0,5.66,0,1.202,2.078,0
4/14/2018,2:15, ,0,<site>,0,5.4,52.85,0,44.75,134.26,16.765,0,2.5552,3.0321,0,1.59,0,2.23,9,0.22,0.25,2.14,-0.18,7.46,0,-34.1,59.8,0,5.75,0,1.206,2.033,0
4/14/2018,2:30, ,0,<site>,0,5.4,53.49,0,44.88,134.65,16.737,0,2.5413,3.0175,0,1.58,0,2.37,9.58,0.26,0.29,2.29,-0.14,7.46,0,-34.4,59.4,0,5.72,0,1.193,1.977,0
4/14/2018,2:45, ,0,<site>,0,5.4,60.16,0,44.32,132.97,16.718,0,2.5218,2.9957,0,1.57,0,2.55,10.29,0.29,0.33,2.47,-0.11,7.47,0,-34.8,58.8,0,5.66,0,1.207,1.91,0
4/14/2018,3:00, ,0,<site>,0,5.4,57.74,0,44.17,132.52,16.67,0,2.4539,2.9182,0,1.53,0,2.46,9.93,0.23,0.27,2.38,-0.17,7.48,0,-35.2,57.3,0,5.52,0,1.204,1.835,0
4/14/2018,3:15, ,0,<site>,0,5.4,56.74,0,44.38,133.16,16.653,0,2.4289,2.8896,0,1.51,0,2.52,10.15,0.26,0.29,2.43,-0.14,7.48,0,-35.4,57.3,0,5.53,0,1.195,1.758,0
4/14/2018,3:30, ,0,<site>,0,5.4,51.99,0,44.17,132.52,16.606,0,2.4208,2.883,0,1.51,0,2.4,9.7,0.28,0.31,2.32,-0.12,7.48,0,-35.5,57.1,0,5.52,0,1.199,1.675,0
4/14/2018,3:45, ,0,<site>,0,5.4,52.14,0,44.07,132.21,16.573,0,2.3787,2.835,0,1.48,0,2.35,9.49,0.27,0.31,2.26,-0.13,7.49,0,-36.1,57.3,0,5.54,0,1.203,1.594,0
4/14/2018,4:00, ,0,<site>,0,5.4,67.54,0,43.24,129.73,16.555,0,2.3566,2.8098,0,1.47,0,2.34,9.43,0.25,0.29,2.25,-0.15,7.49,0,-36.2,56.1,0,5.43,0,1.204,1.51,0
4/14/2018,4:15, ,0,<site>,0,5.4,59.51,0,43.02,129.08,16.523,0,2.3527,2.8072,0,1.47,0,2.26,9.12,0.21,0.25,2.17,-0.19,7.49,0,-35.9,55,0,5.32,0,1.208,1.432,0
4/14/2018,4:30, ,0,<site>,0,5.4,60.74,0,42.82,128.46,16.487,0,2.3134,2.7626,0,1.44,0,2.12,8.55,0.2,0.24,2.03,-0.2,7.49,0,-36.1,54.6,0,5.28,0,1.205,1.356,0
4/14/2018,4:45, ,0,<site>,0,5.4,69.45,0,42.13,126.4,16.449,0,2.2942,2.742,0,1.43,0,2.03,8.22,0.21,0.24,1.95,-0.19,7.49,0,-36.3,54.2,0,5.25,0,1.204,1.285,0
4/14/2018,5:00, ,0,<site>,0,5.4,68.81,0,41.69,125.08,16.402,0,2.258,2.7017,0,1.41,0,1.96,7.92,0.19,0.22,1.87,-0.21,7.5,0,-36.5,53.4,0,5.19,0,1.203,1.218,0
4/14/2018,5:15, ,0,<site>,0,5.4,81.07,0,40.58,121.76,16.331,0,2.231,2.6737,0,1.39,0,1.95,7.9,0.24,0.27,1.87,-0.16,7.5,0,-36.6,53,0,5.15,0,1.193,1.155,0
4/14/2018,5:30, ,0,<site>,0,5.4,125.79,0,38.68,116.05,16.289,0,2.1922,2.6297,0,1.37,0,1.95,7.89,0.29,0.33,1.87,-0.1,7.5,0,-36.6,51.9,0,5.05,0,1.199,1.097,0
4/14/2018,5:45, ,0,<site>,0,5.4,79.73,0,39.48,118.44,16.221,0,2.1647,2.6008,0,1.35,0,1.91,7.74,0.3,0.33,1.83,-0.1,7.5,0,-36.8,51.8,0,5.05,0,1.193,1.039,0
4/14/2018,6:00, ,0,<site>,0,5.4,103.59,0,39.13,117.41,16.179,0,2.1663,2.6052,0,1.35,0,1.95,7.87,0.28,0.31,1.86,-0.12,7.5,0,-36.8,51.5,0,5.03,0,1.199,0.984,0
4/14/2018,6:15, ,0,<site>,0,5.4,84.91,0,39.39,118.18,16.108,0,2.1516,2.5918,0,1.35,0,1.98,8.02,0.26,0.29,1.9,-0.14,7.5,0,-36.7,50.9,0,4.97,0,1.199,0.935,0
4/14/2018,6:30, ,0,<site>,0,5.4,92.97,0,39.46,118.37,16.054,0,2.1657,2.612,0,1.36,0,2.03,8.23,0.28,0.31,1.95,-0.12,7.5,0,-36.4,50,0,4.89,0,1.2,0.894,0
4/14/2018,6:45, ,0,<site>,0,5.4,92.71,0,39.56,118.68,16.008,0,2.1762,2.6274,0,1.37,0,2.08,8.39,0.3,0.33,1.99,-0.1,7.49,0,-36,49.1,0,4.81,0,1.202,0.85,0
4/14/2018,7:00, ,0,<site>,0,5.4,97.28,0,39.55,118.66,15.983,0,2.2016,2.6596,0,1.38,0,2.21,8.92,0.35,0.39,2.12,-0.05,7.48,0,-35.5,48,0,4.7,0,1.199,0.813,0
4/14/2018,7:15, ,0,<site>,0,5.4,93.67,0,40.11,120.32,15.957,0,2.2052,2.6655,0,1.39,0,2.33,9.4,0.29,0.33,2.24,-0.1,7.48,0,-35.2,47.3,0,4.63,0,1.202,0.782,0
4/14/2018,7:30, ,0,<site>,0,5.4,97.71,0,40.16,120.5,15.958,0,2.2603,2.7322,0,1.42,0,2.45,9.9,0.41,0.44,2.37,0.01,7.47,0,-34.7,46.4,0,4.55,0,1.201,0.752,0
4/14/2018,7:45, ,0,<site>,0,5.4,91.21,0,41.03,123.11,15.977,0,2.2818,2.7569,0,1.44,0,2.52,10.15,0.41,0.44,2.43,0.01,7.46,0,-34,44.7,0,4.38,0,1.202,0.737,0
4/14/2018,8:00, ,0,<site>,0,5.4,87.74,0,42,126,16.013,0,2.3358,2.8199,0,1.47,0,2.68,10.79,0.39,0.42,2.59,-0.01,7.44,0,-33.2,42.8,0,4.19,0,1.202,0.73,0
4/14/2018,8:15, ,0,<site>,0,5.4,79.55,0,43.83,131.49,16.036,0,2.3865,2.8794,0,1.51,0,2.68,10.79,0.38,0.42,2.59,-0.01,7.42,0,-32.1,39.7,0,3.88,0,1.202,0.741,0
4/14/2018,8:30, ,0,<site>,0,5.4,77.7,0,45.47,136.41,16.05,0,2.4054,2.9014,0,1.52,0,2.21,8.91,0.36,0.39,2.12,-0.04,7.38,0,-29.8,25.9,0,2.53,0,1.199,0.77,0
4/14/2018,8:45, ,0,<site>,0,5.4,90.57,0,43.12,129.36,16.089,0,2.4104,2.9048,0,1.52,0,2.88,11.61,0.42,0.45,2.79,0.02,7.42,0,-32.1,38.7,0,3.78,0,1.202,0.813,0
4/14/2018,9:00, ,0,<site>,0,5.4,62.59,0,43.4,130.2,16.906,0,1.9662,2.3258,0,1.2,0,1.63,6.61,0.26,0.29,1.54,-0.14,7.6,0,-42.4,59,0,5.67,0,1.201,0.868,0
4/14/2018,9:15, ,0,<site>,0,5.4,64.26,0,42.43,127.3,16.979,0,1.9061,2.2509,0,1.16,0,1.55,6.27,0.25,0.28,1.46,-0.15,7.61,0,-43,61.1,0,5.86,0,1.202,0.939,0
4/14/2018,9:30, ,0,<site>,0,5.4,60.27,0,42.41,127.23,17.002,0,1.9039,2.2472,0,1.16,0,1.47,5.96,0.21,0.24,1.38,-0.19,7.62,0,-43.5,62.4,0,5.99,0,1.209,1.019,0
4/14/2018,9:45, ,0,<site>,0,5.4,67.55,0,42.32,126.96,17.219,0,1.9357,2.2736,0,1.17,0,1.5,6.08,0.25,0.28,1.41,-0.15,7.61,0,-43.2,63.2,0,6.04,0,1.203,1.104,0
4/14/2018,10:00, ,0,<site>,0,5.4,65.61,0,41.67,125.01,17.025,0,1.9757,2.3307,0,1.2,0,1.47,5.96,0.23,0.26,1.38,-0.17,7.6,0,-42.1,61.9,0,5.93,0,1.204,1.194,0
4/14/2018,10:15, ,0,<site>,0,5.4,67.47,0,42.15,126.47,17.078,0,2.0505,2.4161,0,1.25,0,1.49,6.06,0.22,0.25,1.41,-0.18,7.58,0,-41.1,61.4,0,5.88,0,1.201,1.286,0
4/14/2018,10:30, ,0,<site>,0,5.4,64.23,0,42.41,127.23,17.151,0,2.1317,2.5077,0,1.3,0,1.59,6.45,0.24,0.27,1.51,-0.16,7.56,0,-40,60.8,0,5.81,0,1.2,1.382,0
4/14/2018,10:45, ,0,<site>,0,5.4,72.94,0,41.43,124.29,17.014,0,2.1812,2.5738,0,1.34,0,1.66,6.74,0.26,0.3,1.58,-0.14,7.54,0,-39.1,59.6,0,5.72,0,1.202,1.476,0
4/14/2018,11:00, ,0,<site>,0,5.4,74.46,0,41.55,124.65,17.031,0,2.2604,2.6662,0,1.39,0,1.8,7.27,0.28,0.31,1.71,-0.12,7.53,0,-38.1,59.5,0,5.7,0,1.203,1.572,0
4/14/2018,11:15, ,0,<site>,0,5.4,86.28,0,41.79,125.37,17.058,0,2.3588,2.7806,0,1.45,0,2.04,8.25,0.29,0.33,1.96,-0.1,7.5,0,-36.8,59.3,0,5.68,0,1.202,1.661,0
4/14/2018,11:30, ,0,<site>,0,5.4,73.37,0,41.62,124.87,17.01,0,2.4232,2.8595,0,1.49,0,2.35,9.49,0.33,0.36,2.26,-0.07,7.49,0,-36.1,59.5,0,5.7,0,1.2,1.742,0
4/14/2018,11:45, ,0,<site>,0,5.4,70.56,0,42.22,126.68,17.009,0,2.4828,2.93,0,1.53,0,3.15,12.69,0.38,0.41,3.07,-0.02,7.49,0,-36,61.5,0,5.89,0,1.201,1.82,0
4/14/2018,12:00, ,0,<site>,0,5.4,70.03,0,42.83,128.51,17.044,0,2.5007,2.9487,0,1.54,0,3.05,12.29,0.35,0.38,2.97,-0.05,7.48,0,-35.5,61.3,0,5.86,0,1.201,1.886,0
4/14/2018,12:15, ,0,<site>,0,5.4,64.73,0,42.56,127.68,17.104,0,2.5051,2.9501,0,1.54,0,2.97,11.95,0.36,0.4,2.88,-0.04,7.48,0,-35.4,61.3,0,5.86,0,1.202,1.941,0
4/14/2018,12:30, ,0,<site>,0,5.4,74.51,0,42.72,128.16,17.11,0,2.5238,2.9716,0,1.56,0,2.76,11.12,0.34,0.37,2.67,-0.06,7.47,0,-34.8,61.3,0,5.86,0,1.201,1.988,0
4/14/2018,12:45, ,0,<site>,0,5.4,54.48,0,42.84,128.51,17.183,0,2.5302,2.9743,0,1.56,0,2.37,9.55,0.32,0.35,2.28,-0.08,7.46,0,-34.1,60.4,0,5.76,0,1.202,2.027,0
4/14/2018,13:00, ,0,<site>,0,5.4,55.62,0,43.21,129.63,17.219,0,2.5295,2.9711,0,1.56,0,2.64,10.63,0.27,0.31,2.55,-0.12,7.46,0,-34.2,60.4,0,5.76,0,1.201,2.052,0
4/14/2018,13:15, ,0,<site>,0,5.4,54.96,0,43.21,129.64,17.236,0,2.5316,2.9724,0,1.56,0,2.27,9.17,0.29,0.32,2.19,-0.11,7.44,0,-33.4,58.9,0,5.61,0,1.202,2.059,0
4/14/2018,13:30, ,0,<site>,0,5.4,50.87,0,44.45,133.35,17.252,0,2.5311,2.9707,0,1.55,0,1.84,7.45,0.23,0.26,1.76,-0.17,7.4,0,-30.8,43.5,0,4.15,0,1.201,2.056,0
4/14/2018,13:45, ,0,<site>,0,5.4,55.24,0,42.4,127.21,17.254,0,2.5332,2.9731,0,1.56,0,1.45,5.87,0.2,0.23,1.36,-0.2,7.32,0,-26.4,17.2,0,1.64,0,1.202,2.044,0
4/14/2018,14:00, ,0,<site>,0,5.4,62.01,0,42.06,126.2,17.236,0,2.5314,2.9722,0,1.56,0,2.27,9.18,0.28,0.31,2.19,-0.12,7.42,0,-31.7,50.5,0,4.81,0,1.203,2.017,0
4/14/2018,14:15, ,0,<site>,0,5.4,56.45,0,42.61,127.84,17.249,0,2.5317,2.9716,0,1.56,0,2.27,9.18,0.27,0.3,2.19,-0.13,7.43,0,-32.4,54.1,0,5.15,0,1.202,1.979,0
4/14/2018,14:30, ,0,<site>,0,5.4,62.3,0,42.43,127.3,17.25,0,2.5304,2.9701,0,1.55,0,2.42,9.75,0.28,0.32,2.33,-0.12,7.44,0,-33,55.4,0,5.28,0,1.199,1.929,0
4/14/2018,14:45, ,0,<site>,0,5.4,56.17,0,42.69,128.07,17.268,0,2.5265,2.9643,0,1.55,0,2.58,10.42,0.31,0.34,2.5,-0.09,7.45,0,-33.8,57,0,5.43,0,1.201,1.867,0
4/14/2018,15:00, ,0,<site>,0,5.4,63.16,0,43.08,129.24,17.422,0,2.5004,2.9236,0,1.53,0,2.56,10.31,0.27,0.3,2.47,-0.13,7.47,0,-34.7,57.7,0,5.48,0,1.202,1.793,0
