Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Turb,F_Turb,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,pH,F_pH,pHmV,WiperPosV,Depth,F_Depth
8/2/2018,14:15, ,0,<site>,0,6.3,20.077,<0> (CND),9.271,10.2332,<0> (CND),5.8,<0> (CND),43.42,130.25,91.4,<0> (CND),8.02,<0> (CND),20.06,<0> (CND),1.09,4.32,0.26,0.3,0.99,-0.21,7.84,<0> (CND),-72.4,1.202,1.109,<0> (CND)
8/2/2018,14:30, ,0,<site>,0,6.3,20.267,0,9.515,10.4607,0,5.93,0,41.04,123.13,92,0,8.03,0,21.84,0,0.95,3.77,0.22,0.25,0.85,-0.26,7.84,0,-72.2,1.207,1.201,0
8/2/2018,14:45, ,0,<site>,0,6.3,20.326,0,9.6985,10.6493,0,6.05,0,38.21,114.62,91.4,0,7.97,0,27.49,0,0.92,3.67,0.25,0.29,0.82,-0.22,7.82,0,-71.3,1.201,1.295,0
8/2/2018,15:00, ,0,<site>,0,6.3,20.421,0,9.8354,10.7779,0,6.13,0,36.5,109.5,91.2,0,7.93,0,33.86,0,0.87,3.45,0.27,0.3,0.77,-0.21,7.81,0,-70.8,1.199,1.387,0
8/2/2018,15:15, ,0,<site>,0,6.3,20.528,0,10.007,10.9416,0,6.23,0,35.17,105.5,91.2,0,7.91,0,36.13,0,0.94,3.73,0.24,0.28,0.84,-0.23,7.8,0,-69.9,1.197,1.476,0
8/2/2018,15:30, ,0,<site>,0,6.3,20.536,0,10.178,11.1266,0,6.34,0,34.26,102.77,90.7,0,7.86,0,39.32,0,1.05,4.16,0.28,0.31,0.94,-0.2,7.77,0,-68.6,1.199,1.565,0
8/2/2018,15:45, ,0,<site>,0,6.3,20.589,0,10.2596,11.2034,0,6.39,0,33.55,100.64,90.6,0,7.84,0,35.8,0,1.04,4.15,0.27,0.31,0.94,-0.2,7.77,0,-68.5,1.201,1.645,0
8/2/2018,16:00, ,0,<site>,0,6.2,20.824,0,10.4451,11.3505,0,6.48,0,31.62,94.84,91.3,0,7.87,0,35.44,0,0.91,3.6,0.27,0.31,0.8,-0.2,7.78,0,-68.9,1.205,1.718,0
8/2/2018,16:15, ,0,<site>,0,6.3,20.991,0,10.6079,11.4874,0,6.56,0,29.88,89.63,91.9,0,7.89,0,35.72,0,0.88,3.48,0.26,0.3,0.78,-0.21,7.78,0,-69.1,1.195,1.785,0
8/2/2018,16:30, ,0,<site>,0,6.2,21.085,0,10.7,11.5647,0,6.61,0,29.25,87.73,92.1,0,7.88,0,53.17,0,0.86,3.43,0.26,0.29,0.76,-0.22,7.78,0,-69.2,1.189,1.841,0
8/2/2018,16:45, ,0,<site>,0,6.2,21.207,0,10.8233,11.6686,0,6.67,0,28.42,85.26,92.4,0,7.89,0,35.8,0,0.81,3.23,0.25,0.28,0.71,-0.23,7.78,0,-69.2,1.189,1.89,0
8/2/2018,17:00, ,0,<site>,0,6.2,21.271,0,10.9619,11.8026,0,6.75,0,27.1,81.28,92.1,0,7.86,0,36.43,0,0.81,3.2,0.18,0.21,0.7,-0.3,7.77,0,-68.8,1.192,1.938,0
8/2/2018,17:15, ,0,<site>,0,6.2,21.334,0,11.0681,11.9014,0,6.81,0,26.66,79.98,92.5,0,7.88,0,27.57,0,0.73,2.9,0.26,0.29,0.63,-0.22,7.77,0,-68.7,1.195,1.979,0
8/2/2018,17:30, ,0,<site>,0,6.2,21.377,0,11.1478,11.9766,0,6.86,0,26.5,79.5,92.1,0,7.83,0,21.74,0,0.72,2.85,0.23,0.26,0.62,-0.25,7.77,0,-68.4,1.195,2.007,0
8/2/2018,17:45, ,0,<site>,0,6.2,21.415,0,11.2086,12.0324,0,6.89,0,25.81,77.44,92.5,0,7.86,0,23.69,0,0.71,2.82,0.26,0.29,0.61,-0.22,7.77,0,-68.6,1.197,2.03,0
8/2/2018,18:00, ,0,<site>,0,6.2,21.455,0,11.2797,12.0988,0,6.93,0,26.07,78.21,92.6,0,7.86,0,18.02,0,0.7,2.79,0.25,0.29,0.6,-0.22,7.77,0,-68.7,1.197,2.048,0
8/2/2018,18:15, ,0,<site>,0,6.2,21.467,0,11.3098,12.128,0,6.95,0,26.43,79.28,92.1,0,7.81,0,16.16,0,0.66,2.61,0.23,0.26,0.56,-0.25,7.76,0,-68.1,1.2,2.059,0
8/2/2018,18:30, ,0,<site>,0,6.2,21.493,0,11.3735,12.1902,0,6.99,0,25.05,75.14,93.2,0,7.9,0,22.05,0,0.74,2.93,0.21,0.25,0.64,-0.26,7.78,0,-69,1.202,2.071,0
8/2/2018,18:45, ,0,<site>,0,6.2,21.473,0,11.3791,12.2011,0,7,0,25.1,75.31,89.6,0,7.6,0,23.21,0,0.67,2.66,0.24,0.27,0.57,-0.24,7.74,0,-67,1.204,2.07,0
8/2/2018,19:00, ,0,<site>,0,6.2,21.4,0,11.3105,12.1457,0,6.96,0,26.62,79.85,92.8,0,7.89,0,15.73,0,0.73,2.9,0.21,0.25,0.63,-0.26,7.78,0,-69,1.206,2.059,0
8/2/2018,19:15, ,0,<site>,0,6.2,21.353,0,11.2706,12.1145,0,6.94,0,26.62,79.85,90.9,0,7.73,0,17.11,0,0.72,2.86,0.19,0.22,0.62,-0.29,7.76,0,-67.7,1.196,2.044,0
8/2/2018,19:30, ,0,<site>,0,6.2,21.328,0,11.2552,12.104,0,6.94,0,27.02,81.05,90.8,0,7.73,0,14.77,0,0.69,2.75,0.2,0.23,0.59,-0.27,7.77,0,-68.7,1.19,2.029,0
8/2/2018,19:45, ,0,<site>,0,6.2,21.289,0,11.2139,12.0695,0,6.92,0,27.22,81.66,92,0,7.83,0,18.43,0,0.74,2.95,0.2,0.23,0.64,-0.28,7.78,0,-68.8,1.193,1.999,0
8/2/2018,20:00, ,0,<site>,0,6.2,21.098,0,10.9966,11.8821,0,6.8,0,29.39,88.17,91.3,0,7.8,0,15.89,0,0.78,3.08,0.22,0.25,0.67,-0.26,7.78,0,-68.9,1.198,1.955,0
8/2/2018,20:15, ,0,<site>,0,6.2,20.997,0,10.8273,11.7236,0,6.71,0,31.2,93.58,91,0,7.8,0,15.7,0,0.95,3.79,0.2,0.23,0.85,-0.28,7.78,0,-69.3,1.199,1.905,0
8/2/2018,20:30, ,0,<site>,0,6.2,20.889,0,10.5648,11.4651,0,6.55,0,33.9,101.71,91.1,0,7.83,0,16.98,0,1.17,4.67,0.24,0.27,1.07,-0.24,7.8,0,-70.5,1.202,1.847,0
8/2/2018,20:45, ,0,<site>,0,6.2,20.852,0,10.4675,11.3682,0,6.49,0,34.65,103.95,90.9,0,7.83,0,18.55,0,1.28,5.07,0.24,0.28,1.17,-0.23,7.81,0,-70.7,1.207,1.781,0
8/2/2018,21:00, ,0,<site>,0,6.2,20.783,0,10.3664,11.2745,0,6.43,0,35.78,107.34,90.9,0,7.84,0,16.08,0,1.33,5.28,0.24,0.27,1.22,-0.23,7.81,0,-71,1.198,1.71,0
8/2/2018,21:15, ,0,<site>,0,6.2,20.742,0,10.3186,11.232,0,6.4,0,36.06,108.16,90.4,0,7.8,0,16.45,0,1.31,5.2,0.28,0.32,1.21,-0.19,7.81,0,-70.6,1.189,1.633,0
8/2/2018,21:30, ,0,<site>,0,6.2,20.71,0,10.3417,11.2646,0,6.42,0,35.56,106.68,89.1,0,7.69,0,16.36,0,1.2,4.77,0.23,0.27,1.1,-0.24,7.79,0,-69.4,1.191,1.555,0
8/2/2018,21:45, ,0,<site>,0,6.2,20.624,0,10.2474,11.182,0,6.37,0,36.31,108.91,88.7,0,7.67,0,18.4,0,1.29,5.13,0.24,0.28,1.19,-0.23,7.8,0,-69.9,1.197,1.48,0
8/2/2018,22:00, ,0,<site>,0,6.2,20.521,0,10.0812,11.0244,0,6.28,0,37.12,111.36,88.8,0,7.7,0,17.69,0,1.42,5.65,0.23,0.27,1.32,-0.24,7.81,0,-70.5,1.201,1.402,0
8/2/2018,22:15, ,0,<site>,0,6.2,20.456,0,9.926,10.8692,0,6.18,0,36.52,109.57,88.9,0,7.73,0,18.37,0,1.72,6.84,0.3,0.34,1.62,-0.17,7.82,0,-71.4,1.205,1.336,0
8/2/2018,22:30, ,0,<site>,0,6.2,20.442,0,9.7816,10.7144,0,6.09,0,41.44,124.31,89.1,0,7.75,0,18.62,0,2.05,8.18,0.33,0.36,1.95,-0.15,7.83,0,-71.8,1.202,1.274,0
8/2/2018,22:45, ,0,<site>,0,6.2,20.44,0,9.6314,10.5503,0,5.99,0,43.54,130.63,89.7,0,7.8,0,21.3,0,2.79,11.15,0.41,0.44,2.69,-0.07,7.83,0,-72,1.194,1.214,0
8/2/2018,23:00, ,0,<site>,0,6.2,20.473,0,9.5211,10.4223,0,5.91,0,45.61,136.84,90.3,0,7.86,0,23.31,0,3.55,14.17,0.47,0.5,3.45,-0.01,7.84,0,-72.2,1.19,1.166,0
8/2/2018,23:15, ,0,<site>,0,6.2,20.499,0,9.4183,10.3042,0,5.84,0,47.56,142.66,90.8,0,7.9,0,23.42,0,4.64,18.51,0.57,0.6,4.53,0.09,7.83,0,-72,1.191,1.127,0
8/2/2018,23:30, ,0,<site>,0,6.2,20.514,0,9.3452,10.2209,0,5.79,0,46.32,138.95,90.4,0,7.87,0,23.97,0,4.81,19.21,0.58,0.62,4.71,0.11,7.83,0,-71.6,1.196,1.104,0
8/2/2018,23:45, ,0,<site>,0,6.2,20.503,0,9.3155,10.1908,0,5.77,0,49.03,147.08,89.6,0,7.79,0,24.75,0,4.92,19.64,0.61,0.64,4.81,0.14,7.82,0,-71.1,1.205,1.085,0
8/3/2018,0:00, ,0,<site>,0,6.2,20.49,0,9.2879,10.1633,0,5.75,0,40.56,121.66,86.6,0,7.54,0,24.18,0,4.92,19.65,0.6,0.63,4.82,0.12,7.79,0,-69.8,1.201,1.079,0
8/3/2018,0:15, ,0,<site>,0,6.2,20.456,0,9.2673,10.1482,0,5.74,0,50.56,151.68,83.6,0,7.29,0,23.19,0,5.06,20.19,0.6,0.64,4.95,0.13,7.77,0,-68.6,1.189,1.07,0
8/3/2018,0:30, ,0,<site>,0,6.2,20.429,0,9.2457,10.1302,0,5.73,0,51.31,153.91,86.1,0,7.5,0,19.3,0,5.47,21.85,0.64,0.68,5.37,0.17,7.79,0,-69.2,1.196,1.066,0
8/3/2018,0:45, ,0,<site>,0,6.2,20.387,0,9.2122,10.1023,0,5.72,0,52.46,157.36,81.9,0,7.15,0,19.77,0,4.8,19.17,0.56,0.6,4.7,0.09,7.75,0,-67.3,1.2,1.071,0
8/3/2018,1:00, ,0,<site>,0,6.2,20.347,0,9.1996,10.0969,0,5.71,0,52.65,157.95,85,0,7.42,0,19.73,0,5.25,20.98,0.61,0.65,5.15,0.14,7.78,0,-68.7,1.202,1.081,0
8/3/2018,1:15, ,0,<site>,0,6.2,20.263,0,9.2739,10.1964,0,5.77,0,50.33,150.97,84.5,0,7.39,0,18.19,0,3.43,13.69,0.44,0.47,3.33,-0.04,7.78,0,-69.1,1.205,1.096,0
8/3/2018,1:30, ,0,<site>,0,6.2,20.11,0,9.4061,10.3751,0,5.88,0,45.94,137.82,86.3,0,7.57,0,14.63,0,1.87,7.46,0.32,0.36,1.77,-0.15,7.81,0,-70.9,1.196,1.116,0
8/3/2018,1:45, ,0,<site>,0,6.2,20.074,0,9.4643,10.4472,0,5.93,0,46.42,139.26,87.8,0,7.7,0,14.78,0,2.48,9.89,0.4,0.44,2.38,-0.07,7.82,0,-71.5,1.192,1.134,0
8/3/2018,2:00, ,0,<site>,0,6.2,20.063,0,9.5825,10.5802,0,6.01,0,43.71,131.12,87.9,0,7.7,0,11.39,0,1.43,5.69,0.29,0.33,1.33,-0.18,7.83,0,-71.8,1.19,1.164,0
8/3/2018,2:15, ,0,<site>,0,6.2,20.036,0,9.6354,10.6445,0,6.05,0,42.52,127.57,88.4,0,7.75,0,12.2,0,1.02,4.06,0.28,0.32,0.92,-0.19,7.84,0,-72.4,1.201,1.204,0
8/3/2018,2:30, ,0,<site>,0,6.2,20.051,0,9.6931,10.7049,0,6.08,0,42.02,126.06,88.6,0,7.76,0,12.05,0,0.97,3.86,0.25,0.28,0.87,-0.23,7.84,0,-72.1,1.188,1.247,0
8/3/2018,2:45, ,0,<site>,0,6.2,20.059,0,9.771,10.7891,0,6.14,0,41.34,124.02,88.7,0,7.77,0,12.62,0,0.95,3.79,0.24,0.27,0.85,-0.24,7.83,0,-71.9,1.192,1.303,0
8/3/2018,3:00, ,0,<site>,0,6.2,20.089,0,9.8382,10.8565,0,6.18,0,40.58,121.74,88.5,0,7.75,0,12.95,0,0.9,3.57,0.25,0.29,0.8,-0.22,7.83,0,-71.7,1.205,1.359,0
8/3/2018,3:15, ,0,<site>,0,6.2,20.082,0,9.8879,10.9129,0,6.21,0,40.19,120.55,88.3,0,7.72,0,12.4,0,0.91,3.6,0.22,0.25,0.81,-0.26,7.82,0,-71.5,1.202,1.424,0
8/3/2018,3:30, ,0,<site>,0,6.2,20.148,0,9.9872,11.0074,0,6.27,0,38.6,115.79,88.6,0,7.74,0,15.89,0,0.89,3.51,0.24,0.27,0.78,-0.24,7.82,0,-71.1,1.201,1.486,0
8/3/2018,3:45, ,0,<site>,0,6.2,20.31,0,10.1872,11.1897,0,6.38,0,36.56,109.67,89,0,7.75,0,15.67,0,0.82,3.26,0.25,0.28,0.72,-0.23,7.81,0,-70.6,1.2,1.554,0
8/3/2018,4:00, ,0,<site>,0,6.2,20.334,0,10.351,11.3638,0,6.49,0,35.79,107.36,88.9,0,7.73,0,16.13,0,0.83,3.28,0.22,0.25,0.73,-0.25,7.81,0,-70.5,1.198,1.617,0
8/3/2018,4:15, ,0,<site>,0,6.2,20.322,0,10.3098,11.3213,0,6.46,0,35.33,105.99,88.9,0,7.73,0,16.17,0,0.8,3.16,0.21,0.24,0.69,-0.27,7.81,0,-70.5,1.196,1.678,0
8/3/2018,4:30, ,0,<site>,0,6.2,20.404,0,10.3478,11.3436,0,6.47,0,34.31,102.94,89,0,7.73,0,15.05,0,0.81,3.21,0.22,0.25,0.71,-0.26,7.8,0,-70.3,1.195,1.723,0
8/3/2018,4:45, ,0,<site>,0,6.2,20.464,0,10.6196,11.6269,0,6.65,0,33.78,101.35,88.7,0,7.68,0,12.22,0,0.79,3.12,0.23,0.26,0.68,-0.25,7.8,0,-70.1,1.192,1.762,0
8/3/2018,5:00, ,0,<site>,0,6.2,20.527,0,10.523,11.5061,0,6.57,0,32.49,97.48,89.2,0,7.72,0,18.52,0,0.81,3.21,0.25,0.28,0.71,-0.23,7.8,0,-70.1,1.188,1.802,0
8/3/2018,5:15, ,0,<site>,0,6.2,20.666,0,10.7114,11.6781,0,6.68,0,30.9,92.69,89,0,7.68,0,20.72,0,0.81,3.2,0.25,0.28,0.71,-0.23,7.79,0,-69.7,1.196,1.843,0
8/3/2018,5:30, ,0,<site>,0,6.2,20.673,0,10.8588,11.8372,0,6.78,0,31.75,95.25,87.3,0,7.53,0,12.35,0,0.7,2.77,0.19,0.23,0.6,-0.28,7.78,0,-68.7,1.205,1.864,0
8/3/2018,5:45, ,0,<site>,0,6.2,20.635,0,10.7342,11.7105,0,6.7,0,31.87,95.6,87.2,0,7.53,0,12.77,0,0.81,3.21,0.23,0.26,0.71,-0.25,7.78,0,-68.8,1.197,1.874,0
8/3/2018,6:00, ,0,<site>,0,6.2,20.712,0,10.8368,11.8037,0,6.76,0,30.47,91.39,88.4,0,7.62,0,14.1,0,0.77,3.06,0.22,0.25,0.67,-0.26,7.78,0,-69,1.194,1.878,0
8/3/2018,6:15, ,0,<site>,0,6.2,20.703,0,10.8903,11.8639,0,6.79,0,30.95,92.84,87.9,0,7.57,0,15.61,0,0.72,2.87,0.23,0.26,0.62,-0.25,7.77,0,-68.3,1.188,1.875,0
8/3/2018,6:30, ,0,<site>,0,6.2,20.614,0,10.7523,11.7355,0,6.71,0,31.25,93.75,87.1,0,7.52,0,15.76,0,0.84,3.33,0.2,0.23,0.74,-0.28,7.77,0,-68.3,1.192,1.863,0
8/3/2018,6:45, ,0,<site>,0,6.2,20.58,0,10.5865,11.5626,0,6.61,0,30.96,92.88,81.6,0,7.06,0,18.27,0,0.76,3.01,0.23,0.26,0.66,-0.25,7.74,0,-66.5,1.2,1.842,0
8/3/2018,7:00, ,0,<site>,0,6.2,20.473,0,10.5308,11.5274,0,6.59,0,31.41,94.22,87.7,0,7.6,0,20.67,0,0.79,3.15,0.23,0.26,0.69,-0.25,7.78,0,-68.8,1.196,1.807,0
8/3/2018,7:15, ,0,<site>,0,6.2,20.355,0,10.4722,11.4917,0,6.57,0,32.95,98.83,87.7,0,7.62,0,16.79,0,0.84,3.33,0.22,0.25,0.74,-0.26,7.79,0,-69.2,1.195,1.772,0
8/3/2018,7:30, ,0,<site>,0,6.2,20.265,0,10.365,11.3956,0,6.51,0,33.25,99.73,87.4,0,7.61,0,18.21,0,0.87,3.44,0.24,0.28,0.77,-0.23,7.79,0,-69.3,1.196,1.723,0
8/3/2018,7:45, ,0,<site>,0,6.2,19.956,0,10.1066,11.1842,0,6.38,0,36.06,108.17,86.3,0,7.56,0,21.88,0,1.2,4.78,0.28,0.32,1.1,-0.19,7.79,0,-69.5,1.196,1.663,0
8/3/2018,8:00, ,0,<site>,0,6.2,19.874,0,10.0564,11.1479,0,6.36,0,36.05,108.15,85.9,0,7.54,0,24.02,0,1.21,4.82,0.25,0.29,1.11,-0.22,7.79,0,-69.4,1.194,1.602,0
8/3/2018,8:15, ,0,<site>,0,6.2,19.878,0,9.991,11.0743,0,6.31,0,36.71,110.11,86.6,0,7.6,0,21.79,0,1.35,5.39,0.25,0.29,1.25,-0.22,7.8,0,-69.8,1.193,1.537,0
8/3/2018,8:30, ,0,<site>,0,6.2,19.831,0,9.8485,10.9273,0,6.22,0,38.11,114.31,86.4,0,7.6,0,22.13,0,1.65,6.58,0.29,0.33,1.55,-0.18,7.79,0,-69.7,1.19,1.476,0
8/3/2018,8:45, ,0,<site>,0,6.2,19.84,0,9.8012,10.8728,0,6.19,0,38.17,114.52,86,0,7.57,0,23.82,0,1.78,7.09,0.31,0.35,1.68,-0.16,7.79,0,-69.6,1.189,1.408,0
8/3/2018,9:00, ,0,<site>,0,6.2,19.812,0,9.715,10.7836,0,6.13,0,38.83,116.49,86.1,0,7.58,0,26.42,0,2.09,8.34,0.32,0.36,1.99,-0.15,7.8,0,-69.9,1.196,1.338,0
8/3/2018,9:15, ,0,<site>,0,6.2,19.789,0,9.7177,10.7919,0,6.14,0,39.59,118.77,85.7,0,7.54,0,27.03,0,2.31,9.21,0.38,0.41,2.21,-0.1,7.8,0,-69.8,1.205,1.271,0
8/3/2018,9:30, ,0,<site>,0,6.2,19.814,0,9.5661,10.6179,0,6.03,0,40.7,122.08,86,0,7.57,0,29.07,0,2.9,11.56,0.39,0.42,2.8,-0.09,7.8,0,-70,1.197,1.214,0
8/3/2018,9:45, ,0,<site>,0,6.2,19.839,0,9.4589,10.4933,0,5.96,0,42.34,127.01,86.3,0,7.6,0,30.67,0,3.43,13.7,0.49,0.52,3.33,0.01,7.8,0,-70.1,1.191,1.162,0
8/3/2018,10:00, ,0,<site>,0,6.2,19.914,0,9.3441,10.3495,0,5.87,0,44.05,132.16,86.7,0,7.63,0,33.1,0,4.2,16.76,0.53,0.56,4.1,0.05,7.8,0,-69.9,1.193,1.11,0
8/3/2018,10:15, ,0,<site>,0,6.2,20.01,0,9.2564,10.2316,0,5.8,0,45.98,137.93,86.8,0,7.63,0,36.52,0,4.79,19.13,0.59,0.62,4.69,0.11,7.79,0,-69.7,1.189,1.062,0
8/3/2018,10:30, ,0,<site>,0,6.2,20.15,0,9.2019,10.1413,0,5.74,0,47,141,87.7,0,7.69,0,39.14,0,5.62,22.44,0.7,0.74,5.51,0.23,7.79,0,-69.6,1.196,1.018,0
8/3/2018,10:45, ,0,<site>,0,6.2,20.308,0,9.1506,10.0514,0,5.68,0,48.68,146.03,88.4,0,7.73,0,43.59,0,6.36,25.42,0.77,0.8,6.26,0.29,7.79,0,-69.3,1.198,0.98,0
8/3/2018,11:00, ,0,<site>,0,6.2,20.522,0,9.192,10.0517,0,5.68,0,49.63,148.89,89.5,0,7.79,0,45.99,0,7.14,28.52,0.86,0.9,7.04,0.39,7.78,0,-69,1.202,0.945,0
8/3/2018,11:15, ,0,<site>,0,6.2,20.649,0,9.067,9.8887,0,5.58,0,51.3,153.89,89.1,0,7.74,0,49.14,0,8.39,33.52,1.01,1.04,8.28,0.53,7.76,0,-67.8,1.196,0.912,0
8/3/2018,11:30, ,0,<site>,0,6.2,20.771,0,9.021,9.8136,0,5.54,0,53.04,159.1,88.8,0,7.7,0,49.93,0,9.63,38.51,1.13,1.16,9.53,0.65,7.73,0,-66.1,1.193,0.885,0
8/3/2018,11:45, ,0,<site>,0,6.2,20.856,0,8.9878,9.7602,0,5.51,0,54.43,163.29,88.5,0,7.66,0,51,0,10.6,42.38,1.24,1.27,10.5,0.76,7.71,0,-64.9,1.193,0.859,0
8/3/2018,12:00, ,0,<site>,0,6.2,20.948,0,8.9776,9.7306,0,5.49,0,55.07,165.22,86.9,0,7.51,0,56.72,0,11.36,45.41,1.33,1.37,11.26,0.86,7.69,0,-63.7,1.19,0.836,0
8/3/2018,12:15, ,0,<site>,0,6.2,21.025,0,8.9595,9.6957,0,5.47,0,56.52,169.56,86,0,7.43,0,56.5,0,11.68,46.7,1.38,1.41,11.58,0.9,7.67,0,-62.5,1.188,0.817,0
8/3/2018,12:30, ,0,<site>,0,6.2,21.181,0,9.1483,9.8681,0,5.57,0,56.48,169.45,87.8,0,7.55,0,56.11,0,11.38,45.48,1.37,1.4,11.28,0.89,7.66,0,-62,1.188,0.8,0
8/3/2018,12:45, ,0,<site>,0,6.2,21.535,0,9.0662,9.7088,0,5.47,0,55.9,167.71,91.9,0,7.85,0,55.49,0,11.05,44.18,1.46,1.49,10.95,0.98,7.69,0,-63.6,1.202,0.791,0
8/3/2018,13:00, ,0,<site>,0,6.2,22.329,0,9.1887,9.6827,0,5.45,0,56.64,169.92,99,0,8.33,0,44.09,0,10.38,41.48,1.31,1.34,10.28,0.84,7.7,0,-64.4,1.199,0.793,0
8/3/2018,13:15, ,0,<site>,0,6.2,21.769,0,9.0744,9.6713,0,5.45,0,57.86,173.56,89.6,0,7.63,0,47.84,0,11.57,46.24,1.34,1.37,11.47,0.87,7.64,0,-60.8,1.198,0.805,0
8/3/2018,13:30, ,0,<site>,0,6.2,21.558,0,9.0064,9.6402,0,5.43,0,58.69,176.07,83.1,0,7.1,0,40.15,0,10.42,41.66,1.23,1.26,10.32,0.75,7.61,0,-59,1.196,0.831,0
8/3/2018,13:45, ,0,<site>,0,6.2,21.207,0,9.0847,9.7942,0,5.52,0,54.53,163.6,85.3,0,7.33,0,42.4,0,8.09,32.34,0.89,0.92,7.99,0.41,7.67,0,-62.5,1.196,0.872,0
8/3/2018,14:00, ,0,<site>,0,6.2,20.262,0,9.0846,9.9887,0,5.65,0,43.81,131.42,89,0,7.79,0,29.98,0,2.39,9.54,0.32,0.36,2.29,-0.15,7.84,0,-72.7,1.196,0.926,0
8/3/2018,14:15, ,0,<site>,0,6.2,19.853,0,9.0622,10.0502,0,5.69,0,44.63,133.88,87.7,0,7.73,0,19.04,0,1.05,4.16,0.24,0.28,0.94,-0.23,7.86,0,-73.6,1.193,0.99,0
8/3/2018,14:30, ,0,<site>,0,6.2,20.145,0,9.1399,10.0742,0,5.7,0,44.53,133.59,89.8,0,7.87,0,19.94,0,1.26,5.01,0.29,0.33,1.16,-0.18,7.87,0,-74,1.193,1.067,0
8/3/2018,14:45, ,0,<site>,0,6.2,20.816,0,9.4377,10.2576,0,5.81,0,43.8,131.4,94.2,0,8.15,0,19.18,0,1.57,6.27,0.28,0.32,1.47,-0.19,7.89,0,-75.2,1.193,1.152,0
8/3/2018,15:00, ,0,<site>,0,6.2,20.795,0,9.6198,10.4598,0,5.93,0,41.84,125.52,93.5,0,8.08,0,18.67,0,1.23,4.9,0.27,0.3,1.13,-0.21,7.88,0,-74.7,1.194,1.24,0
8/3/2018,15:15, ,0,<site>,0,6.2,20.742,0,9.6914,10.5493,0,5.99,0,40.3,120.89,92.9,0,8.04,0,22.62,0,1.13,4.5,0.25,0.29,1.03,-0.22,7.87,0,-74.2,1.195,1.331,0
8/3/2018,15:30, ,0,<site>,0,6.2,20.707,0,9.9476,10.836,0,6.16,0,37.83,113.48,91.6,0,7.92,0,24.83,0,0.97,3.87,0.23,0.26,0.87,-0.24,7.84,0,-72.7,1.196,1.416,0
8/3/2018,15:45, ,0,<site>,0,6.2,20.651,0,10.1177,11.0344,0,6.28,0,36.86,110.56,90.9,0,7.86,0,27.87,0,1.08,4.29,0.28,0.31,0.98,-0.2,7.83,0,-71.7,1.196,1.497,0
8/3/2018,16:00, ,0,<site>,0,6.2,20.672,0,10.1806,11.0981,0,6.32,0,33.32,99.94,90.4,0,7.82,0,34.73,0,1.06,4.22,0.25,0.28,0.96,-0.23,7.81,0,-70.6,1.196,1.582,0
8/3/2018,16:15, ,0,<site>,0,6.2,20.771,0,10.3498,11.2592,0,6.42,0,33.2,99.59,90.3,0,7.79,0,35.13,0,0.98,3.88,0.2,0.24,0.88,-0.27,7.8,0,-70.4,1.196,1.655,0
8/3/2018,16:30, ,0,<site>,0,6.2,21.035,0,10.5413,11.4051,0,6.51,0,32.55,97.64,91,0,7.8,0,27.8,0,0.95,3.77,0.26,0.3,0.85,-0.21,7.81,0,-70.6,1.198,1.729,0
8/3/2018,16:45, ,0,<site>,0,6.2,21.092,0,10.6174,11.4739,0,6.55,0,31.4,94.2,91,0,7.79,0,28.95,0,0.9,3.56,0.23,0.26,0.79,-0.25,7.81,0,-70.6,1.2,1.788,0
8/3/2018,17:00, ,0,<site>,0,6.2,21.257,0,10.7568,11.585,0,6.62,0,30.19,90.55,91.8,0,7.83,0,29.13,0,0.89,3.54,0.2,0.24,0.79,-0.27,7.81,0,-70.7,1.204,1.848,0
8/3/2018,17:15, ,0,<site>,0,6.2,21.311,0,10.7517,11.5667,0,6.61,0,30.44,91.3,91.9,0,7.84,0,22.92,0,0.86,3.42,0.21,0.24,0.76,-0.27,7.81,0,-70.8,1.207,1.898,0
8/3/2018,17:30, ,0,<site>,0,6.2,21.368,0,10.8526,11.6617,0,6.67,0,29.74,89.21,92,0,7.83,0,23.33,0,0.92,3.64,0.21,0.25,0.82,-0.26,7.81,0,-70.8,1.207,1.945,0
8/3/2018,17:45, ,0,<site>,0,6.2,21.42,0,10.9183,11.7197,0,6.7,0,28.47,85.4,92.1,0,7.83,0,22.63,0,0.83,3.31,0.2,0.24,0.73,-0.27,7.8,0,-70.4,1.198,1.987,0
8/3/2018,18:00, ,0,<site>,0,6.2,21.429,0,10.9961,11.801,0,6.75,0,28.35,85.03,91.7,0,7.79,0,22.73,0,0.8,3.16,0.19,0.22,0.69,-0.28,7.8,0,-70.2,1.192,2.021,0
8/3/2018,18:15, ,0,<site>,0,6.1,21.459,0,11.0486,11.85,0,6.78,0,28.5,85.5,91.6,0,7.78,0,17.7,0,0.78,3.09,0.1,0.14,0.68,-0.37,7.79,0,-69.9,1.19,2.05,0
8/3/2018,18:30, ,0,<site>,0,6.2,21.465,0,11.0204,11.8185,0,6.76,0,28.56,85.66,91.5,0,7.77,0,14.41,0,0.8,3.16,0.12,0.15,0.69,-0.36,7.8,0,-70,1.196,2.073,0
