Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Turb,F_Turb,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,WiperPosV,Depth,F_Depth
6/8/2017,11:15, ,0,SD1,0,5.7,56.28,<0> (CND),1.78,7.14,0.33,0.35,1.6,0,77.3,<0> (CND),6.97,<0> (CND),7.78,<0> (CND),-61,20.179,<0> (CND),1.6642,1.833,<0> (CND),0.93,<0> (CND),28.65,86.07,1.189,1.288,<0> (CND)
6/8/2017,11:30, ,0,SD1,0,5.7,59.32,0,1.6,6.43,0.28,0.3,1.42,-0.05,77,0,6.95,0,7.78,0,-60.8,20.111,0,1.625,1.7924,0,0.91,0,27.79,83.49,1.189,1.392,0
6/8/2017,11:45, ,0,SD1,0,5.8,61.41,0,1.53,6.14,0.23,0.25,1.35,-0.1,76.7,0,6.93,0,7.77,0,-60.1,20.014,0,1.6067,1.7759,0,0.9,0,27.42,82.39,1.188,1.498,0
6/8/2017,12:00, ,0,SD1,0,5.7,58.28,0,1.47,5.93,0.26,0.28,1.3,-0.07,77.2,0,6.97,0,7.76,0,-59.7,20.049,0,1.5769,1.7416,0,0.88,0,26.75,80.36,1.191,1.597,0
6/8/2017,12:15, ,0,SD1,0,5.7,75.15,0,1.51,6.06,0.29,0.3,1.33,-0.04,77.5,0,7,0,7.75,0,-59.1,20.081,0,1.5444,1.7045,0,0.86,0,26,78.11,1.188,1.692,0
6/8/2017,12:30, ,0,SD1,0,5.7,69.11,0,1.46,5.88,0.26,0.28,1.29,-0.07,78.1,0,7.04,0,7.74,0,-58.4,20.173,0,1.4929,1.6446,0,0.83,0,24.88,74.75,1.189,1.772,0
6/8/2017,12:45, ,0,SD1,0,5.7,78.13,0,1.44,5.78,0.24,0.26,1.26,-0.09,78.3,0,7.05,0,7.73,0,-58.1,20.209,0,1.4787,1.6276,0,0.82,0,24.5,73.61,1.186,1.846,0
6/8/2017,13:00, ,0,SD1,0,5.8,71.26,0,1.39,5.59,0.27,0.29,1.21,-0.06,79,0,7.1,0,7.72,0,-57.5,20.351,0,1.4255,1.5644,0,0.79,0,23.69,71.2,1.19,1.91,0
6/8/2017,13:15, ,0,SD1,0,5.7,66.53,0,1.42,5.7,0.24,0.26,1.24,-0.09,79.3,0,7.12,0,7.71,0,-57,20.415,0,1.3958,1.5298,0,0.77,0,23.3,70.03,1.186,1.969,0
6/8/2017,13:30, ,0,SD1,0,5.7,66.6,0,1.44,5.79,0.27,0.29,1.26,-0.06,79.6,0,7.14,0,7.71,0,-56.6,20.484,0,1.3721,1.5017,0,0.76,0,23,69.11,1.189,2.017,0
6/8/2017,13:45, ,0,SD1,0,5.7,68.04,0,1.44,5.8,0.23,0.24,1.26,-0.1,79.6,0,7.14,0,7.7,0,-56.2,20.49,0,1.3549,1.4826,0,0.75,0,22.76,68.41,1.184,2.055,0
6/8/2017,14:00, ,0,SD1,0,5.7,64.74,0,1.45,5.84,0.27,0.28,1.28,-0.06,80.3,0,7.18,0,7.7,0,-56,20.607,0,1.3129,1.4331,0,0.72,0,22.21,66.75,1.189,2.078,0
6/8/2017,14:15, ,0,SD1,0,5.7,62.63,0,1.41,5.69,0.25,0.27,1.24,-0.08,79.5,0,7.12,0,7.69,0,-55.8,20.571,0,1.3232,1.4455,0,0.73,0,22.5,67.62,1.185,2.088,0
6/8/2017,14:30, ,0,SD1,0,5.7,66.92,0,1.42,5.71,0.23,0.25,1.24,-0.1,78.8,0,7.06,0,7.69,0,-55.7,20.547,0,1.3323,1.4561,0,0.73,0,22.51,67.66,1.19,2.087,0
6/8/2017,14:45, ,0,SD1,0,5.7,65.11,0,1.42,5.69,0.27,0.28,1.24,-0.06,75.9,0,6.81,0,7.68,0,-54.9,20.5,0,1.3474,1.4741,0,0.74,0,22.17,66.64,1.186,2.075,0
6/8/2017,15:00, ,0,SD1,0,5.7,61.69,0,1.4,5.65,0.23,0.25,1.23,-0.1,77.3,0,6.93,0,7.69,0,-55.4,20.486,0,1.3572,1.4853,0,0.75,0,22.86,68.71,1.189,2.058,0
6/8/2017,15:15, ,0,SD1,0,5.7,68.64,0,1.44,5.8,0.26,0.28,1.27,-0.07,77,0,6.91,0,7.69,0,-55.6,20.462,0,1.3855,1.517,0,0.76,0,23.34,70.13,1.184,2.032,0
6/8/2017,15:30, ,0,SD1,0,5.7,61.99,0,1.45,5.84,0.25,0.27,1.28,-0.08,77.4,0,6.94,0,7.7,0,-56.1,20.449,0,1.4138,1.5484,0,0.78,0,24.01,72.16,1.19,1.997,0
6/8/2017,15:45, ,0,SD1,0,5.7,59.51,0,1.49,5.99,0.25,0.27,1.31,-0.08,76.5,0,6.87,0,7.7,0,-56.1,20.43,0,1.4379,1.5754,0,0.8,0,24.36,73.21,1.185,1.956,0
6/8/2017,16:00, ,0,SD1,0,5.7,64.3,0,1.49,5.98,0.23,0.25,1.31,-0.1,75.2,0,6.75,0,7.69,0,-55.9,20.443,0,1.4586,1.5976,0,0.81,0,24.48,73.57,1.189,1.907,0
6/8/2017,16:15, ,0,SD1,0,5.7,60.35,0,1.63,6.57,0.23,0.25,1.46,-0.1,75.4,0,6.75,0,7.71,0,-56.9,20.566,0,1.5111,1.6509,0,0.84,0,25.56,76.81,1.185,1.852,0
6/8/2017,16:30, ,0,SD1,0,5.7,60.07,0,1.69,6.79,0.23,0.24,1.51,-0.1,76.7,0,6.85,0,7.73,0,-57.8,20.715,0,1.5272,1.6633,0,0.84,0,25.88,77.76,1.19,1.792,0
6/8/2017,16:45, ,0,SD1,0,5.7,58.1,0,1.7,6.84,0.25,0.27,1.53,-0.08,77.4,0,6.89,0,7.73,0,-58.3,20.778,0,1.543,1.6783,0,0.85,0,26.1,78.41,1.186,1.734,0
6/8/2017,17:00, ,0,SD1,0,5.7,57.49,0,1.76,7.08,0.28,0.3,1.58,-0.05,76.5,0,6.83,0,7.73,0,-58.1,20.715,0,1.5538,1.6923,0,0.86,0,26.16,78.59,1.188,1.672,0
6/8/2017,17:15, ,0,SD1,0,5.7,59.89,0,1.84,7.39,0.28,0.3,1.66,-0.05,75.1,0,6.7,0,7.72,0,-57.6,20.649,0,1.5741,1.7168,0,0.87,0,26.41,79.34,1.185,1.611,0
6/8/2017,17:30, ,0,SD1,0,5.7,60.46,0,1.89,7.6,0.29,0.31,1.72,-0.04,73.8,0,6.59,0,7.72,0,-57.4,20.639,0,1.5958,1.7408,0,0.88,0,26.45,79.46,1.192,1.551,0
6/8/2017,17:45, ,0,SD1,0,5.7,62.38,0,2.14,8.58,0.36,0.37,1.96,0.03,72.5,0,6.48,0,7.72,0,-57.4,20.621,0,1.6149,1.7623,0,0.89,0,26.46,79.51,1.188,1.491,0
6/8/2017,18:00, ,0,SD1,0,5.7,63.47,0,2.27,9.11,0.32,0.34,2.09,-0.01,71.8,0,6.41,0,7.72,0,-57.2,20.622,0,1.6292,1.7779,0,0.9,0,26.7,80.23,1.198,1.439,0
6/8/2017,18:15, ,0,SD1,0,5.7,60.48,0,2.35,9.45,0.34,0.36,2.18,0.01,71.6,0,6.39,0,7.72,0,-57.4,20.656,0,1.65,1.7993,0,0.91,0,27.13,81.52,1.185,1.389,0
6/8/2017,18:30, ,0,SD1,0,5.7,65.04,0,2.73,10.96,0.38,0.4,2.56,0.05,71.6,0,6.39,0,7.73,0,-57.9,20.7,0,1.6762,1.8262,0,0.93,0,27.4,82.32,1.19,1.351,0
6/8/2017,18:45, ,0,SD1,0,5.7,65.81,0,2.86,11.47,0.42,0.44,2.68,0.09,71.1,0,6.34,0,7.72,0,-57.7,20.711,0,1.6816,1.8316,0,0.93,0,27.5,82.63,1.193,1.318,0
6/8/2017,19:00, ,0,SD1,0,5.7,105.79,0,2.92,11.72,0.42,0.43,2.74,0.09,71.1,0,6.34,0,7.73,0,-58.1,20.726,0,1.6982,1.8492,0,0.94,0,27.87,83.72,1.19,1.294,0
6/8/2017,19:15, ,0,SD1,0,5.7,63.87,0,3.32,13.33,0.49,0.51,3.15,0.16,70.4,0,6.27,0,7.73,0,-58,20.737,0,1.712,1.8637,0,0.95,0,28.07,84.32,1.188,1.281,0
6/8/2017,19:30, ,0,SD1,0,5.7,67.09,0,2.64,10.6,0.36,0.38,2.47,0.04,69.6,0,6.2,0,7.72,0,-57.7,20.727,0,1.7092,1.8611,0,0.95,0,28.07,84.33,1.188,1.274,0
6/8/2017,19:45, ,0,SD1,0,5.7,67.14,0,2.66,10.65,0.4,0.41,2.48,0.07,68.9,0,6.14,0,7.72,0,-57.4,20.718,0,1.7138,1.8664,0,0.95,0,28.02,84.17,1.19,1.28,0
6/8/2017,20:00, ,0,SD1,0,5.7,68.86,0,2.94,11.8,0.42,0.44,2.77,0.09,67.9,0,6.05,0,7.71,0,-57,20.673,0,1.7045,1.8581,0,0.95,0,27.94,83.95,1.184,1.296,0
6/8/2017,20:15, ,0,SD1,0,5.7,59.22,0,2.22,8.91,0.35,0.37,2.04,0.02,70.6,0,6.33,0,7.72,0,-57.6,20.426,0,1.6694,1.8293,0,0.93,0,28.71,86.25,1.189,1.322,0
6/8/2017,20:30, ,0,SD1,0,5.7,55.25,0,1.7,6.82,0.26,0.27,1.52,-0.07,73.3,0,6.61,0,7.74,0,-58.7,20.133,0,1.6513,1.8205,0,0.93,0,29.25,87.87,1.185,1.357,0
6/8/2017,20:45, ,0,SD1,0,5.7,54.9,0,1.63,6.54,0.27,0.29,1.45,-0.06,74.1,0,6.69,0,7.75,0,-58.9,20.09,0,1.6417,1.8115,0,0.92,0,29.43,88.42,1.19,1.404,0
6/8/2017,21:00, ,0,SD1,0,5.7,57.81,0,1.59,6.39,0.23,0.24,1.41,-0.1,75,0,6.77,0,7.75,0,-58.9,20.108,0,1.6127,1.7789,0,0.9,0,28.93,86.91,1.184,1.458,0
6/8/2017,21:15, ,0,SD1,0,5.7,67.06,0,1.53,6.16,0.21,0.23,1.36,-0.12,75.2,0,6.79,0,7.74,0,-58.7,20.116,0,1.5959,1.7601,0,0.89,0,27.96,84,1.189,1.519,0
6/8/2017,21:30, ,0,SD1,0,5.7,59.84,0,1.46,5.88,0.24,0.25,1.29,-0.09,76.1,0,6.87,0,7.73,0,-58,20.15,0,1.5418,1.6992,0,0.86,0,27.34,82.15,1.185,1.58,0
6/8/2017,21:45, ,0,SD1,0,5.7,62.08,0,1.43,5.77,0.21,0.23,1.26,-0.12,76.3,0,6.88,0,7.73,0,-57.8,20.176,0,1.5275,1.6825,0,0.85,0,27.07,81.34,1.19,1.65,0
6/8/2017,22:00, ,0,SD1,0,5.7,58.87,0,1.43,5.73,0.25,0.26,1.25,-0.08,76.7,0,6.91,0,7.72,0,-57.3,20.202,0,1.4931,1.6438,0,0.83,0,26.37,79.24,1.185,1.723,0
6/8/2017,22:15, ,0,SD1,0,5.7,61.52,0,1.39,5.61,0.24,0.26,1.22,-0.09,77.3,0,6.96,0,7.71,0,-56.6,20.237,0,1.4498,1.5948,0,0.81,0,25.27,75.93,1.188,1.797,0
6/8/2017,22:30, ,0,SD1,0,5.7,64.75,0,1.39,5.6,0.23,0.24,1.22,-0.1,77.7,0,7,0,7.7,0,-56.2,20.273,0,1.4206,1.5616,0,0.79,0,24.69,74.2,1.185,1.871,0
6/8/2017,22:45, ,0,SD1,0,5.7,66.45,0,1.36,5.49,0.19,0.2,1.19,-0.14,77.7,0,7,0,7.69,0,-55.7,20.302,0,1.4002,1.5382,0,0.78,0,24.12,72.47,1.19,1.945,0
6/8/2017,23:00, ,0,SD1,0,5.7,60.84,0,1.39,5.6,0.25,0.26,1.21,-0.08,77.9,0,7.01,0,7.68,0,-55.3,20.345,0,1.3755,1.5097,0,0.76,0,23.53,70.72,1.185,2.014,0
6/8/2017,23:15, ,0,SD1,0,5.7,82.85,0,1.36,5.48,0.27,0.28,1.19,-0.06,78.3,0,7.03,0,7.68,0,-54.8,20.372,0,1.3385,1.4683,0,0.74,0,22.87,68.72,1.189,2.077,0
6/8/2017,23:30, ,0,SD1,0,5.7,69.05,0,1.32,5.32,0.27,0.29,1.15,-0.06,78.5,0,7.06,0,7.67,0,-54.3,20.37,0,1.3065,1.4332,0,0.72,0,22.2,66.71,1.184,2.136,0
6/8/2017,23:45, ,0,SD1,0,5.7,73.51,0,1.29,5.2,0.27,0.28,1.12,-0.06,78.9,0,7.09,0,7.66,0,-53.8,20.389,0,1.2677,1.3901,0,0.7,0,21.54,64.75,1.189,2.189,0
6/9/2017,0:00, ,0,SD1,0,5.7,77.5,0,1.32,5.31,0.27,0.29,1.14,-0.06,78.8,0,7.08,0,7.65,0,-53.4,20.388,0,1.2499,1.3706,0,0.69,0,21.25,63.88,1.185,2.237,0
6/9/2017,0:15, ,0,SD1,0,5.7,68.65,0,1.33,5.34,0.27,0.29,1.15,-0.06,78.8,0,7.08,0,7.65,0,-53.1,20.385,0,1.2313,1.3503,0,0.68,0,20.97,63.04,1.189,2.275,0
6/9/2017,0:30, ,0,SD1,0,5.7,68.05,0,1.34,5.38,0.26,0.28,1.16,-0.07,78.7,0,7.08,0,7.65,0,-52.9,20.376,0,1.2253,1.344,0,0.67,0,21.02,63.17,1.187,2.304,0
6/9/2017,0:45, ,0,SD1,0,5.7,62.59,0,1.39,5.59,0.23,0.25,1.21,-0.1,78.9,0,7.09,0,7.64,0,-52.6,20.383,0,1.1899,1.305,0,0.65,0,20.52,61.67,1.189,2.326,0
6/9/2017,1:00, ,0,SD1,0,5.7,62.01,0,1.31,5.28,0.23,0.25,1.14,-0.1,78.9,0,7.09,0,7.64,0,-52.6,20.367,0,1.1947,1.3107,0,0.66,0,20.77,62.44,1.186,2.343,0
6/9/2017,1:15, ,0,SD1,0,5.7,60.37,0,1.35,5.42,0.24,0.26,1.17,-0.09,78.9,0,7.09,0,7.64,0,-52.4,20.364,0,1.1787,1.2932,0,0.65,0,20.53,61.71,1.19,2.355,0
6/9/2017,1:30, ,0,SD1,0,5.7,62.9,0,1.24,4.98,0.28,0.3,1.06,-0.05,78.6,0,7.07,0,7.63,0,-52.1,20.353,0,1.1746,1.289,0,0.65,0,20.52,61.69,1.184,2.358,0
6/9/2017,1:45, ,0,SD1,0,5.7,65.29,0,1.36,5.45,0.27,0.29,1.18,-0.06,77,0,6.93,0,7.62,0,-51.2,20.319,0,1.1989,1.3166,0,0.66,0,20.87,62.72,1.189,2.351,0
6/9/2017,2:00, ,0,SD1,0,5.7,65.69,0,1.39,5.6,0.26,0.27,1.22,-0.07,75.5,0,6.8,0,7.61,0,-51.1,20.319,0,1.2262,1.3466,0,0.68,0,20.83,62.6,1.182,2.335,0
6/9/2017,2:15, ,0,SD1,0,5.7,70.71,0,1.36,5.46,0.23,0.25,1.18,-0.1,74.8,0,6.73,0,7.61,0,-51.1,20.298,0,1.2421,1.3646,0,0.68,0,21.2,63.71,1.189,2.312,0
6/9/2017,2:30, ,0,SD1,0,5.7,62.26,0,1.38,5.56,0.22,0.24,1.21,-0.11,76.3,0,6.88,0,7.63,0,-52,20.281,0,1.2544,1.3787,0,0.69,0,21.75,65.37,1.182,2.282,0
6/9/2017,2:45, ,0,SD1,0,5.7,62.49,0,1.39,5.59,0.26,0.28,1.21,-0.07,75.8,0,6.83,0,7.63,0,-52,20.262,0,1.2768,1.4039,0,0.71,0,22.16,66.61,1.187,2.24,0
6/9/2017,3:00, ,0,SD1,0,5.7,62.32,0,1.4,5.61,0.3,0.32,1.22,-0.03,74.7,0,6.74,0,7.63,0,-51.9,20.214,0,1.3028,1.4338,0,0.72,0,22.43,67.41,1.185,2.188,0
6/9/2017,3:15, ,0,SD1,0,5.7,58.63,0,1.4,5.64,0.26,0.28,1.23,-0.07,74.5,0,6.73,0,7.64,0,-52.7,20.128,0,1.3379,1.4752,0,0.74,0,23.25,69.86,1.19,2.13,0
6/9/2017,3:30, ,0,SD1,0,5.7,64.41,0,1.42,5.72,0.25,0.27,1.25,-0.08,72.9,0,6.58,0,7.64,0,-52.7,20.111,0,1.3756,1.5173,0,0.77,0,23.49,70.59,1.185,2.061,0
6/9/2017,3:45, ,0,SD1,0,5.7,69.16,0,1.46,5.88,0.26,0.28,1.29,-0.07,73,0,6.6,0,7.65,0,-53.1,20.059,0,1.3839,1.5281,0,0.77,0,23.53,70.71,1.189,1.978,0
6/9/2017,4:00, ,0,SD1,0,5.7,68.46,0,1.49,6,0.29,0.31,1.32,-0.04,72.6,0,6.57,0,7.65,0,-53.3,20.012,0,1.4056,1.5535,0,0.78,0,23.74,71.34,1.183,1.89,0
6/9/2017,4:15, ,0,SD1,0,5.7,68.8,0,1.56,6.28,0.26,0.27,1.39,-0.07,71,0,6.44,0,7.66,0,-53.5,19.927,0,1.4503,1.6058,0,0.81,0,24.25,72.88,1.189,1.801,0
6/9/2017,4:30, ,0,SD1,0,5.7,83.99,0,1.66,6.69,0.27,0.29,1.49,-0.06,69.1,0,6.27,0,7.65,0,-53.3,19.888,0,1.4845,1.6452,0,0.83,0,24.5,73.63,1.184,1.709,0
6/9/2017,4:45, ,0,SD1,0,5.7,75.24,0,1.83,7.35,0.32,0.34,1.65,-0.01,66.8,0,6.06,0,7.65,0,-52.9,19.86,0,1.5225,1.6883,0,0.86,0,24.72,74.27,1.189,1.618,0
6/9/2017,5:00, ,0,SD1,0,5.7,74.29,0,1.98,7.96,0.32,0.33,1.81,-0.01,65.3,0,5.93,0,7.64,0,-52.7,19.821,0,1.5506,1.7208,0,0.87,0,24.98,75.05,1.186,1.526,0
6/9/2017,5:15, ,0,SD1,0,5.7,72.95,0,2.08,8.35,0.34,0.36,1.9,0.01,64.4,0,5.85,0,7.64,0,-52.7,19.768,0,1.5692,1.7435,0,0.89,0,25.29,76,1.19,1.436,0
6/9/2017,5:30, ,0,SD1,0,5.7,69.12,0,2.35,9.43,0.4,0.41,2.17,0.07,62.8,0,5.71,0,7.64,0,-52.7,19.734,0,1.6071,1.7868,0,0.91,0,26.2,78.72,1.184,1.353,0
6/9/2017,5:45, ,0,SD1,0,5.7,82.07,0,2.51,10.06,0.4,0.42,2.33,0.07,61,0,5.55,0,7.64,0,-52.6,19.733,0,1.6463,1.8305,0,0.93,0,26.84,80.63,1.189,1.273,0
6/9/2017,6:00, ,0,SD1,0,5.7,67.17,0,3.36,13.47,0.5,0.52,3.18,0.17,59.7,0,5.42,0,7.64,0,-52.3,19.735,0,1.6881,1.8768,0,0.96,0,27.54,82.73,1.183,1.201,0
6/9/2017,6:15, ,0,SD1,0,5.7,75.79,0,3.9,15.62,0.58,0.6,3.72,0.25,58.3,0,5.29,0,7.63,0,-52,19.747,0,1.7502,1.9454,0,0.99,0,28.9,86.81,1.189,1.136,0
6/9/2017,6:30, ,0,SD1,0,5.7,74.23,0,5.45,21.83,0.79,0.81,5.27,0.46,57.2,0,5.19,0,7.63,0,-51.8,19.746,0,1.826,2.0297,0,1.04,0,30.46,91.5,1.184,1.07,0
6/9/2017,6:45, ,0,SD1,0,5.7,85.12,0,5.27,21.1,0.85,0.87,5.09,0.52,57.2,0,5.2,0,7.63,0,-52.1,19.732,0,1.8805,2.0909,0,1.07,0,31.74,95.35,1.189,1.009,0
6/9/2017,7:00, ,0,SD1,0,5.7,77.74,0,5.95,23.85,0.84,0.86,5.78,0.51,57.3,0,5.2,0,7.64,0,-52.2,19.704,0,1.9059,2.1203,0,1.09,0,32.27,96.94,1.183,0.952,0
6/9/2017,7:15, ,0,SD1,0,5.7,79.77,0,6.33,25.35,0.99,1,6.15,0.66,57,0,5.18,0,7.63,0,-52.2,19.687,0,1.9334,2.1517,0,1.1,0,32.82,98.59,1.188,0.899,0
6/9/2017,7:30, ,0,SD1,0,5.7,72.5,0,9.08,36.36,1.07,1.09,8.91,0.74,56.8,0,5.16,0,7.63,0,-52.1,19.678,0,1.9618,2.1838,0,1.12,0,33.3,100.02,1.185,0.847,0
6/9/2017,7:45, ,0,SD1,0,5.7,80.58,0,9.45,37.82,1.19,1.21,9.27,0.86,56.8,0,5.16,0,7.63,0,-51.7,19.686,0,1.9957,2.2211,0,1.14,0,34.19,102.7,1.189,0.793,0
6/9/2017,8:00, ,0,SD1,0,5.7,77.13,0,7.91,31.68,1.37,1.39,7.73,1.04,56.6,0,5.14,0,7.61,0,-50.8,19.693,0,2.0246,2.2529,0,1.16,0,35.17,105.62,1.186,0.747,0
6/9/2017,8:15, ,0,SD1,0,5.7,74.52,0,11.25,45.02,1.43,1.45,11.07,1.1,56.6,0,5.14,0,7.59,0,-49.8,19.749,0,2.0531,2.2819,0,1.18,0,36.38,109.26,1.189,0.699,0
6/9/2017,8:30, ,0,SD1,0,5.7,71.46,0,14.29,57.18,1.73,1.75,14.11,1.4,57.3,0,5.2,0,7.58,0,-48.9,19.743,0,2.0748,2.3064,0,1.19,0,37.12,111.47,1.184,0.656,0
6/9/2017,8:45, ,0,SD1,0,5.7,64.37,0,11.74,46.98,1.84,1.86,11.56,1.51,58,0,5.26,0,7.57,0,-48.2,19.768,0,2.0862,2.3178,0,1.19,0,37.66,113.1,1.189,0.62,0
6/9/2017,9:00, ,0,SD1,0,5.7,87.17,0,14.3,57.24,2.23,2.24,14.13,1.9,58.1,0,5.27,0,7.54,0,-46.9,19.79,0,2.0932,2.3245,0,1.2,0,38.14,114.55,1.184,0.596,0
6/9/2017,9:15, ,0,SD1,0,5.7,68.3,0,18.65,74.64,2.28,2.29,18.48,1.95,58.8,0,5.32,0,7.52,0,-45.4,19.838,0,2.1025,2.3325,0,1.2,0,38.45,115.47,1.189,0.583,0
6/9/2017,9:30, ,0,SD1,0,5.7,71.26,0,17.85,71.42,2.5,2.51,17.67,2.17,59.4,0,5.37,0,7.5,0,-44.4,19.906,0,2.1169,2.3451,0,1.21,0,38.55,115.78,1.185,0.571,0
6/9/2017,9:45, ,0,SD1,0,5.7,67.17,0,14.32,57.33,2.49,2.51,14.15,2.16,61.9,0,5.58,0,7.51,0,-44.8,20.052,0,2.1351,2.3579,0,1.22,0,38.89,116.81,1.19,0.575,0
6/9/2017,10:00, ,0,SD1,0,5.7,64.09,0,17.49,69.99,2.85,2.87,17.31,2.52,66.2,0,5.95,0,7.54,0,-46.6,20.183,0,2.145,2.3624,0,1.22,0,39.31,118.06,1.186,0.609,0
6/9/2017,10:15, ,0,SD1,0,5.7,61.9,0,16.23,64.94,2.52,2.53,16.05,2.19,67.2,0,6.04,0,7.56,0,-47.6,20.209,0,2.1471,2.3634,0,1.22,0,39.79,119.51,1.187,0.66,0
6/9/2017,10:30, ,0,SD1,0,5.7,61.56,0,14.79,59.2,2.41,2.43,14.62,2.08,67.2,0,6.02,0,7.55,0,-47.4,20.42,0,2.1559,2.3626,0,1.22,0,40.23,120.83,1.185,0.733,0
6/9/2017,10:45, ,0,SD1,0,5.7,61.22,0,13.64,54.59,2.41,2.42,13.46,2.08,67.8,0,6.07,0,7.55,0,-47.3,20.434,0,2.151,2.3566,0,1.21,0,39.87,119.74,1.189,0.822,0
6/9/2017,11:00, ,0,SD1,0,5.7,88.16,0,2.24,8.98,0.36,0.37,2.06,0.03,66.7,0,6.03,0,7.72,0,-57.4,20.066,0,1.7828,1.9682,0,1.01,0,28.41,85.36,1.186,0.91,0
6/9/2017,11:15, ,0,SD1,0,5.7,64.21,0,1.84,7.38,0.31,0.33,1.66,-0.02,68.8,0,6.2,0,7.72,0,-57.6,20.14,0,1.7496,1.9287,0,0.98,0,29.61,88.95,1.189,1.004,0
6/9/2017,11:30, ,0,SD1,0,5.7,78.97,0,1.7,6.83,0.29,0.31,1.52,-0.04,69.1,0,6.23,0,7.72,0,-57.2,20.147,0,1.7291,1.9057,0,0.97,0,27.8,83.53,1.184,1.104,0
6/9/2017,11:45, ,0,SD1,0,5.7,77.96,0,1.67,6.71,0.3,0.31,1.49,-0.03,70.6,0,6.35,0,7.71,0,-57,20.206,0,1.6786,1.8478,0,0.94,0,26.49,79.6,1.189,1.204,0
6/9/2017,12:00, ,0,SD1,0,5.7,80.01,0,1.63,6.56,0.3,0.31,1.46,-0.03,70.8,0,6.38,0,7.71,0,-56.9,20.192,0,1.6615,1.8295,0,0.93,0,26.43,79.41,1.182,1.304,0
6/9/2017,12:15, ,0,SD1,0,5.7,82.89,0,1.66,6.68,0.3,0.32,1.49,-0.02,71.3,0,6.42,0,7.71,0,-56.9,20.207,0,1.6489,1.815,0,0.92,0,26.05,78.27,1.188,1.404,0
6/9/2017,12:30, ,0,SD1,0,5.7,74.05,0,1.58,6.34,0.29,0.3,1.4,-0.04,71.8,0,6.46,0,7.71,0,-56.7,20.263,0,1.6216,1.7829,0,0.91,0,25.44,76.44,1.182,1.502,0
6/9/2017,12:45, ,0,SD1,0,5.7,89.57,0,1.54,6.19,0.29,0.31,1.36,-0.04,72.6,0,6.52,0,7.7,0,-56.4,20.349,0,1.5876,1.7424,0,0.88,0,24.69,74.2,1.189,1.599,0
6/9/2017,13:00, ,0,SD1,0,5.7,90.25,0,1.54,6.17,0.28,0.29,1.36,-0.05,73.5,0,6.59,0,7.7,0,-56,20.433,0,1.5437,1.6912,0,0.86,0,23.65,71.06,1.184,1.684,0
6/9/2017,13:15, ,0,SD1,0,5.7,89.44,0,1.47,5.9,0.29,0.31,1.29,-0.04,74.3,0,6.66,0,7.69,0,-55.6,20.473,0,1.5037,1.6461,0,0.83,0,22.98,69.06,1.187,1.764,0
6/9/2017,13:30, ,0,SD1,0,5.7,84.17,0,1.55,6.23,0.26,0.28,1.37,-0.07,75.1,0,6.73,0,7.69,0,-55.4,20.542,0,1.4731,1.6102,0,0.81,0,22.8,68.53,1.184,1.839,0
6/9/2017,13:45, ,0,SD1,0,5.7,82.78,0,1.42,5.73,0.27,0.29,1.25,-0.06,75.8,0,6.78,0,7.68,0,-55,20.59,0,1.4344,1.5664,0,0.79,0,22.37,67.22,1.189,1.9,0
6/9/2017,14:00, ,0,SD1,0,5.7,80.82,0,1.4,5.62,0.28,0.29,1.22,-0.05,76.5,0,6.84,0,7.68,0,-54.9,20.651,0,1.4063,1.5337,0,0.77,0,22.22,66.77,1.184,1.951,0
6/9/2017,14:15, ,0,SD1,0,5.7,80.07,0,1.42,5.72,0.3,0.31,1.25,-0.03,76.7,0,6.85,0,7.68,0,-54.8,20.702,0,1.3921,1.5166,0,0.76,0,22.14,66.53,1.189,1.99,0
6/9/2017,14:30, ,0,SD1,0,5.7,70.41,0,1.45,5.83,0.3,0.32,1.27,-0.03,77.2,0,6.89,0,7.67,0,-54.5,20.708,0,1.3585,1.4798,0,0.75,0,21.89,65.8,1.186,2.02,0
6/9/2017,14:45, ,0,SD1,0,5.7,75.36,0,1.46,5.86,0.28,0.3,1.28,-0.05,76.9,0,6.87,0,7.67,0,-54.2,20.709,0,1.3488,1.4692,0,0.74,0,21.71,65.26,1.189,2.039,0
6/9/2017,15:00, ,0,SD1,0,5.7,76.66,0,1.48,5.93,0.28,0.29,1.3,-0.05,77.1,0,6.88,0,7.66,0,-54,20.746,0,1.3339,1.4519,0,0.73,0,21.63,65.01,1.186,2.057,0
6/9/2017,15:15, ,0,SD1,0,5.7,74.36,0,1.47,5.92,0.28,0.3,1.3,-0.05,77.1,0,6.87,0,7.66,0,-53.8,20.76,0,1.3244,1.4411,0,0.72,0,21.49,64.6,1.19,2.061,0
6/9/2017,15:30, ,0,SD1,0,5.7,75.63,0,1.34,5.41,0.25,0.27,1.17,-0.08,76.1,0,6.79,0,7.66,0,-53.6,20.749,0,1.3409,1.4593,0,0.73,0,21.56,64.8,1.188,2.057,0
