Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Temp,F_Temp,ConduScm,SpCond,F_SpCond,Sal,F_Sal,nLFCondæS/cm,TDSmg/L,Turb,F_Turb,TSSmg/L,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCæg/L,pH,F_pH,pHmV,Presspsia,Depth,F_Depth
9/5/2018,11:00, ,0,LP,0,5.9,0,82.9,0,7.4,0,19.487,0,7865.6,8791.2,-5,4.93,0,8876.1,5714,13.31,0,0,44.8,134.49,1.59,6.33,0.17,0.17,7.82,0,-61.1,2.887,2.085,0
9/5/2018,11:15, ,0,LP,0,5.9,0,80.5,0,7.18,0,19.479,0,7859.5,8786,-5,4.92,0,8870.9,5711,12.75,0,0,45.38,136.22,1.53,6.12,0.13,0.12,7.8,0,-60.1,2.881,2.081,0
9/5/2018,11:30, ,0,LP,0,5.9,0,76.7,0,6.84,0,19.528,0,7872.3,8791.1,-5,4.93,0,8875.4,5714,17.84,0,0,44.79,134.46,1.47,5.89,0.15,0.15,7.79,0,-59.6,2.87,2.073,0
9/5/2018,11:45, ,0,LP,0,5.9,0,84.5,0,7.51,0,19.697,0,7898.6,8788.9,-5,4.92,0,8870.9,5713,13.73,0,0,44.84,134.61,1.6,6.39,0.16,0.16,7.83,0,-61.7,2.85,2.06,0
9/5/2018,12:00, ,0,LP,0,5.9,0,85.7,0,7.59,0,19.882,0,7935.2,8794.9,-5,4.93,0,8874.5,5717,11.37,0,0,44.95,134.95,1.65,6.58,0.19,0.19,7.84,0,-62.4,2.819,2.038,0
9/5/2018,12:15, ,0,LP,0,5.9,0,86.1,0,7.62,0,19.873,0,7922.5,8782.5,-5,4.92,0,8862.1,5709,11.16,0,0,45.15,135.53,1.67,6.67,0.18,0.18,7.85,0,-62.8,2.787,2.015,0
9/5/2018,12:30, ,0,LP,0,5.9,0,86,0,7.62,0,19.846,0,7914.1,8778.2,-5,4.92,0,8858.1,5706,11.02,0,0,45.13,135.48,1.59,6.33,0.16,0.16,7.85,0,-62.7,2.749,1.989,0
9/5/2018,12:45, ,0,LP,0,5.9,0,86.2,0,7.64,0,19.865,0,7910.8,8771,-5,4.91,0,8850.6,5701,11.73,0,0,44.9,134.78,1.64,6.55,0.18,0.17,7.85,0,-63,2.713,1.963,0
9/5/2018,13:00, ,0,LP,0,5.9,0,86.5,0,7.66,0,19.85,0,7905.1,8767.4,-5,4.91,0,8847.2,5699,13.03,0,0,45.07,135.29,1.62,6.47,0.16,0.16,7.85,0,-63.1,2.663,1.928,0
9/5/2018,13:15, ,0,LP,0,5.9,0,86.6,0,7.68,0,19.857,0,7902.4,8763.3,-5,4.91,0,8842.9,5696,10.78,0,0,45.24,135.8,1.61,6.44,0.15,0.15,7.86,0,-63.4,2.604,1.887,0
9/5/2018,13:30, ,0,LP,0,5.9,0,86.7,0,7.68,0,19.851,0,7901.5,8763.4,-5,4.91,0,8843.1,5696,11.09,0,0,45.29,135.95,1.73,6.89,0.17,0.16,7.86,0,-63.5,2.538,1.841,0
9/5/2018,13:45, ,0,LP,0,5.9,0,87,0,7.7,0,19.92,0,7914.7,8765.1,-5,4.91,0,8843.9,5697,11.54,0,0,45.22,135.76,1.65,6.57,0.18,0.17,7.86,0,-63.8,2.464,1.788,0
9/5/2018,14:00, ,0,LP,0,5.9,0,87,0,7.7,0,19.901,0,7915,8769,-5,4.91,0,8848.1,5700,13.52,0,0,44.61,133.91,1.74,6.95,0.19,0.19,7.86,0,-63.7,2.383,1.731,0
9/5/2018,14:15, ,0,LP,0,5.9,0,87.4,0,7.73,0,19.928,0,7949,8801.7,-5,4.93,0,8880.7,5721,13,0,0,45.28,135.92,1.68,6.7,0.18,0.18,7.87,0,-64.3,2.298,1.672,0
9/5/2018,14:30, ,0,LP,0,5.9,0,87.4,0,7.73,0,19.925,0,7998.4,8856.9,-5,4.96,0,8936.5,5757,12.16,0,0,45.54,136.71,1.71,6.82,0.2,0.2,7.88,0,-64.5,2.202,1.604,0
9/5/2018,14:45, ,0,LP,0,5.9,0,87.1,0,7.71,0,19.875,0,8051.7,8925.3,-5,5.01,0,9006.2,5801,13.06,0,0,46.75,140.34,1.73,6.93,0.19,0.18,7.88,0,-64.6,2.113,1.542,0
9/5/2018,15:00, ,0,LP,0,5.9,0,87,0,7.7,0,19.841,0,8092.6,8977.2,-5,5.04,0,9059,5835,14.05,0,0,46.85,140.65,1.67,6.65,0.17,0.17,7.88,0,-64.7,2.027,1.481,0
9/5/2018,15:15, ,0,LP,0,5.9,0,86.7,0,7.68,0,19.857,0,8128.6,9014.1,-5,5.06,0,9096,5859,13.51,0,0,46.79,140.46,2.01,8.04,0.2,0.2,7.88,0,-64.6,1.945,1.423,0
9/5/2018,15:30, ,0,LP,0,5.9,0,86.7,0,7.67,0,19.843,0,8149.8,9040.3,-5,5.07,0,9122.7,5876,12.34,0,0,47.19,141.67,1.85,7.41,0.17,0.16,7.88,0,-64.6,1.877,1.375,0
9/5/2018,15:45, ,0,LP,0,5.9,0,86.7,0,7.68,0,19.816,0,8176.5,9075.1,-5,5.1,0,9158.2,5899,14.09,0,0,47.49,142.57,1.82,7.28,0.17,0.17,7.88,0,-64.6,1.82,1.335,0
9/5/2018,16:00, ,0,LP,0,5.9,0,86.8,0,7.68,0,19.843,0,8195.4,9090.9,-5,5.1,0,9173.7,5909,13.22,0,0,47.61,142.92,1.9,7.57,0.21,0.21,7.88,0,-64.4,1.777,1.305,0
9/5/2018,16:15, ,0,LP,0,5.9,0,86.2,0,7.63,0,19.846,0,8199.3,9094.5,-5,5.11,0,9177.3,5911,13.17,0,0,47.65,143.03,2.04,8.13,0.2,0.2,7.88,0,-64.4,1.757,1.291,0
9/5/2018,16:30, ,0,LP,0,5.9,0,84.9,0,7.51,0,19.842,0,8204.2,9100.8,-5,5.11,0,9183.7,5916,11.06,0,0,48.07,144.3,2.02,8.07,0.19,0.19,7.87,0,-64,1.76,1.293,0
9/5/2018,16:45, ,0,LP,0,5.9,0,82.8,0,7.33,0,19.863,0,8206.9,9099.6,-5,5.11,0,9182.2,5915,12.42,0,0,48.22,144.74,1.97,7.86,0.18,0.18,7.85,0,-63,1.791,1.315,0
9/5/2018,17:00, ,0,LP,0,5.9,0,81.3,0,7.19,0,19.881,0,8208.4,9098,-5,5.11,0,9180.3,5914,21.3,0,0,47.42,142.34,1.91,7.63,0.22,0.21,7.85,0,-63,1.836,1.347,0
9/5/2018,17:15, ,0,LP,0,5.9,0,83.7,0,7.4,0,19.893,0,8205.7,9092.6,-5,5.11,0,9174.7,5910,10.97,0,0,48.36,145.16,2.04,8.14,0.19,0.19,7.86,0,-63.4,1.903,1.394,0
9/5/2018,17:30, ,0,LP,0,5.9,0,85.8,0,7.59,0,19.886,0,8172.9,9057.6,-5,5.08,0,9139.5,5887,14.3,0,0,46.66,140.08,2.02,8.06,0.17,0.16,7.88,0,-64.8,1.983,1.45,0
9/5/2018,17:45, ,0,LP,0,5.9,0,90.6,0,7.98,0,20.12,0,8142.9,8979.9,-5,5.04,0,9057.9,5837,13.49,0,0,46.39,139.27,2.08,8.31,0.18,0.18,7.92,0,-67,2.079,1.517,0
9/5/2018,18:00, ,0,LP,0,5.9,0,88.3,0,7.79,0,20.031,0,8118.8,8970.2,-5,5.03,0,9049.3,5831,10.53,0,0,47.01,141.12,2.04,8.14,0.19,0.19,7.9,0,-66.1,2.189,1.595,0
9/5/2018,18:15, ,0,LP,0,5.9,0,89.2,0,7.87,0,20.024,0,8105.4,8956.6,-5,5.02,0,9035.6,5822,14.05,0,0,46.12,138.45,2.1,8.39,0.19,0.19,7.9,0,-66,2.31,1.68,0
9/5/2018,18:30, ,0,LP,0,5.9,0,90.3,0,7.97,0,20.064,0,8036.4,8873,-5,4.97,0,8950.7,5767,10.93,0,0,45.83,137.57,1.89,7.56,0.17,0.17,7.91,0,-66.7,2.423,1.76,0
9/5/2018,18:45, ,0,LP,0,5.9,0,91.4,0,8.05,0,20.098,0,7998.8,8825.1,-5,4.94,0,8902,5736,12.18,0,0,45.19,135.66,1.8,7.17,0.15,0.15,7.92,0,-66.8,2.529,1.834,0
9/5/2018,19:00, ,0,LP,0,5.9,0,89.5,0,7.9,0,20.079,0,7989.1,8817.9,-5,4.94,0,8895,5732,12.19,0,0,45.81,137.51,1.94,7.73,0.18,0.18,7.9,0,-65.6,2.635,1.908,0
9/5/2018,19:15, ,0,LP,0,5.9,0,89.1,0,7.86,0,20.06,0,7982.8,8814.5,-5,4.94,0,8891.8,5729,12.91,0,0,45.16,135.57,1.79,7.16,0.17,0.16,7.89,0,-65.5,2.743,1.985,0
9/5/2018,19:30, ,0,LP,0,5.9,0,88.7,0,7.83,0,20.044,0,7976.6,8810.6,-5,4.94,0,8888.1,5727,13.87,0,0,44.87,134.7,1.76,7.01,0.17,0.17,7.89,0,-65.3,2.852,2.061,0
9/5/2018,19:45, ,0,LP,0,5.9,0,88.2,0,7.79,0,20.043,0,7968,8801.4,-5,4.93,0,8878.9,5721,12.27,0,0,44.22,132.75,1.66,6.63,0.16,0.15,7.87,0,-64.2,2.954,2.133,0
9/5/2018,20:00, ,0,LP,0,5.9,0,86.6,0,7.64,0,20.017,0,7961.2,8798.7,-5,4.93,0,8876.5,5719,13.69,0,0,44.17,132.61,1.62,6.48,0.18,0.17,7.86,0,-63.5,3.038,2.192,0
9/5/2018,20:15, ,0,LP,0,5.9,0,86.6,0,7.65,0,19.991,0,7954.2,8795.8,-5,4.93,0,8873.9,5717,14.34,0,0,43.52,130.64,1.55,6.2,0.13,0.13,7.85,0,-63.1,3.114,2.245,0
9/5/2018,20:30, ,0,LP,0,5.9,0,86.2,0,7.62,0,19.956,0,7943.3,8790.2,-5,4.92,0,8868.7,5714,15.07,0,0,43.24,129.82,1.52,6.07,0.13,0.13,7.85,0,-62.8,3.193,2.3,0
9/5/2018,20:45, ,0,LP,0,5.9,0,85.9,0,7.6,0,19.937,0,7934.2,8783.5,-5,4.92,0,8862.2,5709,11.37,0,0,43.03,129.17,1.51,6.04,0.13,0.12,7.84,0,-62.3,3.262,2.349,0
9/5/2018,21:00, ,0,LP,0,5.9,0,86.4,0,7.64,0,19.897,0,7924.6,8780.3,-5,4.92,0,8859.6,5707,13.06,0,0,42.15,126.54,1.44,5.73,0.17,0.17,7.84,0,-62.3,3.318,2.389,0
9/5/2018,21:15, ,0,LP,0,5.9,0,85,0,7.53,0,19.839,0,7917.6,8783.4,-5,4.92,0,8863.4,5709,13.7,0,0,42.13,126.49,1.4,5.61,0.14,0.14,7.83,0,-61.7,3.363,2.42,0
9/5/2018,21:30, ,0,LP,0,5.9,0,86.1,0,7.63,0,19.837,0,7892.7,8756.2,-5,4.9,0,8836,5692,13.84,0,0,41.27,123.91,1.34,5.37,0.15,0.14,7.83,0,-61.8,3.401,2.447,0
9/5/2018,21:45, ,0,LP,0,5.9,0,85.1,0,7.54,0,19.818,0,7888.6,8755.2,-5,4.9,0,8835.3,5691,16.16,0,0,41.07,123.3,1.35,5.4,0.13,0.13,7.82,0,-61.4,3.423,2.463,0
9/5/2018,22:00, ,0,LP,0,5.9,0,82.6,0,7.33,0,19.759,0,7890.8,8768.5,-5,4.91,0,8849.6,5700,13.68,0,0,42.25,126.84,1.39,5.55,0.15,0.14,7.81,0,-60.7,3.433,2.47,0
9/5/2018,22:15, ,0,LP,0,5.9,0,85.3,0,7.57,0,19.766,0,7856,8728.6,-5,4.89,0,8809.1,5674,11.49,0,0,39.96,119.98,1.31,5.22,0.16,0.15,7.81,0,-60.8,3.44,2.475,0
9/5/2018,22:30, ,0,LP,0,5.9,0,84.1,0,7.47,0,19.73,0,7853.5,8732.5,-5,4.89,0,8813.5,5676,12.06,0,0,40.04,120.2,1.32,5.28,0.13,0.13,7.82,0,-61,3.441,2.475,0
9/5/2018,22:45, ,0,LP,0,5.9,0,82.1,0,7.3,0,19.685,0,7858.3,8746.2,-5,4.9,0,8828,5685,12.87,0,0,40.53,121.68,1.29,5.15,0.13,0.13,7.8,0,-59.7,3.441,2.475,0
9/5/2018,23:00, ,0,LP,0,5.9,0,80.9,0,7.19,0,19.671,0,7852.6,8742.4,-5,4.9,0,8824.3,5683,11.68,0,0,40.08,120.33,1.32,5.25,0.15,0.14,7.81,0,-60.6,3.436,2.472,0
9/5/2018,23:15, ,0,LP,0,5.9,0,81.6,0,7.26,0,19.633,0,7856.2,8753.4,-5,4.9,0,8836,5690,11.4,0,0,41.25,123.85,1.43,5.7,0.19,0.19,7.79,0,-59.5,3.427,2.465,0
9/5/2018,23:30, ,0,LP,0,5.9,0,82.4,0,7.33,0,19.646,0,7841.5,8734.7,-5,4.89,0,8816.9,5678,11.48,0,0,40.03,120.18,1.37,5.48,0.14,0.13,7.8,0,-60,3.401,2.447,0
9/5/2018,23:45, ,0,LP,0,5.9,0,86,0,7.65,0,19.659,0,7827.4,8716.5,-5,4.88,0,8798.4,5666,11.28,0,0,39.21,117.73,1.36,5.41,0.14,0.14,7.82,0,-61.4,3.359,2.417,0
9/6/2018,0:00, ,0,LP,0,5.9,0,85.9,0,7.64,0,19.653,0,7826.4,8716.6,-5,4.88,0,8798.6,5666,11.72,0,0,38.73,116.27,1.27,5.06,0.16,0.15,7.82,0,-61.3,3.298,2.375,0
9/6/2018,0:15, ,0,LP,0,5.9,0,85.4,0,7.6,0,19.621,0,7828.7,8725.2,-5,4.89,0,8807.6,5671,12.32,0,0,39.2,117.68,1.28,5.11,0.15,0.14,7.82,0,-60.9,3.22,2.32,0
9/6/2018,0:30, ,0,LP,0,5.9,0,85.6,0,7.63,0,19.609,0,7840.2,8740.2,-5,4.89,0,8823,5681,19.79,0,0,38.75,116.33,1.26,5.01,0.14,0.14,7.82,0,-61.2,3.122,2.251,0
9/6/2018,0:45, ,0,LP,0,5.9,0,85,0,7.58,0,19.57,0,7847.2,8755.3,-5,4.9,0,8838.7,5691,23.86,0,0,38.4,115.28,1.29,5.14,0.15,0.15,7.82,0,-60.8,3.009,2.171,0
9/6/2018,1:00, ,0,LP,0,5.9,0,84.1,0,7.49,0,19.528,0,7856.3,8773.1,-5,4.91,0,8857.2,5703,28.83,0,0,38.05,114.23,1.32,5.26,0.18,0.18,7.81,0,-60.6,2.878,2.079,0
9/6/2018,1:15, ,0,LP,0,5.9,0,82.9,0,7.4,0,19.466,0,7871.9,8802.3,-5,4.93,0,8887.5,5722,34.09,0,0,37.78,113.44,1.4,5.58,0.21,0.21,7.81,0,-60.3,2.733,1.977,0
9/6/2018,1:30, ,0,LP,0,5.9,0,82.1,0,7.34,0,19.398,0,7882,8826.5,-5,4.95,0,8912.9,5737,37.82,0,0,37.78,113.44,1.43,5.69,0.23,0.22,7.81,0,-60.2,2.581,1.87,0
9/6/2018,1:45, ,0,LP,0,5.9,0,81.6,0,7.3,0,19.342,0,7893.3,8849.6,-5,4.96,0,8936.9,5752,48.66,0,0,37.76,113.37,1.51,6.03,0.21,0.21,7.81,0,-60.3,2.433,1.767,0
9/6/2018,2:00, ,0,LP,0,5.9,0,81.4,0,7.29,0,19.264,0,7904.6,8877.2,-5,4.98,0,8965.8,5770,61.38,0,0,38.37,115.19,1.53,6.11,0.2,0.19,7.81,0,-60.6,2.305,1.676,0
9/6/2018,2:15, ,0,LP,0,5.9,0,81.3,0,7.29,0,19.184,0,7913.3,8902.1,-5,4.99,0,8992,5786,67.22,0,0,37.97,113.99,1.6,6.39,0.21,0.21,7.82,0,-61,2.178,1.587,0
9/6/2018,2:30, ,0,LP,0,5.9,0,80.6,0,7.25,0,19.089,0,7924.9,8933.5,-5,5.01,0,9025,5807,73.71,0,0,39.11,117.43,1.68,6.69,0.24,0.24,7.82,0,-61.2,2.061,1.505,0
9/6/2018,2:45, ,0,LP,0,5.9,0,79.9,0,7.2,0,18.994,0,7932.4,8960.3,-5,5.03,0,9053.2,5824,49.44,0,0,39.32,118.06,1.7,6.78,0.25,0.24,7.82,0,-61.2,1.956,1.431,0
9/6/2018,3:00, ,0,LP,0,5.9,0,79.3,0,7.15,0,18.896,0,7940.4,8988.3,-5,5.05,0,9082.9,5842,41.33,0,0,40.66,122.08,1.7,6.81,0.24,0.23,7.82,0,-61.2,1.858,1.362,0
9/6/2018,3:15, ,0,LP,0,5.9,0,78.4,0,7.08,0,18.817,0,7944.6,9008.4,-5,5.06,0,9104.2,5855,30.53,0,0,41.79,125.46,1.81,7.21,0.21,0.21,7.82,0,-60.9,1.767,1.298,0
9/6/2018,3:30, ,0,LP,0,5.9,0,77.7,0,7.03,0,18.743,0,7944.4,9022.6,-5,5.07,0,9119.5,5865,40.34,0,0,42.69,128.17,1.78,7.13,0.23,0.23,7.82,0,-60.7,1.687,1.241,0
9/6/2018,3:45, ,0,LP,0,5.9,0,77,0,6.98,0,18.64,0,7934.8,9031.9,-5,5.07,0,9130.2,5871,28.02,0,0,43.48,130.53,1.8,7.21,0.23,0.22,7.81,0,-60.4,1.622,1.196,0
9/6/2018,4:00, ,0,LP,0,5.9,0,76.4,0,6.93,0,18.598,0,7926.9,9031.2,-5,5.07,0,9130,5870,24.17,0,0,44.25,132.84,1.86,7.44,0.27,0.27,7.81,0,-60.3,1.578,1.165,0
9/6/2018,4:15, ,0,LP,0,5.9,0,75.6,0,6.87,0,18.532,0,7919.1,9035.3,-5,5.08,0,9134.9,5873,23.16,0,0,44.7,134.18,1.85,7.39,0.26,0.25,7.8,0,-59.7,1.531,1.132,0
9/6/2018,4:30, ,0,LP,0,5.9,0,74.9,0,6.82,0,18.418,0,7902,9038.3,-5,5.08,0,9139.4,5875,21.72,0,0,44.99,135.07,1.89,7.54,0.25,0.25,7.8,0,-59.5,1.483,1.098,0
9/6/2018,4:45, ,0,LP,0,5.9,0,74.5,0,6.79,0,18.353,0,7891,9038.5,-5,5.08,0,9140.4,5875,21.45,0,0,45.28,135.92,1.87,7.46,0.24,0.24,7.79,0,-59.4,1.432,1.063,0
9/6/2018,5:00, ,0,LP,0,5.9,0,73.8,0,6.74,0,18.287,0,7881.3,9040.5,-5,5.08,0,9143.3,5876,19.8,0,0,45.51,136.61,1.89,7.56,0.25,0.24,7.78,0,-58.8,1.372,1.02,0
9/6/2018,5:15, ,0,LP,0,5.9,0,73.4,0,6.71,0,18.232,0,7871.6,9040.2,-5,5.08,0,9143.7,5876,20.95,0,0,46.03,138.18,1.86,7.42,0.26,0.25,7.78,0,-58.7,1.304,0.972,0
9/6/2018,5:30, ,0,LP,0,5.9,0,73.3,0,6.71,0,18.167,0,7851.1,9029.5,-5,5.07,0,9133.6,5869,18.03,0,0,46.14,138.51,1.95,7.78,0.28,0.27,7.79,0,-59,1.239,0.926,0
9/6/2018,5:45, ,0,LP,0,5.9,0,72.6,0,6.65,0,18.118,0,7835.4,9021.3,-5,5.07,0,9126,5864,20.37,0,0,46.28,138.92,1.95,7.79,0.25,0.25,7.78,0,-58.6,1.176,0.883,0
9/6/2018,6:00, ,0,LP,0,5.9,0,72,0,6.61,0,18.034,0,7776.5,8969.9,-5,5.04,0,9074.9,5830,20.67,0,0,46.53,139.67,1.97,7.89,0.26,0.26,7.79,0,-59,1.112,0.837,0
9/6/2018,6:15, ,0,LP,0,5.9,0,71.7,0,6.59,0,17.976,0,7744.3,8944.3,-5,5.02,0,9049.7,5814,20.44,0,0,46.5,139.58,1.96,7.81,0.26,0.26,7.79,0,-59.1,1.055,0.798,0
9/6/2018,6:30, ,0,LP,0,5.9,0,71.1,0,6.54,0,17.944,0,7721.3,8924,-5,5.01,0,9029.6,5801,19.64,0,0,46.76,140.37,1.95,7.78,0.25,0.25,7.79,0,-59.1,1.007,0.764,0
9/6/2018,6:45, ,0,LP,0,5.9,0,70.8,0,6.52,0,17.892,0,7690.5,8898.7,-5,5,0,9004.6,5784,17.98,0,0,47.02,141.16,1.92,7.66,0.26,0.26,7.79,0,-59.2,0.965,0.734,0
9/6/2018,7:00, ,0,LP,0,5.9,0,68.8,0,6.34,0,17.858,0,7665.1,8875.9,-5,4.98,0,8981.9,5769,18.68,0,0,46.85,140.64,2.02,8.06,0.27,0.26,7.79,0,-58.9,0.957,0.728,0
9/6/2018,7:15, ,0,LP,0,5.9,0,66.4,0,6.12,0,17.809,0,7654.5,8873.2,-5,4.98,0,8979.8,5768,17.93,0,0,47.62,142.96,2,7.99,0.27,0.27,7.78,0,-58.3,0.977,0.743,0
9/6/2018,7:30, ,0,LP,0,5.9,0,66.1,0,6.1,0,17.761,0,7642.9,8869.2,-5,4.98,0,8976.3,5765,21.12,0,0,47.25,141.84,2,8,0.25,0.25,7.77,0,-58.2,1.02,0.773,0
9/6/2018,7:45, ,0,LP,0,5.9,0,69.6,0,6.43,0,17.751,0,7642,8870.1,-5,4.98,0,8977.3,5766,16.92,0,0,47.2,141.69,1.99,7.95,0.24,0.24,7.79,0,-59.1,1.111,0.837,0
9/6/2018,8:00, ,0,LP,0,5.9,0,71.6,0,6.59,0,17.858,0,7710.1,8928,-5,5.01,0,9034.6,5803,22.07,0,0,46.77,140.4,1.93,7.7,0.27,0.27,7.79,0,-59.2,1.218,0.912,0
9/6/2018,8:15, ,0,LP,0,5.9,0,77,0,7.07,0,18.003,0,7782.6,8983.1,-5,5.05,0,9088.7,5839,16.97,0,0,45.23,135.78,2.21,8.82,0.27,0.26,7.84,0,-62.1,1.361,1.013,0
9/6/2018,8:30, ,0,LP,0,5.9,0,78,0,7.15,0,18.052,0,7811.5,9006.8,-5,5.06,0,9112,5854,19.36,0,0,44.19,132.66,2.18,8.7,0.25,0.25,7.85,0,-62.6,1.519,1.123,0
9/6/2018,8:45, ,0,LP,0,5.9,0,78.2,0,7.17,0,18.09,0,7909,9111.5,-5,5.12,0,9217.6,5922,27.2,0,0,44.36,133.18,2.05,8.21,0.27,0.27,7.85,0,-62.4,1.686,1.241,0
9/6/2018,9:00, ,0,LP,0,5.9,0,78.7,0,7.2,0,18.143,0,7966.5,9167.1,-5,5.16,0,9273.1,5959,25.73,0,0,43.48,130.54,2.09,8.34,0.27,0.27,7.84,0,-62,1.851,1.356,0
9/6/2018,9:15, ,0,LP,0,5.9,0,78.5,0,7.17,0,18.189,0,7949.4,9138.2,-5,5.14,0,9243.3,5940,21.09,0,0,43.88,131.74,2.13,8.5,0.25,0.25,7.84,0,-61.9,2.015,1.472,0
9/6/2018,9:30, ,0,LP,0,5.9,0,80.2,0,7.33,0,18.282,0,7890.6,9052.1,-5,5.09,0,9155.1,5884,22.98,0,0,42.64,128.02,1.91,7.62,0.22,0.21,7.85,0,-62.4,2.16,1.574,0
9/6/2018,9:45, ,0,LP,0,5.9,0,80.5,0,7.33,0,18.468,0,7805.8,8918.5,-5,5.01,0,9017.7,5797,21.07,0,0,42.37,127.19,1.85,7.38,0.24,0.24,7.85,0,-62.9,2.301,1.673,0
9/6/2018,10:00, ,0,LP,0,5.9,0,81.2,0,7.38,0,18.578,0,7745.6,8828.5,-5,4.95,0,8925.3,5739,23.31,0,0,41.58,124.84,1.65,6.58,0.21,0.21,7.85,0,-62.6,2.436,1.768,0
9/6/2018,10:15, ,0,LP,0,5.9,0,82.5,0,7.47,0,18.717,0,7710.2,8761.6,-5,4.91,0,8856,5695,22.72,0,0,41.53,124.68,1.7,6.77,0.21,0.21,7.84,0,-62.3,2.555,1.852,0
9/6/2018,10:30, ,0,LP,0,5.9,0,82.5,0,7.46,0,18.833,0,7708.6,8737.7,-5,4.9,0,8830.4,5680,19.03,0,0,41.83,125.59,1.68,6.72,0.22,0.22,7.85,0,-62.5,2.66,1.926,0
9/6/2018,10:45, ,0,LP,0,5.9,0,82.3,0,7.43,0,18.907,0,7709.8,8725.1,-5,4.89,0,8816.7,5671,17.96,0,0,41.69,125.15,1.79,7.14,0.23,0.22,7.84,0,-62.3,2.748,1.988,0
9/6/2018,11:00, ,0,LP,0,5.9,0,81.4,0,7.34,0,19.005,0,7726.5,8725.6,-5,4.89,0,8816,5672,20.07,0,0,41.16,123.57,1.64,6.57,0.19,0.19,7.83,0,-61.6,2.818,2.037,0
9/6/2018,11:15, ,0,LP,0,5.9,0,80.8,0,7.28,0,19.057,0,7745.9,8737.7,-5,4.9,0,8827.6,5680,27.38,0,0,40.61,121.93,1.61,6.42,0.22,0.21,7.82,0,-60.9,2.873,2.075,0
9/6/2018,11:30, ,0,LP,0,5.9,0,80.8,0,7.27,0,19.098,0,7761.6,8747.7,-5,4.9,0,8837.1,5686,16.53,0,0,40.73,122.29,1.64,6.57,0.2,0.19,7.82,0,-60.9,2.911,2.102,0
9/6/2018,11:45, ,0,LP,0,5.9,0,80.9,0,7.28,0,19.094,0,7764.6,8751.8,-5,4.9,0,8841.4,5689,15.54,0,0,40.74,122.32,1.54,6.16,0.18,0.17,7.81,0,-60.4,2.932,2.117,0
9/6/2018,12:00, ,0,LP,0,5.9,0,83.2,0,7.46,0,19.236,0,7797.3,8761.9,-5,4.91,0,8849.7,5695,15.15,0,0,40.68,122.14,1.56,6.24,0.19,0.19,7.81,0,-60.7,2.939,2.122,0
9/6/2018,12:15, ,0,LP,0,5.9,0,80.6,0,7.23,0,19.21,0,7791.5,8760.3,-5,4.91,0,8848.4,5694,13.86,0,0,41.15,123.53,1.42,5.68,0.18,0.18,7.8,0,-60,2.934,2.118,0
9/6/2018,12:30, ,0,LP,0,5.9,0,80.3,0,7.21,0,19.197,0,7791.8,8763.1,-5,4.91,0,8851.4,5696,15.74,0,0,40.46,121.48,1.69,6.76,0.2,0.2,7.8,0,-59.9,2.923,2.111,0
9/6/2018,12:45, ,0,LP,0,5.9,0,80.4,0,7.22,0,19.15,0,7786.7,8766.3,-5,4.91,0,8855.3,5698,26.12,0,0,40.73,122.27,1.62,6.46,0.19,0.18,7.8,0,-59.7,2.911,2.102,0
9/6/2018,13:00, ,0,LP,0,5.9,0,80.7,0,7.24,0,19.162,0,7788,8765.4,-5,4.91,0,8854.2,5697,14.16,0,0,41.67,125.11,1.55,6.18,0.17,0.16,7.8,0,-59.8,2.887,2.085,0
9/6/2018,13:15, ,0,LP,0,5.9,0,84.3,0,7.51,0,19.599,0,7862.4,8766.7,-5,4.91,0,8849.8,5698,14.47,0,0,40.99,123.07,1.52,6.08,0.18,0.18,7.81,0,-60.6,2.846,2.057,0
9/6/2018,13:30, ,0,LP,0,5.9,0,85.6,0,7.6,0,19.762,0,7885.3,8762,-5,4.91,0,8842.9,5695,14.4,0,0,40.67,122.09,1.57,6.28,0.17,0.16,7.83,0,-61.7,2.792,2.018,0
9/6/2018,13:45, ,0,LP,0,5.9,0,85.8,0,7.62,0,19.726,0,7872.4,8754.3,-5,4.9,0,8835.6,5690,14.14,0,0,40.86,122.67,1.55,6.2,0.18,0.18,7.84,0,-62.1,2.728,1.974,0
9/6/2018,14:00, ,0,LP,0,5.9,0,85.1,0,7.58,0,19.581,0,7844.5,8750.1,-5,4.9,0,8833.3,5688,14.62,0,0,40.92,122.84,1.55,6.19,0.2,0.19,7.83,0,-61.9,2.655,1.923,0
9/6/2018,14:15, ,0,LP,0,5.9,0,85,0,7.57,0,19.609,0,7843.4,8743.6,-5,4.9,0,8826.4,5683,16.89,0,0,41.11,123.42,1.66,6.63,0.17,0.17,7.84,0,-62.3,2.574,1.866,0
9/6/2018,14:30, ,0,LP,0,5.9,0,86.2,0,7.65,0,19.731,0,7866.6,8746.8,-5,4.9,0,8827.9,5685,14.19,0,0,40.99,123.06,1.57,6.29,0.18,0.18,7.85,0,-62.6,2.484,1.803,0
9/6/2018,14:45, ,0,LP,0,5.9,0,85.9,0,7.65,0,19.624,0,7847.6,8745.7,-5,4.9,0,8828.3,5685,14.8,0,0,41.09,123.37,1.64,6.56,0.15,0.15,7.85,0,-62.9,2.388,1.735,0
