Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Temp,F_Temp,ConduScm,SpCond,F_SpCond,Sal,F_Sal,nLFCondæS/cm,TDSmg/L,Turb,F_Turb,TSSmg/L,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCæg/L,pH,F_pH,pHmV,Presspsia,Depth,F_Depth
8/30/2018,16:45, ,0,LP,0,6.2,0,73.2,0,6.41,0,20.358,0,8271.8,9076.5,-5,5.09,0,9151.9,5900,15.44,0,0,48,144.09,1.47,5.88,0.16,0.16,7.71,0,-55.1,3.065,2.211,0
8/30/2018,17:00, ,0,LP,0,6.2,0,77.3,0,6.77,0,20.419,0,8287.8,9082.4,-5,5.1,0,9157,5904,17.65,0,0,48.29,144.96,1.45,5.79,0.13,0.12,7.7,0,-54.1,3.068,2.213,0
8/30/2018,17:15, ,0,LP,0,6.2,0,73.1,0,6.4,0,20.421,0,8290.4,9084.9,-5,5.1,0,9159.5,5905,12.23,0,0,49.5,148.59,1.36,5.45,0.16,0.16,7.68,0,-53,3.06,2.207,0
8/30/2018,17:30, ,0,LP,0,6.2,0,75.7,0,6.63,0,20.413,0,8289.2,9085.3,-5,5.1,0,9159.9,5905,13.17,0,0,47.37,142.2,1.54,6.14,0.17,0.17,7.69,0,-53.6,3.048,2.198,0
8/30/2018,17:45, ,0,LP,0,6.2,0,77.2,0,6.76,0,20.37,0,8283.2,9086.7,-5,5.1,0,9162,5906,14.21,0,0,48.87,146.7,1.53,6.09,0.15,0.15,7.69,0,-53.7,3.027,2.184,0
8/30/2018,18:00, ,0,LP,0,6.2,0,78.9,0,6.91,0,20.358,0,8281.8,9087.5,-5,5.1,0,9163,5907,14.73,0,0,47.96,143.96,1.49,5.97,0.21,0.21,7.7,0,-54.3,2.996,2.162,0
8/30/2018,18:15, ,0,LP,0,6.2,0,78.7,0,6.9,0,20.346,0,8278.9,9086.7,-5,5.1,0,9162.3,5906,14.59,0,0,48.13,144.48,1.53,6.13,0.15,0.15,7.7,0,-54.2,2.956,2.134,0
8/30/2018,18:30, ,0,LP,0,6.2,0,78.9,0,6.92,0,20.316,0,8272.7,9085.5,-5,5.1,0,9161.6,5906,14.64,0,0,47.97,144,1.49,5.97,0.17,0.16,7.7,0,-54.5,2.896,2.092,0
8/30/2018,18:45, ,0,LP,0,6.2,0,79.1,0,6.94,0,20.294,0,8267.8,9084.4,-5,5.1,0,9160.7,5905,15.64,0,0,47.86,143.68,1.51,6.02,0.19,0.19,7.71,0,-54.8,2.816,2.035,0
8/30/2018,19:00, ,0,LP,0,6.2,0,78.9,0,6.92,0,20.265,0,8255.6,9076.5,-5,5.09,0,9153.3,5900,15.92,0,0,47.57,142.8,1.51,6.04,0.18,0.18,7.72,0,-55.2,2.72,1.968,0
8/30/2018,19:15, ,0,LP,0,6.2,0,79.2,0,6.96,0,20.255,0,8243.7,9065.3,-5,5.09,0,9142.1,5892,17.46,0,0,47.73,143.28,1.52,6.08,0.2,0.19,7.73,0,-56.1,2.61,1.89,0
8/30/2018,19:30, ,0,LP,0,6.2,0,79.3,0,6.96,0,20.264,0,8242.1,9061.9,-5,5.09,0,9138.5,5890,16.84,0,0,47.67,143.11,1.5,6,0.15,0.15,7.74,0,-56.6,2.492,1.808,0
8/30/2018,19:45, ,0,LP,0,6.2,0,79.3,0,6.96,0,20.257,0,8248.7,9070.3,-5,5.09,0,9147.1,5896,19.68,0,0,47.52,142.65,1.5,5.97,0.19,0.19,7.75,0,-56.9,2.372,1.723,0
8/30/2018,20:00, ,0,LP,0,6.2,0,79.2,0,6.96,0,20.26,0,8305.3,9132,-5,5.13,0,9209.3,5936,20.44,0,0,48.02,144.16,1.55,6.2,0.16,0.16,7.76,0,-57.5,2.252,1.639,0
8/30/2018,20:15, ,0,LP,0,6.2,0,79.5,0,6.97,0,20.25,0,8369.7,9204.8,-5,5.17,0,9282.8,5983,23.95,0,0,48.06,144.26,1.65,6.59,0.16,0.16,7.76,0,-58,2.133,1.555,0
8/30/2018,20:30, ,0,LP,0,6.2,0,79.1,0,6.94,0,20.226,0,8406.6,9250,-5,5.2,0,9328.8,6013,19.67,0,0,48.51,145.61,1.62,6.46,0.14,0.14,7.76,0,-58,2.016,1.473,0
8/30/2018,20:45, ,0,LP,0,6.2,0,79.4,0,6.96,0,20.244,0,8455.5,9300.4,-5,5.23,0,9379.3,6045,22.46,0,0,48.84,146.62,1.62,6.48,0.19,0.19,7.77,0,-58.4,1.908,1.397,0
8/30/2018,21:00, ,0,LP,0,6.2,0,79.4,0,6.97,0,20.264,0,8479.9,9323.3,-5,5.24,0,9402.1,6060,17.17,0,0,49.3,148,1.63,6.52,0.17,0.16,7.77,0,-58.5,1.807,1.326,0
8/30/2018,21:15, ,0,LP,0,6.2,0,79.4,0,6.96,0,20.284,0,8484.9,9324.8,-5,5.24,0,9403.3,6061,22.86,0,0,49.29,147.96,1.73,6.92,0.19,0.19,7.78,0,-58.6,1.723,1.267,0
8/30/2018,21:30, ,0,LP,0,6.2,0,79,0,6.92,0,20.287,0,8484.3,9323.6,-5,5.24,0,9402.1,6060,17.67,0,0,50.16,150.57,1.83,7.31,0.2,0.2,7.77,0,-58.5,1.647,1.214,0
8/30/2018,21:45, ,0,LP,0,6.2,0,78.4,0,6.87,0,20.303,0,8468,9302.5,-5,5.23,0,9380.6,6047,17.42,0,0,50.15,150.54,1.9,7.59,0.21,0.2,7.77,0,-58.5,1.586,1.171,0
8/30/2018,22:00, ,0,LP,0,6.2,0,78,0,6.84,0,20.323,0,8454.8,9284.2,-5,5.22,0,9361.8,6035,16.31,0,0,50.67,152.09,1.85,7.4,0.23,0.23,7.77,0,-58.5,1.53,1.131,0
8/30/2018,22:15, ,0,LP,0,6.2,0,77.2,0,6.77,0,20.319,0,8443.1,9272,-5,5.21,0,9349.6,6027,15.04,0,0,51.21,153.71,1.85,7.38,0.19,0.19,7.77,0,-58.3,1.49,1.103,0
8/30/2018,22:30, ,0,LP,0,6.2,0,76.7,0,6.72,0,20.317,0,8430.1,9258.1,-5,5.2,0,9335.6,6018,15.78,0,0,51.71,155.22,1.82,7.27,0.2,0.2,7.77,0,-58.3,1.458,1.081,0
8/30/2018,22:45, ,0,LP,0,6.2,0,75.4,0,6.61,0,20.302,0,8422.5,9252.8,-5,5.2,0,9330.4,6014,16.74,0,0,51.15,153.53,1.84,7.37,0.2,0.2,7.76,0,-58,1.436,1.065,0
8/30/2018,23:00, ,0,LP,0,6.2,0,75.8,0,6.65,0,20.292,0,8411.1,9242.1,-5,5.19,0,9319.9,6007,12.04,0,0,52.03,156.18,1.87,7.46,0.22,0.22,7.76,0,-57.9,1.413,1.049,0
8/30/2018,23:15, ,0,LP,0,6.2,0,74.7,0,6.56,0,20.268,0,8399.8,9234.4,-5,5.19,0,9312.4,6002,12.89,0,0,52.31,157.03,1.78,7.09,0.17,0.17,7.76,0,-57.8,1.399,1.039,0
8/30/2018,23:30, ,0,LP,0,6.2,0,73.2,0,6.42,0,20.259,0,8392.4,9227.9,-5,5.19,0,9306,5998,8.31,0,0,52.99,159.06,1.7,6.79,0.19,0.19,7.75,0,-56.9,1.396,1.037,0
8/30/2018,23:45, ,0,LP,0,6.2,0,68.8,0,6.04,0,20.225,0,8387.5,9229.3,-5,5.19,0,9307.9,5999,13.11,0,0,52.42,157.36,1.71,6.84,0.19,0.18,7.73,0,-56.2,1.401,1.041,0
8/31/2018,0:00, ,0,LP,0,6.2,0,68.8,0,6.05,0,20.184,0,8371.9,9220,-5,5.18,0,9299.1,5993,7.46,0,0,24.98,75.02,1.76,7.05,0.2,0.2,7.73,0,-56,1.413,1.049,0
8/31/2018,0:15, ,0,LP,0,6.2,0,67.8,0,5.96,0,20.161,0,8361.9,9213.4,-5,5.18,0,9292.8,5989,7.68,0,0,53.89,161.75,1.63,6.53,0.19,0.19,7.73,0,-55.8,1.425,1.058,0
8/31/2018,0:30, ,0,LP,0,6.2,0,62.9,0,5.53,0,20.111,0,8352,9212.2,-5,5.18,0,9292.3,5988,3.97,0,0,55,165.08,1.54,6.14,0.15,0.15,7.71,0,-54.7,1.452,1.076,0
8/31/2018,0:45, ,0,LP,0,6.2,0,69.6,0,6.12,0,20.141,0,8356.4,9211.3,-5,5.18,0,9290.9,5987,28.53,0,0,48.59,145.87,1.86,7.43,0.24,0.23,7.73,0,-55.9,1.496,1.108,0
8/31/2018,1:00, ,0,LP,0,6.2,0,75.9,0,6.69,0,20.037,0,8361.9,9237.5,-5,5.19,0,9318.9,6004,12.89,0,0,52.18,156.63,1.83,7.3,0.2,0.19,7.77,0,-58.1,1.569,1.159,0
8/31/2018,1:15, ,0,LP,0,6.2,0,76.4,0,6.74,0,19.993,0,8374.4,9259.8,-5,5.21,0,9342,6019,13.85,0,0,51.55,154.75,1.79,7.15,0.21,0.2,7.77,0,-58.3,1.665,1.227,0
8/31/2018,1:30, ,0,LP,0,6.2,0,81.6,0,7.19,0,20.037,0,8408.6,9289.3,-5,5.22,0,9371.1,6038,11.74,0,0,51.59,154.86,1.99,7.96,0.19,0.19,7.83,0,-61.8,1.77,1.3,0
8/31/2018,1:45, ,0,LP,0,6.2,0,82.4,0,7.25,0,20.08,0,8419.8,9293,-5,5.23,0,9374.3,6040,19.42,0,0,50,150.08,2.06,8.24,0.23,0.23,7.83,0,-61.8,1.885,1.381,0
8/31/2018,2:00, ,0,LP,0,6.2,0,82.5,0,7.27,0,20.004,0,8399.1,9285.1,-5,5.22,0,9367.4,6035,14.52,0,0,51.01,153.11,1.9,7.61,0.17,0.17,7.83,0,-61.6,2.006,1.466,0
8/31/2018,2:15, ,0,LP,0,6.2,0,81.9,0,7.25,0,19.836,0,8344.6,9257.8,-5,5.21,0,9342.3,6018,14.19,0,0,50.86,152.67,1.8,7.2,0.24,0.24,7.81,0,-60.7,2.127,1.551,0
8/31/2018,2:30, ,0,LP,0,6.2,0,80.6,0,7.14,0,19.822,0,8337.9,9253,-5,5.2,0,9337.6,6014,16.81,0,0,50.29,150.96,1.81,7.21,0.23,0.22,7.81,0,-60.5,2.245,1.634,0
8/31/2018,2:45, ,0,LP,0,6.2,0,81.5,0,7.21,0,19.844,0,8319.3,9228,-5,5.19,0,9312,5998,13.89,0,0,50.6,151.88,1.71,6.83,0.21,0.21,7.81,0,-60.3,2.359,1.714,0
8/31/2018,3:00, ,0,LP,0,6.2,0,80.5,0,7.13,0,19.832,0,8250.8,9154.4,-5,5.14,0,9238,5950,14.83,0,0,50.41,151.31,1.65,6.58,0.2,0.2,7.8,0,-60,2.464,1.788,0
8/31/2018,3:15, ,0,LP,0,6.2,0,80.4,0,7.12,0,19.811,0,8231.6,9137.1,-5,5.13,0,9220.8,5939,14.32,0,0,50.49,151.57,1.58,6.31,0.19,0.19,7.8,0,-59.7,2.564,1.858,0
8/31/2018,3:30, ,0,LP,0,6.2,0,80.8,0,7.15,0,19.852,0,8200.3,9094.6,-5,5.11,0,9177.3,5911,13.53,0,0,49.99,150.06,1.6,6.37,0.16,0.16,7.79,0,-59.4,2.65,1.918,0
8/31/2018,3:45, ,0,LP,0,6.2,0,79.9,0,7.07,0,19.844,0,8174,9066.9,-5,5.09,0,9149.5,5893,9.97,0,0,50.15,150.54,1.62,6.47,0.21,0.2,7.78,0,-58.8,2.725,1.971,0
8/31/2018,4:00, ,0,LP,0,6.2,0,78.3,0,6.93,0,19.871,0,8155.6,9041.3,-5,5.07,0,9123.2,5877,14.36,0,0,49.41,148.33,1.54,6.16,0.17,0.16,7.77,0,-58.3,2.784,2.013,0
8/31/2018,4:15, ,0,LP,0,6.2,0,79,0,6.99,0,19.857,0,8145.9,9033.3,-5,5.07,0,9115.3,5872,15.89,0,0,48.89,146.75,1.55,6.2,0.17,0.17,7.77,0,-58.1,2.825,2.042,0
8/31/2018,4:30, ,0,LP,0,6.2,0,77.7,0,6.88,0,19.862,0,8143.6,9029.7,-5,5.07,0,9111.7,5869,11.3,0,0,49.78,149.43,1.49,5.94,0.18,0.18,7.74,0,-56.6,2.863,2.068,0
8/31/2018,4:45, ,0,LP,0,6.2,0,78.6,0,6.96,0,19.815,0,8139.1,9033.7,-5,5.07,0,9116.4,5872,17.57,0,0,48.81,146.51,1.48,5.92,0.2,0.2,7.75,0,-57.3,2.892,2.089,0
8/31/2018,5:00, ,0,LP,0,6.2,0,79.2,0,7.02,0,19.811,0,8136.8,9031.9,-5,5.07,0,9114.6,5871,13.3,0,0,49.17,147.59,1.46,5.82,0.16,0.15,7.75,0,-56.9,2.907,2.099,0
8/31/2018,5:15, ,0,LP,0,6.2,0,78.6,0,6.97,0,19.766,0,8133.6,9036.9,-5,5.07,0,9120.3,5874,12.56,0,0,49.54,148.71,1.43,5.72,0.2,0.2,7.74,0,-56.4,2.904,2.098,0
8/31/2018,5:30, ,0,LP,0,6.2,0,78.3,0,6.94,0,19.789,0,8141.7,9041.6,-5,5.08,0,9124.8,5877,17.91,0,0,49.13,147.48,1.4,5.58,0.17,0.17,7.73,0,-56.2,2.887,2.085,0
8/31/2018,5:45, ,0,LP,0,6.2,0,79,0,7,0,19.808,0,8143.7,9040.1,-5,5.07,0,9123,5876,14.27,0,0,48.91,146.83,1.49,5.94,0.14,0.14,7.74,0,-56.5,2.854,2.062,0
8/31/2018,6:00, ,0,LP,0,6.2,0,79.2,0,7.02,0,19.801,0,8138.9,9036.2,-5,5.07,0,9119.1,5874,13.46,0,0,49.27,147.9,1.45,5.8,0.18,0.18,7.74,0,-56.8,2.805,2.028,0
8/31/2018,6:15, ,0,LP,0,6.2,0,79.2,0,7.02,0,19.776,0,8130.8,9032,-5,5.07,0,9115.2,5871,12.37,0,0,48.24,144.82,1.44,5.73,0.18,0.18,7.75,0,-56.9,2.749,1.988,0
8/31/2018,6:30, ,0,LP,0,6.2,0,79.5,0,7.05,0,19.751,0,8119.3,9023.9,-5,5.06,0,9107.4,5866,12.45,0,0,49.48,148.52,1.42,5.69,0.18,0.18,7.76,0,-57.4,2.679,1.939,0
8/31/2018,6:45, ,0,LP,0,6.2,0,79.3,0,7.04,0,19.716,0,8115.3,9026.2,-5,5.07,0,9110.2,5867,12.99,0,0,49.56,148.78,1.45,5.77,0.15,0.15,7.76,0,-57.7,2.6,1.883,0
8/31/2018,7:00, ,0,LP,0,6.2,0,79.5,0,7.06,0,19.682,0,8120.6,9038.6,-5,5.07,0,9123.2,5875,12.98,0,0,49.81,149.51,1.47,5.89,0.15,0.14,7.77,0,-58.1,2.508,1.819,0
8/31/2018,7:15, ,0,LP,0,6.2,0,80,0,7.11,0,19.614,0,8152.1,9086.8,-5,5.1,0,9172.8,5906,14.03,0,0,49.79,149.46,1.51,6.02,0.18,0.18,7.79,0,-59.1,2.403,1.745,0
8/31/2018,7:30, ,0,LP,0,6.2,0,79.8,0,7.1,0,19.568,0,8163.7,9108.7,-5,5.12,0,9195.5,5921,14.15,0,0,49.79,149.47,1.53,6.11,0.18,0.18,7.78,0,-59,2.293,1.668,0
8/31/2018,7:45, ,0,LP,0,6.2,0,79.6,0,7.09,0,19.543,0,8196.4,9150.2,-5,5.14,0,9237.7,5948,16.13,0,0,49.49,148.57,1.57,6.25,0.16,0.16,7.79,0,-59.3,2.178,1.587,0
8/31/2018,8:00, ,0,LP,0,6.2,0,79.5,0,7.08,0,19.536,0,8232.5,9191.8,-5,5.17,0,9279.9,5975,17.63,0,0,49.44,148.42,1.64,6.54,0.19,0.19,7.79,0,-59.5,2.061,1.504,0
8/31/2018,8:15, ,0,LP,0,6.2,0,79.1,0,7.04,0,19.539,0,8259.1,9220.8,-5,5.18,0,9309.1,5994,17.88,0,0,49.72,149.26,1.69,6.76,0.19,0.19,7.79,0,-59.5,1.951,1.427,0
8/31/2018,8:30, ,0,LP,0,6.2,0,79,0,7.03,0,19.555,0,8270.1,9230.1,-5,5.19,0,9318.2,6000,17.99,0,0,49.62,148.95,1.74,6.96,0.19,0.19,7.79,0,-59.5,1.847,1.354,0
8/31/2018,8:45, ,0,LP,0,6.2,0,78.8,0,7,0,19.612,0,8295.6,9247.3,-5,5.2,0,9334.8,6011,18.29,0,0,49.76,149.37,1.75,6.99,0.22,0.22,7.8,0,-59.8,1.749,1.286,0
8/31/2018,9:00, ,0,LP,0,6.2,0,78.2,0,6.94,0,19.656,0,8299.7,9243.2,-5,5.2,0,9330,6008,17.48,0,0,50.03,150.19,1.81,7.22,0.21,0.21,7.79,0,-59.6,1.662,1.224,0
8/31/2018,9:15, ,0,LP,0,6.2,0,77.2,0,6.85,0,19.721,0,8297.9,9228.3,-5,5.19,0,9314.1,5998,17.64,0,0,50.38,151.23,1.77,7.07,0.22,0.22,7.79,0,-59.3,1.585,1.17,0
8/31/2018,9:30, ,0,LP,0,6.2,0,76.4,0,6.77,0,19.754,0,8290.8,9214.1,-5,5.18,0,9299.3,5989,16.97,0,0,50.48,151.52,1.79,7.16,0.19,0.19,7.78,0,-58.9,1.515,1.121,0
8/31/2018,9:45, ,0,LP,0,6.2,0,75.4,0,6.67,0,19.794,0,8270.5,9183.7,-5,5.16,0,9268.1,5969,16.36,0,0,50.79,152.46,1.74,6.96,0.2,0.2,7.78,0,-58.5,1.455,1.079,0
8/31/2018,10:00, ,0,LP,0,6.2,0,74.8,0,6.6,0,19.941,0,8270.2,9154.8,-5,5.14,0,9236.8,5951,16.08,0,0,50.34,151.11,1.85,7.38,0.2,0.19,7.77,0,-58.3,1.404,1.043,0
8/31/2018,10:15, ,0,LP,0,6.2,0,74.7,0,6.59,0,19.974,0,8272.4,9150.9,-5,5.14,0,9232.4,5948,15.5,0,0,51.03,153.18,1.8,7.19,0.2,0.19,7.76,0,-57.8,1.366,1.016,0
8/31/2018,10:30, ,0,LP,0,6.2,0,74.7,0,6.58,0,20.083,0,8265.8,9122.6,-5,5.12,0,9202.3,5930,16.46,0,0,51.12,153.44,1.94,7.74,0.21,0.21,7.76,0,-57.7,1.335,0.994,0
8/31/2018,10:45, ,0,LP,0,6.2,0,74,0,6.52,0,20.082,0,8239.8,9094.1,-5,5.11,0,9173.6,5911,16.93,0,0,50.99,153.05,1.78,7.1,0.19,0.19,7.76,0,-57.7,1.314,0.98,0
8/31/2018,11:00, ,0,LP,0,6.2,0,73.7,0,6.5,0,20.052,0,8228.4,9087.2,-5,5.1,0,9167,5907,17.3,0,0,32.88,98.74,1.91,7.62,0.18,0.18,7.76,0,-57.7,1.296,0.967,0
8/31/2018,11:15, ,0,LP,0,6.2,0,70.3,0,6.19,0,20.13,0,8242.4,9087.7,-5,5.1,0,9166.5,5907,16.04,0,0,51.98,156.04,1.56,6.22,0.18,0.18,7.74,0,-56.8,1.283,0.958,0
8/31/2018,11:30, ,0,LP,0,6.2,0,73.1,0,6.41,0,20.333,0,8266.9,9075.9,-5,5.09,0,9151.6,5899,15.94,0,0,51.77,155.4,1.76,7.04,0.16,0.16,7.75,0,-57.4,1.272,0.95,0
8/31/2018,11:45, ,0,LP,0,6.2,0,66,0,5.81,0,20.097,0,8237.1,9088.2,-5,5.1,0,9167.4,5907,13.93,0,0,52.14,156.52,1.63,6.52,0.16,0.16,7.74,0,-56.2,1.271,0.949,0
8/31/2018,12:00, ,0,LP,0,6.2,0,64.5,0,5.68,0,20.165,0,8245.1,9084.1,-5,5.1,0,9162.3,5905,13.5,0,0,52.39,157.26,1.53,6.1,0.14,0.14,7.72,0,-55.6,1.273,0.951,0
8/31/2018,12:15, ,0,LP,0,6.2,0,69.7,0,6.12,0,20.26,0,8255.5,9077.3,-5,5.1,0,9154.1,5900,13.69,0,0,52.61,157.93,1.63,6.49,0.15,0.15,7.75,0,-56.9,1.297,0.968,0
8/31/2018,12:30, ,0,LP,0,6.2,0,75.6,0,6.6,0,20.547,0,8293.4,9064.2,-5,5.09,0,9136.8,5892,14.63,0,0,51.69,155.17,1.73,6.91,0.19,0.18,7.77,0,-58.2,1.344,1.001,0
8/31/2018,12:45, ,0,LP,0,6.2,0,77.6,0,6.77,0,20.564,0,8296.9,9064.9,-5,5.09,0,9137.2,5892,14.76,0,0,51.48,154.54,1.82,7.28,0.2,0.2,7.77,0,-58.5,1.415,1.051,0
8/31/2018,13:00, ,0,LP,0,6.2,0,77.2,0,6.69,0,20.869,0,8385.2,9103.5,-5,5.11,0,9171.7,5917,7.22,0,0,51.8,155.49,1.73,6.9,0.17,0.16,7.77,0,-58.6,1.51,1.118,0
8/31/2018,13:15, ,0,LP,0,6.2,0,78.1,0,6.81,0,20.624,0,8385.2,9149.9,-5,5.14,0,9222,5947,16.82,0,0,51.03,153.19,1.8,7.21,0.16,0.15,7.78,0,-58.7,1.625,1.198,0
8/31/2018,13:30, ,0,LP,0,6.2,0,81.3,0,7.05,0,20.819,0,8468.5,9203.4,-5,5.17,0,9273,5982,15.01,0,0,50.64,152.01,1.95,7.79,0.2,0.19,7.8,0,-60.2,1.748,1.285,0
