Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,WiperPosV,Pressbara,Depth,F_Depth
7/20/2017,14:45, ,0,LP,0,6.2,0,36.73,<0> (CND),77.2,<0> (CND),6.6,<0> (CND),7.74,<0> (CND),-54.1,22.745,<0> (CND),2840.8,1.48,<0> (CND),42.48,127.17,1.55,6.23,0.44,0.46,1.204,0.1621,1.681,<0> (CND)
7/20/2017,15:00, ,0,LP,0,6.2,0,37.53,0,76.3,0,6.53,0,7.74,0,-54.2,22.617,0,2840.9,1.48,0,42.5,127.24,1.55,6.24,0.45,0.48,1.206,0.1555,1.614,0
7/20/2017,15:15, ,0,LP,0,6.2,0,38.67,0,75.6,0,6.48,0,7.74,0,-54.2,22.615,0,2855,1.48,0,42.67,127.75,1.63,6.56,0.43,0.46,1.209,0.1488,1.545,0
7/20/2017,15:30, ,0,LP,0,6.2,0,39.79,0,75.2,0,6.45,0,7.74,0,-54.3,22.59,0,2863.8,1.49,0,43.05,128.89,1.63,6.57,0.49,0.52,1.206,0.1419,1.474,0
7/20/2017,15:45, ,0,LP,0,6.2,0,37.33,0,74.8,0,6.41,0,7.74,0,-54.3,22.543,0,2883.3,1.5,0,43.47,130.17,1.67,6.72,0.45,0.47,1.208,0.135,1.404,0
7/20/2017,16:00, ,0,LP,0,6.2,0,40.48,0,74.8,0,6.41,0,7.75,0,-54.5,22.57,0,2914.2,1.52,0,43.93,131.53,1.75,7.04,0.49,0.52,1.202,0.1284,1.336,0
7/20/2017,16:15, ,0,LP,0,6.2,0,42.55,0,74.8,0,6.41,0,7.75,0,-54.6,22.614,0,2926,1.52,0,44.32,132.69,1.75,7.04,0.48,0.51,1.197,0.1225,1.276,0
7/20/2017,16:30, ,0,LP,0,6.2,0,39.73,0,74.5,0,6.38,0,7.75,0,-54.6,22.605,0,2961.3,1.54,0,44.73,133.93,1.73,6.95,0.47,0.5,1.204,0.1169,1.218,0
7/20/2017,16:45, ,0,LP,0,6.2,0,38.1,0,74.4,0,6.37,0,7.75,0,-54.6,22.63,0,2969.9,1.55,0,45.05,134.9,1.77,7.1,0.47,0.5,1.208,0.1123,1.171,0
7/20/2017,17:00, ,0,LP,0,6.2,0,39.06,0,74.5,0,6.37,0,7.75,0,-54.5,22.655,0,2981.3,1.55,0,45.39,135.93,1.83,7.33,0.46,0.49,1.21,0.1084,1.132,0
7/20/2017,17:15, ,0,LP,0,6.2,0,37.47,0,74.5,0,6.37,0,7.75,0,-54.7,22.716,0,2989.2,1.56,0,45.89,137.42,1.84,7.39,0.44,0.47,1.204,0.106,1.108,0
7/20/2017,17:30, ,0,LP,0,6.2,0,35.35,0,73.9,0,6.32,0,7.74,0,-54.5,22.732,0,2992.9,1.56,0,46.85,140.28,1.86,7.46,0.49,0.52,1.196,0.1054,1.102,0
7/20/2017,17:45, ,0,LP,0,6.2,0,31.3,0,70.7,0,6.04,0,7.73,0,-53.5,22.745,0,2994.1,1.56,0,47.29,141.62,1.84,7.38,0.46,0.49,1.207,0.1063,1.11,0
7/20/2017,18:00, ,0,LP,0,6.2,0,28.64,0,69.7,0,5.95,0,7.72,0,-53.1,22.748,0,2994.6,1.56,0,48.99,146.71,1.8,7.23,0.46,0.49,1.207,0.1092,1.14,0
7/20/2017,18:15, ,0,LP,0,6.2,0,34.8,0,72,0,6.15,0,7.74,0,-54.4,22.736,0,2994.2,1.56,0,47.03,140.82,1.7,6.84,0.44,0.47,1.21,0.1138,1.187,0
7/20/2017,18:30, ,0,LP,0,6.2,0,33.27,0,73.7,0,6.3,0,7.74,0,-54.5,22.724,0,2993.8,1.56,0,46.9,140.46,1.84,7.4,0.48,0.51,1.214,0.1199,1.249,0
7/20/2017,18:45, ,0,LP,0,6.2,0,35.44,0,77.7,0,6.62,0,7.79,0,-57.2,22.895,0,2951.5,1.54,0,45.56,136.43,1.81,7.29,0.48,0.5,1.203,0.1271,1.323,0
7/20/2017,19:00, ,0,LP,0,6.2,0,32.27,0,74.4,0,6.35,0,7.77,0,-55.8,22.873,0,2951,1.54,0,46.24,138.48,1.74,7.01,0.44,0.47,1.212,0.1347,1.401,0
7/20/2017,19:15, ,0,LP,0,6.2,0,38.27,0,75.7,0,6.46,0,7.78,0,-56.4,22.766,0,2912.2,1.51,0,44.74,133.96,1.77,7.1,0.5,0.53,1.205,0.1428,1.484,0
7/20/2017,19:30, ,0,LP,0,6.2,0,35.38,0,75,0,6.41,0,7.77,0,-56,22.768,0,2895.5,1.51,0,44.84,134.28,1.63,6.55,0.43,0.46,1.196,0.1512,1.57,0
