Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,fDOMRFU,fDOMQSU,pH,F_pH,pHmV,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,WiperPosV,Depth,F_Depth
8/2/2018,12:30, ,0,LP,0,6.1,1.67,6.59,0.37,0.35,1.51,-0.74,47.99,143.98,7.9,0,-84.2,21.082,0,7.7877,8.4177,0,4.7,0,21.77,0,83.1,0,7.2,0,1.206,0.791,0
8/2/2018,12:45, ,0,LP,0,6.1,1.57,6.2,0.34,0.31,1.41,-0.77,47.7,143.11,7.88,0,-83.2,20.866,0,7.7597,8.4249,0,4.7,0,22.25,0,79.6,0,6.92,0,1.21,0.788,0
8/2/2018,13:00, ,0,LP,0,6.1,1.51,5.97,0.26,0.24,1.35,-0.85,49.34,148.02,7.87,0,-82.2,20.552,0,7.7206,8.4374,0,4.71,0,16.84,0,75.6,0,6.62,0,1.207,0.804,0
8/2/2018,13:15, ,0,LP,0,6.1,1.52,6.01,0.32,0.29,1.36,-0.79,48.97,146.89,7.89,0,-83.8,20.992,0,7.7638,8.4073,0,4.69,0,19.45,0,80.4,0,6.97,0,1.206,0.841,0
8/2/2018,13:30, ,0,LP,0,6.1,1.6,6.31,0.37,0.35,1.44,-0.74,48.03,144.1,7.89,0,-83.6,20.811,0,7.8132,8.4927,0,4.74,0,94.4,0,80.3,0,6.99,0,1.203,0.895,0
8/2/2018,13:45, ,0,LP,0,6.2,1.5,5.92,0.3,0.28,1.34,-0.81,48.82,146.47,7.88,0,-83.1,20.821,0,7.8924,8.577,0,4.79,0,16.41,0,79,0,6.87,0,1.212,0.972,0
8/2/2018,14:00, ,0,LP,0,6.1,1.61,6.37,0.33,0.31,1.45,-0.78,47.67,143.02,7.88,0,-83,20.617,0,7.9567,8.6837,0,4.86,0,25.05,0,79,0,6.9,0,1.208,1.062,0
8/2/2018,14:15, ,0,LP,0,6.1,1.71,6.77,0.43,0.41,1.55,-0.68,44.6,133.8,7.94,0,-86.5,20.82,0,8.3715,9.0978,0,5.11,0,30.49,0,87.2,0,7.58,0,1.2,1.157,0
8/2/2018,14:30, ,0,LP,0,6.1,1.68,6.65,0.4,0.37,1.52,-0.71,44.64,133.92,7.94,0,-86.9,20.691,0,8.5344,9.2999,0,5.23,0,28.74,0,87.9,0,7.64,0,1.201,1.257,0
8/2/2018,14:45, ,0,LP,0,6.1,1.58,6.26,0.35,0.32,1.42,-0.76,45.5,136.49,7.93,0,-85.9,20.662,0,8.6091,9.3869,0,5.28,0,25.69,0,86.5,0,7.52,0,1.203,1.351,0
8/2/2018,15:00, ,0,LP,0,6.1,1.68,6.66,0.4,0.37,1.52,-0.71,44.15,132.45,7.93,0,-85.8,20.498,0,8.6713,9.4871,0,5.34,0,30.55,0,87.4,0,7.63,0,1.203,1.444,0
8/2/2018,15:15, ,0,LP,0,6.1,1.51,5.97,0.33,0.31,1.35,-0.78,45.26,135.76,7.93,0,-85.7,20.429,0,8.6721,9.5017,0,5.35,0,23.12,0,86.9,0,7.59,0,1.209,1.534,0
8/2/2018,15:30, ,0,LP,0,6.1,1.4,5.54,0.35,0.32,1.24,-0.76,45.36,136.07,7.93,0,-85.7,20.33,0,8.6617,9.5099,0,5.36,0,25.57,0,85.3,0,7.47,0,1.197,1.622,0
8/2/2018,15:45, ,0,LP,0,6.1,1.43,5.66,0.35,0.32,1.27,-0.77,45.94,137.82,7.92,0,-85.2,20.277,0,8.6486,9.5061,0,5.35,0,17.47,0,85,0,7.44,0,1.214,1.707,0
8/2/2018,16:00, ,0,LP,0,6.1,1.33,5.25,0.37,0.34,1.17,-0.74,44.62,133.86,7.92,0,-85.6,20.227,0,8.6361,9.5025,0,5.35,0,25.16,0,85.3,0,7.48,0,1.199,1.786,0
8/2/2018,16:15, ,0,LP,0,6.2,1.44,5.69,0.38,0.36,1.28,-0.73,44.42,133.26,7.92,0,-85.4,20.175,0,8.6515,9.5297,0,5.37,0,23.02,0,86.2,0,7.57,0,1.214,1.855,0
8/2/2018,16:30, ,0,LP,0,6.1,1.29,5.11,0.31,0.29,1.13,-0.8,43.83,131.48,7.93,0,-85.7,20.122,0,8.7024,9.5966,0,5.41,0,22.78,0,87.7,0,7.7,0,1.202,1.918,0
8/2/2018,16:45, ,0,LP,0,6.1,1.38,5.45,0.38,0.36,1.22,-0.73,43.36,130.09,7.93,0,-86.2,20.132,0,8.7354,9.6308,0,5.43,0,22.05,0,88.3,0,7.76,0,1.2,1.97,0
8/2/2018,17:00, ,0,LP,0,6.1,1.31,5.17,0.33,0.3,1.15,-0.78,43.44,130.31,7.93,0,-85.9,20.142,0,8.7748,9.6723,0,5.46,0,19.23,0,88.1,0,7.73,0,1.205,2.014,0
8/2/2018,17:15, ,0,LP,0,6.1,1.33,5.23,0.34,0.31,1.17,-0.77,43.41,130.22,7.93,0,-86.1,20.163,0,8.8117,9.7087,0,5.48,0,18.41,0,88.2,0,7.74,0,1.2,2.052,0
8/2/2018,17:30, ,0,LP,0,6.1,1.39,5.49,0.37,0.35,1.23,-0.74,43.91,131.73,7.93,0,-86,20.168,0,8.8494,9.7491,0,5.5,0,17.21,0,88.5,0,7.76,0,1.204,2.086,0
8/2/2018,17:45, ,0,LP,0,6.1,1.29,5.07,0.36,0.33,1.13,-0.75,43.01,129.02,7.93,0,-86,20.16,0,8.9067,9.814,0,5.54,0,15.81,0,88.8,0,7.79,0,1.204,2.116,0
8/2/2018,18:00, ,0,LP,0,6.1,1.26,4.98,0.38,0.35,1.1,-0.73,42.96,128.89,7.92,0,-85.4,20.106,0,8.9448,9.867,0,5.57,0,19.97,0,88.3,0,7.75,0,1.206,2.135,0
8/2/2018,18:15, ,0,LP,0,6.1,1.28,5.06,0.34,0.32,1.12,-0.77,43.16,129.47,7.92,0,-85.5,20.107,0,8.9457,9.868,0,5.57,0,19.74,0,87.6,0,7.69,0,1.203,2.149,0
8/2/2018,18:30, ,0,LP,0,6.1,1.38,5.45,0.37,0.35,1.22,-0.74,43.01,129.02,7.93,0,-85.8,20.131,0,8.965,9.8841,0,5.58,0,17.4,0,89,0,7.81,0,1.206,2.156,0
8/2/2018,18:45, ,0,LP,0,6.1,1.29,5.08,0.37,0.34,1.13,-0.74,42.45,127.35,7.92,0,-85.1,20.109,0,8.9947,9.9216,0,5.61,0,16.77,0,87.7,0,7.7,0,1.197,2.159,0
8/2/2018,19:00, ,0,LP,0,6.1,1.31,5.17,0.32,0.29,1.15,-0.79,42.73,128.18,7.93,0,-85.7,20.081,0,9.0153,9.9501,0,5.62,0,18.21,0,87.1,0,7.65,0,1.206,2.155,0
8/2/2018,19:15, ,0,LP,0,6.1,1.21,4.77,0.32,0.3,1.05,-0.79,43.41,130.23,7.91,0,-84.8,20.079,0,8.993,9.9259,0,5.61,0,13.98,0,86.1,0,7.56,0,1.207,2.144,0
8/2/2018,19:30, ,0,LP,0,6.1,1.35,5.33,0.33,0.31,1.19,-0.78,42.9,128.7,7.93,0,-86,20.06,0,8.9892,9.9257,0,5.61,0,14.92,0,89.1,0,7.83,0,1.207,2.122,0
8/2/2018,19:45, ,0,LP,0,6.1,1.35,5.34,0.38,0.35,1.19,-0.74,43.23,129.68,7.93,0,-86,20.036,0,8.9649,9.9038,0,5.6,0,18.1,0,89,0,7.82,0,1.203,2.097,0
8/2/2018,20:00, ,0,LP,0,6.1,1.36,5.36,0.34,0.31,1.2,-0.77,43.41,130.23,7.94,0,-86.3,20.027,0,8.9424,9.8809,0,5.58,0,19.45,0,89.2,0,7.85,0,1.204,2.064,0
8/2/2018,20:15, ,0,LP,0,6.1,1.47,5.82,0.39,0.36,1.31,-0.72,43.38,130.15,7.93,0,-86,19.994,0,8.9164,9.859,0,5.57,0,18.79,0,89.2,0,7.85,0,1.2,2.018,0
8/2/2018,20:30, ,0,LP,0,6.1,1.39,5.49,0.34,0.32,1.23,-0.77,43.4,130.2,7.92,0,-85.4,19.977,0,8.8753,9.8172,0,5.54,0,29.93,0,88.5,0,7.79,0,1.207,1.959,0
8/2/2018,20:45, ,0,LP,0,6.1,1.39,5.5,0.35,0.32,1.23,-0.76,43.63,130.88,7.93,0,-85.6,19.96,0,8.8157,9.7547,0,5.51,0,18.16,0,88.1,0,7.76,0,1.207,1.89,0
8/2/2018,21:00, ,0,LP,0,6.1,1.35,5.33,0.34,0.32,1.19,-0.77,43.61,130.84,7.92,0,-85.2,19.905,0,8.7479,9.6909,0,5.47,0,20.09,0,86.6,0,7.64,0,1.205,1.818,0
8/2/2018,21:15, ,0,LP,0,6.1,1.34,5.3,0.35,0.33,1.18,-0.76,43.67,131.02,7.92,0,-85.4,19.888,0,8.6949,9.6357,0,5.43,0,22.6,0,86.4,0,7.63,0,1.2,1.745,0
8/2/2018,21:30, ,0,LP,0,6.1,1.37,5.41,0.37,0.34,1.21,-0.75,44.3,132.89,7.92,0,-85.5,19.893,0,8.6469,9.5815,0,5.4,0,32.92,0,86.1,0,7.6,0,1.209,1.666,0
8/2/2018,21:45, ,0,LP,0,6.1,1.44,5.68,0.38,0.36,1.28,-0.73,44.48,133.45,7.92,0,-85.4,19.901,0,8.6188,9.5488,0,5.38,0,22.66,0,85.4,0,7.54,0,1.198,1.584,0
8/2/2018,22:00, ,0,LP,0,6.1,1.41,5.55,0.37,0.34,1.25,-0.74,44.71,134.12,7.92,0,-85.5,19.925,0,8.6014,9.5246,0,5.37,0,26.33,0,85.3,0,7.52,0,1.204,1.506,0
8/2/2018,22:15, ,0,LP,0,6.1,1.46,5.77,0.44,0.41,1.3,-0.68,44.96,134.86,7.92,0,-85.5,19.965,0,8.5915,9.5056,0,5.35,0,24.53,0,84.9,0,7.49,0,1.196,1.431,0
8/2/2018,22:30, ,0,LP,0,6.1,1.54,6.08,0.41,0.38,1.38,-0.7,45.38,136.13,7.92,0,-85.5,20.019,0,8.5857,9.4883,0,5.34,0,27.79,0,84.9,0,7.48,0,1.203,1.362,0
8/2/2018,22:45, ,0,LP,0,6.1,1.56,6.18,0.41,0.38,1.4,-0.71,45.75,137.25,7.92,0,-85.4,20.053,0,8.5701,9.4644,0,5.33,0,24.15,0,84.2,0,7.42,0,1.205,1.302,0
8/2/2018,23:00, ,0,LP,0,6.1,1.57,6.19,0.42,0.4,1.41,-0.69,46.21,138.63,7.92,0,-85.4,20.086,0,8.55,9.4356,0,5.31,0,23.92,0,84.2,0,7.4,0,1.206,1.246,0
8/2/2018,23:15, ,0,LP,0,6.1,1.54,6.09,0.39,0.36,1.38,-0.73,46.45,139.34,7.92,0,-85.2,20.088,0,8.5269,9.4096,0,5.3,0,20.64,0,83.6,0,7.36,0,1.201,1.204,0
8/2/2018,23:30, ,0,LP,0,6.1,1.58,6.25,0.36,0.34,1.42,-0.75,47.25,141.73,7.92,0,-85.2,20.106,0,8.4983,9.3746,0,5.28,0,21.69,0,83,0,7.3,0,1.207,1.168,0
8/2/2018,23:45, ,0,LP,0,6.1,1.57,6.2,0.39,0.37,1.41,-0.72,47.52,142.56,7.92,0,-85.1,20.112,0,8.4696,9.3418,0,5.26,0,21.1,0,82.6,0,7.27,0,1.204,1.149,0
8/3/2018,0:00, ,0,LP,0,6.1,1.51,5.98,0.39,0.36,1.35,-0.72,47.98,143.93,7.91,0,-84.8,20.1,0,8.4462,9.3183,0,5.24,0,16.26,0,82.1,0,7.23,0,1.207,1.134,0
8/3/2018,0:15, ,0,LP,0,6.1,1.47,5.79,0.39,0.36,1.31,-0.72,48.63,145.88,7.89,0,-83.7,20.078,0,8.44,9.3158,0,5.24,0,16.42,0,79.8,0,7.03,0,1.201,1.136,0
8/3/2018,0:30, ,0,LP,0,6.1,1.52,6.01,0.35,0.32,1.36,-0.76,48.32,144.94,7.9,0,-84.3,20.046,0,8.4358,9.3174,0,5.24,0,14.43,0,79.7,0,7.02,0,1.207,1.14,0
8/3/2018,0:45, ,0,LP,0,6.1,1.43,5.64,0.37,0.34,1.27,-0.74,49.09,147.27,7.9,0,-84,20.037,0,8.4364,9.3198,0,5.24,0,12.35,0,78.7,0,6.93,0,1.198,1.147,0
8/3/2018,1:00, ,0,LP,0,6.1,1.37,5.41,0.31,0.29,1.21,-0.8,49.14,147.43,7.86,0,-82,20.003,0,8.4352,9.3253,0,5.25,0,14.72,0,77.1,0,6.8,0,1.203,1.157,0
8/3/2018,1:15, ,0,LP,0,6.1,1.49,5.87,0.35,0.32,1.33,-0.77,48.45,145.34,7.91,0,-84.6,19.912,0,8.4354,9.3435,0,5.26,0,15.07,0,80.2,0,7.09,0,1.207,1.167,0
8/3/2018,1:30, ,0,LP,0,6.1,1.47,5.79,0.38,0.35,1.31,-0.74,48.62,145.86,7.89,0,-83.7,19.839,0,8.4121,9.3319,0,5.25,0,14.45,0,79.9,0,7.07,0,1.207,1.184,0
8/3/2018,1:45, ,0,LP,0,6.1,1.5,5.94,0.36,0.33,1.34,-0.75,48.99,146.97,7.88,0,-83,19.803,0,8.4052,9.3315,0,5.25,0,14.79,0,79.6,0,7.05,0,1.203,1.206,0
8/3/2018,2:00, ,0,LP,0,6.1,1.48,5.85,0.37,0.34,1.32,-0.74,49.03,147.08,7.87,0,-82.5,19.779,0,8.4185,9.3508,0,5.26,0,12,0,77.1,0,6.83,0,1.205,1.228,0
8/3/2018,2:15, ,0,LP,0,6.1,1.46,5.78,0.37,0.34,1.3,-0.74,48.51,145.53,7.9,0,-84.1,19.749,0,8.4382,9.3788,0,5.28,0,13.48,0,79.1,0,7.01,0,1.197,1.263,0
8/3/2018,2:30, ,0,LP,0,6.1,1.53,6.05,0.41,0.38,1.37,-0.7,48.09,144.25,7.89,0,-83.7,19.715,0,8.4454,9.3935,0,5.29,0,18.02,0,79.9,0,7.08,0,1.205,1.305,0
8/3/2018,2:45, ,0,LP,0,6.1,1.45,5.73,0.39,0.37,1.29,-0.72,48.82,146.46,7.9,0,-84,19.705,0,8.4626,9.4148,0,5.3,0,13.66,0,79.7,0,7.06,0,1.207,1.357,0
8/3/2018,3:00, ,0,LP,0,6.1,1.54,6.08,0.38,0.36,1.38,-0.73,48.45,145.36,7.92,0,-85.4,19.824,0,8.5278,9.4634,0,5.33,0,14.87,0,82.8,0,7.32,0,1.207,1.42,0
8/3/2018,3:15, ,0,LP,0,6.1,1.53,6.05,0.38,0.35,1.37,-0.73,48.25,144.74,7.91,0,-84.8,19.805,0,8.5447,9.4859,0,5.34,0,12.07,0,81.2,0,7.18,0,1.2,1.483,0
8/3/2018,3:30, ,0,LP,0,6.1,1.43,5.64,0.39,0.36,1.27,-0.72,47.55,142.66,7.93,0,-85.7,19.714,0,8.555,9.5158,0,5.36,0,14.29,0,83.2,0,7.38,0,1.204,1.55,0
8/3/2018,3:45, ,0,LP,0,6.1,1.57,6.21,0.38,0.35,1.41,-0.73,46.37,139.1,7.93,0,-85.8,19.521,0,8.5662,9.5675,0,5.39,0,20.27,0,84.4,0,7.5,0,1.207,1.615,0
8/3/2018,4:00, ,0,LP,0,6.1,1.39,5.48,0.31,0.28,1.23,-0.8,46.03,138.09,7.92,0,-85,19.481,0,8.5721,9.5823,0,5.4,0,13.76,0,83.2,0,7.41,0,1.205,1.681,0
8/3/2018,4:15, ,0,LP,0,6.1,1.39,5.48,0.37,0.35,1.23,-0.74,46.09,138.28,7.93,0,-85.9,19.452,0,8.5974,9.6165,0,5.42,0,13.59,0,84.3,0,7.5,0,1.203,1.747,0
8/3/2018,4:30, ,0,LP,0,6.1,1.32,5.19,0.31,0.28,1.16,-0.8,45.99,137.97,7.92,0,-85.1,19.453,0,8.6128,9.6335,0,5.43,0,14.63,0,83.5,0,7.43,0,1.207,1.808,0
8/3/2018,4:45, ,0,LP,0,6.1,1.33,5.25,0.33,0.31,1.17,-0.78,45.81,137.44,7.92,0,-85.3,19.452,0,8.623,9.645,0,5.44,0,14.09,0,83,0,7.39,0,1.197,1.854,0
8/3/2018,5:00, ,0,LP,0,6.1,1.37,5.42,0.41,0.39,1.21,-0.7,44.75,134.25,7.92,0,-85.4,19.445,0,8.6448,9.6708,0,5.46,0,18.2,0,82.9,0,7.38,0,1.203,1.888,0
8/3/2018,5:15, ,0,LP,0,6.1,1.46,5.76,0.33,0.31,1.3,-0.78,45.04,135.13,7.92,0,-85.5,19.412,0,8.6591,9.6936,0,5.47,0,15.38,0,84.5,0,7.53,0,1.199,1.916,0
8/3/2018,5:30, ,0,LP,0,6.1,1.27,4.99,0.33,0.3,1.11,-0.78,45.29,135.86,7.92,0,-85.2,19.398,0,8.6634,9.7015,0,5.48,0,15.13,0,84.1,0,7.49,0,1.205,1.948,0
8/3/2018,5:45, ,0,LP,0,6.1,1.28,5.03,0.34,0.32,1.12,-0.77,44.78,134.34,7.92,0,-85.2,19.381,0,8.6666,9.7085,0,5.48,0,15.49,0,82.9,0,7.39,0,1.204,1.967,0
8/3/2018,6:00, ,0,LP,0,6.1,1.36,5.35,0.33,0.31,1.2,-0.78,44.56,133.69,7.92,0,-85,19.347,0,8.6665,9.7155,0,5.48,0,21.16,0,83.1,0,7.41,0,1.205,1.98,0
8/3/2018,6:15, ,0,LP,0,6.1,1.33,5.26,0.36,0.33,1.17,-0.75,44.98,134.93,7.91,0,-84.6,19.329,0,8.6765,9.7306,0,5.49,0,16.6,0,84.2,0,7.51,0,1.197,1.977,0
8/3/2018,6:30, ,0,LP,0,6.1,1.32,5.19,0.36,0.34,1.16,-0.75,44.92,134.74,7.91,0,-84.4,19.324,0,8.6933,9.7503,0,5.51,0,14.85,0,83.1,0,7.41,0,1.206,1.963,0
8/3/2018,6:45, ,0,LP,0,6.1,1.38,5.44,0.33,0.31,1.22,-0.78,45.13,135.38,7.91,0,-84.9,19.321,0,8.6983,9.7566,0,5.51,0,13.99,0,84.3,0,7.52,0,1.198,1.941,0
8/3/2018,7:00, ,0,LP,0,6.1,1.32,5.2,0.36,0.33,1.16,-0.75,44.4,133.21,7.92,0,-85.2,19.338,0,8.6974,9.752,0,5.51,0,22.67,0,84.9,0,7.57,0,1.205,1.906,0
8/3/2018,7:15, ,0,LP,0,6.1,1.34,5.27,0.37,0.35,1.18,-0.74,45.07,135.2,7.93,0,-85.5,19.325,0,8.665,9.7185,0,5.49,0,18.26,0,84.8,0,7.57,0,1.205,1.87,0
8/3/2018,7:30, ,0,LP,0,6.1,1.32,5.2,0.34,0.32,1.16,-0.77,45.1,135.29,7.93,0,-85.5,19.318,0,8.6544,9.7081,0,5.48,0,16.03,0,84.6,0,7.55,0,1.203,1.823,0
8/3/2018,7:45, ,0,LP,0,6.1,1.39,5.49,0.33,0.31,1.23,-0.78,44.87,134.61,7.93,0,-85.8,19.32,0,8.6369,9.688,0,5.47,0,17.8,0,84.8,0,7.57,0,1.2,1.768,0
8/3/2018,8:00, ,0,LP,0,6.1,1.39,5.48,0.34,0.32,1.23,-0.77,44.82,134.47,7.93,0,-85.8,19.303,0,8.6113,9.6626,0,5.45,0,16.44,0,84.8,0,7.57,0,1.205,1.705,0
8/3/2018,8:15, ,0,LP,0,6.1,1.39,5.5,0.38,0.36,1.23,-0.73,44.98,134.92,7.93,0,-85.7,19.291,0,8.5837,9.6342,0,5.44,0,18.05,0,84.5,0,7.55,0,1.207,1.638,0
8/3/2018,8:30, ,0,LP,0,6.1,1.46,5.75,0.41,0.38,1.3,-0.71,44.92,134.76,7.93,0,-85.6,19.302,0,8.5573,9.6023,0,5.42,0,18.68,0,84.4,0,7.53,0,1.207,1.57,0
8/3/2018,8:45, ,0,LP,0,6.1,1.42,5.61,0.36,0.34,1.26,-0.75,45.11,135.33,7.92,0,-85.4,19.352,0,8.5374,9.5697,0,5.4,0,18.19,0,83.7,0,7.47,0,1.204,1.503,0
8/3/2018,9:00, ,0,LP,0,6.1,1.47,5.8,0.38,0.36,1.31,-0.73,27.16,81.49,7.92,0,-85.1,19.43,0,8.526,9.5411,0,5.38,0,18.72,0,83,0,7.4,0,1.205,1.438,0
8/3/2018,9:15, ,0,LP,0,6.1,1.52,6.02,0.38,0.36,1.36,-0.73,45.67,137.01,7.92,0,-84.9,19.523,0,8.5112,9.5057,0,5.36,0,20.03,0,82.3,0,7.32,0,1.2,1.373,0
8/3/2018,9:30, ,0,LP,0,6.1,1.53,6.03,0.37,0.35,1.37,-0.74,46.12,138.36,7.91,0,-84.7,19.615,0,8.479,9.4511,0,5.32,0,22.76,0,81.8,0,7.26,0,1.206,1.307,0
8/3/2018,9:45, ,0,LP,0,6.1,1.53,6.06,0.37,0.35,1.37,-0.74,46.29,138.86,7.91,0,-84.4,19.638,0,8.4228,9.3839,0,5.28,0,21.95,0,81.2,0,7.21,0,1.196,1.247,0
8/3/2018,10:00, ,0,LP,0,6.1,1.55,6.12,0.38,0.35,1.39,-0.74,46.64,139.91,7.9,0,-84.1,19.649,0,8.368,9.3205,0,5.24,0,23.4,0,80.4,0,7.14,0,1.204,1.193,0
8/3/2018,10:15, ,0,LP,0,6.1,1.57,6.19,0.39,0.37,1.41,-0.72,46.57,139.7,7.9,0,-83.9,19.813,0,8.3491,9.2673,0,5.21,0,22.19,0,80.4,0,7.11,0,1.196,1.144,0
8/3/2018,10:30, ,0,LP,0,6.1,1.61,6.38,0.43,0.4,1.45,-0.69,47,140.99,7.89,0,-83.8,19.88,0,8.3065,9.207,0,5.17,0,20.67,0,79.6,0,7.03,0,1.205,1.099,0
8/3/2018,10:45, ,0,LP,0,6.1,1.66,6.57,0.43,0.41,1.5,-0.68,47.16,141.48,7.89,0,-83.6,20.059,0,8.2863,9.1498,0,5.14,0,18.9,0,80,0,7.05,0,1.207,1.058,0
8/3/2018,11:00, ,0,LP,0,6.1,1.55,6.13,0.35,0.33,1.39,-0.76,47.34,142.02,7.89,0,-83.6,20.149,0,8.2449,9.0869,0,5.1,0,18,0,79.7,0,7.01,0,1.203,1.022,0
8/3/2018,11:15, ,0,LP,0,6.1,1.61,6.36,0.38,0.35,1.45,-0.73,47.76,143.29,7.89,0,-83.4,20.172,0,8.1958,9.0284,0,5.07,0,18.34,0,79.4,0,6.99,0,1.204,0.988,0
8/3/2018,11:30, ,0,LP,0,6.1,1.65,6.53,0.39,0.37,1.49,-0.72,47.81,143.44,7.89,0,-83.4,20.273,0,8.1724,8.9837,0,5.04,0,19.31,0,78.9,0,6.93,0,1.208,0.959,0
8/3/2018,11:45, ,0,LP,0,6.1,1.66,6.57,0.35,0.32,1.5,-0.76,47.89,143.68,7.9,0,-84,20.442,0,8.1264,8.9012,0,4.99,0,23,0,79.8,0,6.99,0,1.198,0.936,0
8/3/2018,12:00, ,0,LP,0,6.1,1.63,6.46,0.34,0.32,1.47,-0.77,47.89,143.65,7.9,0,-84.2,20.799,0,8.1502,8.8614,0,4.96,0,16.63,0,80.3,0,6.98,0,1.213,0.912,0
8/3/2018,12:15, ,0,LP,0,6.1,1.6,6.34,0.35,0.33,1.44,-0.76,47.48,142.44,7.9,0,-84.3,21.129,0,8.1377,8.7874,0,4.92,0,23.78,0,80.9,0,6.99,0,1.206,0.893,0
8/3/2018,12:30, ,0,LP,0,6.1,1.67,6.6,0.36,0.33,1.51,-0.75,48.1,144.29,7.91,0,-85,21.039,0,8.0697,8.7303,0,4.88,0,18.78,0,81.5,0,7.06,0,1.214,0.873,0
8/3/2018,12:45, ,0,LP,0,6.1,1.67,6.59,0.34,0.31,1.51,-0.77,48.03,144.08,7.91,0,-85.2,21.334,0,8.0569,8.6635,0,4.84,0,15.4,0,82.1,0,7.07,0,1.202,0.86,0
8/3/2018,13:00, ,0,LP,0,6.1,1.65,6.53,0.37,0.34,1.49,-0.74,47.94,143.81,7.92,0,-85.4,21.518,0,8.0442,8.6174,0,4.81,0,16.85,0,82.3,0,7.06,0,1.204,0.854,0
8/3/2018,13:15, ,0,LP,0,6.1,1.46,5.77,0.32,0.29,1.3,-0.8,48.1,144.29,7.89,0,-83.8,21.239,0,8.0381,8.6602,0,4.84,0,17.7,0,77.1,0,6.65,0,1.198,0.857,0
8/3/2018,13:30, ,0,LP,0,6.1,1.49,5.88,0.27,0.24,1.33,-0.84,49.33,147.99,7.89,0,-83.8,20.892,0,8.0102,8.6922,0,4.86,0,14.45,0,76,0,6.6,0,1.204,0.876,0
8/3/2018,13:45, ,0,LP,0,6.1,1.48,5.85,0.31,0.29,1.32,-0.8,47.53,142.6,7.89,0,-83.7,20.639,0,7.9844,8.7099,0,4.87,0,23.76,0,75.5,0,6.59,0,1.197,0.911,0
8/3/2018,14:00, ,0,LP,0,6.1,1.45,5.71,0.26,0.24,1.29,-0.85,48.78,146.34,7.9,0,-84,20.57,0,7.9798,8.7175,0,4.88,0,17.89,0,74.7,0,6.52,0,1.206,0.965,0
8/3/2018,14:15, ,0,LP,0,6.1,1.54,6.1,0.3,0.27,1.38,-0.82,50.04,150.13,7.86,0,-81.9,20.77,0,8.0245,8.7298,0,4.88,0,12.83,0,75.5,0,6.57,0,1.196,1.032,0
8/3/2018,14:30, ,0,LP,0,6.1,1.68,6.64,0.35,0.33,1.52,-0.76,47.73,143.18,7.9,0,-84.5,21.084,0,8.2288,8.8941,0,4.98,0,18.42,0,81.1,0,7.01,0,1.203,1.113,0
8/3/2018,14:45, ,0,LP,0,6.1,1.61,6.38,0.39,0.36,1.45,-0.72,45.36,136.08,7.91,0,-85.2,20.862,0,8.433,9.1568,0,5.14,0,25.6,0,82.8,0,7.18,0,1.197,1.202,0
8/3/2018,15:00, ,0,LP,0,6.1,1.76,6.98,0.39,0.36,1.6,-0.72,44.74,134.23,7.94,0,-86.8,20.962,0,8.6228,9.3434,0,5.25,0,30.61,0,87,0,7.53,0,1.204,1.292,0
8/3/2018,15:15, ,0,LP,0,6.1,1.58,6.24,0.31,0.28,1.42,-0.8,46.26,138.79,7.92,0,-85.7,20.91,0,8.6526,9.3859,0,5.28,0,21.1,0,84,0,7.28,0,1.198,1.382,0
8/3/2018,15:30, ,0,LP,0,6.1,1.6,6.32,0.38,0.36,1.44,-0.73,45.82,137.44,7.92,0,-85.6,20.831,0,8.7371,9.4929,0,5.34,0,24.02,0,85.1,0,7.38,0,1.203,1.473,0
8/3/2018,15:45, ,0,LP,0,6.1,1.52,6,0.37,0.35,1.36,-0.74,45.27,135.82,7.92,0,-85.4,20.667,0,8.7353,9.5234,0,5.36,0,23.94,0,84.4,0,7.34,0,1.201,1.558,0
8/3/2018,16:00, ,0,LP,0,6.1,1.53,6.03,0.35,0.33,1.37,-0.76,45.94,137.82,7.9,0,-84.4,20.682,0,8.7462,9.5324,0,5.37,0,15.88,0,84.9,0,7.38,0,1.208,1.638,0
8/3/2018,16:15, ,0,LP,0,6.1,1.46,5.76,0.36,0.33,1.3,-0.75,44.15,132.45,7.94,0,-86.8,20.699,0,8.7741,9.5595,0,5.38,0,21.96,0,87.4,0,7.6,0,1.198,1.717,0
8/3/2018,16:30, ,0,LP,0,6.1,1.5,5.91,0.31,0.29,1.34,-0.8,44.54,133.63,7.96,0,-87.6,20.847,0,8.7624,9.5174,0,5.36,0,21.64,0,88.7,0,7.68,0,1.202,1.79,0
8/3/2018,16:45, ,0,LP,0,6.1,1.4,5.52,0.36,0.34,1.24,-0.75,43.71,131.13,7.94,0,-86.6,20.603,0,8.7353,9.5361,0,5.37,0,23.81,0,87.3,0,7.6,0,1.202,1.858,0
8/3/2018,17:00, ,0,LP,0,6.1,1.38,5.45,0.37,0.34,1.22,-0.74,42.64,127.93,7.93,0,-85.9,20.294,0,8.7414,9.6047,0,5.41,0,26.49,0,86.6,0,7.59,0,1.206,1.917,0
