Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,fDOMRFU,fDOMQSU,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,WiperPosV,Depth,F_Depth
7/5/2018,9:45, ,0,LP,0,6.2,1.83,7.35,0.19,0.2,1.66,-0.82,48.32,145.02,19.962,<0> (CND),5.7665,6.3805,<0> (CND),3.49,<0> (CND),38.2,<0> (CND),72.2,<0> (CND),6.44,<0> (CND),7.7,<0> (CND),-50.4,1.207,1.385,<0> (CND)
7/5/2018,10:00, ,0,LP,0,6.2,1.81,7.26,0.17,0.19,1.63,-0.83,49.88,149.7,20.017,0,5.6757,6.2728,0,3.43,0,31.76,0,69.5,0,6.19,0,7.69,0,-49.9,1.2,1.332,0
7/5/2018,10:15, ,0,LP,0,6.2,1.78,7.13,0.19,0.21,1.6,-0.81,49.5,148.56,20.122,0,5.647,6.2272,0,3.4,0,33.65,0,69.3,0,6.16,0,7.7,0,-50.2,1.201,1.274,0
7/5/2018,10:30, ,0,LP,0,6.2,1.83,7.33,0.19,0.2,1.65,-0.82,50.09,150.33,20.244,0,5.6172,6.1784,0,3.38,0,31.56,0,68.7,0,6.1,0,7.7,0,-50.4,1.206,1.22,0
7/5/2018,10:45, ,0,LP,0,6.2,1.85,7.42,0.2,0.21,1.68,-0.81,49.24,147.76,20.378,0,5.5757,6.1157,0,3.34,0,33.74,0,68.7,0,6.08,0,7.71,0,-50.9,1.207,1.167,0
7/5/2018,11:00, ,0,LP,0,6.2,1.89,7.57,0.26,0.27,1.71,-0.75,47.16,141.53,20.522,0,5.5026,6.0173,0,3.28,0,33.95,0,68.9,0,6.08,0,7.72,0,-51.4,1.198,1.119,0
7/5/2018,11:15, ,0,LP,0,6.2,1.95,7.79,0.2,0.21,1.77,-0.81,50.5,151.55,20.712,0,5.4554,5.942,0,3.24,0,29.22,0,69.2,0,6.09,0,7.73,0,-52.1,1.2,1.072,0
7/5/2018,11:30, ,0,LP,0,6.2,1.94,7.76,0.19,0.2,1.76,-0.82,50.19,150.62,20.681,0,5.3485,5.8294,0,3.17,0,33.52,0,68.7,0,6.05,0,7.74,0,-52.9,1.211,1.033,0
7/5/2018,11:45, ,0,LP,0,6.2,1.92,7.69,0.19,0.2,1.74,-0.82,50.77,152.35,20.653,0,5.2821,5.7604,0,3.13,0,32.18,0,67.4,0,5.94,0,7.74,0,-53.1,1.198,0.994,0
7/5/2018,12:00, ,0,LP,0,6.2,1.92,7.71,0.17,0.18,1.75,-0.84,51.2,153.65,20.918,0,5.2906,5.738,0,3.12,0,30.25,0,67.5,0,5.92,0,7.74,0,-53.1,1.207,0.96,0
7/5/2018,12:15, ,0,LP,0,6.2,1.99,7.97,0.2,0.21,1.81,-0.81,51.49,154.51,21.493,0,5.2654,5.6434,0,3.06,0,29,0,69.3,0,6.01,0,7.76,0,-54,1.198,0.929,0
7/5/2018,12:30, ,0,LP,0,6.2,2.12,8.49,0.21,0.22,1.94,-0.8,51.02,153.1,21.84,0,5.2206,5.5559,0,3.01,0,28.2,0,70.9,0,6.11,0,7.78,0,-55.3,1.209,0.894,0
7/5/2018,12:45, ,0,LP,0,6.2,2.03,8.14,0.18,0.19,1.85,-0.83,51.1,153.35,22.001,0,5.1789,5.4935,0,2.97,0,26.9,0,70.2,0,6.04,0,7.77,0,-55,1.197,0.864,0
7/5/2018,13:00, ,0,LP,0,6.2,2.08,8.32,0.19,0.2,1.9,-0.82,51.46,154.41,22.028,0,5.1127,5.4204,0,2.93,0,26.77,0,69.7,0,5.99,0,7.79,0,-55.7,1.203,0.833,0
7/5/2018,13:15, ,0,LP,0,6.2,2.15,8.59,0.2,0.21,1.97,-0.81,50.9,152.73,22.241,0,5.0285,5.3083,0,2.87,0,27.83,0,71,0,6.08,0,7.8,0,-56.5,1.192,0.808,0
7/5/2018,13:30, ,0,LP,0,6.2,2,8.02,0.15,0.16,1.83,-0.86,51.82,155.52,22.425,0,5.0076,5.2666,0,2.84,0,30.79,0,70,0,5.98,0,7.78,0,-55.6,1.2,0.786,0
7/5/2018,13:45, ,0,LP,0,6.2,2.09,8.36,0.18,0.19,1.91,-0.83,50.84,152.58,22.475,0,4.9525,5.2035,0,2.8,0,29.62,0,70.1,0,5.98,0,7.79,0,-56.4,1.193,0.771,0
7/5/2018,14:00, ,0,LP,0,6.2,1.94,7.76,0.15,0.16,1.76,-0.85,52.24,156.78,22.577,0,4.9436,5.1836,0,2.79,0,25.94,0,68.1,0,5.8,0,7.78,0,-55.6,1.201,0.773,0
7/5/2018,14:15, ,0,LP,0,6.2,1.84,7.37,0.1,0.11,1.66,-0.91,52.28,156.89,22.146,0,4.9425,5.2274,0,2.82,0,29.18,0,62.6,0,5.37,0,7.77,0,-54.6,1.193,0.794,0
7/5/2018,14:30, ,0,LP,0,6.2,1.72,6.88,0.13,0.14,1.54,-0.88,49.65,148.99,21.891,0,4.9446,5.2567,0,2.84,0,37.8,0,61.5,0,5.3,0,7.76,0,-54.3,1.199,0.834,0
7/5/2018,14:45, ,0,LP,0,6.2,1.68,6.75,0.08,0.09,1.51,-0.93,53.79,161.43,21.919,0,4.9644,5.2748,0,2.85,0,26.72,0,62.1,0,5.35,0,7.76,0,-54.3,1.193,0.897,0
7/5/2018,15:00, ,0,LP,0,6.2,1.78,7.14,0.08,0.09,1.6,-0.93,51.67,155.05,21.871,0,5.0494,5.3703,0,2.9,0,30.73,0,64.2,0,5.54,0,7.77,0,-54.5,1.198,0.969,0
7/5/2018,15:15, ,0,LP,0,6.2,1.91,7.66,0.2,0.21,1.74,-0.81,50.52,151.62,21.704,0,5.2762,5.6307,0,3.05,0,40.56,0,66.4,0,5.74,0,7.75,0,-53.7,1.2,1.051,0
7/5/2018,15:30, ,0,LP,0,6.2,1.99,7.98,0.19,0.2,1.81,-0.82,45.95,137.89,21.819,0,5.6316,5.9959,0,3.26,0,49.5,0,66.3,0,5.71,0,7.69,0,-50.3,1.2,1.139,0
7/5/2018,15:45, ,0,LP,0,6.2,1.79,7.19,0.12,0.13,1.62,-0.89,51.03,153.12,21.781,0,5.9436,6.3331,0,3.46,0,34.13,0,68.3,0,5.88,0,7.66,0,-48.4,1.202,1.229,0
7/5/2018,16:00, ,0,LP,0,6.2,2.05,8.2,0.18,0.19,1.87,-0.83,48.37,145.16,21.693,0,5.9841,6.3876,0,3.49,0,37.78,0,67.7,0,5.83,0,7.65,0,-47.7,1.202,1.318,0
7/5/2018,16:15, ,0,LP,0,6.2,1.99,7.99,0.21,0.22,1.82,-0.8,48.26,144.84,21.607,0,6.0241,6.4416,0,3.52,0,40.06,0,68.1,0,5.88,0,7.65,0,-47.7,1.202,1.408,0
7/5/2018,16:30, ,0,LP,0,6.2,1.9,7.6,0.17,0.18,1.72,-0.84,49.29,147.91,21.289,0,6.0254,6.4851,0,3.55,0,45.26,0,67.2,0,5.84,0,7.64,0,-47.1,1.201,1.497,0
7/5/2018,16:45, ,0,LP,0,6.2,1.83,7.35,0.13,0.14,1.66,-0.87,52.14,156.47,21.274,0,6.0384,6.5012,0,3.56,0,33.59,0,66.3,0,5.76,0,7.64,0,-46.9,1.202,1.58,0
7/5/2018,17:00, ,0,LP,0,6.2,1.71,6.84,0.13,0.14,1.53,-0.88,53.38,160.2,21.289,0,6.0475,6.5089,0,3.57,0,34.46,0,63.6,0,5.53,0,7.64,0,-46.8,1.202,1.658,0
7/5/2018,17:15, ,0,LP,0,6.2,1.91,7.65,0.19,0.2,1.73,-0.82,47.96,143.94,21.341,0,6.0074,6.4588,0,3.54,0,41.38,0,72,0,6.25,0,7.71,0,-51,1.202,1.732,0
7/5/2018,17:30, ,0,LP,0,6.2,1.93,7.73,0.18,0.19,1.75,-0.83,49.45,148.4,21.394,0,5.9978,6.4415,0,3.53,0,32.76,0,71.2,0,6.17,0,7.7,0,-50.5,1.2,1.807,0
7/5/2018,17:45, ,0,LP,0,6.2,1.8,7.21,0.14,0.15,1.62,-0.86,49.71,149.17,21.229,0,5.9967,6.4622,0,3.54,0,36.19,0,70.6,0,6.14,0,7.7,0,-50.5,1.202,1.873,0
7/5/2018,18:00, ,0,LP,0,6.2,1.75,7.03,0.15,0.16,1.58,-0.86,46.36,139.13,20.865,0,6.0497,6.5684,0,3.6,0,36.8,0,73.6,0,6.44,0,7.72,0,-51.7,1.204,1.931,0
7/5/2018,18:15, ,0,LP,0,6.2,1.76,7.04,0.18,0.19,1.58,-0.83,47.05,141.21,20.867,0,6.0591,6.5784,0,3.61,0,38.24,0,73.2,0,6.4,0,7.72,0,-51.4,1.202,1.983,0
7/5/2018,18:30, ,0,LP,0,6.2,1.82,7.28,0.2,0.21,1.64,-0.81,45.33,136.03,20.779,0,6.1117,6.6476,0,3.65,0,40.64,0,74.4,0,6.52,0,7.73,0,-52.2,1.202,2.028,0
7/5/2018,18:45, ,0,LP,0,6.2,1.81,7.26,0.19,0.2,1.63,-0.82,47.66,143.02,20.735,0,6.1569,6.7029,0,3.68,0,28.83,0,75.1,0,6.59,0,7.74,0,-52.9,1.202,2.069,0
7/5/2018,19:00, ,0,LP,0,6.2,1.68,6.72,0.18,0.19,1.5,-0.83,45.95,137.89,20.622,0,6.2249,6.7929,0,3.73,0,33.62,0,77.3,0,6.79,0,7.76,0,-53.9,1.203,2.107,0
7/5/2018,19:15, ,0,LP,0,6.2,1.65,6.61,0.18,0.19,1.47,-0.83,46.36,139.12,20.575,0,6.2463,6.823,0,3.75,0,34.22,0,75.2,0,6.62,0,7.75,0,-53.4,1.202,2.136,0
7/5/2018,19:30, ,0,LP,0,6.2,1.59,6.37,0.15,0.16,1.41,-0.86,45.46,136.43,20.498,0,6.2801,6.8708,0,3.78,0,33.55,0,75.6,0,6.66,0,7.75,0,-53.6,1.2,2.155,0
7/5/2018,19:45, ,0,LP,0,6.2,1.53,6.14,0.13,0.14,1.35,-0.88,45.69,137.11,20.463,0,6.333,6.9339,0,3.82,0,28.12,0,75.8,0,6.68,0,7.75,0,-53.3,1.202,2.169,0
7/5/2018,20:00, ,0,LP,0,6.2,1.56,6.26,0.19,0.2,1.39,-0.82,45.62,136.91,20.462,0,6.3514,6.9541,0,3.83,0,29.98,0,76.3,0,6.72,0,7.75,0,-53.5,1.202,2.18,0
7/5/2018,20:15, ,0,LP,0,6.2,1.43,5.74,0.16,0.17,1.25,-0.85,48.05,144.19,20.471,0,6.3695,6.9726,0,3.84,0,30.37,0,74.2,0,6.54,0,7.75,0,-53.4,1.2,2.188,0
7/5/2018,20:30, ,0,LP,0,6.2,1.55,6.22,0.15,0.16,1.37,-0.86,44.77,134.35,20.503,0,6.443,7.0484,0,3.88,0,32.72,0,73.8,0,6.49,0,7.74,0,-52.9,1.199,2.192,0
7/5/2018,20:45, ,0,LP,0,6.2,1.39,5.57,0.12,0.13,1.21,-0.89,48.36,145.12,20.506,0,6.4504,7.056,0,3.89,0,23.8,0,74.6,0,6.56,0,7.75,0,-53.2,1.202,2.189,0
7/5/2018,21:00, ,0,LP,0,6.2,1.47,5.91,0.16,0.17,1.3,-0.85,46.29,138.92,20.487,0,6.4283,7.0347,0,3.88,0,24.03,0,75,0,6.6,0,7.75,0,-53.7,1.202,2.181,0
7/5/2018,21:15, ,0,LP,0,6.2,1.63,6.52,0.16,0.17,1.45,-0.85,46.54,139.66,20.443,0,6.3731,6.9808,0,3.84,0,24.27,0,77.4,0,6.82,0,7.77,0,-54.6,1.199,2.167,0
7/5/2018,21:30, ,0,LP,0,6.2,1.59,6.36,0.14,0.15,1.41,-0.87,47.23,141.74,20.367,0,6.316,6.9292,0,3.81,0,25.12,0,78.1,0,6.89,0,7.77,0,-54.8,1.198,2.142,0
7/5/2018,21:45, ,0,LP,0,6.2,1.6,6.42,0.17,0.18,1.42,-0.84,47.72,143.21,20.364,0,6.2828,6.8932,0,3.79,0,24.08,0,77.8,0,6.87,0,7.77,0,-54.7,1.198,2.106,0
7/5/2018,22:00, ,0,LP,0,6.2,1.63,6.54,0.19,0.2,1.46,-0.82,47.71,143.17,20.405,0,6.2517,6.8532,0,3.77,0,26.06,0,77.2,0,6.81,0,7.77,0,-54.3,1.198,2.058,0
7/5/2018,22:15, ,0,LP,0,6.2,1.69,6.77,0.16,0.17,1.51,-0.85,47.4,142.26,20.45,0,6.2068,6.7976,0,3.74,0,26.76,0,77,0,6.78,0,7.76,0,-54,1.198,1.997,0
7/5/2018,22:30, ,0,LP,0,6.2,1.73,6.91,0.19,0.2,1.55,-0.82,48.52,145.6,20.498,0,6.1525,6.7313,0,3.7,0,26.91,0,76.1,0,6.71,0,7.76,0,-53.8,1.201,1.93,0
7/5/2018,22:45, ,0,LP,0,6.2,1.7,6.8,0.14,0.15,1.52,-0.87,49.04,147.18,20.529,0,6.1084,6.6788,0,3.67,0,25.83,0,74.9,0,6.6,0,7.75,0,-53.1,1.202,1.862,0
7/5/2018,23:00, ,0,LP,0,6.2,1.78,7.12,0.2,0.21,1.6,-0.81,49.03,147.15,20.613,0,6.0365,6.5886,0,3.61,0,26.05,0,73.7,0,6.48,0,7.73,0,-52.5,1.2,1.79,0
7/5/2018,23:15, ,0,LP,0,6.2,1.84,7.36,0.18,0.19,1.66,-0.83,50.15,150.5,20.692,0,5.9998,6.5377,0,3.58,0,26.73,0,72.3,0,6.35,0,7.72,0,-52,1.202,1.712,0
7/5/2018,23:30, ,0,LP,0,6.2,1.8,7.21,0.17,0.18,1.62,-0.84,49.51,148.58,20.795,0,5.9693,6.4907,0,3.56,0,31.12,0,70.9,0,6.21,0,7.71,0,-51.2,1.2,1.638,0
7/5/2018,23:45, ,0,LP,0,6.2,1.79,7.18,0.16,0.17,1.61,-0.85,50.31,150.97,20.838,0,5.9558,6.4702,0,3.54,0,28.96,0,69.6,0,6.09,0,7.7,0,-50.5,1.202,1.564,0
7/6/2018,0:00, ,0,LP,0,6.2,1.81,7.27,0.19,0.21,1.64,-0.81,50.24,150.77,20.845,0,5.9664,6.4807,0,3.55,0,32.82,0,68.5,0,6,0,7.69,0,-49.9,1.202,1.496,0
7/6/2018,0:15, ,0,LP,0,6.1,1.83,7.35,0.19,0.2,1.66,-0.82,50.57,151.75,20.845,0,5.9658,6.4801,0,3.55,0,33.52,0,67.4,0,5.91,0,7.68,0,-49.3,1.203,1.432,0
7/6/2018,0:30, ,0,LP,0,6.1,1.86,7.47,0.15,0.16,1.69,-0.86,51.04,153.17,20.845,0,5.9581,6.4717,0,3.54,0,31.94,0,67.3,0,5.89,0,7.68,0,-49.2,1.199,1.378,0
7/6/2018,0:45, ,0,LP,0,6.2,1.88,7.52,0.16,0.17,1.7,-0.85,51.26,153.82,20.856,0,5.9493,6.4607,0,3.54,0,32.41,0,66.9,0,5.86,0,7.68,0,-49.2,1.202,1.33,0
7/6/2018,1:00, ,0,LP,0,6.1,1.88,7.54,0.18,0.19,1.7,-0.83,51.6,154.84,20.87,0,5.9365,6.4449,0,3.53,0,34.39,0,66.6,0,5.83,0,7.68,0,-49.1,1.201,1.285,0
7/6/2018,1:15, ,0,LP,0,6.1,1.94,7.77,0.17,0.18,1.76,-0.84,51.54,154.66,20.908,0,5.9175,6.4192,0,3.51,0,29.34,0,66.3,0,5.8,0,7.68,0,-49.3,1.202,1.25,0
7/6/2018,1:30, ,0,LP,0,6.1,1.94,7.78,0.16,0.17,1.76,-0.85,51.41,154.29,20.931,0,5.8935,6.3901,0,3.5,0,28.87,0,66.2,0,5.79,0,7.68,0,-49.5,1.201,1.221,0
7/6/2018,1:45, ,0,LP,0,6.2,1.9,7.63,0.15,0.16,1.73,-0.86,51.41,154.29,20.951,0,5.8472,6.3373,0,3.47,0,27.31,0,65.8,0,5.76,0,7.69,0,-49.8,1.202,1.198,0
7/6/2018,2:00, ,0,LP,0,6.1,2,8.01,0.2,0.21,1.82,-0.81,51.53,154.63,20.972,0,5.8222,6.3074,0,3.45,0,28.93,0,64.4,0,5.63,0,7.69,0,-49.8,1.202,1.184,0
7/6/2018,2:15, ,0,LP,0,6.1,2,7.99,0.15,0.16,1.82,-0.86,52.77,158.37,20.984,0,5.7881,6.2689,0,3.43,0,23.4,0,63.6,0,5.56,0,7.69,0,-49.7,1.202,1.176,0
7/6/2018,2:30, ,0,LP,0,6.1,2,8.02,0.18,0.19,1.82,-0.83,52.82,158.5,20.992,0,5.779,6.2581,0,3.42,0,21.82,0,61.8,0,5.4,0,7.69,0,-49.7,1.202,1.169,0
7/6/2018,2:45, ,0,LP,0,6.1,2.01,8.06,0.16,0.17,1.84,-0.84,52.83,158.55,20.981,0,5.7021,6.1762,0,3.37,0,23.29,0,62.5,0,5.46,0,7.69,0,-50.1,1.202,1.166,0
7/6/2018,3:00, ,0,LP,0,6.1,1.92,7.71,0.17,0.18,1.75,-0.84,53.01,159.07,20.961,0,5.6852,6.1604,0,3.36,0,23.47,0,62.8,0,5.49,0,7.7,0,-50.4,1.202,1.167,0
7/6/2018,3:15, ,0,LP,0,6.1,1.95,7.8,0.16,0.17,1.77,-0.85,53.18,159.59,20.943,0,5.6619,6.1375,0,3.35,0,23.1,0,62.3,0,5.45,0,7.7,0,-50.6,1.202,1.17,0
7/6/2018,3:30, ,0,LP,0,6.1,1.83,7.34,0.14,0.15,1.65,-0.87,53.64,160.97,20.933,0,5.614,6.0868,0,3.32,0,18.95,0,60.2,0,5.27,0,7.7,0,-50.5,1.199,1.176,0
7/6/2018,3:45, ,0,LP,0,6.1,1.73,6.92,0.14,0.15,1.55,-0.87,56.26,168.84,20.915,0,5.6062,6.0806,0,3.32,0,19.23,0,58.1,0,5.08,0,7.69,0,-50,1.202,1.194,0
7/6/2018,4:00, ,0,LP,0,6.1,1.7,6.81,0.12,0.13,1.52,-0.89,56.92,170.82,20.898,0,5.5893,6.0645,0,3.31,0,18.03,0,56.9,0,4.98,0,7.68,0,-49.5,1.201,1.22,0
7/6/2018,4:15, ,0,LP,0,6.1,1.9,7.6,0.16,0.17,1.72,-0.85,54.03,162.13,20.848,0,5.6099,6.0932,0,3.32,0,19.98,0,57.8,0,5.07,0,7.68,0,-49.4,1.202,1.258,0
7/6/2018,4:30, ,0,LP,0,6.1,1.93,7.75,0.16,0.17,1.76,-0.85,53.33,160.03,20.832,0,5.7025,6.1957,0,3.38,0,25.04,0,60.9,0,5.34,0,7.68,0,-49.4,1.2,1.299,0
7/6/2018,4:45, ,0,LP,0,6.1,1.8,7.21,0.15,0.16,1.62,-0.86,54.54,163.66,20.805,0,5.7516,6.2526,0,3.42,0,23.82,0,60.7,0,5.33,0,7.68,0,-49.1,1.202,1.347,0
7/6/2018,5:00, ,0,LP,0,6.1,1.92,7.7,0.17,0.18,1.75,-0.84,52.66,158.03,20.748,0,5.8159,6.33,0,3.46,0,27.28,0,62.3,0,5.47,0,7.68,0,-49.1,1.202,1.403,0
7/6/2018,5:15, ,0,LP,0,6.1,1.96,7.85,0.17,0.19,1.78,-0.83,51.5,154.54,20.536,0,5.9272,6.4797,0,3.55,0,24.96,0,60.9,0,5.37,0,7.65,0,-47.5,1.202,1.463,0
7/6/2018,5:30, ,0,LP,0,6.1,1.89,7.58,0.17,0.18,1.71,-0.83,51.99,156.01,20.444,0,5.9681,6.5369,0,3.58,0,23.76,0,61.6,0,5.43,0,7.64,0,-47.1,1.202,1.535,0
7/6/2018,5:45, ,0,LP,0,6.1,1.83,7.32,0.16,0.18,1.65,-0.84,52.47,157.46,20.435,0,5.9758,6.5466,0,3.59,0,22.47,0,59.7,0,5.27,0,7.64,0,-46.9,1.203,1.6,0
7/6/2018,6:00, ,0,LP,0,6.1,1.84,7.37,0.17,0.18,1.66,-0.84,51.77,155.35,20.429,0,5.9905,6.5635,0,3.6,0,25.53,0,61.4,0,5.42,0,7.66,0,-47.9,1.201,1.663,0
7/6/2018,6:15, ,0,LP,0,6.1,1.86,7.43,0.18,0.19,1.68,-0.83,52.81,158.48,20.434,0,5.9926,6.5652,0,3.6,0,32.03,0,61.3,0,5.41,0,7.65,0,-47.6,1.202,1.719,0
7/6/2018,6:30, ,0,LP,0,6.1,1.85,7.4,0.18,0.19,1.67,-0.83,50.44,151.37,20.422,0,6.0029,6.5781,0,3.61,0,30.05,0,64.9,0,5.73,0,7.68,0,-49.1,1.202,1.77,0
7/6/2018,6:45, ,0,LP,0,6.1,1.73,6.94,0.18,0.19,1.56,-0.83,51.87,155.65,20.42,0,6.0183,6.5953,0,3.62,0,31.23,0,62.9,0,5.55,0,7.67,0,-48.6,1.202,1.811,0
7/6/2018,7:00, ,0,LP,0,6.1,1.77,7.11,0.14,0.15,1.6,-0.87,50.12,150.4,20.405,0,6.0284,6.6083,0,3.63,0,27.71,0,65.6,0,5.8,0,7.69,0,-49.6,1.2,1.841,0
7/6/2018,7:15, ,0,LP,0,6.1,1.81,7.26,0.17,0.18,1.64,-0.84,49.41,148.27,20.384,0,6.0446,6.629,0,3.64,0,26.82,0,68.9,0,6.09,0,7.71,0,-51.1,1.202,1.86,0
7/6/2018,7:30, ,0,LP,0,6.1,1.77,7.09,0.17,0.18,1.59,-0.84,49.52,148.61,20.372,0,6.0632,6.6511,0,3.65,0,27.19,0,68.9,0,6.09,0,7.71,0,-51.1,1.201,1.87,0
7/6/2018,7:45, ,0,LP,0,6.1,1.76,7.05,0.2,0.21,1.58,-0.81,49.52,148.61,20.373,0,6.0673,6.6556,0,3.65,0,27.45,0,68.9,0,6.09,0,7.71,0,-51.3,1.202,1.872,0
7/6/2018,8:00, ,0,LP,0,6.1,1.74,6.96,0.17,0.18,1.56,-0.84,49.9,149.74,20.388,0,6.0755,6.6623,0,3.66,0,24.24,0,69.3,0,6.12,0,7.72,0,-51.5,1.202,1.866,0
7/6/2018,8:15, ,0,LP,0,6.1,1.73,6.93,0.16,0.17,1.55,-0.85,49.55,148.69,20.391,0,6.0773,6.6639,0,3.66,0,27.03,0,68.4,0,6.04,0,7.71,0,-51.1,1.202,1.852,0
7/6/2018,8:30, ,0,LP,0,6.1,1.83,7.35,0.18,0.19,1.66,-0.83,49.33,148.04,20.44,0,6.07,6.6492,0,3.65,0,26.38,0,69.5,0,6.14,0,7.72,0,-51.6,1.203,1.826,0
7/6/2018,8:45, ,0,LP,0,6.1,1.83,7.34,0.19,0.2,1.66,-0.82,49.74,149.28,20.473,0,6.0644,6.6384,0,3.64,0,27.88,0,69.6,0,6.13,0,7.72,0,-51.5,1.202,1.789,0
7/6/2018,9:00, ,0,LP,0,6.1,1.81,7.23,0.14,0.15,1.63,-0.87,50.01,150.07,20.47,0,6.0505,6.6235,0,3.63,0,26.69,0,69,0,6.09,0,7.71,0,-51.1,1.2,1.746,0
7/6/2018,9:15, ,0,LP,0,6.1,1.79,7.16,0.18,0.19,1.61,-0.83,50.44,151.36,20.475,0,6.047,6.6191,0,3.63,0,25.97,0,68.8,0,6.07,0,7.71,0,-51.1,1.2,1.686,0
7/6/2018,9:30, ,0,LP,0,6.1,1.89,7.56,0.19,0.2,1.71,-0.82,50.75,152.28,20.485,0,6.0208,6.589,0,3.61,0,27.06,0,67.8,0,5.98,0,7.7,0,-50.5,1.202,1.641,0
7/6/2018,9:45, ,0,LP,0,6.1,1.89,7.58,0.19,0.21,1.72,-0.81,50.15,150.51,20.481,0,6.004,6.5712,0,3.6,0,28.76,0,67.2,0,5.93,0,7.7,0,-50.2,1.202,1.576,0
7/6/2018,10:00, ,0,LP,0,6.1,1.85,7.42,0.18,0.19,1.68,-0.83,50.04,150.18,20.524,0,5.9853,6.5448,0,3.59,0,30.12,0,66,0,5.82,0,7.69,0,-49.7,1.201,1.525,0
7/6/2018,10:15, ,0,LP,0,6.1,1.94,7.75,0.17,0.18,1.76,-0.84,50.26,150.82,20.551,0,5.9723,6.527,0,3.58,0,28,0,65.5,0,5.77,0,7.68,0,-49.6,1.202,1.476,0
7/6/2018,10:30, ,0,LP,0,6.1,1.9,7.6,0.17,0.18,1.72,-0.84,50.43,151.34,20.659,0,5.9114,6.4458,0,3.53,0,31.92,0,64.7,0,5.68,0,7.69,0,-49.7,1.2,1.415,0
7/6/2018,10:45, ,0,LP,0,6.1,1.93,7.75,0.2,0.21,1.76,-0.81,51.14,153.46,20.729,0,5.859,6.3794,0,3.49,0,28.18,0,63.9,0,5.61,0,7.69,0,-49.8,1.202,1.361,0
7/6/2018,11:00, ,0,LP,0,6.1,1.91,7.65,0.19,0.2,1.73,-0.82,50.76,152.32,20.842,0,5.7793,6.2779,0,3.43,0,30.25,0,63.7,0,5.58,0,7.7,0,-50.5,1.202,1.302,0
7/6/2018,11:15, ,0,LP,0,6.1,1.88,7.53,0.17,0.18,1.7,-0.84,50.72,152.2,20.95,0,5.6778,6.1538,0,3.36,0,30.32,0,63.3,0,5.54,0,7.71,0,-51.2,1.203,1.244,0
7/6/2018,11:30, ,0,LP,0,6.1,1.91,7.64,0.17,0.19,1.73,-0.83,50.56,151.74,21.222,0,5.5735,6.0069,0,3.27,0,30.97,0,63.1,0,5.49,0,7.73,0,-52.2,1.2,1.193,0
7/6/2018,11:45, ,0,LP,0,6.1,1.9,7.62,0.19,0.2,1.72,-0.82,50.63,151.93,21.381,0,5.4115,5.8133,0,3.16,0,30.54,0,62.3,0,5.41,0,7.74,0,-53,1.202,1.137,0
7/6/2018,12:00, ,0,LP,0,6.1,1.89,7.56,0.18,0.19,1.71,-0.83,50.59,151.81,21.541,0,5.3008,5.6758,0,3.08,0,30.41,0,62.4,0,5.41,0,7.76,0,-54,1.201,1.084,0
7/6/2018,12:15, ,0,LP,0,6.1,1.91,7.65,0.2,0.21,1.73,-0.81,50.27,150.85,21.605,0,5.1323,5.4882,0,2.97,0,31.66,0,62.1,0,5.38,0,7.78,0,-55.6,1.202,1.042,0
7/6/2018,12:30, ,0,LP,0,6.1,1.95,7.81,0.18,0.19,1.77,-0.83,50.75,152.29,21.665,0,5.0233,5.3651,0,2.9,0,33.34,0,61.8,0,5.35,0,7.8,0,-56.7,1.201,1.001,0
7/6/2018,12:45, ,0,LP,0,6.1,1.98,7.93,0.18,0.19,1.8,-0.83,51.55,154.69,21.661,0,4.8717,5.2035,0,2.81,0,28.39,0,60.5,0,5.24,0,7.82,0,-57.9,1.203,0.962,0
7/6/2018,13:00, ,0,LP,0,6.1,2.04,8.17,0.19,0.2,1.86,-0.82,52.13,156.44,21.749,0,4.7598,5.0749,0,2.73,0,24.98,0,59.5,0,5.15,0,7.85,0,-59.5,1.202,0.931,0
7/6/2018,13:15, ,0,LP,0,6.1,2.08,8.32,0.17,0.18,1.9,-0.84,53.2,159.66,21.782,0,4.6719,4.9778,0,2.68,0,22.68,0,58.4,0,5.05,0,7.88,0,-61.1,1.202,0.905,0
7/6/2018,13:30, ,0,LP,0,6.1,2.05,8.21,0.15,0.16,1.87,-0.86,54.64,163.97,21.814,0,4.5336,4.8274,0,2.59,0,20.56,0,56.9,0,4.92,0,7.92,0,-63.6,1.201,0.885,0
7/6/2018,13:45, ,0,LP,0,6.1,2.01,8.06,0.15,0.16,1.83,-0.86,55.83,167.53,21.748,0,4.4341,4.7278,0,2.53,0,19.86,0,55,0,4.76,0,7.95,0,-65.6,1.203,0.871,0
7/6/2018,14:00, ,0,LP,0,6.1,1.98,7.94,0.15,0.16,1.81,-0.86,55.71,167.18,21.912,0,4.3856,4.6605,0,2.5,0,20.6,0,54.7,0,4.72,0,7.98,0,-67,1.201,0.857,0
7/6/2018,14:15, ,0,LP,0,6.1,2.07,8.29,0.13,0.14,1.89,-0.88,56.91,170.78,22.599,0,4.3731,4.5833,0,2.45,0,19.67,0,55.6,0,4.74,0,8.03,0,-70.4,1.203,0.849,0
