Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,pH,F_pH,pHmV,Turb,F_Turb,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,WiperPosV,Depth,F_Depth
4/14/2018,6:45, ,0,LP,0,5.4,8.08,0,-86.1,36.05,0,15.88,0,1.5176,1.8378,0,0.94,0,66.9,0,6.58,0,35.09,105.26,1.28,5.24,0.45,0.47,1.14,-0.62,1.21,0.929,0
4/14/2018,7:00, ,0,LP,0,5.4,8.11,0,-87.9,33.5,0,15.849,0,1.5005,1.8183,0,0.93,0,67,0,6.6,0,34.48,103.42,1.3,5.29,0.43,0.45,1.15,-0.65,1.203,0.886,0
4/14/2018,7:15, ,0,LP,0,5.4,8.14,0,-89.3,32.31,0,15.81,0,1.4856,1.8019,0,0.92,0,67.1,0,6.61,0,34.2,102.58,1.23,5.01,0.42,0.44,1.08,-0.65,1.213,0.852,0
4/14/2018,7:30, ,0,LP,0,5.4,8.15,0,-90,31.18,0,15.804,0,1.4768,1.7915,0,0.91,0,67.1,0,6.61,0,33.7,101.08,1.23,5.01,0.42,0.44,1.08,-0.65,1.196,0.821,0
4/14/2018,7:45, ,0,LP,0,5.4,8.18,0,-91.6,29.52,0,15.836,0,1.4635,1.774,0,0.9,0,67.7,0,6.67,0,33.11,99.31,1.15,4.69,0.41,0.43,1,-0.66,1.21,0.794,0
4/14/2018,8:00, ,0,LP,0,5.4,8.17,0,-91.4,27.78,0,15.842,0,1.4622,1.7722,0,0.9,0,67.3,0,6.63,0,33.27,99.78,1.17,4.79,0.41,0.44,1.02,-0.66,1.201,0.784,0
4/14/2018,8:15, ,0,LP,0,5.4,8.18,0,-91.6,25.97,0,15.845,0,1.4637,1.7738,0,0.9,0,65.9,0,6.49,0,33.97,101.88,1.18,4.84,0.43,0.45,1.04,-0.64,1.206,0.789,0
4/14/2018,8:30, ,0,LP,0,5.4,8.13,0,-89,27.61,0,15.832,0,1.4656,1.7767,0,0.91,0,57.5,0,5.67,0,35.79,107.35,1.04,4.27,0.38,0.4,0.89,-0.69,1.206,0.813,0
4/14/2018,8:45, ,0,LP,0,5.4,8.13,0,-89.1,36.1,0,15.984,0,1.4805,1.7885,0,0.91,0,61.6,0,6.04,0,33.01,98.99,1.09,4.47,0.41,0.43,0.94,-0.66,1.206,0.857,0
4/14/2018,9:00, ,0,LP,0,5.4,8.14,0,-89.5,31.43,0,16.006,0,1.4916,1.8009,0,0.92,0,67.1,0,6.59,0,33.63,100.86,1.18,4.84,0.39,0.41,1.04,-0.68,1.204,0.915,0
4/14/2018,9:15, ,0,LP,0,5.4,8.11,0,-87.8,29.39,0,15.983,0,1.494,1.8048,0,0.92,0,61.5,0,6.04,0,35.46,106.36,1.13,4.63,0.38,0.4,0.98,-0.69,1.207,0.986,0
4/14/2018,9:30, ,0,LP,0,5.4,8.08,0,-86.3,26.1,0,16.026,0,1.4982,1.808,0,0.92,0,60.6,0,5.94,0,36.24,108.71,0.95,3.92,0.33,0.35,0.81,-0.74,1.196,1.064,0
4/14/2018,9:45, ,0,LP,0,5.4,8.09,0,-86.5,40.55,0,16.161,0,1.5314,1.8425,0,0.94,0,62.8,0,6.14,0,34.25,102.73,1.24,5.06,0.44,0.46,1.09,-0.63,1.213,1.151,0
4/14/2018,10:00, ,0,LP,0,5.4,7.97,0,-79.5,50.53,0,16.258,0,1.6052,1.927,0,0.99,0,63.6,0,6.2,0,36.82,110.43,1.45,5.9,0.45,0.48,1.3,-0.62,1.207,1.243,0
4/14/2018,10:15, ,0,LP,0,5.4,7.87,0,-74.1,50.02,0,16.379,0,1.6681,1.997,0,1.02,0,63.1,0,6.14,0,39.73,119.18,1.3,5.3,0.42,0.44,1.15,-0.65,1.213,1.336,0
4/14/2018,10:30, ,0,LP,0,5.4,7.77,0,-68.3,43.21,0,16.426,0,1.707,2.0412,0,1.05,0,61.2,0,5.95,0,40.61,121.81,1.46,5.96,0.39,0.42,1.32,-0.68,1.208,1.432,0
4/14/2018,10:45, ,0,LP,0,5.4,7.74,0,-66.3,46.59,0,16.496,0,1.7383,2.0754,0,1.07,0,61.8,0,6,0,41.75,125.23,1.42,5.8,0.42,0.44,1.28,-0.65,1.205,1.53,0
4/14/2018,11:00, ,0,LP,0,5.4,7.69,0,-63.7,58.63,0,16.692,0,1.7959,2.1346,0,1.1,0,65.1,0,6.29,0,40.18,120.52,1.58,6.44,0.48,0.51,1.44,-0.59,1.204,1.626,0
4/14/2018,11:15, ,0,LP,0,5.4,7.69,0,-63.6,61.05,0,16.707,0,1.7944,2.1322,0,1.1,0,61.8,0,5.97,0,43.19,129.54,1.54,6.25,0.46,0.49,1.39,-0.61,1.207,1.719,0
4/14/2018,11:30, ,0,LP,0,5.4,7.68,0,-62.8,51.02,0,16.843,0,1.8489,2.1901,0,1.13,0,59.3,0,5.71,0,44.79,134.36,1.46,5.94,0.41,0.44,1.31,-0.66,1.203,1.804,0
4/14/2018,11:45, ,0,LP,0,5.4,7.69,0,-63.6,57.06,0,16.943,0,1.8498,2.1862,0,1.13,0,62.7,0,6.02,0,43.31,129.9,1.62,6.57,0.45,0.47,1.47,-0.62,1.206,1.885,0
4/14/2018,12:00, ,0,LP,0,5.4,7.68,0,-63.3,43.57,0,17.007,0,1.8487,2.1818,0,1.12,0,60.1,0,5.77,0,43.7,131.07,1.53,6.24,0.44,0.46,1.39,-0.63,1.203,1.956,0
4/14/2018,12:15, ,0,LP,0,5.4,7.68,0,-63,47.5,0,17.109,0,1.8497,2.178,0,1.12,0,60.2,0,5.77,0,43.03,129.06,1.54,6.28,0.46,0.48,1.4,-0.61,1.204,2.018,0
4/14/2018,12:30, ,0,LP,0,5.4,7.66,0,-62.2,50.07,0,17.164,0,1.8532,2.1794,0,1.12,0,58,0,5.55,0,43.82,131.42,1.51,6.14,0.44,0.47,1.36,-0.63,1.203,2.069,0
4/14/2018,12:45, ,0,LP,0,5.4,7.68,0,-63,57,0,17.26,0,1.8616,2.1846,0,1.12,0,63,0,6.01,0,41.56,124.65,1.65,6.7,0.48,0.51,1.5,-0.59,1.206,2.108,0
4/14/2018,13:00, ,0,LP,0,5.4,7.65,0,-61.2,42.84,0,17.34,0,1.8763,2.1978,0,1.13,0,56.5,0,5.38,0,43.59,130.75,1.45,5.91,0.39,0.42,1.3,-0.68,1.202,2.137,0
4/14/2018,13:15, ,0,LP,0,5.4,7.66,0,-61.7,49.87,0,17.308,0,1.8732,2.1959,0,1.13,0,56.4,0,5.38,0,42.57,127.69,1.51,6.16,0.44,0.46,1.37,-0.63,1.204,2.156,0
4/14/2018,13:30, ,0,LP,0,5.4,7.67,0,-62.4,52.05,0,17.632,0,1.9076,2.2201,0,1.14,0,64.8,0,6.14,0,41.33,123.97,1.72,6.97,0.43,0.45,1.57,-0.64,1.2,2.162,0
4/14/2018,13:45, ,0,LP,0,5.4,7.66,0,-62.2,54.38,0,17.752,0,1.9222,2.2311,0,1.15,0,64.9,0,6.13,0,41.06,123.17,1.77,7.19,0.49,0.51,1.62,-0.58,1.206,2.152,0
4/14/2018,14:00, ,0,LP,0,5.4,7.65,0,-61.6,51.88,0,17.459,0,1.9108,2.2323,0,1.15,0,62.5,0,5.95,0,42.23,126.66,1.72,6.99,0.44,0.47,1.57,-0.63,1.203,2.127,0
