Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,CablePwrV,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,Sal,F_Sal,fDOMRFU,fDOMQSU,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,WiperPosV,Pressbara,Depth,F_Depth
9/15/2017,6:30, ,0,LP,0,6.2,0,24.42,0,58.2,0,5.19,0,7.62,0,-50.2,19.825,0,6723.3,3.7,0,48.4,145.21,1.72,6.74,0.36,0.37,1.207,0.0814,0.821,0
9/15/2017,6:45, ,0,LP,0,6.1,0,32.1,0,59.9,0,5.34,0,7.61,0,-50,19.943,0,6765.2,3.72,0,46.39,139.16,1.8,7.07,0.37,0.38,1.203,0.0898,0.907,0
9/15/2017,7:00, ,0,LP,0,6.2,0,39.5,0,63.8,0,5.66,0,7.64,0,-51.8,20.145,0,6858.2,3.77,0,43.04,129.13,1.78,7,0.39,0.4,1.204,0.1,1.01,0
9/15/2017,7:15, ,0,LP,0,6.1,0,31.85,0,66.7,0,5.9,0,7.66,0,-53.1,20.272,0,6903.2,3.8,0,42.49,127.47,1.72,6.78,0.37,0.39,1.199,0.1105,1.118,0
9/15/2017,7:30, ,0,LP,0,6.2,0,36.98,0,67.6,0,5.96,0,7.65,0,-52.5,20.343,0,7050.7,3.89,0,40.43,121.29,1.66,6.53,0.34,0.36,1.205,0.1215,1.23,0
9/15/2017,7:45, ,0,LP,0,6.1,0,44.1,0,67.5,0,5.96,0,7.64,0,-51.7,20.36,0,7084.7,3.91,0,40.4,121.21,1.61,6.34,0.4,0.41,1.197,0.1319,1.336,0
9/15/2017,8:00, ,0,LP,0,6.2,0,38.27,0,68.3,0,6.01,0,7.65,0,-52,20.456,0,7091,3.91,0,39.14,117.42,1.54,6.05,0.35,0.37,1.203,0.1422,1.442,0
9/15/2017,8:15, ,0,LP,0,6.1,0,30.19,0,68.7,0,6.03,0,7.65,0,-52.2,20.578,0,7063,3.89,0,39.58,118.76,1.48,5.82,0.31,0.32,1.208,0.1522,1.543,0
9/15/2017,8:30, ,0,LP,0,6.1,0,27.04,0,69.1,0,6.06,0,7.65,0,-52.3,20.68,0,7037.6,3.88,0,39.08,117.26,1.45,5.67,0.28,0.29,1.206,0.1619,1.642,0
9/15/2017,8:45, ,0,LP,0,6.1,0,31.19,0,69.9,0,6.12,0,7.65,0,-52.2,20.758,0,7012.5,3.86,0,39.17,117.52,1.4,5.49,0.26,0.27,1.204,0.1707,1.733,0
9/15/2017,9:00, ,0,LP,0,6.2,0,57.94,0,72.4,0,6.31,0,7.66,0,-52.8,20.965,0,7026.7,3.87,0,36.49,109.49,1.43,5.61,0.32,0.33,1.205,0.1788,1.815,0
9/15/2017,9:15, ,0,LP,0,6.1,0,31.34,0,71.5,0,6.24,0,7.66,0,-52.7,20.951,0,7038.7,3.88,0,37.16,111.48,1.32,5.18,0.3,0.31,1.201,0.186,1.889,0
9/15/2017,9:30, ,0,LP,0,6.2,0,33.74,0,70.9,0,6.18,0,7.65,0,-52.1,21.012,0,7054,3.89,0,36.84,110.54,1.3,5.09,0.3,0.31,1.206,0.1919,1.949,0
9/15/2017,9:45, ,0,LP,0,6.1,0,21.91,0,71.3,0,6.2,0,7.65,0,-52.1,21.068,0,7080.8,3.9,0,37.95,113.86,1.25,4.89,0.28,0.29,1.199,0.197,2,0
9/15/2017,10:00, ,0,LP,0,6.1,0,34.27,0,72.8,0,6.32,0,7.65,0,-52.5,21.175,0,7135.9,3.93,0,35.79,107.38,1.38,5.39,0.31,0.32,1.204,0.201,2.041,0
9/15/2017,10:15, ,0,LP,0,6.1,0,31.29,0,73.3,0,6.36,0,7.66,0,-52.8,21.218,0,7172,3.95,0,36.18,108.56,1.3,5.1,0.25,0.26,1.196,0.2041,2.073,0
9/15/2017,10:30, ,0,LP,0,6.1,0,27.53,0,72.9,0,6.33,0,7.65,0,-52.6,21.127,0,7160.5,3.95,0,36.5,109.51,1.33,5.21,0.28,0.29,1.203,0.2061,2.094,0
9/15/2017,10:45, ,0,LP,0,6.1,0,30.51,0,73.7,0,6.38,0,7.66,0,-53,21.266,0,7261.9,4.01,0,35.79,107.36,1.25,4.88,0.24,0.26,1.198,0.2072,2.105,0
9/15/2017,11:00, ,0,LP,0,6.1,0,23.35,0,71.1,0,6.17,0,7.64,0,-51.8,21.204,0,7232.3,3.99,0,36.58,109.74,1.22,4.76,0.27,0.28,1.204,0.2075,2.108,0
9/15/2017,11:15, ,0,LP,0,6.1,0,21.15,0,74.8,0,6.46,0,7.66,0,-53.2,21.411,0,7291.2,4.02,0,36.11,108.34,1.26,4.93,0.23,0.25,1.197,0.2069,2.102,0
9/15/2017,11:30, ,0,LP,0,6.1,0,24.85,0,74,0,6.4,0,7.65,0,-52.5,21.386,0,7302.4,4.03,0,35.79,107.38,1.25,4.9,0.21,0.23,1.203,0.2057,2.089,0
9/15/2017,11:45, ,0,LP,0,6.1,0,21.97,0,74.9,0,6.47,0,7.66,0,-52.8,21.409,0,7291.3,4.02,0,36.24,108.71,1.32,5.18,0.24,0.25,1.198,0.2039,2.071,0
9/15/2017,12:00, ,0,LP,0,6.1,0,21.09,0,76.1,0,6.55,0,7.67,0,-53.4,21.613,0,7250.1,4,0,36.51,109.54,1.36,5.34,0.22,0.23,1.204,0.2015,2.046,0
9/15/2017,12:15, ,0,LP,0,6.1,0,21.85,0,75.7,0,6.53,0,7.66,0,-53.2,21.501,0,7261.1,4.01,0,36.42,109.27,1.3,5.1,0.22,0.23,1.198,0.1985,2.016,0
9/15/2017,12:30, ,0,LP,0,6.1,0,19.62,0,76.2,0,6.57,0,7.67,0,-53.5,21.538,0,7223.8,3.98,0,36.68,110.05,1.29,5.06,0.24,0.25,1.203,0.1948,1.978,0
9/15/2017,12:45, ,0,LP,0,6.1,0,22.39,0,76.2,0,6.56,0,7.67,0,-53.5,21.613,0,7179.5,3.96,0,36.94,110.82,1.37,5.38,0.22,0.24,1.196,0.1903,1.932,0
9/15/2017,13:00, ,0,LP,0,6.1,0,20.46,0,77.1,0,6.61,0,7.68,0,-53.9,21.831,0,7136.7,3.93,0,37.32,111.97,1.36,5.34,0.26,0.27,1.204,0.185,1.879,0
9/15/2017,13:15, ,0,LP,0,6.1,0,17.8,0,76,0,6.53,0,7.67,0,-53.6,21.726,0,7134.5,3.93,0,37.25,111.76,1.41,5.51,0.24,0.25,1.196,0.179,1.818,0
9/15/2017,13:30, ,0,LP,0,6.1,0,21.34,0,76,0,6.54,0,7.67,0,-53.5,21.675,0,7089.8,3.9,0,37.66,112.98,1.36,5.33,0.26,0.27,1.203,0.1725,1.751,0
9/15/2017,13:45, ,0,LP,0,6.1,0,22.73,0,75.6,0,6.5,0,7.67,0,-53.5,21.715,0,7054,3.88,0,38,114.02,1.38,5.41,0.22,0.23,1.197,0.1658,1.683,0
9/15/2017,14:00, ,0,LP,0,6.1,0,21.88,0,74.8,0,6.44,0,7.67,0,-53.4,21.668,0,7047.6,3.88,0,38.61,115.82,1.42,5.55,0.25,0.26,1.205,0.1588,1.612,0
9/15/2017,14:15, ,0,LP,0,6.1,0,24.01,0,73.7,0,6.37,0,7.66,0,-53,21.509,0,7043.3,3.88,0,38.96,116.89,1.44,5.63,0.28,0.29,1.208,0.152,1.542,0
9/15/2017,14:30, ,0,LP,0,6.1,0,23.47,0,73.5,0,6.34,0,7.66,0,-53,21.505,0,7050.5,3.88,0,39.24,117.74,1.46,5.72,0.32,0.33,1.205,0.145,1.47,0
9/15/2017,14:45, ,0,LP,0,6.1,0,25.21,0,73.1,0,6.31,0,7.66,0,-52.8,21.441,0,7061.8,3.89,0,39.84,119.54,1.51,5.91,0.29,0.31,1.204,0.1383,1.402,0
9/15/2017,15:00, ,0,LP,0,6.1,0,25.06,0,72.3,0,6.26,0,7.65,0,-52.6,21.375,0,7065.7,3.89,0,40.35,121.04,1.46,5.74,0.27,0.29,1.206,0.1322,1.339,0
9/15/2017,15:15, ,0,LP,0,6.1,0,22.99,0,71.8,0,6.22,0,7.65,0,-52.4,21.324,0,7065.2,3.89,0,40.77,122.32,1.55,6.08,0.28,0.3,1.199,0.1267,1.283,0
9/15/2017,15:30, ,0,LP,0,6.1,0,28.11,0,71.8,0,6.22,0,7.65,0,-52.4,21.315,0,7058.8,3.89,0,41.13,123.41,1.62,6.38,0.31,0.32,1.204,0.1222,1.237,0
9/15/2017,15:45, ,0,LP,0,6.1,0,26.37,0,71.6,0,6.2,0,7.65,0,-52.3,21.328,0,7050.1,3.88,0,41.69,125.09,1.68,6.6,0.34,0.35,1.198,0.1189,1.203,0
9/15/2017,16:00, ,0,LP,0,6.1,0,23.16,0,71.6,0,6.2,0,7.65,0,-52.2,21.348,0,7040,3.88,0,41.77,125.32,1.74,6.83,0.31,0.32,1.204,0.1168,1.183,0
9/15/2017,16:15, ,0,LP,0,6.1,0,27.4,0,71.3,0,6.17,0,7.64,0,-52,21.357,0,7029.9,3.87,0,42.12,126.35,1.74,6.84,0.34,0.35,1.196,0.1158,1.172,0
9/15/2017,16:30, ,0,LP,0,6.1,0,20.39,0,69.1,0,5.98,0,7.64,0,-51.5,21.375,0,7027.5,3.87,0,43.07,129.23,1.38,5.4,0.25,0.26,1.203,0.1165,1.179,0
9/15/2017,16:45, ,0,LP,0,6.1,0,30.3,0,69.9,0,6.04,0,7.64,0,-51.6,21.389,0,7027.6,3.87,0,41.23,123.68,1.61,6.33,0.34,0.35,1.196,0.1179,1.193,0
9/15/2017,17:00, ,0,LP,0,6.1,0,26.14,0,68.3,0,5.9,0,7.63,0,-51.1,21.389,0,7029.4,3.87,0,43.07,129.23,1.56,6.14,0.27,0.28,1.204,0.121,1.225,0
9/15/2017,17:15, ,0,LP,0,6.1,0,21.34,0,69.8,0,6.04,0,7.64,0,-52,21.387,0,7037,3.87,0,43.95,131.85,1.54,6.05,0.27,0.28,1.199,0.1256,1.272,0
