Station_Code,DateTimeStamp,Historical,ProvisionalPlus,Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb
sfbfmwq,4/13/2018 7:00,0,1,14.3,2.63,1.4,62.8,6.4,1.27,1.11,7.5,101
sfbfmwq,4/13/2018 7:15,0,1,14.2,2.63,1.4,56.5,5.8,1.27,1.11,7.4,74
sfbfmwq,4/13/2018 7:30,0,1,14.2,2.65,1.4,53.9,5.5,1.27,1.1,7.4,80
sfbfmwq,4/13/2018 7:45,0,1,14.3,2.61,1.4,58.4,5.9,1.28,1.11,7.4,82
sfbfmwq,4/13/2018 8:00,0,1,14.7,2.49,1.3,62.9,6.3,1.32,1.15,7.5,78
sfbfmwq,4/13/2018 8:15,0,1,14.7,2.46,1.3,64,6.4,1.37,1.2,7.5,83
sfbfmwq,4/13/2018 8:30,0,1,14.8,2.46,1.3,64.9,6.5,1.43,1.26,7.5,83
sfbfmwq,4/13/2018 8:45,0,1,15.7,2.35,1.2,64.7,6.4,1.5,1.33,7.5,76
sfbfmwq,4/13/2018 9:00,0,1,16.2,2.32,1.2,63.9,6.3,1.58,1.41,7.5,74
sfbfmwq,4/13/2018 9:15,0,1,16.4,2.33,1.2,64.1,6.2,1.66,1.49,7.5,71
sfbfmwq,4/13/2018 9:30,0,1,16.5,2.39,1.2,64.1,6.2,1.75,1.58,7.5,70
sfbfmwq,4/13/2018 9:45,0,1,16.4,2.42,1.3,64.4,6.3,1.84,1.67,7.5,72
sfbfmwq,4/13/2018 10:00,0,1,15.8,2.43,1.3,64.4,6.3,1.93,1.76,7.5,80
sfbfmwq,4/13/2018 10:15,0,1,15.8,2.41,1.3,66,6.5,2.02,1.85,7.5,79
sfbfmwq,4/13/2018 10:30,0,1,15.6,2.33,1.2,64.9,6.4,2.1,1.93,7.5,79
sfbfmwq,4/13/2018 10:45,0,1,15.6,2.26,1.2,70.5,7,2.17,2,7.5,104
sfbfmwq,4/13/2018 11:00,0,1,15.7,2.05,1.1,76.3,7.5,2.24,2.07,7.4,113
sfbfmwq,4/13/2018 11:15,0,1,15.9,1.77,0.9,79.5,7.8,2.3,2.13,7.4,114
sfbfmwq,4/13/2018 11:30,0,1,15.9,1.7,0.9,81.2,8,2.35,2.18,7.4,109
sfbfmwq,4/13/2018 11:45,0,1,16,1.59,0.8,82.9,8.1,2.39,2.23,7.3,114
sfbfmwq,4/13/2018 12:00,0,1,16.1,1.5,0.8,83.7,8.2,2.42,2.26,7.3,92
sfbfmwq,4/13/2018 12:15,0,1,16.1,1.45,0.7,84.1,8.2,2.44,2.28,7.3,92
sfbfmwq,4/13/2018 12:30,0,1,16.1,1.43,0.7,79.1,7.8,2.45,2.29,7.3,80
sfbfmwq,4/13/2018 12:45,0,1,16.1,1.48,0.8,82.3,8.1,2.44,2.28,7.3,87
sfbfmwq,4/13/2018 13:00,0,1,16.1,1.62,0.8,81.7,8,2.42,2.26,7.3,91
sfbfmwq,4/13/2018 13:15,0,1,16.1,1.8,0.9,78.9,7.7,2.39,2.23,7.4,85
sfbfmwq,4/13/2018 13:30,0,1,16,2.05,1.1,74.7,7.3,2.35,2.19,7.4,81
sfbfmwq,4/13/2018 13:45,0,1,16.1,2.06,1.1,74.5,7.3,2.3,2.15,7.4,80
sfbfmwq,4/13/2018 14:00,0,1,16.3,2.14,1.1,73.2,7.1,2.24,2.09,7.4,78
sfbfmwq,4/13/2018 14:15,0,1,16.6,2.11,1.1,75,7.3,2.17,2.02,7.5,81
sfbfmwq,4/13/2018 14:30,0,1,17.4,2.3,1.2,72.8,6.9,2.09,1.94,7.5,72
sfbfmwq,4/13/2018 14:45,0,1,17.2,2.37,1.2,68.5,6.6,2.02,1.88,7.5,70
sfbfmwq,4/13/2018 15:00,0,1,17.1,2.39,1.2,67.2,6.4,1.94,1.8,7.5,74
sfbfmwq,4/13/2018 15:15,0,1,17.4,2.4,1.2,67.9,6.5,1.87,1.73,7.5,71
sfbfmwq,4/13/2018 15:30,0,1,17.8,2.4,1.2,67.9,6.4,1.79,1.65,7.5,69
sfbfmwq,4/13/2018 15:45,0,1,18,2.39,1.2,68.1,6.4,1.72,1.58,7.5,71
sfbfmwq,4/13/2018 16:00,0,1,18.2,2.39,1.2,68.9,6.5,1.65,1.51,7.5,72
sfbfmwq,4/13/2018 16:15,0,1,18.4,2.41,1.3,70.2,6.6,1.59,1.45,7.5,73
sfbfmwq,4/13/2018 16:30,0,1,18.4,2.44,1.3,71.4,6.7,1.53,1.39,7.5,76
sfbfmwq,4/13/2018 16:45,0,1,18.2,2.49,1.3,71.8,6.7,1.47,1.33,7.5,81
sfbfmwq,4/13/2018 17:00,0,1,18.2,2.53,1.3,72.5,6.8,1.41,1.27,7.5,83
sfbfmwq,4/13/2018 17:15,0,1,18.1,2.57,1.3,73.1,6.9,1.36,1.22,7.5,88
sfbfmwq,4/13/2018 17:30,0,1,18,2.62,1.4,73.1,6.9,1.3,1.17,7.5,93
sfbfmwq,4/13/2018 17:45,0,1,17.9,2.64,1.4,73,6.9,1.26,1.13,7.5,97
sfbfmwq,4/13/2018 18:00,0,1,17.8,2.69,1.4,73.5,6.9,1.21,1.08,7.5,100
sfbfmwq,4/13/2018 18:15,0,1,17.7,2.76,1.4,73.1,6.9,1.17,1.04,7.5,100
sfbfmwq,4/13/2018 18:30,0,1,17.6,2.77,1.4,72,6.8,1.14,1.01,7.5,100
sfbfmwq,4/13/2018 18:45,0,1,17.5,2.81,1.5,72.8,6.9,1.11,0.98,7.5,97
sfbfmwq,4/13/2018 19:00,0,1,17.4,2.84,1.5,70.7,6.7,1.08,0.95,7.5,100
sfbfmwq,4/13/2018 19:15,0,1,17.4,2.85,1.5,64,6.1,1.07,0.93,7.4,87
sfbfmwq,4/13/2018 19:30,0,1,17.4,2.84,1.5,57.3,5.5,1.07,0.93,7.4,83
sfbfmwq,4/13/2018 19:45,0,1,17.4,2.85,1.5,62.1,5.9,1.08,0.94,7.4,87
sfbfmwq,4/13/2018 20:00,0,1,17.5,2.75,1.4,69.3,6.6,1.12,0.98,7.5,91
sfbfmwq,4/13/2018 20:15,0,1,17.5,2.68,1.4,71.3,6.8,1.16,1.02,7.5,89
sfbfmwq,4/13/2018 20:30,0,1,17.4,2.65,1.4,71.8,6.8,1.23,1.09,7.5,88
sfbfmwq,4/13/2018 20:45,0,1,17.4,2.57,1.3,72.5,6.9,1.29,1.15,7.5,82
sfbfmwq,4/13/2018 21:00,0,1,17.3,2.34,1.2,67.9,6.5,1.38,1.24,7.5,73
sfbfmwq,4/13/2018 21:15,0,1,17.2,2.28,1.2,64.9,6.2,1.47,1.33,7.5,75
sfbfmwq,4/13/2018 21:30,0,1,17.2,2.31,1.2,64.3,6.2,1.56,1.42,7.5,89
sfbfmwq,4/13/2018 21:45,0,1,17.1,2.35,1.2,64,6.1,1.66,1.52,7.5,80
sfbfmwq,4/13/2018 22:00,0,1,17.1,2.35,1.2,63,6,1.75,1.61,7.5,75
sfbfmwq,4/13/2018 22:15,0,1,17.2,2.5,1.3,68.6,6.6,1.85,1.71,7.5,80
sfbfmwq,4/13/2018 22:30,0,1,17.5,2.5,1.3,68.7,6.5,1.95,1.81,7.5,87
sfbfmwq,4/13/2018 22:45,0,1,17.6,2.4,1.2,67.5,6.4,2.04,1.9,7.5,98
sfbfmwq,4/13/2018 23:00,0,1,17.1,2.35,1.2,71.4,6.8,2.13,1.99,7.4,106
sfbfmwq,4/13/2018 23:15,0,1,17,2.01,1,79.6,7.7,2.21,2.07,7.4,124
sfbfmwq,4/13/2018 23:30,0,1,16.9,1.71,0.9,83.6,8.1,2.29,2.15,7.4,147
sfbfmwq,4/13/2018 23:45,0,1,16.9,1.53,0.8,84.8,8.2,2.36,2.22,7.3,133
sfbfmwq,4/14/2018 0:00,0,1,16.8,1.45,0.7,85.6,8.3,2.41,2.27,7.3,118
sfbfmwq,4/14/2018 0:15,0,1,16.8,1.37,0.7,86.9,8.4,2.46,2.32,7.3,105
sfbfmwq,4/14/2018 0:30,0,1,16.7,1.31,0.7,86.7,8.4,2.5,2.36,7.3,96
sfbfmwq,4/14/2018 0:45,0,1,16.7,1.29,0.7,84.9,8.2,2.52,2.38,7.3,85
sfbfmwq,4/14/2018 1:00,0,1,16.6,1.27,0.6,85.5,8.3,2.54,2.4,7.3,81
sfbfmwq,4/14/2018 1:15,0,1,16.6,1.27,0.6,83.3,8.1,2.54,2.4,7.3,73
sfbfmwq,4/14/2018 1:30,0,1,16.6,1.29,0.7,84.7,8.2,2.52,2.39,7.3,85
sfbfmwq,4/14/2018 1:45,0,1,16.6,1.33,0.7,84.6,8.2,2.5,2.37,7.3,84
sfbfmwq,4/14/2018 2:00,0,1,16.7,1.43,0.7,84.1,8.2,2.46,2.33,7.3,80
sfbfmwq,4/14/2018 2:15,0,1,16.7,1.57,0.8,81.9,7.9,2.42,2.29,7.3,79
sfbfmwq,4/14/2018 2:30,0,1,16.7,1.73,0.9,80,7.7,2.36,2.23,7.4,79
sfbfmwq,4/14/2018 2:45,0,1,16.8,1.89,1,77.5,7.5,2.29,2.16,7.4,75
sfbfmwq,4/14/2018 3:00,0,1,16.8,2.07,1.1,74.3,7.2,2.21,2.08,7.4,80
sfbfmwq,4/14/2018 3:15,0,1,16.5,2.06,1.1,74.8,7.3,2.13,2,7.4,75
sfbfmwq,4/14/2018 3:30,0,1,16.7,2.28,1.2,69.4,6.7,2.05,1.92,7.4,73
sfbfmwq,4/14/2018 3:45,0,1,16.8,2.38,1.2,66.7,6.4,1.97,1.84,7.5,71
sfbfmwq,4/14/2018 4:00,0,1,16.6,2.43,1.3,65.1,6.3,1.89,1.76,7.5,73
sfbfmwq,4/14/2018 4:15,0,1,16.6,2.43,1.3,64.2,6.2,1.81,1.68,7.5,73
sfbfmwq,4/14/2018 4:30,0,1,16.5,2.4,1.2,62.9,6.1,1.73,1.6,7.5,73
sfbfmwq,4/14/2018 4:45,0,1,16.3,2.38,1.2,62.1,6,1.66,1.53,7.5,73
sfbfmwq,4/14/2018 5:00,0,1,16.2,2.39,1.2,61.8,6,1.6,1.47,7.5,75
sfbfmwq,4/14/2018 5:15,0,1,16.2,2.4,1.2,61.6,6,1.54,1.41,7.5,78
sfbfmwq,4/14/2018 5:30,0,1,16.1,2.42,1.3,61.5,6,1.48,1.35,7.5,86
sfbfmwq,4/14/2018 5:45,0,1,16,2.46,1.3,61.5,6,1.42,1.29,7.5,86
sfbfmwq,4/14/2018 6:00,0,1,15.9,2.5,1.3,61.7,6.1,1.37,1.24,7.5,88
sfbfmwq,4/14/2018 6:15,0,1,15.8,2.55,1.3,61.7,6.1,1.32,1.19,7.5,92
sfbfmwq,4/14/2018 6:30,0,1,15.7,2.58,1.3,61.8,6.1,1.29,1.16,7.5,93
sfbfmwq,4/14/2018 6:45,0,1,15.7,2.61,1.4,61.6,6.1,1.25,1.12,7.5,93
sfbfmwq,4/14/2018 7:00,0,1,15.7,2.64,1.4,61.6,6.1,1.21,1.08,7.5,100
sfbfmwq,4/14/2018 7:15,0,1,15.7,2.67,1.4,60.7,6,1.18,1.05,7.4,93
sfbfmwq,4/14/2018 7:30,0,1,15.7,2.7,1.4,60.2,5.9,1.15,1.02,7.5,97
sfbfmwq,4/14/2018 7:45,0,1,15.7,2.72,1.4,60.2,5.9,1.14,1.01,7.4,96
sfbfmwq,4/14/2018 8:00,0,1,15.7,2.73,1.4,55.1,5.4,1.13,1,7.4,92
sfbfmwq,4/14/2018 8:15,0,1,15.7,2.72,1.4,59.3,5.8,1.15,1.02,7.4,98
sfbfmwq,4/14/2018 8:30,0,1,15.9,2.59,1.4,59.8,5.9,1.18,1.05,7.5,87
sfbfmwq,4/14/2018 8:45,0,1,16.1,2.51,1.3,62.2,6.1,1.23,1.1,7.5,89
sfbfmwq,4/14/2018 9:00,0,1,16.2,2.53,1.3,62.5,6.1,1.28,1.15,7.5,95
sfbfmwq,4/14/2018 9:15,0,1,16.3,2.53,1.3,63.1,6.1,1.35,1.22,7.5,91
sfbfmwq,4/14/2018 9:30,0,1,16.7,2.4,1.2,62.5,6,1.43,1.3,7.5,87
sfbfmwq,4/14/2018 9:45,0,1,17,2.34,1.2,62.2,6,1.53,1.4,7.5,176
sfbfmwq,4/14/2018 10:00,0,1,17.2,2.39,1.2,61.9,5.9,1.62,1.49,7.5,123
sfbfmwq,4/14/2018 10:15,0,1,17.2,2.43,1.3,61.7,5.9,1.71,1.58,7.5,97
sfbfmwq,4/14/2018 10:30,0,1,17.3,2.45,1.3,62.6,6,1.81,1.68,7.5,88
sfbfmwq,4/14/2018 10:45,0,1,17.1,2.44,1.3,62.7,6,1.91,1.79,7.5,100
sfbfmwq,4/14/2018 11:00,0,1,17,2.37,1.2,63.3,6.1,1.99,1.87,7.5,122
sfbfmwq,4/14/2018 11:15,0,1,17.1,2.32,1.2,68.7,6.6,2.08,1.96,7.4,127
sfbfmwq,4/14/2018 11:30,0,1,17.1,2.01,1,75.8,7.3,2.16,2.04,7.4,137
sfbfmwq,4/14/2018 11:45,0,1,17,1.61,0.8,81.5,7.8,2.23,2.11,7.3,150
sfbfmwq,4/14/2018 12:00,0,1,17,1.47,0.7,83.5,8,2.3,2.19,7.3,149
sfbfmwq,4/14/2018 12:15,0,1,17,1.36,0.7,85.4,8.2,2.35,2.24,7.3,123
sfbfmwq,4/14/2018 12:30,0,1,17,1.29,0.7,86,8.3,2.39,2.28,7.3,107
sfbfmwq,4/14/2018 12:45,0,1,17,1.25,0.6,86.2,8.3,2.43,2.32,7.3,105
sfbfmwq,4/14/2018 13:00,0,1,17,1.21,0.6,87.6,8.4,2.45,2.35,7.3,92
sfbfmwq,4/14/2018 13:15,0,1,17,1.2,0.6,82.5,7.9,2.46,2.36,7.2,76
sfbfmwq,4/14/2018 13:30,0,1,17,1.21,0.6,82,7.9,2.45,2.35,7.2,83
sfbfmwq,4/14/2018 13:45,0,1,17,1.23,0.6,84.2,8.1,2.43,2.34,7.3,100
sfbfmwq,4/14/2018 14:00,0,1,17.1,1.34,0.7,84.6,8.1,2.4,2.31,7.3,89
sfbfmwq,4/14/2018 14:15,0,1,17.2,1.53,0.8,81.1,7.8,2.36,2.27,7.3,90
sfbfmwq,4/14/2018 14:30,0,1,17.2,1.68,0.9,79.1,7.6,2.31,2.22,7.3,92
sfbfmwq,4/14/2018 14:45,0,1,17.4,1.9,1,75.5,7.2,2.25,2.16,7.4,89
sfbfmwq,4/14/2018 15:00,0,1,17.6,2.04,1,73.1,6.9,2.17,2.09,7.4,89
sfbfmwq,4/14/2018 15:15,0,1,17.8,2.12,1.1,72,6.8,2.1,2.02,7.4,88
sfbfmwq,4/14/2018 15:30,0,1,18.3,2.18,1.1,72.5,6.8,2.01,1.93,7.4,84
sfbfmwq,4/14/2018 15:45,0,1,18.8,2.29,1.2,71.9,6.7,1.93,1.86,7.5,82
sfbfmwq,4/14/2018 16:00,0,1,18.3,2.37,1.2,66.1,6.2,1.85,1.78,7.5,85
sfbfmwq,4/14/2018 16:15,0,1,18.5,2.39,1.2,66.9,6.2,1.77,1.7,7.5,81
sfbfmwq,4/14/2018 16:30,0,1,18.8,2.4,1.2,67.3,6.2,1.7,1.63,7.5,81
sfbfmwq,4/14/2018 16:45,0,1,19.1,2.41,1.2,67.7,6.2,1.62,1.55,7.5,84
sfbfmwq,4/14/2018 17:00,0,1,19.3,2.43,1.3,68.3,6.3,1.55,1.48,7.5,87
sfbfmwq,4/14/2018 17:15,0,1,19.3,2.46,1.3,68.9,6.3,1.48,1.41,7.5,91
sfbfmwq,4/14/2018 17:30,0,1,19.4,2.49,1.3,69.4,6.4,1.42,1.35,7.5,98
sfbfmwq,4/14/2018 17:45,0,1,19.3,2.51,1.3,69.9,6.4,1.36,1.29,7.5,96
sfbfmwq,4/14/2018 18:00,0,1,19.3,2.55,1.3,69.8,6.4,1.31,1.24,7.5,101
sfbfmwq,4/14/2018 18:15,0,1,19.2,2.59,1.3,70.5,6.5,1.26,1.2,7.5,96
sfbfmwq,4/14/2018 18:30,0,1,19.2,2.62,1.4,70.3,6.5,1.22,1.16,7.5,97
sfbfmwq,4/14/2018 18:45,0,1,19,2.64,1.4,69.5,6.4,1.19,1.13,7.5,102
sfbfmwq,4/14/2018 19:00,0,1,18.9,2.67,1.4,69.5,6.4,1.16,1.1,7.5,102
sfbfmwq,4/14/2018 19:15,0,1,18.8,2.68,1.4,67.9,6.3,1.13,1.07,7.5,101
sfbfmwq,4/14/2018 19:30,0,1,18.7,2.68,1.4,68.3,6.3,1.11,1.05,7.5,102
sfbfmwq,4/14/2018 19:45,0,1,18.6,2.72,1.4,67.1,6.2,1.1,1.04,7.5,98
sfbfmwq,4/14/2018 20:00,0,1,18.6,2.72,1.4,59.3,5.5,1.11,1.05,7.4,92
sfbfmwq,4/14/2018 20:15,0,1,18.5,2.63,1.4,70,6.5,1.13,1.07,7.5,96
sfbfmwq,4/14/2018 20:30,0,1,18.4,2.55,1.3,70.4,6.6,1.17,1.11,7.5,93
sfbfmwq,4/14/2018 20:45,0,1,18.2,2.46,1.3,70.7,6.6,1.19,1.13,7.5,94
sfbfmwq,4/14/2018 21:00,0,1,18.2,2.51,1.3,70.3,6.6,1.25,1.19,7.5,91
sfbfmwq,4/14/2018 21:15,0,1,17.9,2.35,1.2,74.3,7,1.32,1.26,7.5,93
sfbfmwq,4/14/2018 21:30,0,1,17.7,2.35,1.2,64.4,6.1,1.4,1.34,7.5,84
sfbfmwq,4/14/2018 21:45,0,1,17.6,2.38,1.2,64.3,6.1,1.49,1.43,7.5,107
sfbfmwq,4/14/2018 22:00,0,1,17.6,2.46,1.3,63.4,6,1.6,1.54,7.5,100
sfbfmwq,4/14/2018 22:15,0,1,17.5,2.49,1.3,63.1,6,1.69,1.63,7.5,84
sfbfmwq,4/14/2018 22:30,0,1,17.5,2.45,1.3,62.5,5.9,1.79,1.73,7.5,89
sfbfmwq,4/14/2018 22:45,0,1,17.5,2.4,1.2,67.8,6.4,1.89,1.83,7.5,81
sfbfmwq,4/14/2018 23:00,0,1,17.9,2.45,1.3,68.3,6.4,1.99,1.94,7.5,87
sfbfmwq,4/14/2018 23:15,0,1,18.1,2.41,1.3,67.8,6.4,2.09,2.04,7.5,96
sfbfmwq,4/14/2018 23:30,0,1,17.8,2.31,1.2,69.8,6.6,2.18,2.13,7.4,114
sfbfmwq,4/14/2018 23:45,0,1,17.5,1.86,1,79.6,7.6,2.27,2.22,7.4,123
sfbfmwq,4/15/2018 0:00,0,1,17.3,1.51,0.8,84,8,2.35,2.3,7.3,132
sfbfmwq,4/15/2018 0:15,0,1,17.2,1.36,0.7,85.5,8.2,2.42,2.37,7.3,127
sfbfmwq,4/15/2018 0:30,0,1,17.1,1.29,0.6,85.8,8.2,2.47,2.42,7.3,107
sfbfmwq,4/15/2018 0:45,0,1,17,1.21,0.6,86.9,8.4,2.52,2.47,7.3,99
sfbfmwq,4/15/2018 1:00,0,1,17,1.18,0.6,87,8.4,2.56,2.51,7.2,84
sfbfmwq,4/15/2018 1:15,0,1,16.9,1.17,0.6,86.7,8.4,2.58,2.53,7.2,78
sfbfmwq,4/15/2018 1:30,0,1,16.9,1.17,0.6,85.9,8.3,2.59,2.54,7.2,69
sfbfmwq,4/15/2018 1:45,0,1,16.9,1.15,0.6,78.5,7.6,2.59,2.55,7.2,68
sfbfmwq,4/15/2018 2:00,0,1,16.9,1.15,0.6,84,8.1,2.58,2.54,7.2,76
sfbfmwq,4/15/2018 2:15,0,1,16.9,1.18,0.6,86.5,8.4,2.56,2.52,7.2,71
sfbfmwq,4/15/2018 2:30,0,1,16.8,1.21,0.6,86.4,8.4,2.53,2.49,7.3,76
sfbfmwq,4/15/2018 2:45,0,1,16.9,1.31,0.7,85.8,8.3,2.48,2.44,7.3,74
sfbfmwq,4/15/2018 3:00,0,1,16.9,1.4,0.7,84.5,8.2,2.42,2.38,7.3,77
sfbfmwq,4/15/2018 3:15,0,1,16.9,1.57,0.8,82.4,7.9,2.34,2.3,7.3,74
sfbfmwq,4/15/2018 3:30,0,1,17,1.83,0.9,78.2,7.5,2.26,2.22,7.4,72
sfbfmwq,4/15/2018 3:45,0,1,17.1,2.04,1.1,73.6,7.1,2.18,2.14,7.4,75
sfbfmwq,4/15/2018 4:00,0,1,17.1,2.22,1.1,70.6,6.8,2.09,2.05,7.5,74
sfbfmwq,4/15/2018 4:15,0,1,17,2.33,1.2,68.6,6.6,1.99,1.96,7.5,75
sfbfmwq,4/15/2018 4:30,0,1,16.9,2.39,1.2,66.8,6.4,1.89,1.86,7.5,75
sfbfmwq,4/15/2018 4:45,0,1,16.7,2.42,1.3,65.2,6.3,1.81,1.78,7.5,77
sfbfmwq,4/15/2018 5:00,0,1,16.6,2.43,1.3,64.4,6.2,1.72,1.69,7.5,78
sfbfmwq,4/15/2018 5:15,0,1,16.6,2.45,1.3,63.6,6.2,1.64,1.61,7.5,79
sfbfmwq,4/15/2018 5:30,0,1,16.5,2.46,1.3,63,6.1,1.56,1.53,7.5,82
sfbfmwq,4/15/2018 5:45,0,1,16.4,2.46,1.3,62.7,6.1,1.49,1.46,7.5,85
sfbfmwq,4/15/2018 6:00,0,1,16.3,2.46,1.3,62.8,6.1,1.42,1.39,7.5,90
sfbfmwq,4/15/2018 6:15,0,1,16.3,2.48,1.3,62.9,6.1,1.35,1.32,7.5,96
sfbfmwq,4/15/2018 6:30,0,1,16.2,2.51,1.3,62.9,6.1,1.3,1.27,7.5,100
sfbfmwq,4/15/2018 6:45,0,1,16.2,2.54,1.3,63,6.1,1.25,1.22,7.5,101
sfbfmwq,4/15/2018 7:00,0,1,16.1,2.58,1.3,62.7,6.1,1.21,1.18,7.5,96
sfbfmwq,4/15/2018 7:15,0,1,16.1,2.6,1.4,62.9,6.2,1.16,1.13,7.5,102
sfbfmwq,4/15/2018 7:30,0,1,16,2.63,1.4,63.4,6.2,1.12,1.09,7.5,115
sfbfmwq,4/15/2018 7:45,0,1,16,2.66,1.4,63.9,6.3,1.09,1.06,7.5,130
sfbfmwq,4/15/2018 8:00,0,1,16,2.69,1.4,64.3,6.3,1.06,1.03,7.5,128
sfbfmwq,4/15/2018 8:15,0,1,16,2.7,1.4,63.6,6.2,1.05,1.02,7.5,125
sfbfmwq,4/15/2018 8:30,0,1,16.1,2.69,1.4,55.3,5.4,1.05,1.02,7.4,99
sfbfmwq,4/15/2018 8:45,0,1,16.2,2.63,1.4,62.8,6.1,1.06,1.03,7.5,104
sfbfmwq,4/15/2018 9:00,0,1,16.3,2.61,1.4,66.5,6.5,1.09,1.06,7.5,106
sfbfmwq,4/15/2018 9:15,0,1,16.4,2.53,1.3,68.3,6.6,1.13,1.1,7.5,104
sfbfmwq,4/15/2018 9:30,0,1,16.5,2.51,1.3,69.3,6.7,1.18,1.15,7.5,97
sfbfmwq,4/15/2018 9:45,0,1,16.8,2.49,1.3,68.7,6.6,1.24,1.21,7.5,96
sfbfmwq,4/15/2018 10:00,0,1,17.3,2.41,1.3,64.7,6.2,1.34,1.31,7.5,96
sfbfmwq,4/15/2018 10:15,0,1,17.4,2.43,1.3,64.8,6.2,1.43,1.41,7.5,134
sfbfmwq,4/15/2018 10:30,0,1,17.4,2.47,1.3,64.4,6.1,1.52,1.5,7.5,112
sfbfmwq,4/15/2018 10:45,0,1,17.4,2.52,1.3,64.7,6.2,1.62,1.6,7.5,94
sfbfmwq,4/15/2018 11:00,0,1,17.5,2.53,1.3,64.5,6.1,1.71,1.69,7.5,88
sfbfmwq,4/15/2018 11:15,0,1,17.6,2.5,1.3,63.2,6,1.82,1.8,7.5,84
sfbfmwq,4/15/2018 11:30,0,1,17.5,2.51,1.3,66.8,6.4,1.91,1.9,7.5,84
sfbfmwq,4/15/2018 11:45,0,1,17.3,2.51,1.3,67.6,6.4,2.01,2,7.5,92
sfbfmwq,4/15/2018 12:00,0,1,17.1,2.44,1.3,68.2,6.5,2.1,2.09,7.5,103
sfbfmwq,4/15/2018 12:15,0,1,17.3,2.37,1.2,69.4,6.6,2.19,2.18,7.5,117
sfbfmwq,4/15/2018 12:30,0,1,17.4,2.06,1.1,76.6,7.3,2.26,2.25,7.5,118
sfbfmwq,4/15/2018 12:45,0,1,17.2,1.6,0.8,82.4,7.9,2.33,2.33,7.4,121
sfbfmwq,4/15/2018 13:00,0,1,17.1,1.42,0.7,84.9,8.2,2.39,2.39,7.3,112
sfbfmwq,4/15/2018 13:15,0,1,17.1,1.34,0.7,85.3,8.2,2.43,2.43,7.3,94
sfbfmwq,4/15/2018 13:30,0,1,17.1,1.3,0.7,85.7,8.2,2.47,2.47,7.3,90
sfbfmwq,4/15/2018 13:45,0,1,17.2,1.33,0.7,85.2,8.2,2.5,2.5,7.3,81
sfbfmwq,4/15/2018 14:00,0,1,17.3,1.47,0.7,82.6,7.9,2.52,2.52,7.3,81
sfbfmwq,4/15/2018 14:15,0,1,17.3,1.53,0.8,71.1,6.8,2.53,2.54,7.3,75
sfbfmwq,4/15/2018 14:30,0,1,17.2,1.39,0.7,83.8,8,2.52,2.53,7.3,79
sfbfmwq,4/15/2018 14:45,0,1,17.3,1.34,0.7,85.5,8.2,2.51,2.52,7.3,78
sfbfmwq,4/15/2018 15:00,0,1,17.3,1.39,0.7,85.7,8.2,2.48,2.49,7.3,77
sfbfmwq,4/15/2018 15:15,0,1,17.3,1.46,0.7,85.5,8.2,2.44,2.45,7.4,77
sfbfmwq,4/15/2018 15:30,0,1,17.4,1.54,0.8,84.8,8.1,2.4,2.41,7.4,76
sfbfmwq,4/15/2018 15:45,0,1,17.5,1.71,0.9,83.1,7.9,2.34,2.35,7.4,80
sfbfmwq,4/15/2018 16:00,0,1,17.6,1.94,1,79.9,7.6,2.26,2.27,7.5,82
sfbfmwq,4/15/2018 16:15,0,1,17.6,2.08,1.1,78.7,7.5,2.18,2.19,7.5,75
sfbfmwq,4/15/2018 16:30,0,1,17.6,2.26,1.2,76,7.2,2.09,2.1,7.5,76
sfbfmwq,4/15/2018 16:45,0,1,17.7,2.43,1.3,73.6,7,2,2.01,7.5,77
sfbfmwq,4/15/2018 17:00,0,1,17.7,2.43,1.3,72.5,6.9,1.92,1.93,7.5,80
sfbfmwq,4/15/2018 17:15,0,1,17.9,2.5,1.3,71.5,6.7,1.83,1.84,7.5,80
sfbfmwq,4/15/2018 17:30,0,1,17.9,2.5,1.3,71.5,6.7,1.74,1.75,7.6,86
sfbfmwq,4/15/2018 17:45,0,1,17.9,2.51,1.3,71.6,6.8,1.66,1.67,7.6,89
sfbfmwq,4/15/2018 18:00,0,1,17.9,2.52,1.3,71.6,6.7,1.58,1.59,7.6,88
sfbfmwq,4/15/2018 18:15,0,1,17.9,2.52,1.3,71.6,6.7,1.52,1.53,7.6,89
sfbfmwq,4/15/2018 18:30,0,1,17.9,2.52,1.3,71.6,6.7,1.46,1.47,7.6,86
sfbfmwq,4/15/2018 18:45,0,1,17.8,2.52,1.3,71.6,6.8,1.4,1.41,7.6,89
sfbfmwq,4/15/2018 19:00,0,1,17.7,2.53,1.3,71.8,6.8,1.36,1.37,7.6,87
sfbfmwq,4/15/2018 19:15,0,1,17.7,2.54,1.3,71.8,6.8,1.31,1.32,7.6,89
sfbfmwq,4/15/2018 19:30,0,1,17.6,2.56,1.3,71.7,6.8,1.27,1.28,7.6,84
sfbfmwq,4/15/2018 19:45,0,1,17.5,2.58,1.3,71.8,6.8,1.25,1.26,7.5,82
sfbfmwq,4/15/2018 20:00,0,1,17.3,2.59,1.3,71.1,6.8,1.23,1.24,7.5,91
sfbfmwq,4/15/2018 20:15,0,1,17.2,2.59,1.4,70.9,6.8,1.22,1.22,7.5,92
sfbfmwq,4/15/2018 20:30,0,1,17.2,2.59,1.3,59.8,5.7,1.23,1.23,7.5,77
