Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb
sfbfmwq,P,6/8/2017 11:15,0,1,,19.7,<0> ,1.87,<0> ,1,<0> ,72.8,<0> ,6.6,<0> ,1.66,<0> ,1.62,<3> ,7.9,<1> [SPC] (CSM),108,<1> (CMD)
sfbfmwq,P,6/8/2017 11:30,0,1,,19.8,<0> ,1.82,<0> ,0.9,<0> ,76,<0> ,6.9,<0> ,1.77,<0> ,1.73,<3> ,7.9,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/8/2017 11:45,0,1,,19.4,<0> ,1.82,<0> ,0.9,<0> ,69.9,<0> ,6.4,<0> ,1.87,<0> ,1.83,<3> ,7.8,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/8/2017 12:00,0,1,,19.3,<0> ,1.79,<0> ,0.9,<0> ,65.3,<0> ,6,<0> ,1.97,<0> ,1.93,<3> ,7.6,<1> [SPC] (CSM),115,<1> (CMD)
sfbfmwq,P,6/8/2017 12:15,0,1,,19.5,<0> ,1.75,<0> ,0.9,<0> ,62.7,<0> ,5.7,<0> ,2.06,<0> ,2.02,<3> ,7.5,<1> [SPC] (CSM),124,<1> (CMD)
sfbfmwq,P,6/8/2017 12:30,0,1,,19.7,<0> ,1.6,<0> ,0.8,<0> ,61.8,<0> ,5.6,<0> ,2.14,<0> ,2.1,<3> ,7.5,<1> [SPC] (CSM),129,<1> (CMD)
sfbfmwq,P,6/8/2017 12:45,0,1,,19.6,<0> ,1.45,<0> ,0.7,<0> ,63.9,<0> ,5.8,<0> ,2.21,<0> ,2.17,<3> ,7.4,<1> [SPC] (CSM),140,<1> (CMD)
sfbfmwq,P,6/8/2017 13:00,0,1,,19.7,<0> ,1.32,<0> ,0.7,<0> ,62.8,<0> ,5.7,<0> ,2.27,<0> ,2.24,<3> ,7.4,<1> [SPC] (CSM),141,<1> (CMD)
sfbfmwq,P,6/8/2017 13:15,0,1,,19.8,<0> ,1.24,<0> ,0.6,<0> ,63.1,<0> ,5.7,<0> ,2.33,<0> ,2.3,<3> ,7.3,<1> [SPC] (CSM),136,<1> (CMD)
sfbfmwq,P,6/8/2017 13:30,0,1,,19.8,<0> ,1.2,<0> ,0.6,<0> ,60.2,<0> ,5.5,<0> ,2.38,<0> ,2.35,<3> ,7.3,<1> [SPC] (CSM),139,<1> (CMD)
sfbfmwq,P,6/8/2017 13:45,0,1,,19.8,<0> ,1.18,<0> ,0.6,<0> ,60.7,<0> ,5.5,<0> ,2.41,<0> ,2.38,<3> ,7.3,<1> [SPC] (CSM),138,<1> (CMD)
sfbfmwq,P,6/8/2017 14:00,0,1,,19.8,<0> ,1.16,<0> ,0.6,<0> ,58.7,<0> ,5.3,<0> ,2.43,<0> ,2.39,<3> ,7.3,<1> [SPC] (CSM),124,<1> (CMD)
sfbfmwq,P,6/8/2017 14:15,0,1,,19.8,<0> ,1.16,<0> ,0.6,<0> ,57.2,<0> ,5.2,<0> ,2.44,<0> ,2.41,<3> ,7.3,<1> [SPC] (CSM),131,<1> (CMD)
sfbfmwq,P,6/8/2017 14:30,0,1,,19.8,<0> ,1.16,<0> ,0.6,<0> ,53.5,<0> ,4.9,<0> ,2.44,<0> ,2.41,<3> ,7.3,<1> [SPC] (CSM),133,<1> (CMD)
sfbfmwq,P,6/8/2017 14:45,0,1,,19.8,<0> ,1.18,<0> ,0.6,<0> ,62.9,<0> ,5.7,<0> ,2.43,<0> ,2.4,<3> ,7.3,<1> [SPC] (CSM),124,<1> (CMD)
sfbfmwq,P,6/8/2017 15:00,0,1,,19.8,<0> ,1.2,<0> ,0.6,<0> ,62.7,<0> ,5.7,<0> ,2.41,<0> ,2.38,<3> ,7.3,<1> [SPC] (CSM),127,<1> (CMD)
sfbfmwq,P,6/8/2017 15:15,0,1,,19.8,<0> ,1.26,<0> ,0.6,<0> ,66.3,<0> ,6,<0> ,2.39,<0> ,2.36,<3> ,7.3,<1> [SPC] (CSM),123,<1> (CMD)
sfbfmwq,P,6/8/2017 15:30,0,1,,19.8,<0> ,1.37,<0> ,0.7,<0> ,64.1,<0> ,5.8,<0> ,2.35,<0> ,2.32,<3> ,7.3,<1> [SPC] (CSM),124,<1> (CMD)
sfbfmwq,P,6/8/2017 15:45,0,1,,19.8,<0> ,1.47,<0> ,0.7,<0> ,64.6,<0> ,5.9,<0> ,2.31,<0> ,2.28,<3> ,7.4,<1> [SPC] (CSM),125,<1> (CMD)
sfbfmwq,P,6/8/2017 16:00,0,1,,19.8,<0> ,1.55,<0> ,0.8,<0> ,63.7,<0> ,5.8,<0> ,2.27,<0> ,2.24,<3> ,7.4,<1> [SPC] (CSM),121,<1> (CMD)
sfbfmwq,P,6/8/2017 16:15,0,1,,19.8,<0> ,1.58,<0> ,0.8,<0> ,63.8,<0> ,5.8,<0> ,2.21,<0> ,2.18,<3> ,7.4,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/8/2017 16:30,0,1,,19.9,<0> ,1.63,<0> ,0.8,<0> ,64.9,<0> ,5.9,<0> ,2.15,<0> ,2.13,<3> ,7.5,<1> [SPC] (CSM),120,<1> (CMD)
sfbfmwq,P,6/8/2017 16:45,0,1,,20,<0> ,1.7,<0> ,0.9,<0> ,65,<0> ,5.9,<0> ,2.09,<0> ,2.07,<3> ,7.5,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/8/2017 17:00,0,1,,20,<0> ,1.76,<0> ,0.9,<0> ,65.7,<0> ,5.9,<0> ,2.03,<0> ,2.01,<3> ,7.6,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/8/2017 17:15,0,1,,20,<0> ,1.8,<0> ,0.9,<0> ,65.3,<0> ,5.9,<0> ,1.97,<0> ,1.95,<3> ,7.6,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/8/2017 17:30,0,1,,20,<0> ,1.82,<0> ,0.9,<0> ,65.9,<0> ,6,<0> ,1.91,<0> ,1.89,<3> ,7.6,<1> [SPC] (CSM),113,<1> (CMD)
sfbfmwq,P,6/8/2017 17:45,0,1,,20.2,<0> ,1.82,<0> ,0.9,<0> ,69.6,<0> ,6.3,<0> ,1.85,<0> ,1.83,<3> ,7.7,<1> [SPC] (CSM),109,<1> (CMD)
sfbfmwq,P,6/8/2017 18:00,0,1,,20.2,<0> ,1.84,<0> ,0.9,<0> ,69.4,<0> ,6.3,<0> ,1.8,<0> ,1.78,<3> ,7.7,<1> [SPC] (CSM),106,<1> (CMD)
sfbfmwq,P,6/8/2017 18:15,0,1,,20.2,<0> ,1.86,<0> ,1,<0> ,69.1,<0> ,6.2,<0> ,1.75,<0> ,1.73,<3> ,7.7,<1> [SPC] (CSM),106,<1> (CMD)
sfbfmwq,P,6/8/2017 18:30,0,1,,20.2,<0> ,1.88,<0> ,1,<0> ,68.5,<0> ,6.2,<0> ,1.71,<0> ,1.69,<3> ,7.7,<1> [SPC] (CSM),99,<1> (CMD)
sfbfmwq,P,6/8/2017 18:45,0,1,,20.2,<0> ,1.87,<0> ,1,<0> ,68,<0> ,6.1,<0> ,1.68,<0> ,1.66,<3> ,7.7,<1> [SPC] (CSM),99,<1> (CMD)
sfbfmwq,P,6/8/2017 19:00,0,1,,20.2,<0> ,1.9,<0> ,1,<0> ,66.6,<0> ,6,<0> ,1.66,<0> ,1.64,<3> ,7.7,<1> [SPC] (CSM),97,<1> (CMD)
sfbfmwq,P,6/8/2017 19:15,0,1,,20.2,<0> ,1.89,<0> ,1,<0> ,61.6,<0> ,5.6,<0> ,1.65,<0> ,1.63,<3> ,7.7,<1> [SPC] (CSM),109,<1> (CMD)
sfbfmwq,P,6/8/2017 19:30,0,1,,20.2,<0> ,1.89,<0> ,1,<0> ,52.8,<0> ,4.8,<0> ,1.65,<0> ,1.63,<3> ,7.7,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/8/2017 19:45,0,1,,20.2,<0> ,1.89,<0> ,1,<0> ,52.1,<0> ,4.7,<0> ,1.65,<0> ,1.63,<3> ,7.6,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/8/2017 20:00,0,1,,20.1,<0> ,1.78,<0> ,0.9,<0> ,44.6,<0> ,4,<0> ,1.67,<0> ,1.65,<3> ,7.6,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/8/2017 20:15,0,1,,20.1,<0> ,1.76,<0> ,0.9,<0> ,62.7,<0> ,5.7,<0> ,1.69,<0> ,1.67,<3> ,7.6,<1> [SPC] (CSM),110,<1> (CMD)
sfbfmwq,P,6/8/2017 20:30,0,1,,20.1,<0> ,1.78,<0> ,0.9,<0> ,64.1,<0> ,5.8,<0> ,1.73,<0> ,1.71,<3> ,7.6,<1> [SPC] (CSM),105,<1> (CMD)
sfbfmwq,P,6/8/2017 20:45,0,1,,20,<0> ,1.76,<0> ,0.9,<0> ,66.4,<0> ,6,<0> ,1.78,<0> ,1.76,<3> ,7.6,<1> [SPC] (CSM),107,<1> (CMD)
sfbfmwq,P,6/8/2017 21:00,0,1,,20,<0> ,1.73,<0> ,0.9,<0> ,67.1,<0> ,6.1,<0> ,1.83,<0> ,1.81,<3> ,7.6,<1> [SPC] (CSM),110,<1> (CMD)
sfbfmwq,P,6/8/2017 21:15,0,1,,20,<0> ,1.74,<0> ,0.9,<0> ,67.5,<0> ,6.1,<0> ,1.89,<0> ,1.87,<3> ,7.6,<1> [SPC] (CSM),107,<1> (CMD)
sfbfmwq,P,6/8/2017 21:30,0,1,,20,<0> ,1.69,<0> ,0.9,<0> ,67.8,<0> ,6.1,<0> ,1.95,<0> ,1.93,<3> ,7.6,<1> [SPC] (CSM),108,<1> (CMD)
sfbfmwq,P,6/8/2017 21:45,0,1,,20,<0> ,1.67,<0> ,0.9,<0> ,67.9,<0> ,6.1,<0> ,2.02,<0> ,2,<3> ,7.6,<1> [SPC] (CSM),108,<1> (CMD)
sfbfmwq,P,6/8/2017 22:00,0,1,,20,<0> ,1.66,<0> ,0.8,<0> ,69.5,<0> ,6.3,<0> ,2.09,<0> ,2.07,<3> ,7.6,<1> [SPC] (CSM),111,<1> (CMD)
sfbfmwq,P,6/8/2017 22:15,0,1,,20,<0> ,1.65,<0> ,0.8,<0> ,74.3,<0> ,6.7,<0> ,2.17,<0> ,2.15,<3> ,7.8,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/8/2017 22:30,0,1,,20,<0> ,1.63,<0> ,0.8,<0> ,73.2,<0> ,6.6,<0> ,2.24,<0> ,2.22,<3> ,7.7,<1> [SPC] (CSM),113,<1> (CMD)
sfbfmwq,P,6/8/2017 22:45,0,1,,19.9,<0> ,1.53,<0> ,0.8,<0> ,67.2,<0> ,6.1,<0> ,2.31,<0> ,2.29,<3> ,7.6,<1> [SPC] (CSM),113,<1> (CMD)
sfbfmwq,P,6/8/2017 23:00,0,1,,19.9,<0> ,1.44,<0> ,0.7,<0> ,65.2,<0> ,5.9,<0> ,2.38,<0> ,2.36,<3> ,7.5,<1> [SPC] (CSM),112,<1> (CMD)
sfbfmwq,P,6/8/2017 23:15,0,1,,19.9,<0> ,1.33,<0> ,0.7,<0> ,64.9,<0> ,5.9,<0> ,2.44,<0> ,2.42,<3> ,7.4,<1> [SPC] (CSM),113,<1> (CMD)
sfbfmwq,P,6/8/2017 23:30,0,1,,19.9,<0> ,1.25,<0> ,0.6,<0> ,65.9,<0> ,6,<0> ,2.5,<0> ,2.48,<3> ,7.4,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/8/2017 23:45,0,1,,19.9,<0> ,1.25,<0> ,0.6,<0> ,66.7,<0> ,6.1,<0> ,2.55,<0> ,2.53,<3> ,7.4,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/9/2017 0:00,0,1,,19.9,<0> ,1.31,<0> ,0.7,<0> ,68.8,<0> ,6.3,<0> ,2.59,<0> ,2.57,<3> ,7.4,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 0:15,0,1,,19.9,<0> ,1.37,<0> ,0.7,<0> ,72,<0> ,6.5,<0> ,2.63,<0> ,2.61,<3> ,7.5,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/9/2017 0:30,0,1,,20,<0> ,1.53,<0> ,0.8,<0> ,76.8,<0> ,7,<0> ,2.66,<0> ,2.65,<3> ,7.7,<1> [SPC] (CSM),121,<1> (CMD)
sfbfmwq,P,6/9/2017 0:45,0,1,,20,<0> ,1.49,<0> ,0.8,<0> ,78.2,<0> ,7.1,<0> ,2.68,<0> ,2.67,<3> ,7.8,<1> [SPC] (CSM),121,<1> (CMD)
sfbfmwq,P,6/9/2017 1:00,0,1,,20.1,<0> ,1.44,<0> ,0.7,<0> ,77.7,<0> ,7,<0> ,2.7,<0> ,2.69,<3> ,7.8,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/9/2017 1:15,0,1,,20.1,<0> ,1.35,<0> ,0.7,<0> ,76.8,<0> ,6.9,<0> ,2.71,<0> ,2.7,<3> ,7.7,<1> [SPC] (CSM),124,<1> (CMD)
sfbfmwq,P,6/9/2017 1:30,0,1,,20.2,<0> ,1.27,<0> ,0.6,<0> ,77.6,<0> ,7,<0> ,2.72,<0> ,2.71,<3> ,7.7,<1> [SPC] (CSM),123,<1> (CMD)
sfbfmwq,P,6/9/2017 1:45,0,1,,20.2,<0> ,1.21,<0> ,0.6,<0> ,76,<0> ,6.9,<0> ,2.71,<0> ,2.7,<3> ,7.7,<1> [SPC] (CSM),130,<1> (CMD)
sfbfmwq,P,6/9/2017 2:00,0,1,,20.2,<0> ,1.22,<0> ,0.6,<0> ,76.5,<0> ,6.9,<0> ,2.7,<0> ,2.69,<3> ,7.7,<1> [SPC] (CSM),126,<1> (CMD)
sfbfmwq,P,6/9/2017 2:15,0,1,,20.1,<0> ,1.25,<0> ,0.6,<0> ,79.7,<0> ,7.2,<0> ,2.67,<0> ,2.66,<3> ,7.7,<1> [SPC] (CSM),135,<1> (CMD)
sfbfmwq,P,6/9/2017 2:30,0,1,,20,<0> ,1.4,<0> ,0.7,<0> ,77.5,<0> ,7,<0> ,2.64,<0> ,2.63,<3> ,7.7,<1> [SPC] (CSM),128,<1> (CMD)
sfbfmwq,P,6/9/2017 2:45,0,1,,19.9,<0> ,1.42,<0> ,0.7,<0> ,75.3,<0> ,6.8,<0> ,2.6,<0> ,2.59,<3> ,7.7,<1> [SPC] (CSM),123,<1> (CMD)
sfbfmwq,P,6/9/2017 3:00,0,1,,19.8,<0> ,1.39,<0> ,0.7,<0> ,72.5,<0> ,6.6,<0> ,2.55,<0> ,2.54,<3> ,7.6,<1> [SPC] (CSM),124,<1> (CMD)
sfbfmwq,P,6/9/2017 3:15,0,1,,19.7,<0> ,1.34,<0> ,0.7,<0> ,68.4,<0> ,6.2,<0> ,2.48,<0> ,2.47,<3> ,7.5,<1> [SPC] (CSM),122,<1> (CMD)
sfbfmwq,P,6/9/2017 3:30,0,1,,19.7,<0> ,1.38,<0> ,0.7,<0> ,66.3,<0> ,6,<0> ,2.41,<0> ,2.4,<3> ,7.5,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 3:45,0,1,,19.6,<0> ,1.47,<0> ,0.7,<0> ,66.1,<0> ,6,<0> ,2.33,<0> ,2.32,<3> ,7.5,<1> [SPC] (CSM),111,<1> (CMD)
sfbfmwq,P,6/9/2017 4:00,0,1,,19.6,<0> ,1.53,<0> ,0.8,<0> ,66.1,<0> ,6,<0> ,2.24,<0> ,2.24,<3> ,7.5,<1> [SPC] (CSM),118,<1> (CMD)
sfbfmwq,P,6/9/2017 4:15,0,1,,19.5,<0> ,1.59,<0> ,0.8,<0> ,65.5,<0> ,6,<0> ,2.14,<0> ,2.14,<3> ,7.6,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 4:30,0,1,,19.5,<0> ,1.64,<0> ,0.8,<0> ,64.4,<0> ,5.9,<0> ,2.05,<0> ,2.05,<3> ,7.6,<1> [SPC] (CSM),113,<1> (CMD)
sfbfmwq,P,6/9/2017 4:45,0,1,,19.5,<0> ,1.69,<0> ,0.9,<0> ,62.8,<0> ,5.7,<0> ,1.96,<0> ,1.96,<3> ,7.6,<1> [SPC] (CSM),116,<1> (CMD)
sfbfmwq,P,6/9/2017 5:00,0,1,,19.4,<0> ,1.74,<0> ,0.9,<0> ,61.6,<0> ,5.6,<0> ,1.87,<0> ,1.87,<3> ,7.6,<1> [SPC] (CSM),116,<1> (CMD)
sfbfmwq,P,6/9/2017 5:15,0,1,,19.4,<0> ,1.78,<0> ,0.9,<0> ,60.4,<0> ,5.5,<0> ,1.79,<0> ,1.79,<3> ,7.6,<1> [SPC] (CSM),115,<1> (CMD)
sfbfmwq,P,6/9/2017 5:30,0,1,,19.4,<0> ,1.83,<0> ,0.9,<0> ,59.4,<0> ,5.4,<0> ,1.71,<0> ,1.71,<3> ,7.6,<1> [SPC] (CSM),114,<1> (CMD)
sfbfmwq,P,6/9/2017 5:45,0,1,,19.3,<0> ,1.89,<0> ,1,<0> ,58.2,<0> ,5.3,<0> ,1.63,<0> ,1.63,<3> ,7.6,<1> [SPC] (CSM),121,<1> (CMD)
sfbfmwq,P,6/9/2017 6:00,0,1,,19.3,<0> ,1.94,<0> ,1,<0> ,56.9,<0> ,5.2,<0> ,1.56,<0> ,1.56,<3> ,7.6,<1> [SPC] (CSM),118,<1> (CMD)
sfbfmwq,P,6/9/2017 6:15,0,1,,19.3,<0> ,1.99,<0> ,1,<0> ,55.7,<0> ,5.1,<0> ,1.49,<0> ,1.49,<3> ,7.6,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/9/2017 6:30,0,1,,19.2,<0> ,2.04,<0> ,1,<0> ,54.2,<0> ,5,<0> ,1.43,<0> ,1.43,<3> ,7.6,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/9/2017 6:45,0,1,,19.2,<0> ,2.09,<0> ,1.1,<0> ,52.7,<0> ,4.8,<0> ,1.37,<0> ,1.37,<3> ,7.6,<1> [SPC] (CSM),121,<1> (CMD)
sfbfmwq,P,6/9/2017 7:00,0,1,,19.2,<0> ,2.14,<0> ,1.1,<0> ,51.5,<0> ,4.7,<0> ,1.32,<0> ,1.32,<3> ,7.5,<1> [SPC] (CSM),123,<1> (CMD)
sfbfmwq,P,6/9/2017 7:15,0,1,,19.1,<0> ,2.2,<0> ,1.1,<0> ,50.5,<0> ,4.6,<0> ,1.26,<0> ,1.26,<3> ,7.5,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 7:30,0,1,,19.1,<0> ,2.25,<0> ,1.2,<0> ,50.1,<0> ,4.6,<0> ,1.21,<0> ,1.21,<3> ,7.5,<1> [SPC] (CSM),116,<1> (CMD)
sfbfmwq,P,6/9/2017 7:45,0,1,,19.1,<0> ,2.31,<0> ,1.2,<0> ,49.3,<0> ,4.5,<0> ,1.16,<0> ,1.15,<3> ,7.5,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 8:00,0,1,,19.1,<0> ,2.35,<0> ,1.2,<0> ,49,<0> ,4.5,<0> ,1.11,<0> ,1.1,<3> ,7.5,<1> [SPC] (CSM),122,<1> (CMD)
sfbfmwq,P,6/9/2017 8:15,0,1,,19.2,<0> ,2.38,<0> ,1.2,<0> ,49.3,<0> ,4.5,<0> ,1.07,<0> ,1.06,<3> ,7.5,<1> [SPC] (CSM),123,<1> (CMD)
sfbfmwq,P,6/9/2017 8:30,0,1,,19.2,<0> ,2.45,<0> ,1.3,<0> ,48,<0> ,4.4,<0> ,1.02,<0> ,1.01,<3> ,7.5,<1> [SPC] (CSM),112,<1> (CMD)
sfbfmwq,P,6/9/2017 8:45,0,1,,19.3,<0> ,2.48,<0> ,1.3,<0> ,48.1,<0> ,4.4,<0> ,0.99,<0> ,0.98,<3> ,7.5,<1> [SPC] (CSM),113,<1> (CMD)
sfbfmwq,P,6/9/2017 9:00,0,1,,19.3,<0> ,2.53,<0> ,1.3,<0> ,47,<0> ,4.3,<0> ,0.96,<0> ,0.95,<3> ,7.5,<1> [SPC] (CSM),108,<1> (CMD)
sfbfmwq,P,6/9/2017 9:15,0,1,,19.3,<0> ,2.53,<0> ,1.3,<0> ,42.7,<0> ,3.9,<0> ,0.95,<0> ,0.94,<3> ,7.5,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 9:30,0,1,,19.4,<0> ,2.54,<0> ,1.3,<0> ,43,<0> ,3.9,<0> ,0.94,<0> ,0.93,<3> ,7.5,<1> [SPC] (CSM),116,<1> (CMD)
sfbfmwq,P,6/9/2017 9:45,0,1,,19.5,<0> ,2.55,<0> ,1.3,<0> ,38.9,<0> ,3.6,<0> ,0.95,<0> ,0.94,<3> ,7.5,<1> [SPC] (CSM),96,<1> (CMD)
sfbfmwq,P,6/9/2017 10:00,0,1,,19.9,<0> ,2.31,<0> ,1.2,<0> ,46.6,<0> ,4.2,<0> ,0.98,<0> ,0.97,<3> ,7.5,<1> [SPC] (CSM),123,<1> (CMD)
sfbfmwq,P,6/9/2017 10:15,0,1,,19.9,<0> ,2.28,<0> ,1.2,<0> ,52.8,<0> ,4.8,<0> ,1.03,<0> ,1.03,<3> ,7.5,<1> [SPC] (CSM),122,<1> (CMD)
sfbfmwq,P,6/9/2017 10:30,0,1,,20.1,<0> ,2.29,<0> ,1.2,<0> ,52.8,<0> ,4.8,<0> ,1.11,<0> ,1.1,<3> ,7.5,<1> [SPC] (CSM),122,<1> (CMD)
sfbfmwq,P,6/9/2017 10:45,0,1,,20.1,<0> ,2.04,<0> ,1.1,<0> ,63.9,<0> ,5.8,<0> ,1.19,<0> ,1.18,<3> ,7.7,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 11:00,0,1,,20.2,<0> ,1.92,<0> ,1,<0> ,69.9,<0> ,6.3,<0> ,1.29,<0> ,1.28,<3> ,7.8,<1> [SPC] (CSM),121,<1> (CMD)
sfbfmwq,P,6/9/2017 11:15,0,1,,20.2,<0> ,1.89,<0> ,1,<0> ,71.5,<0> ,6.4,<0> ,1.38,<0> ,1.37,<3> ,7.9,<1> [SPC] (CSM),120,<1> (CMD)
sfbfmwq,P,6/9/2017 11:30,0,1,,20.3,<0> ,1.86,<0> ,0.9,<0> ,72.8,<0> ,6.6,<0> ,1.48,<0> ,1.47,<3> ,7.9,<1> [SPC] (CSM),127,<1> (CMD)
sfbfmwq,P,6/9/2017 11:45,0,1,,20.3,<0> ,1.81,<0> ,0.9,<0> ,74,<0> ,6.7,<0> ,1.58,<0> ,1.58,<3> ,7.9,<1> [SPC] (CSM),140,<1> (CMD)
sfbfmwq,P,6/9/2017 12:00,0,1,,20.2,<0> ,1.94,<0> ,1,<0> ,68.4,<0> ,6.2,<0> ,1.69,<0> ,1.69,<3> ,7.8,<1> [SPC] (CSM),138,<1> (CMD)
sfbfmwq,P,6/9/2017 12:15,0,1,,20.4,<0> ,2.09,<0> ,1.1,<0> ,59.2,<0> ,5.3,<0> ,1.79,<0> ,1.79,<3> ,7.7,<1> [SPC] (CSM),133,<1> (CMD)
sfbfmwq,P,6/9/2017 12:30,0,1,,20.7,<0> ,1.91,<0> ,1,<0> ,61.7,<0> ,5.5,<0> ,1.88,<0> ,1.88,<3> ,7.6,<1> [SPC] (CSM),135,<1> (CMD)
sfbfmwq,P,6/9/2017 12:45,0,1,,20.8,<0> ,1.82,<0> ,0.9,<0> ,62.2,<0> ,5.5,<0> ,1.97,<0> ,1.97,<3> ,7.6,<1> [SPC] (CSM),134,<1> (CMD)
sfbfmwq,P,6/9/2017 13:00,0,1,,20.8,<0> ,1.73,<0> ,0.9,<0> ,60.9,<0> ,5.4,<0> ,2.06,<0> ,2.06,<3> ,7.5,<1> [SPC] (CSM),167,<1> (CMD)
sfbfmwq,P,6/9/2017 13:15,0,1,,20.7,<0> ,1.55,<0> ,0.8,<0> ,62.6,<0> ,5.6,<0> ,2.14,<0> ,2.14,<3> ,7.4,<1> [SPC] (CSM),163,<1> (CMD)
sfbfmwq,P,6/9/2017 13:30,0,1,,20.7,<0> ,1.39,<0> ,0.7,<0> ,63.1,<0> ,5.6,<0> ,2.21,<0> ,2.21,<3> ,7.4,<1> [SPC] (CSM),158,<1> (CMD)
sfbfmwq,P,6/9/2017 13:45,0,1,,20.7,<0> ,1.28,<0> ,0.6,<0> ,66.1,<0> ,5.9,<0> ,2.27,<0> ,2.27,<3> ,7.3,<1> [SPC] (CSM),144,<1> (CMD)
sfbfmwq,P,6/9/2017 14:00,0,1,,20.7,<0> ,1.21,<0> ,0.6,<0> ,64.8,<0> ,5.8,<0> ,2.32,<0> ,2.32,<3> ,7.3,<1> [SPC] (CSM),133,<1> (CMD)
sfbfmwq,P,6/9/2017 14:15,0,1,,20.7,<0> ,1.18,<0> ,0.6,<0> ,60.3,<0> ,5.4,<0> ,2.36,<0> ,2.36,<3> ,7.3,<1> [SPC] (CSM),133,<1> (CMD)
sfbfmwq,P,6/9/2017 14:30,0,1,,20.8,<0> ,1.17,<0> ,0.6,<0> ,52.7,<0> ,4.7,<0> ,2.39,<0> ,2.39,<3> ,7.3,<1> [SPC] (CSM),126,<1> (CMD)
sfbfmwq,P,6/9/2017 14:45,0,1,,20.8,<0> ,1.16,<0> ,0.6,<0> ,47.2,<0> ,4.2,<0> ,2.41,<0> ,2.41,<3> ,7.3,<1> [SPC] (CSM),148,<1> (CMD)
sfbfmwq,P,6/9/2017 15:00,0,1,,20.8,<0> ,1.15,<0> ,0.6,<0> ,46.5,<0> ,4.2,<0> ,2.42,<0> ,2.42,<3> ,7.3,<1> [SPC] (CSM),148,<1> (CMD)
sfbfmwq,P,6/9/2017 15:15,0,1,,20.8,<0> ,1.15,<0> ,0.6,<0> ,39.5,<0> ,3.5,<0> ,2.43,<0> ,2.43,<3> ,7.3,<1> [SPC] (CSM),154,<1> (CMD)
sfbfmwq,P,6/9/2017 15:30,0,1,,20.8,<0> ,1.16,<0> ,0.6,<0> ,64.8,<0> ,5.8,<0> ,2.42,<0> ,2.42,<3> ,7.3,<1> [SPC] (CSM),133,<1> (CMD)
sfbfmwq,P,6/9/2017 15:45,0,1,,20.9,<0> ,1.16,<0> ,0.6,<0> ,70.1,<0> ,6.2,<0> ,2.41,<0> ,2.41,<3> ,7.3,<1> [SPC] (CSM),122,<1> (CMD)
sfbfmwq,P,6/9/2017 16:00,0,1,,20.9,<0> ,1.19,<0> ,0.6,<0> ,69.7,<0> ,6.2,<0> ,2.39,<0> ,2.39,<3> ,7.3,<1> [SPC] (CSM),119,<1> (CMD)
sfbfmwq,P,6/9/2017 16:15,0,1,,21,<0> ,1.23,<0> ,0.6,<0> ,69.9,<0> ,6.2,<0> ,2.36,<0> ,2.36,<3> ,7.3,<1> [SPC] (CSM),118,<1> (CMD)
sfbfmwq,P,6/9/2017 16:30,0,1,,21,<0> ,1.29,<0> ,0.6,<0> ,69.9,<0> ,6.2,<0> ,2.32,<0> ,2.32,<3> ,7.4,<1> [SPC] (CSM),117,<1> (CMD)
sfbfmwq,P,6/9/2017 16:45,0,1,,21.1,<0> ,1.34,<0> ,0.7,<0> ,70.4,<0> ,6.2,<0> ,2.28,<0> ,2.28,<3> ,7.4,<1> [SPC] (CSM),121,<1> (CMD)
